window,source_family,target_family,n_total_pairs,n_main_yes,n_audit_stable_yes,n_tier1,n_tier2,n_tier3,n_ambiguous,n_reverse,n_same_day_only,tier1_fraction,audit_stable_fraction_among_main_yes,same_day_coupling_fraction,high_persistence_risk_fraction
T3_expand17,V,P,165,19,4,4,15,0,31,3,8,0.024242424242424242,0.21052631578947367,0.21818181818181817,0.18181818181818182
