scope,object,config_id,candidate_id,point_day,month_day,band_start_day,band_end_day,band_center_day,peak_score,peak_prominence,support_floor,global_floor,left_stop_reason,right_stop_reason,is_formal_primary,sensitivity_group,changed_factor,changed_value,input_source,smoothed_fields_path,bootstrap_status
Jw_only,Jw,DET_WIDTH_16,CP001,13,04-14,12,15,14,4.034301271674057,0.3121835842003997,3.922043265279537,3.922043265279537,support_floor,support_floor,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Jw_only,Jw,DET_WIDTH_16,CP002,22,04-23,20,24,22,1.5291790042895603,0.29818514008454056,3.922043265279537,3.922043265279537,support_floor,support_floor,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Jw_only,Jw,DET_WIDTH_16,CP003,42,05-13,37,47,42,7.169683048585748,6.08653903586808,4.126413530651708,3.922043265279537,support_floor,local_valley,True,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Jw_only,Jw,DET_WIDTH_16,CP004,48,05-19,46,50,48,4.883977131985284,0.020294234716424775,4.873830014627071,3.922043265279537,support_floor,support_floor,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Jw_only,Jw,DET_WIDTH_16,CP005,83,06-23,78,86,82,8.637545394517957,4.6526452541357965,6.311222767450059,3.922043265279537,support_floor,support_floor,True,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Jw_only,Jw,DET_WIDTH_16,CP006,103,07-13,98,107,102,14.700346694286877,13.738223150612466,7.8312351189806435,3.922043265279537,support_floor,local_valley,True,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Jw_only,Jw,DET_WIDTH_16,CP007,109,07-19,107,111,109,14.06640443333831,0.35977704882957795,13.88651590892352,3.922043265279537,support_floor,support_floor,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Jw_only,Jw,DET_WIDTH_16,CP008,129,08-08,126,134,130,12.877658166367453,9.031239044575827,8.36203864407954,3.922043265279537,support_floor,support_floor,True,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Jw_only,Jw,DET_WIDTH_16,CP009,151,08-30,148,155,152,6.373055450561816,2.0117944867131294,5.367158207205252,3.922043265279537,support_floor,support_floor,True,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Jw_only,Jw,DET_WIDTH_16,CP010,165,09-13,163,167,165,5.223054999900967,0.06424063056505958,5.190934684618437,3.922043265279537,support_floor,support_floor,True,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
