point_id,point_day,observed_peak_score,observed_matched_stat,p_global_fwer,p_local,p_match_exist,p_match_exceed_conditional,local_joint_challenge_score,n_null_reps,n_null_reps_with_matched_peak
RP001,45,5.878578493131532,2.3526894143749066,1.0,0.44594594594594594,0.442,0.44594594594594594,0.1971081081081081,500,221
RP002,81,9.238311473412097,1.8065659429142245,1.0,0.7037037037037037,0.43,0.7037037037037037,0.3025925925925926,500,215
RP003,113,9.678099825113602,2.108081916398763,1.0,0.5679611650485437,0.41,0.5679611650485437,0.23286407766990289,500,205
LP006,132,3.7541518352022365,1.0943331098921916,1.0,0.8082901554404145,0.384,0.8082901554404145,0.31038341968911914,500,192
RP004,135,3.7666081070788318,1.1411886961761106,1.0,0.806282722513089,0.38,0.806282722513089,0.3063874345549738,500,190
RP005,160,7.120567750300529,1.6737421945670503,1.0,0.7405405405405405,0.368,0.7405405405405405,0.2725189189189189,500,184
