mode,target,n_years_valid,base_model_predictors,extended_model_predictors,base_r2,extended_r2,delta_r2,base_cv_rmse,extended_cv_rmse,delta_cv_rmse_positive_means_improvement,H_package_coef,H_package_coef_loo_sign_stability,permutation_p_delta_r2,decision
anomaly,joint45_strength_proxy,45,P_E2_CONTROL_strength;V_E2_CONTROL_strength,P_E2_CONTROL_strength;V_E2_CONTROL_strength;H_package_strength,0.05484405898486078,0.06524045171022297,0.010396392725362191,1.0317185074858095,1.0463721376479906,-0.01465363016218113,-0.11245868717194565,1.0,0.48502994011976047,no_incremental_support
anomaly,P_P45_strength,45,P_E2_CONTROL_strength;V_E2_CONTROL_strength,P_E2_CONTROL_strength;V_E2_CONTROL_strength;H_package_strength,0.03334829714607801,0.048695846333973614,0.015347549187895604,1.0456663633823575,1.0559241207506926,-0.010257757368335119,-0.13663790291011452,1.0,0.4491017964071856,no_incremental_support
anomaly,V_V45_strength,45,P_E2_CONTROL_strength;V_E2_CONTROL_strength,P_E2_CONTROL_strength;V_E2_CONTROL_strength;H_package_strength,0.06349250008199003,0.06776053312549146,0.004268033043501429,1.0233407079549088,1.0439275397007826,-0.020586831745873724,-0.07205523808654252,1.0,0.6746506986027944,no_incremental_support
anomaly,M_combined_strength,45,P_E2_CONTROL_strength;V_E2_CONTROL_strength,P_E2_CONTROL_strength;V_E2_CONTROL_strength;H_package_strength,0.05484405898486078,0.06524045171022297,0.010396392725362191,1.0317185074858095,1.0463721376479906,-0.01465363016218113,-0.11245868717194565,1.0,0.5169660678642715,no_incremental_support
local_background_removed,joint45_strength_proxy,45,P_E2_CONTROL_strength;V_E2_CONTROL_strength,P_E2_CONTROL_strength;V_E2_CONTROL_strength;H_package_strength,0.21455128893324082,0.2265601769845187,0.012008888051277866,0.9658100504767909,0.9747640312412369,-0.008953980764445979,-0.12353897232210218,1.0,0.4431137724550898,no_incremental_support
local_background_removed,P_P45_strength,45,P_E2_CONTROL_strength;V_E2_CONTROL_strength,P_E2_CONTROL_strength;V_E2_CONTROL_strength;H_package_strength,0.19964714083860613,0.20036821938238447,0.0007210785437783418,0.9757317749771879,0.9887985214296111,-0.013066746452423228,-0.030272192237510154,0.9333333333333333,0.8582834331337326,no_incremental_support
local_background_removed,V_V45_strength,45,P_E2_CONTROL_strength;V_E2_CONTROL_strength,P_E2_CONTROL_strength;V_E2_CONTROL_strength;H_package_strength,0.18621802273325894,0.2166048685734807,0.030386845840221777,0.9774452357852373,0.9782645156283808,-0.00081927984314345,-0.196514860506722,1.0,0.23952095808383234,no_incremental_support
local_background_removed,M_combined_strength,45,P_E2_CONTROL_strength;V_E2_CONTROL_strength,P_E2_CONTROL_strength;V_E2_CONTROL_strength;H_package_strength,0.21455128893324082,0.2265601769845187,0.012008888051277866,0.9658100504767909,0.9747640312412369,-0.008953980764445979,-0.12353897232210218,1.0,0.43912175648702595,no_incremental_support
raw,joint45_strength_proxy,45,P_E2_CONTROL_strength;V_E2_CONTROL_strength,P_E2_CONTROL_strength;V_E2_CONTROL_strength;H_package_strength,0.01300991232946791,0.030281923204135808,0.017272010874667898,1.0721780410394248,1.081822991444392,-0.009644950404967156,0.1452303353282676,1.0,0.4151696606786427,no_incremental_support
raw,P_P45_strength,45,P_E2_CONTROL_strength;V_E2_CONTROL_strength,P_E2_CONTROL_strength;V_E2_CONTROL_strength;H_package_strength,0.0508024696028152,0.05110922549869579,0.00030675589588058383,1.051319204033,1.0806571260446178,-0.02933792201161789,-0.019354517458210985,0.9333333333333333,0.9221556886227545,no_incremental_support
raw,V_V45_strength,45,P_E2_CONTROL_strength;V_E2_CONTROL_strength,P_E2_CONTROL_strength;V_E2_CONTROL_strength;H_package_strength,0.01108445398480662,0.07444477427809149,0.06336032029328487,1.0683520659969943,1.0438272483158617,0.02452481768113257,0.2781599315072648,1.0,0.10978043912175649,weak_incremental_support
raw,M_combined_strength,45,P_E2_CONTROL_strength;V_E2_CONTROL_strength,P_E2_CONTROL_strength;V_E2_CONTROL_strength;H_package_strength,0.01300991232946791,0.030281923204135808,0.017272010874667898,1.0721780410394248,1.081822991444392,-0.009644950404967156,0.1452303353282676,1.0,0.41317365269461076,no_incremental_support
