window_id,mode,target_type,target_name,target_metric,corr_pc_with_influence_score,spearman_pc_with_influence_score,n_years,relationship_status
W160,1,object_peak_year_influence,H,presence_effect_on_peak_day,0.21679964590367998,0.24268774703557308,45,diagnostic_only_not_physical_type
W160,1,object_peak_year_influence,H,presence_effect_on_early_probability,-0.24256523114680686,-0.28708827404479575,45,diagnostic_only_not_physical_type
W160,1,object_peak_year_influence,H,presence_effect_on_late_probability,0.10137484348280996,0.12503705662437195,45,diagnostic_only_not_physical_type
W160,1,object_peak_year_influence,H,high_count_effect_on_peak_day,0.20681676080795017,0.22516469038208167,45,diagnostic_only_not_physical_type
W160,1,object_peak_year_influence,Je,presence_effect_on_peak_day,0.2025694336985486,0.2048748353096179,45,diagnostic_only_not_physical_type
W160,1,object_peak_year_influence,Je,presence_effect_on_early_probability,-0.17450245276317985,-0.21040843214756255,45,diagnostic_only_not_physical_type
W160,1,object_peak_year_influence,Je,presence_effect_on_late_probability,0.2245074887959701,0.2553527905930156,45,diagnostic_only_not_physical_type
W160,1,object_peak_year_influence,Je,high_count_effect_on_peak_day,0.24687437008907992,0.2797101449275362,45,diagnostic_only_not_physical_type
W160,1,object_peak_year_influence,Jw,presence_effect_on_peak_day,-0.14116921750148234,-0.07246376811594202,45,diagnostic_only_not_physical_type
W160,1,object_peak_year_influence,Jw,presence_effect_on_early_probability,0.18528236202345966,0.11357796980969012,45,diagnostic_only_not_physical_type
W160,1,object_peak_year_influence,Jw,presence_effect_on_late_probability,-0.058855021989243306,-0.047299077733860335,45,diagnostic_only_not_physical_type
W160,1,object_peak_year_influence,Jw,high_count_effect_on_peak_day,-0.09270962336330116,-0.03939393939393939,45,diagnostic_only_not_physical_type
W160,1,object_peak_year_influence,P,presence_effect_on_peak_day,0.019640821207502147,0.006719367588932806,45,diagnostic_only_not_physical_type
W160,1,object_peak_year_influence,P,presence_effect_on_early_probability,0.025060124568252715,0.03412384716732542,45,diagnostic_only_not_physical_type
W160,1,object_peak_year_influence,P,presence_effect_on_late_probability,0.10888122875496595,0.1375494071146245,45,diagnostic_only_not_physical_type
W160,1,object_peak_year_influence,P,high_count_effect_on_peak_day,-0.016824673340728184,-0.053359683794466393,45,diagnostic_only_not_physical_type
W160,1,object_peak_year_influence,V,presence_effect_on_peak_day,-0.3803235225205977,-0.38972332015810274,45,diagnostic_only_not_physical_type
W160,1,object_peak_year_influence,V,presence_effect_on_early_probability,0.33602514773166536,0.29217036150110093,45,diagnostic_only_not_physical_type
