window_id,object,observed_peak_day,bootstrap_peak_median,bootstrap_peak_q025,bootstrap_peak_q975,abs_error_median,abs_error_q75,abs_error_q90,abs_error_q975,support_class,included_in_tau_estimation,mode,phase_group,phase_group_size,years_in_phase_group,group_role
W160,P,154.0,156.0,152.0,165.0,2.0,7.0,11.0,11.0,accepted_window,True,1,PC_high,15,1980;1987;1993;1995;1998;2003;2005;2009;2010;2014;2017;2020;2021;2022;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W160,V,148.0,149.0,145.475,165.0,2.0,12.25,15.0,17.0,accepted_window,True,1,PC_high,15,1980;1987;1993;1995;1998;2003;2005;2009;2010;2014;2017;2020;2021;2022;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W160,H,160.0,160.0,145.0,167.0,3.0,5.0,7.0,15.0,candidate_window,True,1,PC_high,15,1980;1987;1993;1995;1998;2003;2005;2009;2010;2014;2017;2020;2021;2022;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W160,Je,165.0,163.0,145.0,167.0,2.0,7.0,17.0,20.0,weak_window,True,1,PC_high,15,1980;1987;1993;1995;1998;2003;2005;2009;2010;2014;2017;2020;2021;2022;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W160,Jw,148.0,160.0,141.45,167.0,12.0,17.0,18.0,19.0,candidate_window,True,1,PC_high,15,1980;1987;1993;1995;1998;2003;2005;2009;2010;2014;2017;2020;2021;2022;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W160,P,159.0,159.0,155.0,165.0,1.0,2.0,4.0,6.0,accepted_window,True,1,PC_low,15,1979;1981;1982;1984;1985;1986;1989;1990;1991;1997;2000;2001;2012;2016;2018,PC_phase_group_multi_year_peak_not_single_year_peak
W160,V,161.0,161.0,159.0,162.0,0.0,1.0,1.0,2.0,accepted_window,True,1,PC_low,15,1979;1981;1982;1984;1985;1986;1989;1990;1991;1997;2000;2001;2012;2016;2018,PC_phase_group_multi_year_peak_not_single_year_peak
W160,H,152.0,152.0,147.0,165.0,2.0,5.0,13.0,13.0,accepted_window,True,1,PC_low,15,1979;1981;1982;1984;1985;1986;1989;1990;1991;1997;2000;2001;2012;2016;2018,PC_phase_group_multi_year_peak_not_single_year_peak
W160,Je,160.0,160.0,154.475,162.0,1.0,2.0,4.0,5.524999999999977,accepted_window,True,1,PC_low,15,1979;1981;1982;1984;1985;1986;1989;1990;1991;1997;2000;2001;2012;2016;2018,PC_phase_group_multi_year_peak_not_single_year_peak
W160,Jw,163.0,162.0,151.0,166.52499999999998,2.0,3.0,9.0,12.0,candidate_window,True,1,PC_low,15,1979;1981;1982;1984;1985;1986;1989;1990;1991;1997;2000;2001;2012;2016;2018,PC_phase_group_multi_year_peak_not_single_year_peak
