window_id,mode,object_A,object_B,target_metric,corr_pc_with_order_influence,spearman_pc_with_order_influence,n_years,pc_order_relationship_status
W160,1,H,Je,presence_effect_on_A_earlier,0.050246244279097366,0.04374320632169809,45,diagnostic_only_not_physical_type
W160,1,H,Je,presence_effect_on_B_earlier,-0.09514889954593263,-0.08840870916222716,45,diagnostic_only_not_physical_type
W160,1,H,Je,high_count_effect_on_A_earlier,0.06519825313617988,0.09604743083003951,45,diagnostic_only_not_physical_type
W160,1,H,Je,high_count_effect_on_B_earlier,-0.06851281735770737,-0.10790513833992094,45,diagnostic_only_not_physical_type
W160,1,H,Jw,presence_effect_on_A_earlier,-0.09795704549610774,-0.061001317523056646,45,diagnostic_only_not_physical_type
W160,1,H,Jw,presence_effect_on_B_earlier,0.1067374772128196,0.052042160737812905,45,diagnostic_only_not_physical_type
W160,1,H,Jw,high_count_effect_on_A_earlier,-0.06532840696161367,-0.009881422924901184,45,diagnostic_only_not_physical_type
W160,1,H,Jw,high_count_effect_on_B_earlier,0.07757604436010089,0.02094861660079051,45,diagnostic_only_not_physical_type
W160,1,Je,Jw,presence_effect_on_A_earlier,-0.20363376571128822,-0.2072463768115942,45,diagnostic_only_not_physical_type
W160,1,Je,Jw,presence_effect_on_B_earlier,0.11735302053389605,0.11127215255717321,45,diagnostic_only_not_physical_type
W160,1,Je,Jw,high_count_effect_on_A_earlier,-0.16635313790432601,-0.16943346508563897,45,diagnostic_only_not_physical_type
W160,1,Je,Jw,high_count_effect_on_B_earlier,0.10427371773114263,0.1201581027667984,45,diagnostic_only_not_physical_type
W160,1,P,H,presence_effect_on_A_earlier,0.14444042387494088,0.1566534914361001,45,diagnostic_only_not_physical_type
W160,1,P,H,presence_effect_on_B_earlier,-0.1443075919289361,-0.2043478260869565,45,diagnostic_only_not_physical_type
W160,1,P,H,high_count_effect_on_A_earlier,0.18562045610527816,0.1888010540184453,45,diagnostic_only_not_physical_type
W160,1,P,H,high_count_effect_on_B_earlier,-0.20469636197227167,-0.27799736495388666,45,diagnostic_only_not_physical_type
W160,1,P,Je,presence_effect_on_A_earlier,-0.07782532614738115,-0.03478260869565217,45,diagnostic_only_not_physical_type
W160,1,P,Je,presence_effect_on_B_earlier,0.06712787673816394,0.03293916138682085,45,diagnostic_only_not_physical_type
W160,1,P,Je,high_count_effect_on_A_earlier,-0.03660723264042344,0.011067193675889327,45,diagnostic_only_not_physical_type
W160,1,P,Je,high_count_effect_on_B_earlier,0.016243208114576527,-0.022924901185770747,45,diagnostic_only_not_physical_type
W160,1,P,Jw,presence_effect_on_A_earlier,0.02135403489377856,0.07991040552442738,45,diagnostic_only_not_physical_type
W160,1,P,Jw,presence_effect_on_B_earlier,-0.057191916265916805,-0.11133069828722002,45,diagnostic_only_not_physical_type
W160,1,P,Jw,high_count_effect_on_A_earlier,0.061972775910309606,0.14637681159420288,45,diagnostic_only_not_physical_type
W160,1,P,Jw,high_count_effect_on_B_earlier,-0.1035812472045665,-0.17180500658761527,45,diagnostic_only_not_physical_type
W160,1,P,V,presence_effect_on_A_earlier,-0.46234733019538865,-0.4894759382081578,45,diagnostic_only_not_physical_type
W160,1,P,V,presence_effect_on_B_earlier,0.40356988266312965,0.4370511900913482,45,diagnostic_only_not_physical_type
W160,1,P,V,high_count_effect_on_A_earlier,-0.4296056404570828,-0.42516469038208166,45,diagnostic_only_not_physical_type
W160,1,P,V,high_count_effect_on_B_earlier,0.3966643817143371,0.40105401844532274,45,diagnostic_only_not_physical_type
W160,1,V,H,presence_effect_on_A_earlier,0.26591917944309496,0.28932806324110666,45,diagnostic_only_not_physical_type
W160,1,V,H,presence_effect_on_B_earlier,-0.31077974451206786,-0.32406614471801953,45,diagnostic_only_not_physical_type
W160,1,V,H,high_count_effect_on_A_earlier,0.29768489313061675,0.30724637681159417,45,diagnostic_only_not_physical_type
W160,1,V,H,high_count_effect_on_B_earlier,-0.3535729848400284,-0.3695652173913043,45,diagnostic_only_not_physical_type
W160,1,V,Je,presence_effect_on_A_earlier,0.2747735139525012,0.26062323002733995,45,diagnostic_only_not_physical_type
W160,1,V,Je,presence_effect_on_B_earlier,-0.19423396268373988,-0.17629039174226518,45,diagnostic_only_not_physical_type
W160,1,V,Je,high_count_effect_on_A_earlier,0.24566301560094717,0.2561264822134387,45,diagnostic_only_not_physical_type
W160,1,V,Je,high_count_effect_on_B_earlier,-0.18122352844147457,-0.18656126482213437,45,diagnostic_only_not_physical_type
W160,1,V,Jw,presence_effect_on_A_earlier,-0.009324954647695621,0.014888010540184451,45,diagnostic_only_not_physical_type
W160,1,V,Jw,presence_effect_on_B_earlier,-0.052279980539503536,-0.10856389986824769,45,diagnostic_only_not_physical_type
W160,1,V,Jw,high_count_effect_on_A_earlier,0.04414844756518951,0.12582345191040842,45,diagnostic_only_not_physical_type
W160,1,V,Jw,high_count_effect_on_B_earlier,-0.08444213397596421,-0.14611330698287217,45,diagnostic_only_not_physical_type
W160,2,H,Je,presence_effect_on_A_earlier,0.030665434673222046,0.0154814058518058,45,diagnostic_only_not_physical_type
W160,2,H,Je,presence_effect_on_B_earlier,0.0028191739499032276,0.045917190973228265,45,diagnostic_only_not_physical_type
W160,2,H,Je,high_count_effect_on_A_earlier,-0.007789484152652484,-0.017918313570487482,45,diagnostic_only_not_physical_type
W160,2,H,Je,high_count_effect_on_B_earlier,0.05823289190089716,0.07865612648221343,45,diagnostic_only_not_physical_type
W160,2,H,Jw,presence_effect_on_A_earlier,-0.2871247351155488,-0.10685111989459814,45,diagnostic_only_not_physical_type
W160,2,H,Jw,presence_effect_on_B_earlier,0.2776771045381317,0.09749670619235835,45,diagnostic_only_not_physical_type
W160,2,H,Jw,high_count_effect_on_A_earlier,-0.3554483139848315,-0.18445322793148877,45,diagnostic_only_not_physical_type
W160,2,H,Jw,high_count_effect_on_B_earlier,0.35937208737954124,0.1737812911725955,45,diagnostic_only_not_physical_type
W160,2,Je,Jw,presence_effect_on_A_earlier,-0.23126263207345912,-0.138866930171278,45,diagnostic_only_not_physical_type
W160,2,Je,Jw,presence_effect_on_B_earlier,0.20918588409323585,0.13083865895710242,45,diagnostic_only_not_physical_type
W160,2,Je,Jw,high_count_effect_on_A_earlier,-0.27414643022915824,-0.20843214756258233,45,diagnostic_only_not_physical_type
W160,2,Je,Jw,high_count_effect_on_B_earlier,0.26178557319455753,0.20210803689064555,45,diagnostic_only_not_physical_type
W160,2,P,H,presence_effect_on_A_earlier,0.061033465438422495,0.11660079051383397,45,diagnostic_only_not_physical_type
W160,2,P,H,presence_effect_on_B_earlier,-0.03292088492267422,-0.0662714097496706,45,diagnostic_only_not_physical_type
W160,2,P,H,high_count_effect_on_A_earlier,0.07556113798250837,0.07417654808959157,45,diagnostic_only_not_physical_type
W160,2,P,H,high_count_effect_on_B_earlier,-0.08341075646452156,-0.07931488801054018,45,diagnostic_only_not_physical_type
W160,2,P,Je,presence_effect_on_A_earlier,-0.07054638924617604,-0.14743083003952567,45,diagnostic_only_not_physical_type
W160,2,P,Je,presence_effect_on_B_earlier,0.13967081775225193,0.2100859713251434,45,diagnostic_only_not_physical_type
W160,2,P,Je,high_count_effect_on_A_earlier,-0.062526417819073,-0.08274044795783925,45,diagnostic_only_not_physical_type
W160,2,P,Je,high_count_effect_on_B_earlier,0.13128866904199823,0.14123847167325426,45,diagnostic_only_not_physical_type
W160,2,P,Jw,presence_effect_on_A_earlier,-0.18564730585408834,-0.133667116907719,45,diagnostic_only_not_physical_type
W160,2,P,Jw,presence_effect_on_B_earlier,0.19599696379373746,0.12938076416337285,45,diagnostic_only_not_physical_type
W160,2,P,Jw,high_count_effect_on_A_earlier,-0.21696505325287863,-0.17602108036890643,45,diagnostic_only_not_physical_type
