method_family,scope,object,score_name,parameter_name,parameter_value,day,month_day,raw_score,score_z,score_minmax
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,113,07-23,19.59434522224982,1.0839336051226736,0.5515641775877245
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,114,07-24,20.004865865386734,1.138709776340749,0.5642723856195794
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,115,07-25,19.743516174760764,1.1038376313199085,0.5561819611962013
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,116,07-26,18.926013726039237,0.9947574794420606,0.5308750945170533
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,117,07-27,17.878941440245736,0.8550455995081738,0.49846159070254276
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,118,07-28,16.6755871013496,0.6944808522649876,0.46121016978038676
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,119,07-29,15.352789043376896,0.5179786126777692,0.4202612109743266
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,120,07-30,14.26555932340824,0.3729084869970948,0.3866045808126881
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,121,07-31,13.507099109014508,0.2717063982342323,0.36312544438059835
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,122,08-01,12.779736687982352,0.1746537184771185,0.3406089811635526
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,123,08-02,11.806308605857426,0.04476825671929243,0.31047523081870726
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,124,08-03,10.505037043596552,-0.12886168147565943,0.2701926530833098
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,125,08-04,8.96149651115969,-0.33481780548621926,0.22241031979571016
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,126,08-05,7.17056149794948,-0.5737840172080765,0.1669695640142339
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,127,08-06,5.285658467481652,-0.8252884734454712,0.10861990430401544
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,128,08-07,3.927745459460759,-1.006476135186996,0.06658391589858925
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,129,08-08,3.3617180024645705,-1.0820017327833502,0.049061789312496086
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,130,08-09,3.4190251240350555,-1.0743551874618449,0.05083580685534018
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,131,08-10,3.874254144604839,-1.013613533683789,0.06492802168607881
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,132,08-11,4.58666703490997,-0.9185555844436988,0.08698170245933337
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,133,08-12,5.5031504187055695,-0.7962683095195823,0.11535265455084233
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,134,08-13,6.653392937766398,-0.6427903243811512,0.15095992902944813
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,135,08-14,7.837632064477557,-0.48477613860915747,0.187619613343273
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,136,08-15,8.498506242322458,-0.3965950502170593,0.20807784528688097
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,137,08-16,8.277366218978703,-0.4261019799765132,0.2012321641553613
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,138,08-17,7.554137883974091,-0.5226030445886621,0.17884367702462917
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,139,08-18,6.770783266231208,-0.6271268179562379,0.15459390149830898
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,140,08-19,6.1305428147278604,-0.7125547280469592,0.1347744137718423
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,141,08-20,5.588357771188993,-0.7848990090795206,0.11799036054518326
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,142,08-21,5.1089790752996,-0.8488629776723925,0.10315056065874989
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,143,08-22,4.673339226731834,-0.9069908290569718,0.08966475448768589
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,144,08-23,4.3633699145939895,-0.9483503377634535,0.08006924554558151
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,145,08-24,4.257472817570308,-0.962480291067974,0.07679106121686399
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,146,08-25,4.384161402889835,-0.945576109130103,0.08071287349212392
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,147,08-26,4.953999420495874,-0.8695420647019231,0.09835296100845908
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,148,08-27,6.060419802693465,-0.721911310176843,0.13260366343406654
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,149,08-28,7.378682481401112,-0.5460142306840433,0.17341222359229438
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,150,08-29,8.59316664770476,-0.3839644196763582,0.21100818300336166
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,151,08-30,9.905125175237888,-0.20890850924507373,0.2516215898460878
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,152,08-31,11.801109714904982,0.04407456361100161,0.3103142922913441
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,153,09-01,14.729375434145773,0.43479592462099936,0.4009626203469208
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,154,09-02,18.565749147048223,0.9466870240519814,0.5197226292443154
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,155,09-03,22.37029727573204,1.4543316046308192,0.6374974352006467
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,156,09-04,25.227418961709308,1.8355601476489884,0.7259434058594566
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,157,09-05,27.139169207696103,2.0906468541302647,0.7851241565406041
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,158,09-06,28.818893059905392,2.3147740517898843,0.8371222241330909
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,159,09-07,30.857005968908307,2.586721452077086,0.9002146977346677
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,160,09-08,32.95904552211712,2.86719864707001,0.9652861049341732
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,161,09-09,34.08042868585578,3.016825900181201,1.0
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,162,09-10,33.59825982364314,2.952489636964894,0.9850738268344829
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,163,09-11,31.58264969734621,2.6835448049991477,0.9226779565553068
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,164,09-12,29.00517277605967,2.339629536640906,0.842888758470839
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,165,09-13,26.62284114777471,2.0217526957297616,0.7691405403501347
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,166,09-14,24.428359717363843,1.72894089058265,0.7012074729004597
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,167,09-15,22.46992797355086,1.4676254261560866,0.6405816348758825
main_method_ruptures_window,V_only,V,detector_score,detector_width,baseline,168,09-16,20.733141945033893,1.235884366461122,0.5868171323442725
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,14,04-15,13.485844807453384,0.8204150956293278,0.38265981195440213
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,15,04-16,14.658745903228548,0.9867957479419532,0.416941873707127
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,16,04-17,15.758662787648024,1.142823301653493,0.44909072128716326
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,17,04-18,16.707266075316635,1.2773864241168549,0.4768169094575314
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,18,04-19,17.550833454525677,1.3970497881703206,0.501473062555859
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,19,04-20,18.08402735192542,1.472685448140312,0.5170574849617001
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,20,04-21,17.76800036369331,1.4278557718446285,0.5078205111323418
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,21,04-22,16.442538537983282,1.2398337775166495,0.46907933822053727
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,22,04-23,14.61782147815967,0.980990456632221,0.41574571686793604
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,23,04-24,12.813381443550638,0.7250235118500173,0.36300476119965525
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,24,04-25,11.139045042133596,0.4875122812253828,0.3140665309303084
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,25,04-26,9.73575820098788,0.28845050112086124,0.273050654725376
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,26,04-27,8.643750231614934,0.13354485824158757,0.2411329723433252
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,27,04-28,7.887581806376361,0.026279380954045008,0.21903135376451646
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,28,04-29,7.452971374901028,-0.03537182506085582,0.20632837164276402
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,29,04-30,7.391740557848151,-0.044057658265027035,0.2045386907745837
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,30,05-01,7.748701945639219,0.006578724261196512,0.21497211298185356
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,31,05-02,8.376155020388756,0.09558542077501966,0.233311583490477
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,32,05-03,9.05635146451737,0.1920739725228997,0.25319266006683566
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,33,05-04,9.65073110730752,0.2763890721037493,0.2705654459667651
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,34,05-05,10.048112697425328,0.33275921995251845,0.2821802873723068
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,35,05-06,10.10918859242761,0.34142307685201373,0.28396544011162406
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,36,05-07,9.766157573926874,0.2927627722217267,0.2739391807776515
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,37,05-08,8.994747711942265,0.1833352369421494,0.251392078877521
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,38,05-09,7.824404603741401,0.017317445268628502,0.2171847830946641
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,39,05-10,6.339217246253232,-0.19336224651052789,0.17377508308911838
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,40,05-11,4.76587438338236,-0.41654714486111266,0.127788735751365
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,41,05-12,3.3780985969383197,-0.6134086206018498,0.08722622337825794
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,42,05-13,2.2921681004408727,-0.7674521499533248,0.05548617600837384
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,43,05-14,1.4852926382610656,-0.8819106206769823,0.03190247016919961
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,44,05-15,0.94827276664101,-0.9580890101991922,0.016206220530049966
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,45,05-16,0.6708649510050593,-0.9974404043520183,0.008098024621140013
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,46,05-17,0.5746600176411749,-1.0110874540703896,0.005286105117971873
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,47,05-18,0.5764487734934733,-1.0108337119888062,0.005338387649559513
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,48,05-19,0.6542623819586404,-0.9997955443360789,0.007612757534807343
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,49,05-20,0.8484935139938596,-0.9722430912231574,0.013289829273181316
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,50,05-21,1.168880632324901,-0.9267949132544505,0.02265424287545814
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,51,05-22,1.514338885407848,-0.8777902958133403,0.03275144647415634
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,52,05-23,1.8277777592836173,-0.8333277537597671,0.041912773774999336
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,53,05-24,2.168576863630527,-0.7849840549662017,0.05187379775441055
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,54,05-25,2.540330187046369,-0.7322493779571089,0.06273956506934332
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,55,05-26,2.853548327958142,-0.6878181477461702,0.07189444069141318
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,56,05-27,3.029478959876314,-0.6628616928449387,0.07703661747796368
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,57,05-28,3.066305324426809,-0.6576377276032961,0.07811299442755981
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,58,05-29,2.9855063606041794,-0.669099379702878,0.07575136728158727
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,59,05-30,2.828793291951,-0.6913297473633303,0.07117088976615218
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,60,05-31,2.7309754687758425,-0.7052055918708569,0.06831182802029233
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,61,06-01,2.7688805332373847,-0.6998286087869632,0.06941973367857189
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,62,06-02,2.913971250275708,-0.6792469176006415,0.07366050806199732
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,63,06-03,3.120298964905793,-0.6499785164763002,0.07969114396107324
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,64,06-04,3.388703616741095,-0.6119042566627847,0.08753619149498763
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,65,06-05,3.769403805257377,-0.557900431507334,0.09866346166209726
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,66,06-06,4.280685153171373,-0.4853731532162444,0.113607414571119
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,67,06-07,4.931499107623527,-0.3930526236626889,0.13262968700008151
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,68,06-08,5.800557331894736,-0.26977328257184086,0.1580308975697493
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,69,06-09,6.911416450159935,-0.1121935297775596,0.19049956950476574
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,70,06-10,8.04791025505957,0.04902260454917162,0.22371750317496084
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,71,06-11,9.08877036998779,0.1966727222886377,0.25414021389153235
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,72,06-12,10.095353460487464,0.33946050875030054,0.28356106087688926
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,73,06-13,11.082671441961097,0.4795154634172174,0.3124188189030127
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,74,06-14,12.001298240670767,0.609826302542286,0.3392688412574208
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,75,06-15,12.777374006839231,0.7199157147563588,0.36195232022799606
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,76,06-16,13.312640589011735,0.7958453932465582,0.3775973239630129
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,77,06-17,13.498661553176769,0.8222332016245075,0.3830344253552598
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,78,06-18,13.241060062281145,0.7856914128528013,0.37550513729313095
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,79,06-19,12.645042336160683,0.7011439446826296,0.3580844727834125
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,80,06-20,11.906781007858935,0.5964186598120831,0.336506250597711
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,81,06-21,11.086424097084208,0.4800477923659554,0.31252850313395986
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,82,06-22,10.143048281828069,0.3462262075079945,0.28495510579369715
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,83,06-23,9.075358969592168,0.19477026217986382,0.25374821966609484
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,84,06-24,7.995089720806907,0.0415298031730664,0.22217364169884465
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,85,06-25,7.036577395562967,-0.09443895540190979,0.19415782788204214
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,86,06-26,6.308832465588756,-0.19767244763962688,0.17288698354616916
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,87,06-27,5.901292114095188,-0.25548365590727995,0.1609752174586832
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,88,06-28,5.89312378222573,-0.25664236604033536,0.16073646991332394
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,89,06-29,6.463499920293229,-0.17573225839608586,0.17740767097021087
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,90,06-30,7.736996917443479,0.004918319787571379,0.2146299933428924
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,91,07-01,9.481173863828769,0.25233670752165227,0.26560955334078135
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,92,07-02,11.20832839865356,0.4973403989530599,0.3160915749133083
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,93,07-03,12.607658844074816,0.6958409486999549,0.35699181186866313
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,94,07-04,13.525626048741833,0.8260582218052852,0.3838225553224176
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,95,07-05,13.787305052806545,0.8631784219224407,0.3914710227073075
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,96,07-06,13.260956034967666,0.7885137351491156,0.3760866654089514
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,97,07-07,12.13209485351992,0.6283803186008536,0.343091821366224
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,98,07-08,10.57385056422308,0.40733721253717703,0.297546781683061
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,99,07-09,8.69885324553742,0.1413614383725454,0.2427435471248275
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,100,07-10,6.922534860536156,-0.1106163393582323,0.19082454322376274
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,101,07-11,5.636544348492095,-0.29303917196743073,0.15323705498105095
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,102,07-12,4.832076308487749,-0.4071561403484034,0.12972371432098798
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,103,07-13,4.350848257978116,-0.47542023971989383,0.11565817221847033
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,104,07-14,4.25757795457979,-0.4886510005885705,0.11293202735227972
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,105,07-15,4.781138415179695,-0.41438188167182144,0.12823487949064252
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,106,07-16,6.190412221060018,-0.21447082697671035,0.1694257452965587
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,107,07-17,8.586263652550512,0.12539015998236339,0.23945272968643097
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,108,07-18,12.00134660251077,0.609833162860275,0.3392702547982483
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,109,07-19,16.25384613655767,1.2130670152135752,0.4635641549018043
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,110,07-20,20.68610279548941,1.8418001256065453,0.5931120741873628
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,111,07-21,24.6114413294094,2.398624898107813,0.7078435707346142
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,112,07-22,28.10977856347503,2.8948778499636627,0.8100944881581618
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,113,07-23,31.39789568045708,3.3613102480357453,0.9062010008561246
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,114,07-24,33.97293719395715,3.7265900557633365,0.9814654306529929
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,115,07-25,34.607065236011024,3.8165436227492404,1.0
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,116,07-26,32.5957654819208,3.531232809853638,0.941212858764198
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,117,07-27,28.40077459871698,2.936156786728527,0.8185998464410522
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,118,07-28,22.85703773172525,2.1497558195011535,0.6565651017386743
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,119,07-29,16.996943659561367,1.3184783334010994,0.4852837314830449
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,120,07-30,11.782860271798366,0.5788400140293439,0.3328842415968038
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,121,07-31,7.481877108423486,-0.03127143260972337,0.2071732409545876
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,122,08-01,4.000236236976731,-0.5251559394928617,0.10541033205657381
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,123,08-02,1.5754374390113863,-0.8691232247017764,0.034537261488894966
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,124,08-03,0.5508324541099814,-1.0144674880541762,0.004589662760354759
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,125,08-04,0.8067738946414735,-0.978161183982289,0.01207043015070591
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,126,08-05,1.8383660293745756,-0.8318257658334692,0.04222225232389
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,127,08-06,3.0811810324442366,-0.6555275496757054,0.07854778807103571
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,128,08-07,3.9586498457071695,-0.5310551333223165,0.10419482698226584
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,129,08-08,4.241067494898854,-0.4909930744953904,0.11244945247841649
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,130,08-09,4.15697809347793,-0.5029214881624823,0.10999165099571213
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,131,08-10,3.819912911943309,-0.5507355152595753,0.10013976373114573
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,132,08-11,3.172898162503617,-0.6425171125787595,0.08122853611347858
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,133,08-12,2.4000696259621668,-0.7521458924466801,0.05863996857831727
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,134,08-13,1.7674553650420195,-0.8418847236007266,0.040149644682604756
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,135,08-14,1.28941686486616,-0.909696372661591,0.026177328140110635
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,136,08-15,0.8991200817685452,-0.9650615126560963,0.014769564545858545
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,137,08-16,0.6436161462413115,-1.0013057549153883,0.0073015847414574266
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,138,08-17,0.5473840983700522,-1.014956650933708,0.00448887272371191
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,139,08-18,0.5700456992938472,-1.0117420133502573,0.005151235820722837
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,140,08-19,0.6536117567986119,-0.999887838084398,0.00759374078054365
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,141,08-20,0.773194713126128,-0.9829245234870192,0.011088963274716476
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,142,08-21,0.9424199193240284,-0.9589192597044517,0.016035150971096722
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,143,08-22,1.1077674170537783,-0.9354640641814613,0.02086799932314262
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,144,08-23,1.2514891547509566,-0.9150765681208861,0.025068760584847565
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,145,08-24,1.4870141538253685,-0.8816664168957882,0.03195278737249688
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,146,08-25,1.9002460379439563,-0.8230478422489745,0.04403090804317948
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,147,08-26,2.41839722078122,-0.7495460507445114,0.05917565546583822
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,148,08-27,2.928410396914603,-0.6771986676286101,0.07408254170022502
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,149,08-28,3.516203480623388,-0.5938178974642822,0.09126281279564219
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,150,08-29,4.346589420287194,-0.4760243726648298,0.11553369306396964
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,151,08-30,5.517848995762309,-0.3098765764892565,0.1497677757496638
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,152,08-31,7.007457239930065,-0.09856976447617818,0.19330669134780917
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,153,09-01,8.55840229031779,0.12143791572298279,0.23863838571146354
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,154,09-02,9.65769256159112,0.2773765818851979,0.27076891837078854
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,155,09-03,9.746850391531572,0.29002397215340026,0.27337486207973993
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,156,09-04,8.737230289805415,0.1468053736558693,0.24386524801352263
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,157,09-05,7.123376540409716,-0.08212615392887875,0.19669483092043843
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,158,09-06,5.456963500980963,-0.3185134243655066,0.14798818811055445
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,159,09-07,3.9080497002252974,-0.5382329637827985,0.10271586399181867
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,160,09-08,2.5122076881083157,-0.7362386654893898,0.06191758847753349
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,161,09-09,1.3611521303235836,-0.8995204419683577,0.028274037580589263
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,162,09-10,0.6442144446765443,-1.001220883919624,0.00731907206752191
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,163,09-11,0.393805128283212,-1.0367424343357279,0.0
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,164,09-12,0.4567564427116304,-1.0278125417844592,0.001839968311415008
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,165,09-13,0.6944917452658035,-0.9940888502820985,0.008788598807474499
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,166,09-14,1.0533629418352932,-0.9431815538386735,0.019277841733740704
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,167,09-15,1.525494283858856,-0.8762078584895358,0.033077501296639875
main_method_ruptures_window,H_only,H,detector_score,detector_width,baseline,168,09-16,2.0874407303746283,-0.7964935358814009,0.04950231567405854
main_method_ruptures_window,Je_only,Je,detector_score,detector_width,baseline,14,04-15,3.1315916424411308,-1.0395217712013551,0.12269419481343737
main_method_ruptures_window,Je_only,Je,detector_score,detector_width,baseline,15,04-16,3.274745660215383,-1.0077082261264865,0.1300238621038673
main_method_ruptures_window,Je_only,Je,detector_score,detector_width,baseline,16,04-17,3.4842999953967704,-0.9611383401283148,0.14075330986948256
main_method_ruptures_window,Je_only,Je,detector_score,detector_width,baseline,17,04-18,3.728576877184414,-0.9068519588564,0.15326059606434575
main_method_ruptures_window,Je_only,Je,detector_score,detector_width,baseline,18,04-19,3.993478589130883,-0.8479820599569601,0.16682389972442746
main_method_ruptures_window,Je_only,Je,detector_score,detector_width,baseline,19,04-20,4.257481048761578,-0.7893120045863735,0.18034116052530588
main_method_ruptures_window,Je_only,Je,detector_score,detector_width,baseline,20,04-21,4.480060974315028,-0.739847402722931,0.19173753503997826
main_method_ruptures_window,Je_only,Je,detector_score,detector_width,baseline,21,04-22,4.68035780099184,-0.6953348404986244,0.20199298662768767
