year,mode,cluster_id,vector_kind,object,metric,feature,value_raw,value_z,value_robust_z
1981,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.11180843359369388,1.4591706595003346,1.0424328820241837
1982,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.03640074011237848,-0.5293189640537761,-0.5064174848755935
1983,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.05929273281969062,-0.8364557547307321,-0.7456487714227009
1984,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.02364668534705147,-0.3582006390208734,-0.3731320619238883
1985,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.06328516490535727,0.808144721800689,0.5353436065643921
1986,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.04095046738595831,0.5084850370997754,0.3019362972697497
1987,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.016068478568355526,0.17464890982120215,0.041908685309848155
1988,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.10350510528471382,1.3477667445435275,0.9556594875286569
1989,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.06603610807845264,-0.9269301254763158,-0.8161199776409467
1990,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.10582850011506834,1.378939217853052,0.9799399746635784
1991,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.01152638533788962,-0.1955852610390874,-0.24646965198862147
1992,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.05286865151885317,0.6683886711816224,0.4264865083357803
1993,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.005092936935985837,0.02739250117178882,-0.0727905013810704
1994,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.11389952116679426,-1.5691029268901044,-1.3163134749070082
1995,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.03990004837003459,-0.5762684071008449,-0.5429867790915831
1996,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.07842355810787513,1.0112531870039836,0.6935464038655433
1997,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.07772938691065698,1.0019396459584344,0.6862920127464426
1998,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.08324286384457183,1.0759127435653164,0.7439102462096631
1999,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.11765108384961984,-1.619436811631315,-1.3555189376489127
2000,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.02332155258215149,0.27196179575568674,0.11770646534266974
2001,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.010944859927012052,0.10590645448867854,-0.011635359326939664
2002,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.018919235041298693,-0.29477348641087303,-0.32372814880926
2003,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.011296984063734583,-0.19250743500524123,-0.24407230883665876
2004,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.02365963082683961,0.2764977166079611,0.12123953013368258
2005,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.05928905463695683,0.754529796323463,0.49358251512440654
2006,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.04096000995696833,0.5086130676592946,0.3020360212897982
2007,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.1003244588454471,-1.3869693255070128,-1.1744481656866488
2008,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.0457525486565411,0.5729134968181646,0.3521201364467707
2009,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.07231534189973987,0.929300604416956,0.6297128861520185
2010,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.12280525923137117,-1.6885892399750313,-1.4093823135214703
2011,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.12938721351352286,1.6950212522217023,1.2261387825946424
2012,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.005776018993470661,-0.118433870733189,-0.18637582108970105
2013,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.12673664804636067,-1.7413358120615001,-1.4504670376060813
2014,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.16054575224155265,-2.1949450670940345,-1.80378689040498
2015,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.0057764747705223995,-0.11843998579284,-0.1863805841582491
2016,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.02734253385191948,-0.40778701898904474,-0.4117552872589357
2017,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.002363904518401627,-0.009222321710032911,-0.10131007783886363
2018,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.012058245072841672,0.12084449613711377,0.0
2019,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.054383916992892856,0.6887186520911257,0.44232169199365107
2020,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.16558337545623922,-2.2625337408534993,-1.8564322454073907
2021,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.09194000749265863,1.1926003916125139,0.8347991823900515
2022,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.0765900808866681,-1.068530438679795,-0.9264135866497462
2023,local_background_removed,E1,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.03429678625878424,0.4192140726312557,0.23240243376211278
1979,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.10368240187905217,-0.970385826282111,-0.6973487114285546
1980,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.08529397768285232,-0.7602785658008209,-0.5213104127365619
1981,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.14501637358051428,-1.442670317130442,-1.0930521158568738
1982,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.02363991739434601,0.48440678755079647,0.5215487988344357
1983,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.0996730952669285,-0.9245752435092318,-0.6589663298061713
1984,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.07214562687064457,1.0386359932199045,0.9859095554685092
1985,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.00688732059895672,0.13560069756736495,0.22930173172483773
1986,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.08533466319877162,-0.760743440996208,-0.521699908265239
1987,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.028335049247489502,-0.10946236285630001,0.02397572761430105
1988,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.14063236719237554,-1.3925783917802173,-1.0510826127723047
1989,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.0811822851466692,1.141889403845133,1.072420391405231
1990,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.052265483627026266,-0.38289297093694397,-0.2051180169168162
1991,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.017409992749833042,0.015368001444317518,0.12856480705041703
1992,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.030839480686898568,-0.13807814978741711,0.0
1993,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.05709299632771654,-0.43805242656285254,-0.2513333485665575
1994,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.1376488406064123,1.787079723030465,1.612992886909467
1995,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.02010649369219139,-0.015442383384699752,0.10275033631332052
1996,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.17168476747269276,-1.7473850182019754,-1.3483572273518123
1997,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.02279173232173115,0.4747153729909202,0.5134288503513068
1998,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.0201151421797863,-0.015541201533361356,0.10266754156015286
1999,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.16974060698760807,2.153762210143855,1.920217687440993
2000,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.019162974769144248,0.43325296706695915,0.4786895872634381
2001,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.0869269853828954,-0.7789374117432485,-0.5369437206371875
2002,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.05842846807492437,-0.4533116084950371,-0.26411824910078996
2003,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.017556736509934112,0.4148999903941335,0.4633125518291688
2004,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.0476310978418726,-0.3299401952698861,-0.16075155134064106
2005,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.058114145766496345,-0.4497201425582433,-0.2611091405536832
2006,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.06904315058748606,-0.5745956206429563,-0.36573601855888027
2007,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.017104444241271055,0.01885921740676906,0.1314899211896832
2008,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.05319848963110435,-0.39355355465188535,-0.2140499834559209
2009,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.010199923931631216,0.09775068911295556,0.19758911466187287
2010,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.15061949668357738,1.9352832333443801,1.737165149001124
2011,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.14087548510416234,-1.395356271922335,-1.0534100587304716
2012,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.0017641002391968752,0.23445236164583722,0.31212456577343184
2013,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.08580187877371898,1.1946731634082195,1.1166452468946033
2014,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.15951919941181752,2.036971781497127,1.8223648654329243
2015,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.04003391447537591,-0.24313431307588493,-0.08802127165927671
2016,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.03678060383994777,-0.20596178660971215,-0.05687628265604878
2017,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.1013382265114286,-0.9436011350370126,-0.6749071667290685
2018,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,2.5530470453838383e-06,0.21432481559825656,0.2952607079755412
2019,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.1902859922735472,2.3885150400711406,2.116905268340702
2020,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.10359090637357371,-0.9693403930357753,-0.6964727955289355
2021,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.08180751707433817,-0.7204420534702958,-0.4879334040581174
2022,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.0915199953607298,1.2600087135559996,1.171386615973302
2023,local_background_removed,E2,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.0979134455053634,-0.9044693776196793,-0.6421206367215129
1979,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.029289514938759864,0.29747051468272406,0.19574166801128232
1980,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.10392136994660403,1.1490725305887297,0.7536322395356281
1981,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.17239761085681027,1.9304346553097056,1.2655081559686112
1982,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.05471559733700701,-0.6610869666090692,-0.4322161938637657
1983,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.11192397405776056,1.2403878783426117,0.8134535769630168
1984,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.08014919380604602,-0.9513022107899486,-0.6223382760301597
1985,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.1303777379195044,-1.524445266373239,-0.9978083910279427
1986,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.05919752904777742,0.63874201469177,0.4193110685398406
1987,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.03649261497628459,0.37966295800446576,0.2495865254955206
1988,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.01408355092987032,-0.19744670700320643,-0.12848214370651465
1989,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.04223954687425824,-0.5187264461114183,-0.33895479868207107
1990,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.06649707493875665,-0.7955219216955656,-0.5202854944586732
1991,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.11544316342744511,1.2805443070051894,0.8397603405902824
1992,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.08958778784036059,-1.0590032146856159,-0.6928939739909914
1993,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.07609127879477323,-0.904998543225851,-0.5920044122316751
1994,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.08645068347913087,-1.0232066450056856,-0.6694433851662327
1995,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.1655681318465844,1.8525054909859082,1.2144562030481327
1996,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.14371164958282973,1.6031076386282117,1.0510738862029165
1997,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.1601609008222376,-1.8642921262075383,-1.220444499588585
1998,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.053851985823940796,-0.6512325511532358,-0.4257604958170151
1999,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.051204419526679146,-0.6210219554799024,-0.4059693185164823
2000,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.12768193007593953,1.4201972521043777,0.9312479837630806
2001,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.056958273096275935,0.6131905275656929,0.40257210657190945
2002,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.03865182543377327,-0.47778801826576084,-0.3121357417968853
2003,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.12145488671649907,-1.4226292513310026,-0.9311079913561385
2004,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.05477006317483274,-0.6617084601695002,-0.43262333874030606
2005,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.011699752426987897,-0.17024588758963266,-0.11066269236054212
2006,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.0877297409181888,0.9643146424195111,0.6325960255540336
2007,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.05359025421813457,0.5747590606547712,0.37739537772557996
2008,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.11207250235866589,1.2420826908386535,0.8145638607509638
2009,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.09226681509395951,-1.0895728020232502,-0.7129203292984203
2010,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.1702201505288764,-1.979075248344528,-1.2956397438626686
2011,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.10104401968675639,1.1162399381053139,0.7321233733715296
2012,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.0031041579321052226,-0.001322846566862425,0.0
2013,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.002223206367897912,-0.011375124215805266,-0.006585318984624282
2014,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.074728049742155,-0.889443139849782,-0.5818139562232609
2015,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.018087856321680362,0.16965170247722347,0.11200664993828567
2016,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.01546351802521237,0.1397061546483965,0.09238910737638803
2017,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.06438536512247872,0.6979388771969453,0.45809135656009053
2018,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.02155889366876368,0.2092586826568063,0.13795346593452654
2019,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.08757619009055995,-1.036049467941117,-0.677856810326824
2020,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.0177866022028709,0.1662141808606006,0.10975470494108562
2021,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.05388208165077034,-0.6515759657286299,-0.42598546916155633
2022,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.06865366198972184,0.7466431498731032,0.4899978739373091
2023,local_background_removed,M,state,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.06727800357516175,0.7309459187254346,0.4797145055413268
1979,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.1108625243473494,-1.0953647597874387,-0.8584701438625327
1980,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.010818923889404641,0.14920225151466965,0.09566266350120071
1981,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.07516332014299365,0.8073215794795655,0.6002021830844128
1982,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.1481583616117242,-1.4768293905158585,-1.1509155612017579
1983,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.030251773826767456,-0.27087193604146764,-0.22638232100681652
1984,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.08262441882082634,-0.8065432910324095,-0.6370485279048368
1985,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.07178862141426257,-0.6957139395677318,-0.5520824961114503
1986,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.09123149374477342,0.9716680685001498,0.7261965052266369
1987,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.03553697465096488,0.4020203351856753,0.28948270351090755
1988,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.001381024951232851,0.024420256505141315,0.0
1989,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.010866119954828422,-0.07259400911711673,-0.07437485709640647
1990,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.17002840787217766,1.7776088370926029,1.3440616110207195
1991,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.037512847473122876,-0.3451387438239169,-0.28331810442379346
1992,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.10903989811022097,1.153813768755465,0.8658363854063397
1993,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.02979890483712821,0.3433309252358973,0.24448915075771652
1994,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.03077397406479193,-0.27621303938102393,-0.2304770156897962
1995,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.15894212920877288,1.6642175444796963,1.2571314968775185
1996,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.11596362367666578,1.2246301549850254,0.9201269433168153
1997,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.04595692564391925,0.508596378231969,0.37118798593124835
1998,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.1104993335097794,-1.091650016564073,-0.855622279225146
1999,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.04547490523353371,-0.4265752698866972,-0.34575046887553695
2000,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.09624744965896416,1.0229716431321771,0.7655277933348101
2001,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.026896783447455164,0.31364780922503505,0.22173293550088083
2002,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.045729271244921224,-0.42917694459682587,-0.3477450124979211
2003,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.02309462456290738,-0.19766807466537595,-0.17026143307522942
2004,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.0057149060550670955,0.09699797293512345,0.05564086119954072
2005,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.06710877764891295,0.7249391125996557,0.5370446241198374
2006,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.13926472955687985,-1.3858646524517457,-1.0811785039665565
2007,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.016419859721356483,0.20648904477590957,0.1395809165023198
2008,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.0955928304382004,-0.9391851811631653,-0.7387368884793957
2009,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.13820614064742293,1.4521282927148669,1.0945357415984729
2010,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.2726608463449326,-2.7502501754378788,-2.1271687781352435
2011,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.05574231274673706,0.6086820540475006,0.44791750388854956
2012,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.08299576915847198,0.8874324575437668,0.661618254934011
2013,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.1312117255991179,-1.3034979218371068,-1.0180330090265166
2014,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.03294891057610424,-0.2984584537221575,-0.2475312035668064
2015,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.0180081788997203,0.22273449288204897,0.15203530012942212
2016,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.11583969655959402,-1.146271651796784,-0.897497319857035
2017,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.16521107487792375,-1.6512458253286002,-1.2846298900301785
2018,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.04278864306648374,0.47619094555921404,0.34634473830447454
2019,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.22226139366733047,2.311851747285245,1.753632717347064
2020,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.02671710023226662,-0.2347190284685972,-0.19866611538380638
2021,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.017967593113693045,-0.1452284111006779,-0.13005917561554683
2022,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.0795162698041817,-0.7747529089455649,-0.6126768016480464
2023,local_background_removed,E2_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.04149094113865936,0.4629179525658126,0.3361691527780162
1979,local_background_removed,M_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.12766919949483588,1.0907512135306188,0.6372023213154359
1980,local_background_removed,M_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.10004859968568178,0.7863453870196675,0.45113079934138006
1981,local_background_removed,M_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.004616784682652843,-0.3671687674835926,-0.25396784087573177
1982,local_background_removed,M_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.18406732550369578,1.7123133186267554,1.0171392240424781
1983,local_background_removed,M_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.1134446695086643,0.9339830826033788,0.5413760191286406
1984,local_background_removed,M_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.12934254403090642,1.1091930949546174,0.6484751309852108
1985,local_background_removed,M_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.014524031692213127,-0.1562183873707623,-0.12502202292441927
1986,local_background_removed,M_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.07569027230977926,-1.1504676058013936,-0.7327681604256588
1987,local_background_removed,M_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.05963621830246756,0.3409617081266401,0.17888496244690022
1988,local_background_removed,M_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.10502753402598833,-1.4737927132210726,-0.9304043079316605
1989,local_background_removed,M_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.14547809130005906,1.2870224917313327,0.7571753713493068
1990,local_background_removed,M_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.09591980526098821,-1.3734166996115285,-0.8690483285271581
1991,local_background_removed,M_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.06313341047258479,-1.012078797001225,-0.6481764278272106
1992,local_background_removed,M_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.04326500284120369,-0.7931096548292077,-0.5143290504090426
1993,local_background_removed,M_transition,transition,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.07434566056381503,-1.1356486788883395,-0.7237099228868478
