mode,mapping_type,source_cluster,target_cluster,source_object,source_metric,source_feature,target_object,target_metric,target_feature,spearman_r,pearson_r,bootstrap_ci_low,bootstrap_ci_high,permutation_p,support_class,pairwise_bootstrap_policy
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_strength,H.H_strength,H,H_north_edge_lat,H.H_north_edge_lat,-0.22646109686670665,-0.18164027398106672,-0.501231845350918,0.0807538122788947,0.1271745650869826,weak_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_strength,H.H_strength,H,H_strength,H.H_strength,-0.4096179183135705,-0.4021563362449136,-0.6325517123225753,-0.11021390281258707,0.0061987602479504095,clear_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_strength,H.H_strength,H,H_zonal_width,H.H_zonal_width,0.09390910816923709,0.12846131951844353,,,0.5330933813237353,no_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_strength,H.H_strength,Je,Je_meridional_width,Je.Je_meridional_width,0.13044037574703612,0.17825298063508666,,,0.40531893621275744,no_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_strength,H.H_strength,Je,Je_strength,Je.Je_strength,-0.07061923583662714,-0.07337309936021481,,,0.6546690661867627,no_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_strength,H.H_strength,Je,Je_axis_lat,Je.Je_axis_lat,-0.29285009826869424,-0.3448870824042861,-0.5810685078019953,0.027972920413911737,0.04439112177564487,weak_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_strength,H.H_strength,Jw,Jw_axis_lat,Jw.Jw_axis_lat,0.06569367288327004,-0.1079350105803095,,,0.6650669866026795,no_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_strength,H.H_strength,Jw,Jw_meridional_width,Jw.Jw_meridional_width,0.07537035677875464,0.16790923697803134,,,0.6200759848030394,no_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_strength,H.H_strength,Jw,Jw_strength,Jw.Jw_strength,-0.04361001317523057,-0.1852853800969071,,,0.7758448310337932,no_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_strength,H.H_strength,P,P_centroid_lat,P.P_centroid_lat,-0.36653491436100133,-0.3514494620980949,-0.61094284024449,-0.0942211339766413,0.009198160367926415,clear_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_strength,H.H_strength,P,P_main_band_share,P.P_main_band_share,-0.32450592885375495,-0.32517584985992776,-0.585975403462891,-0.04006411415788049,0.033193361327734455,clear_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_strength,H.H_strength,P,P_main_minus_south,P.P_main_minus_south,-0.2976284584980237,-0.34080515085953567,-0.5316611415402471,-0.022270294519690075,0.04559088182363527,weak_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_strength,H.H_strength,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.3067193675889328,0.34454211716546307,0.008695904214808967,0.5669742494838251,0.04259148170365927,clear_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_strength,H.H_strength,P,P_spread_lat,P.P_spread_lat,-0.22753623188405797,-0.22135461622114475,-0.5201124083381841,0.11032690433725478,0.1347730453909218,weak_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_strength,H.H_strength,P,P_total_strength,P.P_total_strength,0.20948616600790515,0.27332296485659363,-0.07156320876288126,0.4634617190490509,0.16416716656668667,weak_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_strength,H.H_strength,V,V_pos_centroid_lat,V.V_pos_centroid_lat,-0.21752305665349145,-0.18152339151022978,-0.5337162119639053,0.10660467986078541,0.15736852629474105,weak_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_strength,H.H_strength,V,V_NS_diff,V.V_NS_diff,-0.2573122529644269,-0.21243025678488842,-0.5329560837409106,0.032904252504332175,0.09338132373525294,weak_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_strength,H.H_strength,V,V_strength,V.V_strength,-0.1906455862977602,-0.13680184927977207,,,0.21695660867826436,no_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_west_extent_lon,H.H_west_extent_lon,H,H_centroid_lat,H.H_centroid_lat,-0.0929084865160133,-0.0846446029729336,,,0.531493701259748,no_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_west_extent_lon,H.H_west_extent_lon,H,H_north_edge_lat,H.H_north_edge_lat,0.007832406208557574,-0.012382177586246781,,,0.9650069986002799,no_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_west_extent_lon,H.H_west_extent_lon,H,H_south_edge_lat,H.H_south_edge_lat,-0.34187824515201876,-0.04631004929241415,-0.655232251536474,0.020349153065022788,0.020995800839832032,clear_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_west_extent_lon,H.H_west_extent_lon,H,H_zonal_width,H.H_zonal_width,0.16532148670092742,0.12577142165586797,,,0.28634273145370925,no_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_west_extent_lon,H.H_west_extent_lon,Je,Je_axis_lat,Je.Je_axis_lat,-0.07780330698944139,-0.06365163438205448,,,0.6104779044191162,no_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_west_extent_lon,H.H_west_extent_lon,H,H_strength,H.H_strength,-0.24342023467195487,-0.2747707541461182,-0.5278798818620113,0.05482609221090947,0.10277944411117776,weak_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_west_extent_lon,H.H_west_extent_lon,H,H_west_extent_lon,H.H_west_extent_lon,-0.28226488102376274,-0.2518564832810841,-0.5787807924021998,0.03482935740573926,0.057388522295540895,weak_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_west_extent_lon,H.H_west_extent_lon,Je,Je_meridional_width,Je.Je_meridional_width,-0.04627245234106236,-0.02267224796225798,,,0.7742451509698061,no_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_west_extent_lon,H.H_west_extent_lon,Je,Je_strength,Je.Je_strength,0.1374381968390454,0.05986029818613551,,,0.36992601479704057,no_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_west_extent_lon,H.H_west_extent_lon,Jw,Jw_axis_lat,Jw.Jw_axis_lat,0.0630927747837896,0.05883006853712855,,,0.6734653069386123,no_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_west_extent_lon,H.H_west_extent_lon,Jw,Jw_strength,Jw.Jw_strength,-0.0002654528186171809,-0.13910238618729778,,,0.9992001599680064,no_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_west_extent_lon,H.H_west_extent_lon,Jw,Jw_meridional_width,Jw.Jw_meridional_width,-0.23520569388746276,-0.11196582467137355,-0.4661676316103294,0.02531174664659947,0.1251749650069986,weak_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_west_extent_lon,H.H_west_extent_lon,P,P_centroid_lat,P.P_centroid_lat,-0.599989733279483,-0.5089583762714864,-0.7426354177346521,-0.3980831290750728,0.0001999600079984003,clear_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_west_extent_lon,H.H_west_extent_lon,P,P_main_minus_south,P.P_main_minus_south,-0.4721078379106562,-0.4476647980845225,-0.6813899512708227,-0.18942549537590095,0.0023995200959808036,clear_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_west_extent_lon,H.H_west_extent_lon,P,P_main_band_share,P.P_main_band_share,-0.5263265761132153,-0.4715875112465216,-0.7230463949685139,-0.26640178961643796,0.0007998400319936012,clear_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_west_extent_lon,H.H_west_extent_lon,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.4121818641078276,0.39636614313551316,0.10184188556218914,0.6740454900924233,0.00599880023995201,clear_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_west_extent_lon,H.H_west_extent_lon,P,P_spread_lat,P.P_spread_lat,0.12993915471311004,-0.007726745150896792,,,0.3895220955808838,no_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_west_extent_lon,H.H_west_extent_lon,P,P_total_strength,P.P_total_strength,0.06556684619844368,0.1907718023978398,,,0.6740651869626075,no_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_west_extent_lon,H.H_west_extent_lon,V,V_NS_diff,V.V_NS_diff,-0.2499901919327301,-0.21946446966020572,-0.49404529304947714,0.012373712588716692,0.10237952409518096,weak_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_west_extent_lon,H.H_west_extent_lon,V,V_pos_centroid_lat,V.V_pos_centroid_lat,-0.2039341279026492,-0.17057249824383194,-0.44547610023276607,0.06946255377652147,0.16776644671065788,weak_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_zonal_width,H.H_zonal_width,H,H_centroid_lat,H.H_centroid_lat,0.11035303741164709,0.10581157188606917,,,0.46850629874025196,no_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_zonal_width,H.H_zonal_width,H,H_north_edge_lat,H.H_north_edge_lat,-0.030099235539940452,0.006462295733311085,,,0.8472305538892222,no_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_west_extent_lon,H.H_west_extent_lon,V,V_strength,V.V_strength,-0.29750624646520546,-0.14638359745782187,-0.5512955806178046,-0.014539345104819027,0.05098980203959208,weak_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_zonal_width,H.H_zonal_width,H,H_south_edge_lat,H.H_south_edge_lat,0.1654602523915885,0.05672141127854761,,,0.27954409118176365,no_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_zonal_width,H.H_zonal_width,H,H_west_extent_lon,H.H_west_extent_lon,0.14160431810798949,0.19598238863693673,,,0.364127174565087,no_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_zonal_width,H.H_zonal_width,H,H_strength,H.H_strength,0.3897294845744669,0.3707904592251782,0.11522636396618527,0.6253487677572624,0.007598480303939212,clear_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_zonal_width,H.H_zonal_width,H,H_zonal_width,H.H_zonal_width,-0.10488897512518477,-0.13772057430877763,,,0.509498100379924,no_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_zonal_width,H.H_zonal_width,Je,Je_meridional_width,Je.Je_meridional_width,-0.10397829723351554,-0.1921164107958656,,,0.5012997400519896,no_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_zonal_width,H.H_zonal_width,Je,Je_strength,Je.Je_strength,-0.0094927344010019,0.06040319921042128,,,0.9516096780643871,no_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_zonal_width,H.H_zonal_width,Jw,Jw_axis_lat,Jw.Jw_axis_lat,-0.001516550339570085,-0.03140112051100409,,,0.9934013197360528,no_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_zonal_width,H.H_zonal_width,Jw,Jw_meridional_width,Jw.Jw_meridional_width,0.1654820518449564,-0.12396005206980192,,,0.2829434113177364,no_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_zonal_width,H.H_zonal_width,Je,Je_axis_lat,Je.Je_axis_lat,0.2809852141681771,0.2575724103033213,-0.010973387012148856,0.5286572385923612,0.054789042191561686,weak_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_zonal_width,H.H_zonal_width,Jw,Jw_strength,Jw.Jw_strength,0.07904019824167555,0.23426202957210257,,,0.5992801439712058,no_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_zonal_width,H.H_zonal_width,P,P_centroid_lat,P.P_centroid_lat,0.45420097238127144,0.41113020495019237,0.19114965584544844,0.679829789520178,0.001799640071985603,clear_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_zonal_width,H.H_zonal_width,P,P_main_minus_south,P.P_main_minus_south,0.35050603340366043,0.3562408840576705,0.0279714886509632,0.6063319309719092,0.01839632073585283,clear_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_zonal_width,H.H_zonal_width,P,P_main_band_share,P.P_main_band_share,0.37549038297296405,0.3505169875153303,0.07193936299461132,0.6166614242292224,0.010997800439912017,clear_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_zonal_width,H.H_zonal_width,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.3120736434329375,-0.34672730921582134,-0.5879764607880975,0.02392838677659631,0.041191761647670466,clear_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_zonal_width,H.H_zonal_width,P,P_total_strength,P.P_total_strength,-0.1721876545515067,-0.2661168665459495,,,0.247750449910018,no_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_zonal_width,H.H_zonal_width,P,P_spread_lat,P.P_spread_lat,0.2677742162282619,0.2683683095005131,-0.054866781160870876,0.5302722674485069,0.07338532293541292,weak_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_zonal_width,H.H_zonal_width,V,V_NS_diff,V.V_NS_diff,0.32018202073379326,0.2515574848327132,0.04783608942449231,0.5451987885029898,0.030393921215756847,clear_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_zonal_width,H.H_zonal_width,V,V_pos_centroid_lat,V.V_pos_centroid_lat,0.21839881298971733,0.17200634602304102,-0.055518586211641525,0.49149523573757486,0.13897220555888823,weak_structure_mapping_support,candidate
anomaly,E2_transition_to_M_transition,E2_transition,M_transition,H,H_zonal_width,H.H_zonal_width,V,V_strength,V.V_strength,0.11714297937903038,0.08663461531932204,,,0.4455108978204359,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_centroid_lat,H.H_centroid_lat,H,H_north_edge_lat,H.H_north_edge_lat,-0.01857707509881423,-0.04603338539822972,,,0.9090181963607279,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_centroid_lat,H.H_centroid_lat,H,H_south_edge_lat,H.H_south_edge_lat,0.17180468012669473,0.22096040856201707,,,0.254749050189962,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_centroid_lat,H.H_centroid_lat,H,H_centroid_lat,H.H_centroid_lat,-0.36086956521739133,-0.35664784442490916,-0.6014828835658165,-0.0779892006753129,0.014797040591881624,clear_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_centroid_lat,H.H_centroid_lat,H,H_west_extent_lon,H.H_west_extent_lon,0.10870997590754232,0.10375298763416252,,,0.47630473905218956,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_centroid_lat,H.H_centroid_lat,H,H_zonal_width,H.H_zonal_width,-0.0005270092226613965,0.004744740057523541,,,0.9984003199360127,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_centroid_lat,H.H_centroid_lat,H,H_strength,H.H_strength,-0.3212121212121212,-0.3005401171420436,-0.5797549309730567,-0.01871944568097384,0.03159368126374725,clear_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_centroid_lat,H.H_centroid_lat,Je,Je_axis_lat,Je.Je_axis_lat,-0.1686429512516469,-0.1580155222409821,,,0.27374525094981006,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_centroid_lat,H.H_centroid_lat,Je,Je_meridional_width,Je.Je_meridional_width,-0.10757774442375158,-0.19294461111827013,,,0.48630273945210956,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_centroid_lat,H.H_centroid_lat,Je,Je_strength,Je.Je_strength,0.019367588932806323,0.11399772736840993,,,0.901619676064787,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_centroid_lat,H.H_centroid_lat,Jw,Jw_axis_lat,Jw.Jw_axis_lat,0.03491436100131752,0.0053852932416393095,,,0.8180363927214557,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_centroid_lat,H.H_centroid_lat,Jw,Jw_meridional_width,Jw.Jw_meridional_width,-0.13026425289507496,-0.08874426817539541,,,0.40051989602079585,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_centroid_lat,H.H_centroid_lat,Jw,Jw_strength,Jw.Jw_strength,0.045454545454545456,0.13264933045804975,,,0.765246950609878,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_centroid_lat,H.H_centroid_lat,P,P_centroid_lat,P.P_centroid_lat,-0.10065876152832674,-0.034370793932641135,,,0.5164967006598681,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_centroid_lat,H.H_centroid_lat,P,P_main_minus_south,P.P_main_minus_south,-0.11699604743083004,-0.061591827453447094,,,0.4437112577484503,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_centroid_lat,H.H_centroid_lat,P,P_main_band_share,P.P_main_band_share,-0.09288537549407115,-0.028047225897708812,,,0.5440911817636472,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_centroid_lat,H.H_centroid_lat,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.17035573122529643,0.10943626902947157,,,0.2693461307738452,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_centroid_lat,H.H_centroid_lat,P,P_spread_lat,P.P_spread_lat,-0.07549407114624505,-0.08700677202771508,,,0.6086782643471306,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_centroid_lat,H.H_centroid_lat,P,P_total_strength,P.P_total_strength,0.046245059288537546,0.03361280700583886,,,0.7536492701459708,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_centroid_lat,H.H_centroid_lat,V,V_strength,V.V_strength,-0.13148880105401844,-0.17139578198138716,,,0.40171965606878624,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_centroid_lat,H.H_centroid_lat,V,V_NS_diff,V.V_NS_diff,-0.3353096179183136,-0.33496786406598084,-0.572760353652011,-0.010557729933830261,0.03119376124775045,clear_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_centroid_lat,H.H_centroid_lat,V,V_pos_centroid_lat,V.V_pos_centroid_lat,-0.3417654808959157,-0.36932046389150686,-0.5904890027389676,-0.017068972617344125,0.023195360927814438,clear_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_north_edge_lat,H.H_north_edge_lat,H,H_south_edge_lat,H.H_south_edge_lat,-0.07613384418275569,-0.15811721083238617,,,0.6126774645070986,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_north_edge_lat,H.H_north_edge_lat,H,H_north_edge_lat,H.H_north_edge_lat,-0.7050065876152832,-0.7498964941848274,-0.8376264947893761,-0.5001782151997265,0.0001999600079984003,clear_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_north_edge_lat,H.H_north_edge_lat,H,H_centroid_lat,H.H_centroid_lat,-0.20592885375494072,-0.18533596667563065,-0.49939596255405144,0.07833313366089555,0.16976604679064186,weak_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_north_edge_lat,H.H_north_edge_lat,H,H_strength,H.H_strength,-0.03162055335968379,-0.07062753140016385,,,0.8372325534893021,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_north_edge_lat,H.H_north_edge_lat,H,H_west_extent_lon,H.H_west_extent_lon,-0.26077217251033485,-0.3380732239914486,-0.5662581589793252,0.07946751766309255,0.08398320335932813,weak_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_north_edge_lat,H.H_north_edge_lat,Je,Je_meridional_width,Je.Je_meridional_width,0.03690080306651507,0.07899992507763828,,,0.8072385522895421,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_north_edge_lat,H.H_north_edge_lat,H,H_zonal_width,H.H_zonal_width,0.2628458498023715,0.2797785767116447,-0.08790370086868482,0.5519518946139963,0.08298340331933614,weak_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_north_edge_lat,H.H_north_edge_lat,Je,Je_axis_lat,Je.Je_axis_lat,-0.29538866930171276,-0.2711648143387494,-0.5529448560914025,0.02892987903342098,0.047590481903619274,weak_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_north_edge_lat,H.H_north_edge_lat,Jw,Jw_axis_lat,Jw.Jw_axis_lat,0.14084321475625824,0.14560855767218037,,,0.35852829434113176,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_north_edge_lat,H.H_north_edge_lat,Jw,Jw_meridional_width,Jw.Jw_meridional_width,-0.16647441737071858,-0.1378455088842479,,,0.2693461307738452,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_north_edge_lat,H.H_north_edge_lat,Je,Je_strength,Je.Je_strength,-0.31067193675889326,-0.3151352151558515,-0.5892790951178871,0.008200283393491077,0.03459308138372325,clear_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_north_edge_lat,H.H_north_edge_lat,Jw,Jw_strength,Jw.Jw_strength,0.21080368906455862,0.21800304530478717,-0.1318273791837762,0.5063880855972513,0.15016996600679863,weak_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_north_edge_lat,H.H_north_edge_lat,P,P_centroid_lat,P.P_centroid_lat,0.28761528326745717,0.37386504403539467,-0.009916519921402314,0.5498594978694857,0.060587882423515295,weak_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_north_edge_lat,H.H_north_edge_lat,P,P_main_band_share,P.P_main_band_share,0.3646903820816864,0.41059131660108455,0.07800910650653294,0.6134904763790872,0.016996600679864027,clear_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_north_edge_lat,H.H_north_edge_lat,P,P_main_minus_south,P.P_main_minus_south,0.33069828722002637,0.36875362294210606,0.03460194235193538,0.6039649713048694,0.030193961207758448,clear_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_north_edge_lat,H.H_north_edge_lat,V,V_NS_diff,V.V_NS_diff,-0.0932806324110672,-0.025257568663044905,,,0.5440911817636472,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_north_edge_lat,H.H_north_edge_lat,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.25217391304347825,-0.28643127226946874,-0.542355443728703,0.06980487908000234,0.09398120375924815,weak_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_north_edge_lat,H.H_north_edge_lat,P,P_spread_lat,P.P_spread_lat,-0.4351778656126482,-0.48998013577451965,-0.6647981403716046,-0.09484654439035244,0.003599280143971206,clear_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_north_edge_lat,H.H_north_edge_lat,P,P_total_strength,P.P_total_strength,-0.3935441370223979,-0.37486041068979864,-0.6283557604049961,-0.08783285897903423,0.008198360327934412,clear_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_north_edge_lat,H.H_north_edge_lat,V,V_pos_centroid_lat,V.V_pos_centroid_lat,0.08695652173913043,0.06429514666696101,,,0.5732853429314138,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_south_edge_lat,H.H_south_edge_lat,H,H_centroid_lat,H.H_centroid_lat,-0.1872513835680699,-0.31948436012120646,,,0.21935612877424515,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_north_edge_lat,H.H_north_edge_lat,V,V_strength,V.V_strength,-0.3939393939393939,-0.3850434227379285,-0.630953753712937,-0.11479247128386841,0.009998000399920015,clear_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_south_edge_lat,H.H_south_edge_lat,H,H_north_edge_lat,H.H_north_edge_lat,-0.276914083107278,-0.4144587295459956,-0.5484680765587755,0.015243435027935971,0.06778644271145771,weak_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_south_edge_lat,H.H_south_edge_lat,H,H_south_edge_lat,H.H_south_edge_lat,-0.5585899188237802,-0.7104569998664048,-0.8060061074659992,-0.21590473763331833,0.0001999600079984003,clear_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_south_edge_lat,H.H_south_edge_lat,H,H_zonal_width,H.H_zonal_width,0.43182461924881427,0.36832802456783564,0.1232775351534679,0.648338104738586,0.002599480103979204,clear_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_south_edge_lat,H.H_south_edge_lat,H,H_west_extent_lon,H.H_west_extent_lon,-0.4267855771939886,-0.37613608777851437,-0.6365348918197802,-0.15412460674498218,0.0033993201359728054,clear_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_south_edge_lat,H.H_south_edge_lat,H,H_strength,H.H_strength,-0.4728698960702355,-0.35075319475626,-0.6871995749956397,-0.21415227434314688,0.0013997200559888023,clear_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_south_edge_lat,H.H_south_edge_lat,Je,Je_axis_lat,Je.Je_axis_lat,-0.06461092713440961,-0.05042175758793449,,,0.6652669466106779,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_south_edge_lat,H.H_south_edge_lat,Je,Je_meridional_width,Je.Je_meridional_width,0.1348267887717821,0.06947312248848311,,,0.3719256148770246,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_south_edge_lat,H.H_south_edge_lat,Jw,Jw_axis_lat,Jw.Jw_axis_lat,-0.1493198863675841,0.03989447687147002,,,0.3281343731253749,no_structure_mapping_support,candidate
local_background_removed,E2_state_to_M_state,E2,M,H,H_south_edge_lat,H.H_south_edge_lat,Jw,Jw_meridional_width,Jw.Jw_meridional_width,-0.10755655701950131,-0.009065044939742528,,,0.47430513897220555,no_structure_mapping_support,candidate
