window,source,target,source_family,target_family,sample_status,main_surrogate_mode,audit_surrogate_mode,T_pos_obs,T_pos_main_null95,p_pos_main_surrogate,T_pos_audit_null90,T_pos_audit_null95,T_pos_audit_null99,p_pos_audit_surrogate,audit_strength_excess,audit_strength_ratio,delta_p_audit_minus_main,delta_null95_audit_minus_main,q_pos_audit_global,q_pos_audit_within_window,main_p_supported,audit_p_supported,audit_support_shift
T3_back17,V_strength,P_main_band_share,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.16400325500731594,0.2339998092442716,0.18281718281718282,0.22116636432469655,0.26504319681389055,0.3281888356944196,0.24675324675324675,-0.1010399418065746,0.618779342306517,0.06393606393606394,0.03104338756961894,0.4031117397454031,0.4031117397454031,False,False,same_p_support_flag
T3_back17,V_strength,P_south_band_share_18_24,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.3025851680453209,0.24106381897468246,0.014985014985014986,0.24258644524249784,0.280290451545165,0.3445916975955097,0.030969030969030968,0.022294716500155853,1.0795414769830765,0.015984015984015984,0.03922663257048256,0.14194139194139194,0.14194139194139194,True,True,same_p_support_flag
T3_back17,V_strength,P_main_minus_south,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.23553924512963642,0.2302970733694213,0.04295704295704296,0.24860930155052333,0.29054397876899063,0.3510772453100296,0.12087912087912088,-0.05500473363935421,0.810683622244025,0.07792207792207792,0.06024690539956934,0.2524690499374044,0.2524690499374044,True,False,audit_more_conservative
T3_back17,V_strength,P_spread_lat,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.29797102025180766,0.22332195086442733,0.00999000999000999,0.21825388173087812,0.24980919641956473,0.3072122930960388,0.017982017982017984,0.048161823832242934,1.1927944388058205,0.007992007992007994,0.0264872455551374,0.12527472527472527,0.12527472527472527,True,True,same_p_support_flag
T3_back17,V_strength,P_north_band_share_35_45,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.3090067598360268,0.22739354769449296,0.008991008991008992,0.22035183905879083,0.2668081766157888,0.33702555339400214,0.02197802197802198,0.042198583220238006,1.1581607571232915,0.012987012987012988,0.03941462892129585,0.13540031397174254,0.13540031397174254,True,True,same_p_support_flag
T3_back17,V_strength,P_north_minus_main_35_45,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.09532935823410227,0.21810335015918042,0.45554445554445555,0.2025009805470376,0.241731845295593,0.2909470764087151,0.4985014985014985,-0.14640248706149073,0.39435994921369266,0.042957042957042946,0.023628495136412575,0.5868599485620762,0.5868599485620762,False,False,same_p_support_flag
T3_back17,V_strength,P_total_centroid_lat_10_50,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.3274680690637931,0.23024127397961797,0.005994005994005994,0.24911885577891635,0.2862852480835715,0.34913090502605826,0.01898101898101898,0.041182820980221635,1.1438524033491229,0.012987012987012986,0.05604397410395351,0.12527472527472527,0.12527472527472527,True,True,same_p_support_flag
T3_back17,V_strength,P_main_28_35_mean,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.23088752402691126,0.23103503375563417,0.05194805194805195,0.2575407645622579,0.28849577415446576,0.3454348278782067,0.15384615384615385,-0.057608250127554494,0.800315098907792,0.1018981018981019,0.05746074039883159,0.29864253393665163,0.29864253393665163,False,False,same_p_support_flag
T3_back17,V_strength,P_south_10_25_mean,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.33369948584195847,0.23900140174983903,0.003996003996003996,0.23709165545864438,0.2653424056372052,0.3385399979159258,0.011988011988011988,0.06835708020475328,1.2576183781879775,0.007992007992007992,0.026341003887366155,0.10714285714285714,0.10714285714285714,True,True,same_p_support_flag
T3_back17,V_strength,P_scs_10_20_mean,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.25648749451147224,0.24562904230623464,0.03896103896103896,0.22305626630668404,0.2664786129081929,0.3224866988413472,0.056943056943056944,-0.009991118396720677,0.9625068657942811,0.017982017982017984,0.020849570601958273,0.17955259026687598,0.17955259026687598,True,False,audit_more_conservative
