window,variable,surrogate_mode,n_years,n_days,n_finite,n_pair_for_phi,nan_fraction,mu,raw_phi_before_clip,phi,phi_after_clip,phi_clip_limit,phi_clipped_flag,phi_clip_amount,phi_clip_direction,phi_clip_severity,sigma,stationary_std,ar1_estimation_scope,family,n_as_source_pairs,n_as_source_yes,n_as_source_tier1,n_as_source_surrogate_sensitive,n_as_target_pairs,n_as_target_yes,n_as_target_tier1,n_as_target_surrogate_sensitive
T3_back17,V_strength,pooled_window_variable_ar1,45,37,1665,1620,0.0,-3.41401915079928e-17,0.947044526428635,0.947044526428635,0.947044526428635,0.95,False,0.0,none,none,0.3936455923951486,1.2259196978330096,window_variable_pooled_across_years,V,15,7,0,0,0,0,0,0
T3_back17,V_pos_centroid_lat,pooled_window_variable_ar1,45,37,1665,1620,0.0,-2.13376196924955e-16,0.9196312232142454,0.9196312232142454,0.9196312232142454,0.95,False,0.0,none,none,1.0138929004097588,2.5813060553466065,window_variable_pooled_across_years,V,15,1,1,0,0,0,0,0
T3_back17,V_NS_diff,pooled_window_variable_ar1,45,37,1665,1620,0.0,2.1849722565115392e-15,0.9518975179739733,0.95,0.95,0.95,True,0.0018975179739733061,upper,minor,28.288626626544914,90.59611110780132,window_variable_pooled_across_years,V,15,8,5,0,0,0,0,0
T3_back17,V_pos_north_edge_lat,pooled_window_variable_ar1,45,37,1665,1620,0.0,-2.219112448019532e-16,0.8230208668828134,0.8230208668828134,0.8230208668828134,0.95,False,0.0,none,none,4.528442495192824,7.972453696344317,window_variable_pooled_across_years,V,15,1,0,1,0,0,0,0
T3_back17,V_pos_south_edge_lat,pooled_window_variable_ar1,45,37,1665,1620,0.0,0.0,0.7378954980554093,0.7378954980554093,0.7378954980554093,0.95,False,0.0,none,none,1.1354813098577503,1.6824064346886438,window_variable_pooled_across_years,V,15,0,0,0,0,0,0,0
T3_back17,V_pos_band_width,pooled_window_variable_ar1,45,37,1665,1620,0.0,5.12102872619892e-16,0.8215431273862602,0.8215431273862602,0.8215431273862602,0.95,False,0.0,none,none,4.650436522445649,8.156565962335023,window_variable_pooled_across_years,V,15,1,0,1,0,0,0,0
T3_back17,V_pos_centroid_lat_recomputed,pooled_window_variable_ar1,45,37,1665,1620,0.0,5.675806838203803e-16,0.9337261873711821,0.9337261873711821,0.9337261873711821,0.95,False,0.0,none,none,1.4619383855915935,4.083763679280223,window_variable_pooled_across_years,V,15,3,1,0,0,0,0,0
T3_back17,V_highlat_35_55_mean,pooled_window_variable_ar1,45,37,1665,1620,0.0,-3.200642953874325e-17,0.9313029725087437,0.9313029725087437,0.9313029725087437,0.95,False,0.0,none,none,0.33949643176801836,0.932053918800333,window_variable_pooled_across_years,V,15,3,2,0,0,0,0,0
T3_back17,V_lowlat_20_30_mean,pooled_window_variable_ar1,45,37,1665,1620,0.0,-4.2675239384991e-17,0.9691855170387156,0.95,0.95,0.95,True,0.019185517038715627,upper,moderate,0.3259686645943652,1.0439352091961072,window_variable_pooled_across_years,V,15,3,1,1,0,0,0,0
T3_back17,V_high_minus_low_35_55_minus_20_30,pooled_window_variable_ar1,45,37,1665,1620,0.0,-8.5350478769982e-18,0.9559370215735191,0.95,0.95,0.95,True,0.005937021573519163,upper,minor,0.4673370194190797,1.4966762824869875,window_variable_pooled_across_years,V,15,2,0,0,0,0,0,0
T3_back17,V_lowlat_weakening_proxy_20_30,pooled_window_variable_ar1,45,37,1665,1620,0.0,4.2675239384991e-17,0.9691855170387156,0.95,0.95,0.95,True,0.019185517038715627,upper,moderate,0.3259686645943652,1.0439352091961072,window_variable_pooled_across_years,V,15,3,1,1,0,0,0,0
