window_id,object_A,object_B,A_peak_day,B_peak_day,delta_observed,delta_median,delta_q025,delta_q975,P_A_earlier,P_B_earlier,P_same_day,peak_order_decision,tau_sync_primary,P_within_tau_q50,P_within_tau_q75,P_within_tau_q90,synchrony_decision,tau_quality_flag,overlap_days,overlap_fraction,A_peak_inside_B_window,B_peak_inside_A_window,both_peaks_inside_system_window,window_overlap_decision,v8_role,interpretation_boundary
W045,P,V,45.0,45.0,0.0,1.0,-3.0,6.0,0.578,0.193,0.229,A_peak_earlier_tendency,3.0,0.567,0.862,0.984,synchrony_tendency,normal,21,1.0,True,True,True,window_overlap_strong,peak_layer_summary_no_state_growth,peak timing only; do not infer state/growth/process relations
W045,P,H,45.0,35.0,-10.0,-8.0,-14.0,12.0,0.258,0.718,0.024,B_peak_earlier_tendency,3.0,0.081,0.178,0.281,synchrony_indeterminate,normal,11,0.3548387096774194,True,True,False,window_overlap_partial,peak_layer_summary_no_state_growth,peak timing only; do not infer state/growth/process relations
W045,P,Je,45.0,46.0,1.0,2.0,-2.0,8.0,0.727,0.108,0.165,A_peak_earlier_tendency,3.0,0.404,0.74,0.935,synchrony_indeterminate,normal,20,0.9090909090909091,True,True,True,window_overlap_strong,peak_layer_summary_no_state_growth,peak timing only; do not infer state/growth/process relations
W045,P,Jw,45.0,41.0,-4.0,-1.5,-7.0,8.0,0.347,0.582,0.071,B_peak_earlier_tendency,3.0,0.232,0.538,0.899,synchrony_indeterminate,normal,17,0.68,True,True,True,window_overlap_strong,peak_layer_summary_no_state_growth,peak timing only; do not infer state/growth/process relations
W045,V,H,45.0,35.0,-10.0,-9.0,-15.0,11.0,0.22,0.741,0.039,B_peak_earlier_tendency,3.0,0.103,0.173,0.263,synchrony_indeterminate,normal,11,0.3548387096774194,True,True,False,window_overlap_partial,peak_layer_summary_no_state_growth,peak timing only; do not infer state/growth/process relations
W045,V,Je,45.0,46.0,1.0,1.0,-5.0,6.0,0.602,0.235,0.163,A_peak_earlier_tendency,3.0,0.459,0.82,0.969,synchrony_tendency,normal,20,0.9090909090909091,True,True,True,window_overlap_strong,peak_layer_summary_no_state_growth,peak timing only; do not infer state/growth/process relations
W045,V,Jw,45.0,41.0,-4.0,-2.0,-9.0,5.0,0.277,0.658,0.065,B_peak_earlier_tendency,3.0,0.205,0.501,0.893,synchrony_indeterminate,normal,17,0.68,True,True,True,window_overlap_strong,peak_layer_summary_no_state_growth,peak timing only; do not infer state/growth/process relations
W045,H,Je,35.0,46.0,11.0,10.0,-9.024999999999999,16.0,0.737,0.219,0.044,A_peak_earlier_tendency,3.0,0.115,0.178,0.249,synchrony_indeterminate,normal,10,0.3125,False,False,False,window_overlap_partial,peak_layer_summary_no_state_growth,peak timing only; do not infer state/growth/process relations
W045,H,Jw,35.0,41.0,6.0,6.0,-12.0,16.0,0.722,0.262,0.016,A_peak_earlier_tendency,3.0,0.051,0.153,0.413,synchrony_indeterminate,normal,15,0.5555555555555556,True,True,False,window_overlap_partial,peak_layer_summary_no_state_growth,peak timing only; do not infer state/growth/process relations
W045,Je,Jw,46.0,41.0,-5.0,-4.0,-10.0,5.0,0.227,0.715,0.058,B_peak_earlier_tendency,3.0,0.179,0.399,0.788,synchrony_indeterminate,normal,16,0.6153846153846154,True,True,True,window_overlap_strong,peak_layer_summary_no_state_growth,peak timing only; do not infer state/growth/process relations
