window_id,mode,year,pc_score,pc_score_z
W113,1,1979,0.23190398944309495,0.35671347063731923
W113,1,1980,0.44244664320800314,0.6805690495000577
W113,1,1981,-0.6407803160017095,-0.98564483942669
W113,1,1982,-0.12596053308744276,-0.19375181526135038
W113,1,1983,0.6158555666824427,0.9473057239341444
W113,1,1984,-0.9829054991817466,-1.5118999580973687
W113,1,1985,-0.6466722871962992,-0.9947078378630879
W113,1,1986,-0.8275285608232199,-1.2728999862901944
W113,1,1987,0.9542496524164247,1.4678216885589415
W113,1,1988,-0.006165031284119579,-0.009483017999074292
W113,1,1989,-0.526167356133778,-0.8093478003257828
W113,1,1990,-0.3758598756959602,-0.5781456414561462
W113,1,1991,0.2965406052663374,0.4561371658308752
W113,1,1992,-0.016821092490997343,-0.025874114096891988
W113,1,1993,0.8649882980821427,1.3305203528862217
W113,1,1994,-0.8951414939664746,-1.3769018367948733
W113,1,1995,0.6202228428696998,0.9540234447018178
W113,1,1996,0.016079640030690557,0.024733615905964446
W113,1,1997,-0.45747629308054677,-0.7036875761859234
W113,1,1998,1.2484248873021677,1.9203204543785415
W113,1,1999,-0.6344713418169169,-0.9759404092311463
W113,1,2000,-1.1395038417495418,-1.752778687297141
W113,1,2001,-0.6803743317951729,-1.0465481417979539
W113,1,2002,-0.5613970984261547,-0.8635380006451083
W113,1,2003,1.1092832600163296,1.7062935508377775
W113,1,2004,-0.549624135716228,-0.8454288926559498
W113,1,2005,-0.00888201365171045,-0.013662265679682054
W113,1,2006,-0.3281159545145557,-0.5047061984032164
W113,1,2007,0.261382590511558,0.40205729642451954
W113,1,2008,-0.2201444765999254,-0.33862505116094643
W113,1,2009,0.44113369963899174,0.6785494867561062
W113,1,2010,0.5611032109392523,0.8630859444916904
W113,1,2011,-0.5420164305763028,-0.8337267614827644
W113,1,2012,-0.5799304776611152,-0.892045945012157
W113,1,2013,0.14747333600055448,0.2268426931229218
W113,1,2014,0.5553091892650378,0.8541736114812915
W113,1,2015,-0.40623682904971636,-0.6248713079021099
W113,1,2016,-0.1314043625344926,-0.2021254844693624
W113,1,2017,0.7409485175230124,1.1397230288445142
W113,1,2018,-1.074166089541359,-1.652276507883185
W113,1,2019,0.24481374021230984,0.3765711799117836
W113,1,2020,1.2773938121760027,1.964880298981444
W113,1,2021,0.6025691446159998,0.9268686208939826
W113,1,2022,0.754595039427655,1.1607140355211276
W113,1,2023,0.3710280569477867,0.5707133638170654
W113,2,1979,-0.48873085990959675,-0.8371144732612293
W113,2,1980,-0.8917401151675318,-1.5274021307605958
W113,2,1981,0.6153131353552017,1.05392880508684
W113,2,1982,-1.0196317148752285,-1.74645911673371
W113,2,1983,-1.2226736831948342,-2.0942361537541063
W113,2,1984,0.037454299068803515,0.06415296926850422
W113,2,1985,0.05548123619909634,0.09503010680618657
W113,2,1986,-0.7164015836864386,-1.2270764618426493
W113,2,1987,-0.8092824846694366,-1.3861659584968877
W113,2,1988,0.06803805819795129,0.11653784919706167
W113,2,1989,-0.09466276772969595,-0.16214153728731728
W113,2,1990,0.20514444492045783,0.3513782288759545
W113,2,1991,-0.30945430890694187,-0.5300436335183951
W113,2,1992,-0.8457071882625311,-1.4485554023876825
W113,2,1993,-0.6056373461063153,-1.0373557914204503
W113,2,1994,0.9167546855836077,1.5702479190162888
W113,2,1995,0.019825718837237934,0.03395815067730651
W113,2,1996,0.07877474036894178,0.13492799554837753
W113,2,1997,0.1468486469427894,0.25152724703608087
W113,2,1998,0.36578929789952697,0.6265360765072177
W113,2,1999,-0.38576043910664215,-0.6607433114567609
W113,2,2000,-0.1127926909513131,-0.19319507282779433
W113,2,2001,-0.08318628823984654,-0.1424842414807548
W113,2,2002,-0.4805380272109796,-0.8230815169009763
W113,2,2003,0.1260871811864296,0.21596631791042464
W113,2,2004,-0.3225900866507777,-0.5525430305667863
W113,2,2005,0.29544580216814154,0.5060493972182842
W113,2,2006,0.26924985174985633,0.4611801019991601
W113,2,2007,-0.11062043928239043,-0.18947436791475203
W113,2,2008,-0.05719931849226236,-0.09797289530562601
