window_id,mode,pc_phase,year,pc_score,pc_score_z,pc_rank_low_to_high
W113,1,low,2000,-1.1395038417495418,-1.7527786872971411,1
W113,1,low,2018,-1.074166089541359,-1.6522765078831851,2
W113,1,low,1984,-0.9829054991817466,-1.511899958097369,3
W113,1,low,1994,-0.8951414939664746,-1.3769018367948738,4
W113,1,low,1986,-0.8275285608232199,-1.2728999862901949,5
W113,1,low,2001,-0.6803743317951729,-1.046548141797954,6
W113,1,low,1985,-0.6466722871962992,-0.9947078378630883,7
W113,1,low,1981,-0.6407803160017095,-0.9856448394266903,8
W113,1,low,1999,-0.6344713418169169,-0.9759404092311467,9
W113,1,low,2012,-0.5799304776611152,-0.8920459450121573,10
W113,1,low,2002,-0.5613970984261547,-0.8635380006451087,11
W113,1,low,2004,-0.549624135716228,-0.8454288926559501,12
W113,1,low,2011,-0.5420164305763028,-0.8337267614827647,13
W113,1,low,1989,-0.526167356133778,-0.8093478003257831,14
W113,1,low,1997,-0.45747629308054677,-0.7036875761859235,15
W113,1,mid,2015,-0.40623682904971636,-0.62487130790211,16
W113,1,mid,1990,-0.3758598756959602,-0.5781456414561463,17
W113,1,mid,2006,-0.3281159545145557,-0.5047061984032165,18
W113,1,mid,2008,-0.2201444765999254,-0.3386250511609465,19
W113,1,mid,2016,-0.1314043625344926,-0.20212548446936246,20
W113,1,mid,1982,-0.12596053308744276,-0.1937518152613504,21
W113,1,mid,1992,-0.016821092490997343,-0.02587411409689201,22
W113,1,mid,2005,-0.00888201365171045,-0.01366226567968207,23
W113,1,mid,1988,-0.006165031284119579,-0.009483017999074307,24
W113,1,mid,1996,0.016079640030690557,0.024733615905964436,25
W113,1,mid,2013,0.14747333600055448,0.22684269312292182,26
W113,1,mid,1979,0.23190398944309495,0.3567134706373193,27
W113,1,mid,2019,0.24481374021230984,0.37657117991178374,28
W113,1,mid,2007,0.261382590511558,0.40205729642451965,29
W113,1,mid,1991,0.2965406052663374,0.45613716583087527,30
W113,1,high,2023,0.3710280569477867,0.5707133638170655,31
W113,1,high,2009,0.44113369963899174,0.6785494867561063,32
W113,1,high,1980,0.44244664320800314,0.6805690495000578,33
W113,1,high,2014,0.5553091892650378,0.8541736114812915,34
W113,1,high,2010,0.5611032109392523,0.8630859444916904,35
W113,1,high,2021,0.6025691446159998,0.9268686208939825,36
W113,1,high,1983,0.6158555666824427,0.9473057239341444,37
W113,1,high,1995,0.6202228428696998,0.9540234447018177,38
W113,1,high,2017,0.7409485175230124,1.1397230288445144,39
W113,1,high,2022,0.754595039427655,1.1607140355211276,40
W113,1,high,1993,0.8649882980821427,1.3305203528862217,41
W113,1,high,1987,0.9542496524164247,1.4678216885589417,42
W113,1,high,2003,1.1092832600163296,1.7062935508377777,43
W113,1,high,1998,1.2484248873021677,1.920320454378542,44
W113,1,high,2020,1.2773938121760027,1.9648802989814445,45
W113,2,low,1983,-1.2226736831948342,-2.0942361537541063,1
W113,2,low,2015,-1.0536025307347106,-1.8046454600919435,2
W113,2,low,1982,-1.0196317148752285,-1.74645911673371,3
W113,2,low,1980,-0.8917401151675318,-1.5274021307605958,4
W113,2,low,1992,-0.8457071882625311,-1.4485554023876825,5
W113,2,low,1987,-0.8092824846694366,-1.3861659584968877,6
W113,2,low,1986,-0.7164015836864386,-1.2270764618426493,7
W113,2,low,1993,-0.6056373461063153,-1.0373557914204503,8
W113,2,low,1979,-0.48873085990959675,-0.8371144732612293,9
W113,2,low,2002,-0.4805380272109796,-0.8230815169009763,10
W113,2,low,2019,-0.39212541782665966,-0.6716454587234835,11
W113,2,low,1999,-0.38576043910664215,-0.6607433114567609,12
W113,2,low,2014,-0.3417476264510714,-0.5853567019643124,13
W113,2,low,2004,-0.3225900866507777,-0.5525430305667863,14
W113,2,low,1991,-0.30945430890694187,-0.5300436335183951,15
W113,2,mid,2000,-0.1127926909513131,-0.19319507282779436,16
W113,2,mid,2007,-0.11062043928239043,-0.18947436791475206,17
W113,2,mid,1989,-0.09466276772969595,-0.1621415372873173,18
W113,2,mid,2001,-0.08318628823984654,-0.14248424148075484,19
W113,2,mid,2008,-0.05719931849226236,-0.09797289530562603,20
W113,2,mid,1995,0.019825718837237934,0.03395815067730649,21
W113,2,mid,1984,0.037454299068803515,0.06415296926850422,22
W113,2,mid,1985,0.05548123619909634,0.09503010680618655,23
W113,2,mid,1988,0.06803805819795129,0.11653784919706164,24
W113,2,mid,1996,0.07877474036894178,0.1349279955483775,25
W113,2,mid,2003,0.1260871811864296,0.21596631791042464,26
W113,2,mid,2009,0.1265793095641732,0.21680925176524193,27
W113,2,mid,1997,0.1468486469427894,0.25152724703608087,28
W113,2,mid,1990,0.20514444492045783,0.3513782288759545,29
W113,2,mid,2020,0.2223806818754995,0.3809010288528055,30
W113,2,high,2011,0.24778391603145036,0.4244125332900822,31
W113,2,high,2006,0.26924985174985633,0.4611801019991601,32
W113,2,high,2005,0.29544580216814154,0.5060493972182842,33
W113,2,high,2012,0.3225173346594379,0.5524184185361067,34
W113,2,high,1998,0.36578929789952697,0.6265360765072177,35
