cluster_id,object,day_min,day_max,center_day,max_day_main,max_score_main,auc_main,relative_main_strength_to_object_fullseason_max,nearest_candidate_day,nearest_candidate_score,nearest_candidate_distance,candidate_inside_cluster_flag,profile_energy_max_day_k7,profile_energy_max_score_k7,profile_energy_max_day_k9,profile_energy_max_score_k9,profile_energy_max_day_k11,profile_energy_max_score_k11,participation_class,participation_tier,marker_supported_active_flag,curve_only_ramp_or_shoulder_flag,weak_curve_signal_flag,absent_or_missing_flag
E1_early_precluster,joint_all,12,23,18,18.0,3.021425291663116,25.46483340824154,0.3121919949433514,18.0,3.021425291663116,0.0,True,,,,,,,candidate_inside_cluster,marker_supported_active,True,False,False,False
E1_early_precluster,P,12,23,18,18.0,4.698734265329099,37.434282974503965,0.0793468891143746,18.0,4.698734265329099,0.0,True,16.0,0.2941446776033985,15.0,0.280127132651182,18.0,0.2971959463081962,candidate_inside_cluster,marker_supported_active,True,False,False,False
E1_early_precluster,V,12,23,18,16.0,5.335538519795408,40.03717510242091,0.15655725956316355,16.0,5.335538519795408,2.0,True,15.0,0.3193464489371094,16.0,0.3222068332449312,16.0,0.3443932527900216,candidate_inside_cluster,marker_supported_active,True,False,False,False
E1_early_precluster,H,12,23,18,19.0,18.08402735192542,144.73750907798262,0.5225530459921158,19.0,18.08402735192542,1.0,True,18.0,0.4954097217428971,19.0,0.5822787038335624,18.0,0.650440985277962,candidate_inside_cluster,marker_supported_active,True,False,False,False
E1_early_precluster,Je,12,23,18,23.0,5.270180460892664,37.029789484221766,0.2600497610063648,26.0,6.0665828732930125,8.0,False,23.0,0.2612422150991331,23.0,0.3174638585752332,23.0,0.3699786249875051,weak_curve_signal,weak_curve_signal,False,False,True,False
E1_early_precluster,Jw,12,23,18,14.0,4.883965322489396,26.63353130914365,0.1948132461719557,41.0,11.770966007882706,23.0,False,13.0,0.3206515358401251,12.0,0.318262159627561,13.0,0.3176589031943885,weak_curve_signal,weak_curve_signal,False,False,True,False
E2_second_precluster,joint_all,27,38,33,38.0,3.7132988032995504,33.294923458125716,0.3836805644083097,45.0,5.878578493131532,12.0,False,,,,,,,curve_peak_without_marker,curve_only_ramp_or_shoulder,False,True,False,False
E2_second_precluster,P,27,38,33,38.0,15.011627201822623,118.47037811178804,0.25349931529399283,34.0,13.170076876576443,1.0,True,38.0,0.3994460599690507,38.0,0.4953517811693645,38.0,0.5920010646769059,candidate_inside_cluster,marker_supported_active,True,False,False,False
E2_second_precluster,V,27,38,33,38.0,8.126451448039939,68.80720560231796,0.23844921444349723,30.0,6.941599316355871,3.0,True,29.0,0.3379011441983725,38.0,0.3985443588568917,38.0,0.4923456580405124,candidate_inside_cluster,marker_supported_active,True,False,False,False
E2_second_precluster,H,27,38,33,35.0,10.10918859242761,96.450851251383,0.2921134318523001,35.0,10.10918859242761,2.0,True,35.0,0.3794526667603314,34.0,0.4359069637905278,34.0,0.4868828387172468,candidate_inside_cluster,marker_supported_active,True,False,False,False
E2_second_precluster,Je,27,38,33,27.0,5.923800405139695,54.39025627473557,0.2923017325568122,33.0,5.442389697096082,0.0,True,34.0,0.3172890971244644,27.0,0.3309635477768198,27.0,0.3685322975807781,candidate_inside_cluster,marker_supported_active,True,False,False,False
E2_second_precluster,Jw,27,38,33,38.0,9.394767120960315,46.35167881635639,0.37474162059180166,41.0,11.770966007882706,8.0,False,38.0,0.3669964308803035,38.0,0.4365308463162418,38.0,0.4817732064638447,curve_peak_without_marker,curve_only_ramp_or_shoulder,False,True,False,False
M_w045_main_cluster,joint_all,40,48,45,45.0,5.878578493131532,41.98459263437738,0.6074104007356144,45.0,5.878578493131532,0.0,True,,,,,,,candidate_inside_cluster,marker_supported_active,True,False,False,False
M_w045_main_cluster,P,40,48,45,45.0,26.56346583877,186.67664356491835,0.448573649707074,45.0,26.56346583877,0.0,True,45.0,0.6007556714548886,44.0,0.6595564063133462,43.0,0.7030236710063762,candidate_inside_cluster,marker_supported_active,True,False,False,False
M_w045_main_cluster,V,40,48,45,45.0,19.23500775537361,133.51592906089584,0.5644004050734436,45.0,19.23500775537361,0.0,True,45.0,0.5216138559894282,45.0,0.602465054026575,44.0,0.6614860580675633,candidate_inside_cluster,marker_supported_active,True,False,False,False
M_w045_main_cluster,H,40,48,45,40.0,4.76587438338236,12.635874227091476,0.1377139133549857,35.0,10.10918859242761,10.0,False,40.0,0.23758766165534,40.0,0.2740159131061966,40.0,0.3194957935051173,no_signal,absent_or_missing,False,False,False,True
M_w045_main_cluster,Je,40,48,45,46.0,12.201986759874025,72.97435630639639,0.6020901493324962,46.0,12.201986759874025,1.0,True,45.0,0.4546709122131351,45.0,0.4883813499293121,46.0,0.508333803916217,candidate_inside_cluster,marker_supported_active,True,False,False,False
M_w045_main_cluster,Jw,40,48,45,41.0,11.770966007882706,84.74719944422115,0.46952423843307395,41.0,11.770966007882706,4.0,True,41.0,0.4145700116086134,41.0,0.47068035276213,41.0,0.5276089438967679,candidate_inside_cluster,marker_supported_active,True,False,False,False
H_post_reference,joint_all,52,62,57,62.0,2.3484472994885826,14.958733240920116,0.24265582520595838,45.0,5.878578493131532,12.0,False,,,,,,,weak_curve_signal,weak_curve_signal,False,False,True,False
H_post_reference,P,52,62,57,62.0,11.043894375736285,42.25853597495967,0.18649674847297124,65.0,17.206599258152806,8.0,False,62.0,0.4073186112261853,62.0,0.4517198593657925,62.0,0.4898662129590978,weak_curve_signal,weak_curve_signal,False,False,True,False
H_post_reference,V,52,62,57,62.0,7.830137499468828,34.93238291194249,0.22975466569522726,69.0,15.678308096706484,12.0,False,62.0,0.3577338008130555,62.0,0.4107987973751988,62.0,0.4604997952334915,weak_curve_signal,weak_curve_signal,False,False,True,False
H_post_reference,H,52,62,57,57.0,3.066305324426809,27.34326982228623,0.08860344855928748,57.0,3.066305324426809,0.0,True,54.0,0.2105604240272231,56.0,0.2388156054673137,62.0,0.2907997244091514,candidate_inside_cluster,marker_supported_active,True,False,False,False
H_post_reference,Je,52,62,57,52.0,5.687902402331844,38.210245293665,0.2806616720869151,46.0,12.201986759874025,11.0,False,57.0,0.2220879565202405,52.0,0.3028624294783988,52.0,0.3860028561322736,weak_curve_signal,weak_curve_signal,False,False,True,False
H_post_reference,Jw,52,62,57,52.0,5.219347563769221,28.302944874184746,0.2081910854517084,41.0,11.770966007882706,16.0,False,52.0,0.248981044689017,52.0,0.2976093666339042,52.0,0.3419838817280535,weak_curve_signal,weak_curve_signal,False,False,True,False
