window_id,bootstrap_id,object,selected_peak_day,peak_score,selected_candidate_id
W160,20,H,155.0,,
W160,20,Je,163.0,,
W160,20,Jw,142.0,,
W160,21,P,158.0,,
W160,21,V,161.0,,
W160,21,H,155.0,,
W160,21,Je,167.0,,
W160,21,Jw,156.0,,
W160,22,P,158.0,,
W160,22,V,162.0,,
W160,22,H,155.0,,
W160,22,Je,163.0,,
W160,22,Jw,150.0,,
W160,23,P,157.0,,
W160,23,V,157.0,,
W160,23,H,147.0,,
W160,23,Je,161.0,,
W160,23,Jw,162.0,,
W160,24,P,154.0,,
W160,24,V,160.0,,
W160,24,H,143.0,,
W160,24,Je,161.0,,
W160,24,Jw,152.0,,
W160,25,P,154.0,,
W160,25,V,162.0,,
W160,25,H,158.0,,
W160,25,Je,160.0,,
W160,25,Jw,166.0,,
W160,26,P,158.0,,
W160,26,V,158.0,,
W160,26,H,154.0,,
W160,26,Je,162.0,,
W160,26,Jw,154.0,,
W160,27,P,155.0,,
W160,27,V,161.0,,
W160,27,H,158.0,,
W160,27,Je,163.0,,
W160,27,Jw,163.0,,
W160,28,P,161.0,,
W160,28,V,161.0,,
W160,28,H,163.0,,
W160,28,Je,160.0,,
W160,28,Jw,159.0,,
W160,29,P,165.0,,
W160,29,V,160.0,,
W160,29,H,154.0,,
W160,29,Je,161.0,,
W160,29,Jw,149.0,,
W160,30,P,156.0,,
W160,30,V,162.0,,
W160,30,H,162.0,,
W160,30,Je,162.0,,
W160,30,Jw,167.0,,
W160,31,P,157.0,,
W160,31,V,166.0,,
W160,31,H,160.0,,
W160,31,Je,161.0,,
W160,31,Jw,151.0,,
W160,32,P,156.0,,
W160,32,V,160.0,,
W160,32,H,156.0,,
W160,32,Je,162.0,,
W160,32,Jw,154.0,,
W160,33,P,164.0,,
W160,33,V,162.0,,
W160,33,H,153.0,,
W160,33,Je,160.0,,
W160,33,Jw,149.0,,
W160,34,P,156.0,,
W160,34,V,160.0,,
W160,34,H,154.0,,
W160,34,Je,162.0,,
W160,34,Jw,131.0,,
W160,35,P,156.0,,
W160,35,V,162.0,,
W160,35,H,155.0,,
W160,35,Je,159.0,,
W160,35,Jw,164.0,,
W160,36,P,158.0,,
W160,36,V,161.0,,
W160,36,H,155.0,,
W160,36,Je,159.0,,
W160,36,Jw,149.0,,
W160,37,P,158.0,,
W160,37,V,163.0,,
W160,37,H,154.0,,
W160,37,Je,161.0,,
W160,37,Jw,157.0,,
W160,38,P,160.0,,
W160,38,V,163.0,,
W160,38,H,165.0,,
W160,38,Je,161.0,,
W160,38,Jw,164.0,,
W160,39,P,158.0,,
W160,39,V,165.0,,
W160,39,H,155.0,,
W160,39,Je,162.0,,
W160,39,Jw,154.0,,
W160,40,P,158.0,,
W160,40,V,160.0,,
W160,40,H,156.0,,
W160,40,Je,160.0,,
W160,40,Jw,148.0,,
W160,41,P,157.0,,
W160,41,V,162.0,,
W160,41,H,154.0,,
W160,41,Je,160.0,,
W160,41,Jw,166.0,,
W160,42,P,159.0,,
W160,42,V,165.0,,
W160,42,H,156.0,,
W160,42,Je,161.0,,
W160,42,Jw,154.0,,
W160,43,P,156.0,,
W160,43,V,162.0,,
W160,43,H,154.0,,
W160,43,Je,162.0,,
W160,43,Jw,163.0,,
W160,44,P,155.0,,
W160,44,V,149.0,,
W160,44,H,161.0,,
W160,44,Je,167.0,,
W160,44,Jw,165.0,,
W160,45,P,158.0,,
W160,45,V,162.0,,
W160,45,H,157.0,,
W160,45,Je,161.0,,
W160,45,Jw,165.0,,
W160,46,P,158.0,,
W160,46,V,159.0,,
W160,46,H,165.0,,
W160,46,Je,160.0,,
W160,46,Jw,152.0,,
W160,47,P,153.0,,
W160,47,V,160.0,,
W160,47,H,160.0,,
W160,47,Je,162.0,,
W160,47,Jw,,,no_candidate
W160,48,P,158.0,,
W160,48,V,161.0,,
W160,48,H,156.0,,
W160,48,Je,163.0,,
W160,48,Jw,158.0,,
W160,49,P,158.0,,
W160,49,V,162.0,,
W160,49,H,155.0,,
W160,49,Je,160.0,,
W160,49,Jw,146.0,,
W160,50,P,157.0,,
W160,50,V,162.0,,
W160,50,H,155.0,,
W160,50,Je,159.0,,
W160,50,Jw,167.0,,
W160,51,P,157.0,,
W160,51,V,160.0,,
W160,51,H,155.0,,
W160,51,Je,162.0,,
W160,51,Jw,161.0,,
W160,52,P,158.0,,
W160,52,V,164.0,,
W160,52,H,157.0,,
W160,52,Je,161.0,,
W160,52,Jw,156.0,,
W160,53,P,165.0,,
W160,53,V,161.0,,
W160,53,H,153.0,,
W160,53,Je,161.0,,
W160,53,Jw,153.0,,
W160,54,P,162.0,,
W160,54,V,160.0,,
W160,54,H,159.0,,
W160,54,Je,163.0,,
W160,54,Jw,155.0,,
W160,55,P,159.0,,
W160,55,V,166.0,,
W160,55,H,165.0,,
W160,55,Je,162.0,,
W160,55,Jw,153.0,,
W160,56,P,158.0,,
W160,56,V,163.0,,
W160,56,H,165.0,,
W160,56,Je,158.0,,
W160,56,Jw,150.0,,
W160,57,P,160.0,,
W160,57,V,160.0,,
W160,57,H,154.0,,
W160,57,Je,163.0,,
W160,57,Jw,152.0,,
W160,58,P,157.0,,
W160,58,V,160.0,,
W160,58,H,157.0,,
W160,58,Je,161.0,,
W160,58,Jw,151.0,,
W160,59,P,159.0,,
W160,59,V,162.0,,
W160,59,H,155.0,,
W160,59,Je,158.0,,
W160,59,Jw,148.0,,
W160,60,P,157.0,,
W160,60,V,157.0,,
W160,60,H,155.0,,
W160,60,Je,161.0,,
W160,60,Jw,149.0,,
W160,61,P,160.0,,
W160,61,V,163.0,,
W160,61,H,165.0,,
W160,61,Je,162.0,,
W160,61,Jw,153.0,,
W160,62,P,158.0,,
W160,62,V,164.0,,
W160,62,H,155.0,,
W160,62,Je,160.0,,
W160,62,Jw,162.0,,
W160,63,P,157.0,,
W160,63,V,160.0,,
W160,63,H,154.0,,
W160,63,Je,161.0,,
W160,63,Jw,153.0,,
W160,64,P,158.0,,
W160,64,V,161.0,,
W160,64,H,156.0,,
W160,64,Je,167.0,,
W160,64,Jw,151.0,,
W160,65,P,157.0,,
W160,65,V,155.0,,
W160,65,H,161.0,,
W160,65,Je,164.0,,
W160,65,Jw,152.0,,
W160,66,P,155.0,,
W160,66,V,157.0,,
W160,66,H,161.0,,
W160,66,Je,161.0,,
W160,66,Jw,153.0,,
W160,67,P,157.0,,
W160,67,V,160.0,,
W160,67,H,160.0,,
W160,67,Je,159.0,,
W160,67,Jw,151.0,,
W160,68,P,158.0,,
W160,68,V,161.0,,
W160,68,H,155.0,,
W160,68,Je,162.0,,
W160,68,Jw,156.0,,
W160,69,P,157.0,,
W160,69,V,162.0,,
W160,69,H,155.0,,
W160,69,Je,161.0,,
W160,69,Jw,153.0,,
W160,70,P,158.0,,
W160,70,V,161.0,,
W160,70,H,164.0,,
W160,70,Je,162.0,,
W160,70,Jw,157.0,,
W160,71,P,158.0,,
W160,71,V,157.0,,
W160,71,H,155.0,,
W160,71,Je,159.0,,
W160,71,Jw,165.0,,
W160,72,P,158.0,,
W160,72,V,156.0,,
W160,72,H,166.0,,
W160,72,Je,160.0,,
W160,72,Jw,163.0,,
W160,73,P,155.0,,
W160,73,V,161.0,,
W160,73,H,158.0,,
W160,73,Je,163.0,,
W160,73,Jw,151.0,,
W160,74,P,158.0,,
W160,74,V,161.0,,
W160,74,H,154.0,,
W160,74,Je,162.0,,
W160,74,Jw,163.0,,
W160,75,P,158.0,,
W160,75,V,160.0,,
W160,75,H,154.0,,
W160,75,Je,162.0,,
W160,75,Jw,156.0,,
W160,76,P,158.0,,
W160,76,V,162.0,,
W160,76,H,154.0,,
W160,76,Je,161.0,,
W160,76,Jw,164.0,,
W160,77,P,156.0,,
W160,77,V,162.0,,
W160,77,H,156.0,,
W160,77,Je,162.0,,
W160,77,Jw,155.0,,
W160,78,P,165.0,,
W160,78,V,166.0,,
W160,78,H,164.0,,
W160,78,Je,162.0,,
W160,78,Jw,159.0,,
W160,79,P,157.0,,
W160,79,V,161.0,,
W160,79,H,155.0,,
W160,79,Je,159.0,,
W160,79,Jw,164.0,,
W160,80,P,164.0,,
W160,80,V,149.0,,
W160,80,H,160.0,,
W160,80,Je,164.0,,
W160,80,Jw,159.0,,
W160,81,P,153.0,,
W160,81,V,160.0,,
W160,81,H,160.0,,
W160,81,Je,166.0,,
W160,81,Jw,154.0,,
W160,82,P,166.0,,
W160,82,V,150.0,,
W160,82,H,156.0,,
W160,82,Je,163.0,,
W160,82,Jw,146.0,,
W160,83,P,155.0,,
W160,83,V,163.0,,
W160,83,H,157.0,,
W160,83,Je,161.0,,
W160,83,Jw,156.0,,
W160,84,P,159.0,,
W160,84,V,163.0,,
W160,84,H,155.0,,
W160,84,Je,163.0,,
W160,84,Jw,159.0,,
W160,85,P,157.0,,
W160,85,V,161.0,,
W160,85,H,165.0,,
W160,85,Je,162.0,,
W160,85,Jw,147.0,,
W160,86,P,157.0,,
W160,86,V,161.0,,
W160,86,H,164.0,,
W160,86,Je,163.0,,
W160,86,Jw,147.0,,
W160,87,P,159.0,,
W160,87,V,162.0,,
W160,87,H,164.0,,
W160,87,Je,157.0,,
W160,87,Jw,147.0,,
W160,88,P,157.0,,
W160,88,V,162.0,,
W160,88,H,154.0,,
W160,88,Je,163.0,,
W160,88,Jw,153.0,,
W160,89,P,164.0,,
W160,89,V,161.0,,
W160,89,H,155.0,,
W160,89,Je,162.0,,
W160,89,Jw,152.0,,
W160,90,P,158.0,,
W160,90,V,161.0,,
W160,90,H,155.0,,
W160,90,Je,164.0,,
W160,90,Jw,162.0,,
W160,91,P,159.0,,
W160,91,V,162.0,,
W160,91,H,165.0,,
W160,91,Je,157.0,,
W160,91,Jw,166.0,,
W160,92,P,156.0,,
W160,92,V,155.0,,
W160,92,H,160.0,,
W160,92,Je,163.0,,
W160,92,Jw,149.0,,
W160,93,P,157.0,,
W160,93,V,159.0,,
W160,93,H,148.0,,
W160,93,Je,162.0,,
W160,93,Jw,155.0,,
W160,94,P,158.0,,
W160,94,V,160.0,,
W160,94,H,159.0,,
W160,94,Je,163.0,,
W160,94,Jw,154.0,,
W160,95,P,158.0,,
W160,95,V,160.0,,
W160,95,H,156.0,,
W160,95,Je,162.0,,
W160,95,Jw,150.0,,
W160,96,P,156.0,,
W160,96,V,149.0,,
W160,96,H,155.0,,
W160,96,Je,164.0,,
W160,96,Jw,158.0,,
W160,97,P,156.0,,
W160,97,V,160.0,,
W160,97,H,167.0,,
W160,97,Je,160.0,,
W160,97,Jw,150.0,,
W160,98,P,156.0,,
W160,98,V,155.0,,
W160,98,H,159.0,,
W160,98,Je,163.0,,
W160,98,Jw,158.0,,
W160,99,P,158.0,,
W160,99,V,156.0,,
W160,99,H,154.0,,
W160,99,Je,161.0,,
W160,99,Jw,159.0,,
W160,100,P,158.0,,
W160,100,V,163.0,,
W160,100,H,164.0,,
W160,100,Je,162.0,,
W160,100,Jw,160.0,,
W160,101,P,160.0,,
W160,101,V,161.0,,
W160,101,H,154.0,,
W160,101,Je,159.0,,
W160,101,Jw,161.0,,
W160,102,P,155.0,,
W160,102,V,155.0,,
W160,102,H,160.0,,
W160,102,Je,165.0,,
W160,102,Jw,157.0,,
W160,103,P,157.0,,
W160,103,V,161.0,,
W160,103,H,156.0,,
W160,103,Je,161.0,,
W160,103,Jw,152.0,,
W160,104,P,155.0,,
W160,104,V,165.0,,
W160,104,H,153.0,,
W160,104,Je,160.0,,
W160,104,Jw,167.0,,
W160,105,P,160.0,,
W160,105,V,165.0,,
W160,105,H,155.0,,
W160,105,Je,161.0,,
W160,105,Jw,140.0,,
W160,106,P,160.0,,
W160,106,V,163.0,,
W160,106,H,154.0,,
W160,106,Je,160.0,,
W160,106,Jw,155.0,,
W160,107,P,165.0,,
W160,107,V,156.0,,
W160,107,H,154.0,,
W160,107,Je,161.0,,
W160,107,Jw,151.0,,
W160,108,P,158.0,,
W160,108,V,160.0,,
W160,108,H,155.0,,
W160,108,Je,164.0,,
W160,108,Jw,159.0,,
W160,109,P,160.0,,
W160,109,V,163.0,,
W160,109,H,156.0,,
W160,109,Je,161.0,,
W160,109,Jw,153.0,,
W160,110,P,158.0,,
W160,110,V,163.0,,
W160,110,H,165.0,,
W160,110,Je,161.0,,
W160,110,Jw,149.0,,
W160,111,P,158.0,,
W160,111,V,160.0,,
W160,111,H,164.0,,
W160,111,Je,163.0,,
W160,111,Jw,152.0,,
W160,112,P,150.0,,
W160,112,V,159.0,,
W160,112,H,157.0,,
W160,112,Je,164.0,,
W160,112,Jw,161.0,,
W160,113,P,157.0,,
W160,113,V,162.0,,
W160,113,H,154.0,,
W160,113,Je,162.0,,
W160,113,Jw,150.0,,
W160,114,P,154.0,,
W160,114,V,158.0,,
W160,114,H,153.0,,
W160,114,Je,160.0,,
W160,114,Jw,150.0,,
W160,115,P,158.0,,
W160,115,V,163.0,,
W160,115,H,155.0,,
W160,115,Je,160.0,,
W160,115,Jw,149.0,,
W160,116,P,163.0,,
W160,116,V,161.0,,
W160,116,H,156.0,,
W160,116,Je,161.0,,
W160,116,Jw,150.0,,
W160,117,P,160.0,,
W160,117,V,161.0,,
W160,117,H,154.0,,
W160,117,Je,163.0,,
W160,117,Jw,162.0,,
W160,118,P,165.0,,
W160,118,V,154.0,,
W160,118,H,154.0,,
W160,118,Je,163.0,,
W160,118,Jw,146.0,,
W160,119,P,155.0,,
W160,119,V,162.0,,
W160,119,H,157.0,,
W160,119,Je,163.0,,
W160,119,Jw,158.0,,
W160,120,P,161.0,,
W160,120,V,159.0,,
W160,120,H,159.0,,
W160,120,Je,161.0,,
W160,120,Jw,166.0,,
W160,121,P,158.0,,
W160,121,V,161.0,,
W160,121,H,153.0,,
W160,121,Je,160.0,,
W160,121,Jw,138.0,,
W160,122,P,155.0,,
W160,122,V,153.0,,
W160,122,H,159.0,,
W160,122,Je,161.0,,
W160,122,Jw,150.0,,
W160,123,P,159.0,,
W160,123,V,161.0,,
W160,123,H,164.0,,
W160,123,Je,161.0,,
W160,123,Jw,149.0,,
W160,124,P,156.0,,
W160,124,V,156.0,,
W160,124,H,165.0,,
W160,124,Je,163.0,,
W160,124,Jw,158.0,,
W160,125,P,156.0,,
W160,125,V,155.0,,
W160,125,H,161.0,,
W160,125,Je,164.0,,
W160,125,Jw,153.0,,
W160,126,P,157.0,,
W160,126,V,161.0,,
W160,126,H,153.0,,
W160,126,Je,162.0,,
W160,126,Jw,149.0,,
W160,127,P,156.0,,
W160,127,V,161.0,,
W160,127,H,162.0,,
W160,127,Je,162.0,,
W160,127,Jw,157.0,,
W160,128,P,154.0,,
W160,128,V,165.0,,
W160,128,H,155.0,,
W160,128,Je,161.0,,
W160,128,Jw,149.0,,
W160,129,P,156.0,,
W160,129,V,161.0,,
W160,129,H,153.0,,
W160,129,Je,160.0,,
W160,129,Jw,153.0,,
W160,130,P,158.0,,
W160,130,V,161.0,,
W160,130,H,155.0,,
W160,130,Je,155.0,,
W160,130,Jw,157.0,,
W160,131,P,158.0,,
W160,131,V,162.0,,
W160,131,H,154.0,,
W160,131,Je,161.0,,
W160,131,Jw,149.0,,
W160,132,P,155.0,,
W160,132,V,161.0,,
W160,132,H,165.0,,
W160,132,Je,161.0,,
W160,132,Jw,152.0,,
W160,133,P,165.0,,
W160,133,V,162.0,,
W160,133,H,165.0,,
W160,133,Je,160.0,,
W160,133,Jw,147.0,,
W160,134,P,155.0,,
W160,134,V,157.0,,
W160,134,H,154.0,,
W160,134,Je,161.0,,
W160,134,Jw,159.0,,
W160,135,P,156.0,,
W160,135,V,157.0,,
W160,135,H,156.0,,
W160,135,Je,161.0,,
W160,135,Jw,163.0,,
W160,136,P,156.0,,
W160,136,V,160.0,,
W160,136,H,148.0,,
W160,136,Je,161.0,,
W160,136,Jw,165.0,,
W160,137,P,159.0,,
W160,137,V,166.0,,
W160,137,H,155.0,,
W160,137,Je,163.0,,
W160,137,Jw,152.0,,
W160,138,P,158.0,,
W160,138,V,161.0,,
W160,138,H,155.0,,
W160,138,Je,163.0,,
W160,138,Jw,156.0,,
W160,139,P,158.0,,
W160,139,V,163.0,,
W160,139,H,155.0,,
W160,139,Je,159.0,,
W160,139,Jw,166.0,,
W160,140,P,158.0,,
W160,140,V,161.0,,
W160,140,H,154.0,,
W160,140,Je,161.0,,
W160,140,Jw,167.0,,
W160,141,P,164.0,,
W160,141,V,163.0,,
W160,141,H,164.0,,
W160,141,Je,162.0,,
W160,141,Jw,149.0,,
W160,142,P,155.0,,
W160,142,V,160.0,,
W160,142,H,159.0,,
W160,142,Je,161.0,,
W160,142,Jw,157.0,,
W160,143,P,158.0,,
W160,143,V,162.0,,
W160,143,H,154.0,,
W160,143,Je,162.0,,
W160,143,Jw,157.0,,
W160,144,P,154.0,,
W160,144,V,157.0,,
W160,144,H,156.0,,
W160,144,Je,161.0,,
W160,144,Jw,161.0,,
W160,145,P,158.0,,
W160,145,V,161.0,,
W160,145,H,155.0,,
W160,145,Je,161.0,,
W160,145,Jw,151.0,,
W160,146,P,154.0,,
W160,146,V,160.0,,
W160,146,H,154.0,,
W160,146,Je,164.0,,
W160,146,Jw,156.0,,
W160,147,P,155.0,,
W160,147,V,156.0,,
W160,147,H,154.0,,
W160,147,Je,165.0,,
W160,147,Jw,164.0,,
W160,148,P,164.0,,
W160,148,V,161.0,,
W160,148,H,165.0,,
W160,148,Je,161.0,,
W160,148,Jw,146.0,,
W160,149,P,158.0,,
W160,149,V,162.0,,
W160,149,H,165.0,,
W160,149,Je,163.0,,
W160,149,Jw,164.0,,
W160,150,P,159.0,,
W160,150,V,159.0,,
W160,150,H,147.0,,
W160,150,Je,161.0,,
W160,150,Jw,151.0,,
W160,151,P,157.0,,
W160,151,V,162.0,,
W160,151,H,166.0,,
W160,151,Je,159.0,,
W160,151,Jw,155.0,,
W160,152,P,158.0,,
W160,152,V,161.0,,
W160,152,H,156.0,,
W160,152,Je,163.0,,
W160,152,Jw,158.0,,
W160,153,P,158.0,,
W160,153,V,161.0,,
W160,153,H,154.0,,
W160,153,Je,160.0,,
W160,153,Jw,145.0,,
W160,154,P,159.0,,
W160,154,V,160.0,,
W160,154,H,155.0,,
W160,154,Je,163.0,,
W160,154,Jw,150.0,,
W160,155,P,158.0,,
W160,155,V,161.0,,
W160,155,H,153.0,,
W160,155,Je,162.0,,
W160,155,Jw,156.0,,
W160,156,P,154.0,,
W160,156,V,156.0,,
W160,156,H,154.0,,
W160,156,Je,162.0,,
W160,156,Jw,160.0,,
W160,157,P,164.0,,
W160,157,V,165.0,,
W160,157,H,163.0,,
W160,157,Je,162.0,,
W160,157,Jw,157.0,,
W160,158,P,158.0,,
W160,158,V,161.0,,
W160,158,H,155.0,,
W160,158,Je,163.0,,
W160,158,Jw,155.0,,
W160,159,P,163.0,,
W160,159,V,160.0,,
W160,159,H,154.0,,
W160,159,Je,161.0,,
W160,159,Jw,154.0,,
W160,160,P,160.0,,
W160,160,V,161.0,,
W160,160,H,160.0,,
W160,160,Je,163.0,,
W160,160,Jw,154.0,,
W160,161,P,157.0,,
W160,161,V,160.0,,
W160,161,H,155.0,,
W160,161,Je,162.0,,
W160,161,Jw,162.0,,
W160,162,P,158.0,,
W160,162,V,162.0,,
W160,162,H,154.0,,
W160,162,Je,161.0,,
W160,162,Jw,157.0,,
W160,163,P,157.0,,
W160,163,V,161.0,,
W160,163,H,165.0,,
W160,163,Je,163.0,,
W160,163,Jw,156.0,,
W160,164,P,158.0,,
W160,164,V,160.0,,
W160,164,H,154.0,,
W160,164,Je,161.0,,
W160,164,Jw,162.0,,
W160,165,P,160.0,,
W160,165,V,162.0,,
W160,165,H,154.0,,
W160,165,Je,161.0,,
W160,165,Jw,151.0,,
W160,166,P,156.0,,
W160,166,V,162.0,,
W160,166,H,156.0,,
W160,166,Je,162.0,,
W160,166,Jw,166.0,,
W160,167,P,158.0,,
W160,167,V,162.0,,
W160,167,H,154.0,,
W160,167,Je,160.0,,
W160,167,Jw,166.0,,
W160,168,P,165.0,,
W160,168,V,164.0,,
W160,168,H,155.0,,
W160,168,Je,160.0,,
W160,168,Jw,162.0,,
W160,169,P,159.0,,
W160,169,V,161.0,,
W160,169,H,155.0,,
W160,169,Je,163.0,,
W160,169,Jw,152.0,,
W160,170,P,158.0,,
W160,170,V,163.0,,
W160,170,H,154.0,,
W160,170,Je,159.0,,
W160,170,Jw,150.0,,
W160,171,P,158.0,,
W160,171,V,160.0,,
W160,171,H,155.0,,
W160,171,Je,161.0,,
W160,171,Jw,150.0,,
W160,172,P,163.0,,
W160,172,V,161.0,,
W160,172,H,146.0,,
W160,172,Je,160.0,,
W160,172,Jw,150.0,,
W160,173,P,158.0,,
W160,173,V,160.0,,
W160,173,H,161.0,,
W160,173,Je,166.0,,
W160,173,Jw,158.0,,
W160,174,P,154.0,,
W160,174,V,163.0,,
W160,174,H,154.0,,
W160,174,Je,160.0,,
W160,174,Jw,149.0,,
W160,175,P,159.0,,
W160,175,V,162.0,,
W160,175,H,156.0,,
W160,175,Je,157.0,,
W160,175,Jw,163.0,,
W160,176,P,159.0,,
W160,176,V,161.0,,
W160,176,H,163.0,,
W160,176,Je,163.0,,
W160,176,Jw,148.0,,
W160,177,P,157.0,,
W160,177,V,160.0,,
W160,177,H,155.0,,
W160,177,Je,167.0,,
W160,177,Jw,150.0,,
W160,178,P,158.0,,
W160,178,V,161.0,,
W160,178,H,155.0,,
W160,178,Je,162.0,,
W160,178,Jw,158.0,,
W160,179,P,157.0,,
W160,179,V,161.0,,
W160,179,H,165.0,,
W160,179,Je,161.0,,
W160,179,Jw,149.0,,
W160,180,P,155.0,,
W160,180,V,161.0,,
W160,180,H,154.0,,
W160,180,Je,162.0,,
W160,180,Jw,163.0,,
W160,181,P,158.0,,
W160,181,V,161.0,,
W160,181,H,162.0,,
W160,181,Je,164.0,,
W160,181,Jw,159.0,,
W160,182,P,158.0,,
W160,182,V,160.0,,
W160,182,H,153.0,,
W160,182,Je,160.0,,
W160,182,Jw,164.0,,
W160,183,P,153.0,,
W160,183,V,161.0,,
W160,183,H,154.0,,
W160,183,Je,162.0,,
W160,183,Jw,158.0,,
W160,184,P,155.0,,
W160,184,V,161.0,,
W160,184,H,154.0,,
W160,184,Je,162.0,,
W160,184,Jw,163.0,,
W160,185,P,163.0,,
W160,185,V,162.0,,
W160,185,H,154.0,,
W160,185,Je,160.0,,
W160,185,Jw,148.0,,
W160,186,P,157.0,,
W160,186,V,160.0,,
W160,186,H,155.0,,
W160,186,Je,162.0,,
W160,186,Jw,159.0,,
W160,187,P,158.0,,
W160,187,V,162.0,,
W160,187,H,154.0,,
W160,187,Je,161.0,,
W160,187,Jw,152.0,,
W160,188,P,165.0,,
W160,188,V,161.0,,
W160,188,H,155.0,,
W160,188,Je,163.0,,
W160,188,Jw,157.0,,
W160,189,P,158.0,,
W160,189,V,159.0,,
W160,189,H,154.0,,
W160,189,Je,156.0,,
W160,189,Jw,149.0,,
W160,190,P,155.0,,
W160,190,V,162.0,,
W160,190,H,155.0,,
W160,190,Je,161.0,,
W160,190,Jw,136.0,,
W160,191,P,165.0,,
W160,191,V,162.0,,
W160,191,H,155.0,,
W160,191,Je,162.0,,
W160,191,Jw,145.0,,
W160,192,P,155.0,,
W160,192,V,161.0,,
W160,192,H,154.0,,
W160,192,Je,162.0,,
W160,192,Jw,156.0,,
W160,193,P,158.0,,
W160,193,V,161.0,,
W160,193,H,163.0,,
W160,193,Je,160.0,,
W160,193,Jw,156.0,,
W160,194,P,158.0,,
W160,194,V,161.0,,
W160,194,H,152.0,,
W160,194,Je,160.0,,
W160,194,Jw,153.0,,
W160,195,P,158.0,,
W160,195,V,161.0,,
W160,195,H,154.0,,
W160,195,Je,162.0,,
W160,195,Jw,166.0,,
W160,196,P,154.0,,
W160,196,V,154.0,,
W160,196,H,155.0,,
W160,196,Je,162.0,,
W160,196,Jw,158.0,,
W160,197,P,154.0,,
W160,197,V,155.0,,
W160,197,H,154.0,,
W160,197,Je,162.0,,
W160,197,Jw,155.0,,
W160,198,P,157.0,,
W160,198,V,158.0,,
W160,198,H,155.0,,
W160,198,Je,161.0,,
W160,198,Jw,153.0,,
W160,199,P,158.0,,
W160,199,V,161.0,,
W160,199,H,154.0,,
W160,199,Je,158.0,,
W160,199,Jw,166.0,,
W160,200,P,157.0,,
W160,200,V,163.0,,
W160,200,H,165.0,,
W160,200,Je,160.0,,
W160,200,Jw,156.0,,
W160,201,P,156.0,,
W160,201,V,159.0,,
W160,201,H,163.0,,
W160,201,Je,161.0,,
W160,201,Jw,165.0,,
W160,202,P,159.0,,
W160,202,V,162.0,,
W160,202,H,156.0,,
W160,202,Je,162.0,,
W160,202,Jw,148.0,,
W160,203,P,158.0,,
W160,203,V,162.0,,
W160,203,H,157.0,,
W160,203,Je,167.0,,
W160,203,Jw,152.0,,
W160,204,P,156.0,,
W160,204,V,165.0,,
W160,204,H,155.0,,
W160,204,Je,162.0,,
