window_id,object,year,n_bootstrap,n_present,n_absent,mean_peak_present,mean_peak_absent,presence_effect_on_peak_day,peak_q25_for_early_definition,peak_q75_for_late_definition,P_early_present,P_early_absent,presence_effect_on_early_probability,P_late_present,P_late_absent,presence_effect_on_late_probability,n_high_count,high_count_effect_on_peak_day,ridge_coef_peak_day,permutation_percentile_peak_day,permutation_percentile_early_probability,permutation_percentile_late_probability,max_permutation_percentile,influence_direction,influence_evidence_level,method_role
W160,H,1979,1000,642,358,156.58566978193147,156.89664804469274,-0.3109782627612674,154.0,159.0,0.29595015576323985,0.26256983240223464,0.033380323361005215,0.23208722741433022,0.2877094972067039,-0.055622269792373696,291,-0.42585766668585734,-0.18036359297850962,0.7309333333333333,0.7390222222222222,0.9492888888888888,0.9492888888888888,push_early_peak,usable_90,bootstrap_year_influence_candidate_not_physical_type
W160,H,1980,1000,628,372,156.8328025477707,156.46774193548387,0.3650606122868396,154.0,159.0,0.3057324840764331,0.24731182795698925,0.05842065611944386,0.2898089171974522,0.1881720430107527,0.10163687418669953,262,0.16202905688254532,0.027952148246693925,0.8072,0.9500888888888889,0.9995555555555555,0.9995555555555555,push_late_peak,strict_99,bootstrap_year_influence_candidate_not_physical_type
W160,H,1981,1000,647,353,156.82843894899537,156.45609065155807,0.37234829743729847,154.0,159.0,0.250386398763524,0.34560906515580736,-0.09522266639228338,0.250386398763524,0.254957507082153,-0.0045711083186290025,268,0.05883472157626102,-0.12767789759292977,0.8150666666666667,0.9985333333333334,0.13386666666666666,0.9985333333333334,push_late_peak,strict_99,bootstrap_year_influence_candidate_not_physical_type
W160,H,1982,1000,624,376,156.51121794871796,157.00531914893617,-0.4941012002182106,154.0,159.0,0.296474358974359,0.2632978723404255,0.033176486633933466,0.22275641025641027,0.300531914893617,-0.07777550463720675,252,-0.6600810536980646,-0.24305853888719128,0.9190666666666667,0.7370222222222222,0.9945333333333334,0.9945333333333334,push_early_peak,strict_99,bootstrap_year_influence_candidate_not_physical_type
W160,H,1983,1000,648,352,156.65123456790124,156.78125,-0.13001543209875877,154.0,159.0,0.32253086419753085,0.21306818181818182,0.10946268237934903,0.2623456790123457,0.23295454545454544,0.029391133557800236,274,-0.047673357664223204,0.037245850582244805,0.3532888888888889,0.9997333333333334,0.7025333333333333,0.9997333333333334,push_early_peak,strict_99,bootstrap_year_influence_candidate_not_physical_type
W160,H,1984,1000,627,373,156.7145135566188,156.66756032171583,0.046953234902986196,154.0,159.0,0.2966507177033493,0.26273458445040215,0.03391613325294712,0.24880382775119617,0.257372654155496,-0.008568826404299817,261,0.3937423602765193,0.04253565958060871,0.12897777777777777,0.7424,0.2436,0.7424,push_late_peak,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
W160,H,1985,1000,629,371,156.4737678855326,157.0754716981132,-0.6017038125806096,154.0,159.0,0.3036565977742448,0.25067385444743934,0.05298274332680547,0.23052464228934816,0.2884097035040431,-0.057885061214694944,255,-0.926452090270061,-0.3491337499768052,0.9676888888888889,0.9249333333333334,0.9580444444444445,0.9676888888888889,push_early_peak,credible_95,bootstrap_year_influence_candidate_not_physical_type
W160,H,1986,1000,620,380,156.7274193548387,156.64736842105262,0.08005093378608308,154.0,159.0,0.29354838709677417,0.26842105263157895,0.025127334465195217,0.2435483870967742,0.2657894736842105,-0.022241086587436315,265,0.09225422045682308,0.07622538459960922,0.21911111111111112,0.6046222222222222,0.5670222222222222,0.6046222222222222,push_late_peak,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
W160,H,1987,1000,630,370,156.4984126984127,157.03513513513514,-0.5367224367224424,154.0,159.0,0.3126984126984127,0.23513513513513515,0.07756327756327755,0.24285714285714285,0.26756756756756755,-0.0247104247104247,256,-0.5741976351351354,-0.23176528874773308,0.9427555555555556,0.9912444444444445,0.6210666666666667,0.9912444444444445,push_early_peak,strict_99,bootstrap_year_influence_candidate_not_physical_type
W160,H,1988,1000,615,385,156.6829268292683,156.71948051948053,-0.036553690212230094,154.0,159.0,0.2780487804878049,0.2935064935064935,-0.01545771301868859,0.24065040650406505,0.2701298701298701,-0.029479463625805058,271,0.1550582259069131,0.03442933714835682,0.09875555555555555,0.39595555555555556,0.7032444444444444,0.7032444444444444,push_early_peak,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
