window_id,object_A,object_B,year,n_bootstrap,n_present,n_absent,P_A_earlier_present,P_A_earlier_absent,presence_effect_on_A_earlier,P_B_earlier_present,P_B_earlier_absent,presence_effect_on_B_earlier,n_high_count,high_count_effect_on_A_earlier,high_count_effect_on_B_earlier,ridge_coef_A_earlier,ridge_coef_B_earlier,permutation_percentile_A_earlier,permutation_percentile_B_earlier,max_permutation_percentile,influence_direction,influence_evidence_level,method_role
W160,H,Je,1979,1000,642,358,0.8146417445482866,0.8044692737430168,0.01017247080526984,0.17289719626168223,0.16201117318435754,0.010886023077324697,291,0.006527289830866367,0.009810132657566861,0.00926341693070803,-0.00464938573435928,0.30746666666666667,0.3392,0.3392,push_Je_earlier,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
W160,H,Je,1980,1000,628,372,0.7882165605095541,0.8494623655913979,-0.06124580508184374,0.18471337579617833,0.1424731182795699,0.042240257516608426,262,-0.07083641139292463,0.04836657637691866,-0.027239590851690604,0.01673817963846233,0.9829777777777777,0.9097333333333333,0.9829777777777777,reduce_H_earlier,credible_95,bootstrap_year_influence_candidate_not_physical_type
W160,H,Je,1981,1000,647,353,0.8114374034003091,0.8101983002832861,0.0012391031170230216,0.16692426584234932,0.17280453257790368,-0.0058802667355543625,268,0.04054796837343033,-0.04220751765253056,0.020885764620081997,-0.018383652784376182,0.04226666666666667,0.18373333333333333,0.18373333333333333,reduce_Je_earlier,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
W160,H,Je,1982,1000,624,376,0.8317307692307693,0.776595744680851,0.055135024549918255,0.14743589743589744,0.2047872340425532,-0.057351336606655756,252,0.04880108071597433,-0.061930091185410346,0.017848668572416525,-0.023595761851531793,0.9674222222222222,0.9787555555555556,0.9787555555555556,reduce_Je_earlier,credible_95,bootstrap_year_influence_candidate_not_physical_type
W160,H,Je,1983,1000,648,352,0.7916666666666666,0.8465909090909091,-0.05492424242424243,0.1867283950617284,0.13636363636363635,0.05036475869809204,274,-0.06556901128069004,0.05706702057067023,-0.024639082464648573,0.021319091909974122,0.9665333333333334,0.9570222222222222,0.9665333333333334,reduce_H_earlier,credible_95,bootstrap_year_influence_candidate_not_physical_type
W160,H,Je,1984,1000,627,373,0.8006379585326954,0.8284182305630027,-0.027780272030307307,0.1850079744816587,0.14209115281501342,0.04291682166664529,261,-0.0736289585323513,0.0801310694072088,-0.02294304726660793,0.02402544988706337,0.7196444444444444,0.9146666666666666,0.9146666666666666,push_Je_earlier,usable_90,bootstrap_year_influence_candidate_not_physical_type
W160,H,Je,1985,1000,629,371,0.8330683624801272,0.7735849056603774,0.05948345681974976,0.1589825119236884,0.18598382749326145,-0.027001315569573053,255,0.08916019237883832,-0.05265049415992812,0.037843852260757926,-0.024470770602292597,0.9799555555555556,0.7215555555555555,0.9799555555555556,push_H_earlier,credible_95,bootstrap_year_influence_candidate_not_physical_type
W160,H,Je,1986,1000,620,380,0.8032258064516129,0.8236842105263158,-0.020458404074702896,0.17096774193548386,0.16578947368421051,0.005178268251273349,265,-0.03877855014895726,0.019116186693147963,-0.022765025924415896,0.013773851404106512,0.5745777777777777,0.16644444444444445,0.5745777777777777,reduce_H_earlier,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
W160,H,Je,1987,1000,630,370,0.8222222222222222,0.7918918918918919,0.03033033033033028,0.15873015873015872,0.1864864864864865,-0.027756327756327775,256,0.03232685810810809,-0.0341427364864865,0.02025451057024643,-0.021280359773305894,0.7678666666666667,0.7342666666666666,0.7678666666666667,push_H_earlier,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
W160,H,Je,1988,1000,615,385,0.8130081300813008,0.8077922077922078,0.005215922289092956,0.16585365853658537,0.17402597402597403,-0.008172315489388654,271,0.007705947189341922,-0.011664350409737873,0.013632924195490623,-0.010441442385745691,0.16124444444444444,0.2626222222222222,0.2626222222222222,reduce_Je_earlier,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
