scope,object,config_id,candidate_id,point_day,month_day,band_start_day,band_end_day,band_center_day,peak_score,peak_prominence,support_floor,global_floor,left_stop_reason,right_stop_reason,is_formal_primary,sensitivity_group,changed_factor,changed_value,input_source,smoothed_fields_path,bootstrap_status
P_only,P,DET_WIDTH_16,CP001,17,04-18,15,19,17,3.94150578530354,2.7033165875452125,3.7268342270309205,3.7268342270309205,support_floor,support_floor,True,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP002,34,05-05,32,36,34,7.280460300268987,0.3083088089373103,7.126305895800332,3.7268342270309205,support_floor,support_floor,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP003,45,05-16,40,48,44,17.809129795259068,16.658698687468465,9.479780451524835,3.7268342270309205,support_floor,support_floor,True,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP004,57,05-28,55,59,57,2.2531749401529257,0.2406801198021924,3.7268342270309205,3.7268342270309205,support_floor,support_floor,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP005,65,06-05,63,67,65,11.662849328323626,3.746729613443927,9.789484521601661,3.7268342270309205,support_floor,support_floor,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP006,83,06-23,74,89,82,33.93697307431346,32.8497493015546,17.512098423536155,3.7268342270309205,support_floor,support_floor,True,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP007,97,07-07,95,99,97,20.410541339525487,5.7445707618504365,17.538255958600267,3.7268342270309205,support_floor,support_floor,True,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP008,114,07-24,110,116,113,16.40057554194312,10.594453362747199,11.10334886056952,3.7268342270309205,support_floor,support_floor,True,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP009,126,08-05,124,128,126,4.43251062091937,2.1666222221884794,3.7268342270309205,3.7268342270309205,support_floor,support_floor,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP010,138,08-17,136,140,138,3.435673615635273,1.9807436001088945,3.7268342270309205,3.7268342270309205,support_floor,support_floor,True,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP011,157,09-05,153,161,157,12.823138306126877,9.8424418883711,7.901917361941327,3.7268342270309205,support_floor,support_floor,True,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
