scope,object,config_id,candidate_id,point_day,bootstrap_strict_fraction,bootstrap_match_fraction,bootstrap_near_fraction,bootstrap_no_match_fraction,median_bootstrap_matched_peak_score,median_bootstrap_abs_offset_days,object_support_class,sensitivity_group,changed_factor,changed_value,input_source,smoothed_fields_path,bootstrap_status
P_only,P,DET_WIDTH_16,CP001,17,0.853,0.983,0.012,0.005,5.082788945577795,1.0,object_strong_candidate,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP002,34,0.475,0.756,0.116,0.128,10.863807532703879,3.0,object_weak_candidate,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP003,45,0.854,0.99,0.008,0.002,19.968044556104708,1.0,object_strong_candidate,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP004,57,0.505,0.608,0.257,0.135,9.367219728857556,2.0,object_weak_candidate,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP005,65,0.79,0.886,0.06,0.054,16.171876344626,1.0,object_candidate,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP006,83,0.526,0.872,0.127,0.001,44.15984403918199,2.0,object_candidate,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP007,97,0.698,0.859,0.069,0.072,27.655831178313093,2.0,object_candidate,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP008,114,0.633,0.972,0.016,0.012,21.9420732708042,2.0,object_strong_candidate,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP009,126,0.69,0.895,0.076,0.029,9.74401791979367,1.0,object_candidate,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP010,138,0.595,0.952,0.034,0.014,8.024294346476488,2.0,object_strong_candidate,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP011,157,0.663,0.961,0.038,0.001,16.322080459876567,2.0,object_strong_candidate,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
