scope,object,config_id,candidate_id,point_day,month_day,registry_rank,source_run_tag,peak_score,peak_prominence,is_formal_primary,nearest_primary_day,sensitivity_group,changed_factor,changed_value,input_source,smoothed_fields_path,bootstrap_status
P_only,P,DET_WIDTH_16,CP001,17,04-18,1,v10_3_P_only_DET_WIDTH_16,3.94150578530354,2.7033165875452125,True,17,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP002,34,05-05,2,v10_3_P_only_DET_WIDTH_16,7.280460300268987,0.3083088089373103,False,45,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP003,45,05-16,3,v10_3_P_only_DET_WIDTH_16,17.809129795259068,16.658698687468465,True,45,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP004,57,05-28,4,v10_3_P_only_DET_WIDTH_16,2.2531749401529257,0.2406801198021924,False,45,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP005,65,06-05,5,v10_3_P_only_DET_WIDTH_16,11.662849328323626,3.746729613443927,False,83,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP006,83,06-23,6,v10_3_P_only_DET_WIDTH_16,33.93697307431346,32.8497493015546,True,83,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP007,97,07-07,7,v10_3_P_only_DET_WIDTH_16,20.410541339525487,5.7445707618504365,True,97,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP008,114,07-24,8,v10_3_P_only_DET_WIDTH_16,16.40057554194312,10.594453362747199,True,114,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP009,126,08-05,9,v10_3_P_only_DET_WIDTH_16,4.43251062091937,2.1666222221884794,False,114,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP010,138,08-17,10,v10_3_P_only_DET_WIDTH_16,3.435673615635273,1.9807436001088945,True,138,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,DET_WIDTH_16,CP011,157,09-05,11,v10_3_P_only_DET_WIDTH_16,12.823138306126877,9.8424418883711,True,157,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
