mode,source_object_E2,target_object_M,e2_shift,m_shift,spearman,base_spearman,abs_delta_from_base
anomaly,Jw,V,0,0,0.09104084321475626,0.09104084321475626,0.0
anomaly,Jw,H,0,0,0.04466403162055336,0.04466403162055336,0.0
anomaly,Jw,Je,0,0,0.30632411067193677,0.30632411067193677,0.0
anomaly,Jw,Jw,0,0,0.11936758893280633,0.11936758893280633,0.0
anomaly,P,P,0,1,-0.15823451910408431,-0.10909090909090909,0.04914361001317523
anomaly,P,V,0,1,-0.17404479578392623,-0.14137022397891963,0.0326745718050066
anomaly,P,H,0,1,-0.18853754940711462,-0.1509881422924901,0.03754940711462451
anomaly,P,Je,0,1,-0.10197628458498023,-0.05085638998682477,0.05111989459815546
anomaly,P,Jw,0,1,-0.1447957839262187,-0.12608695652173912,0.018708827404479572
anomaly,V,P,0,1,-0.322266139657444,-0.26047430830039525,0.06179183135704874
anomaly,V,V,0,1,-0.25507246376811593,-0.19525691699604744,0.05981554677206849
anomaly,V,H,0,1,-0.048748353096179184,-0.04084321475625823,0.007905138339920952
anomaly,V,Je,0,1,-0.3159420289855073,-0.27523056653491434,0.04071146245059293
anomaly,V,Jw,0,1,-0.2088274044795784,-0.18247694334650857,0.026350461133069825
anomaly,H,P,0,1,-0.05349143610013175,-0.07009222661396575,0.016600790513833993
anomaly,H,V,0,1,-0.1592885375494071,-0.20210803689064558,0.042819499341238465
anomaly,H,H,0,1,0.2287220026350461,0.26442687747035576,0.03570487483530965
anomaly,H,Je,0,1,-0.2396574440052701,-0.23386034255599472,0.005797101449275366
anomaly,H,Jw,0,1,-0.09077733860342556,-0.1318840579710145,0.04110671936758893
anomaly,Je,P,0,1,0.13978919631093545,0.147167325428195,0.0073781291172595465
anomaly,Je,V,0,1,0.1235836627140975,0.1608695652173913,0.03728590250329379
anomaly,Je,H,0,1,-0.04914361001317523,-0.0383399209486166,0.010803689064558628
anomaly,Je,Je,0,1,0.057707509881422925,0.10632411067193676,0.04861660079051383
anomaly,Je,Jw,0,1,0.18194993412384716,0.21436100131752306,0.032411067193675897
anomaly,Jw,P,0,1,0.14361001317523056,0.13636363636363635,0.007246376811594207
anomaly,Jw,V,0,1,0.0764163372859025,0.09104084321475626,0.014624505928853768
anomaly,Jw,H,0,1,0.031093544137022398,0.04466403162055336,0.013570487483530961
anomaly,Jw,Je,0,1,0.2541501976284585,0.30632411067193677,0.05217391304347829
anomaly,Jw,Jw,0,1,0.06982872200263504,0.11936758893280633,0.04953886693017129
anomaly,P,P,0,2,-0.20065876152832673,-0.10909090909090909,0.09156785243741765
anomaly,P,V,0,2,-0.18748353096179182,-0.14137022397891963,0.04611330698287219
anomaly,P,H,0,2,-0.2259552042160738,-0.1509881422924901,0.07496706192358368
anomaly,P,Je,0,2,-0.1927536231884058,-0.05085638998682477,0.14189723320158104
anomaly,P,Jw,0,2,-0.1922266139657444,-0.12608695652173912,0.06613965744400527
anomaly,V,P,0,2,-0.33715415019762845,-0.26047430830039525,0.0766798418972332
anomaly,V,V,0,2,-0.24940711462450593,-0.19525691699604744,0.05415019762845849
anomaly,V,H,0,2,-0.04281949934123847,-0.04084321475625823,0.0019762845849802396
anomaly,V,Je,0,2,-0.358498023715415,-0.27523056653491434,0.08326745718050066
anomaly,V,Jw,0,2,-0.2297760210803689,-0.18247694334650857,0.04729907773386033
anomaly,H,P,0,2,-0.03596837944664032,-0.07009222661396575,0.03412384716732543
anomaly,H,V,0,2,-0.09249011857707509,-0.20210803689064558,0.10961791831357048
anomaly,H,H,0,2,0.25059288537549407,0.26442687747035576,0.013833992094861691
anomaly,H,Je,0,2,-0.27575757575757576,-0.23386034255599472,0.041897233201581036
anomaly,H,Jw,0,2,-0.08932806324110672,-0.1318840579710145,0.04255599472990777
anomaly,Je,P,0,2,0.13227931488801054,0.147167325428195,0.01488801054018446
anomaly,Je,V,0,2,0.07364953886693017,0.1608695652173913,0.08722002635046112
anomaly,Je,H,0,2,-0.0463768115942029,-0.0383399209486166,0.008036890645586298
anomaly,Je,Je,0,2,0.016732542819499343,0.10632411067193676,0.08959156785243741
anomaly,Je,Jw,0,2,0.15322793148880107,0.21436100131752306,0.06113306982872199
anomaly,Jw,P,0,2,0.14150197628458497,0.13636363636363635,0.005138339920948615
anomaly,Jw,V,0,2,0.07957839262187089,0.09104084321475626,0.011462450592885379
anomaly,Jw,H,0,2,0.01699604743083004,0.04466403162055336,0.02766798418972332
anomaly,Jw,Je,0,2,0.2046113306982872,0.30632411067193677,0.10171277997364955
anomaly,Jw,Jw,0,2,0.02938076416337286,0.11936758893280633,0.08998682476943347
anomaly,P,P,1,-2,0.16179183135704875,-0.10909090909090909,0.27088274044795785
anomaly,P,V,1,-2,0.031093544137022398,-0.14137022397891963,0.17246376811594202
anomaly,P,H,1,-2,-0.057707509881422925,-0.1509881422924901,0.09328063241106718
anomaly,P,Je,1,-2,0.011462450592885375,-0.05085638998682477,0.06231884057971014
anomaly,P,Jw,1,-2,-0.08603425559947299,-0.12608695652173912,0.040052700922266135
anomaly,V,P,1,-2,-0.05889328063241107,-0.26047430830039525,0.2015810276679842
anomaly,V,V,1,-2,0.10316205533596838,-0.19525691699604744,0.2984189723320158
anomaly,V,H,1,-2,-0.0005270092226613965,-0.04084321475625823,0.040316205533596834
anomaly,V,Je,1,-2,-0.18985507246376812,-0.27523056653491434,0.08537549407114622
anomaly,V,Jw,1,-2,-0.1287220026350461,-0.18247694334650857,0.05375494071146247
anomaly,H,P,1,-2,-0.054677206851119896,-0.07009222661396575,0.015415019762845851
anomaly,H,V,1,-2,-0.1509881422924901,-0.20210803689064558,0.05111989459815547
anomaly,H,H,1,-2,0.4226613965744401,0.26442687747035576,0.15823451910408431
anomaly,H,Je,1,-2,-0.17035573122529643,-0.23386034255599472,0.06350461133069829
anomaly,H,Jw,1,-2,-0.1632411067193676,-0.1318840579710145,0.0313570487483531
anomaly,Je,P,1,-2,0.17588932806324112,0.147167325428195,0.028722002635046123
anomaly,Je,V,1,-2,0.2745718050065876,0.1608695652173913,0.11370223978919633
anomaly,Je,H,1,-2,-0.0533596837944664,-0.0383399209486166,0.015019762845849799
anomaly,Je,Je,1,-2,0.26389986824769435,0.10632411067193676,0.1575757575757576
anomaly,Je,Jw,1,-2,0.32042160737812914,0.21436100131752306,0.10606060606060608
anomaly,Jw,P,1,-2,0.06284584980237154,0.13636363636363635,0.07351778656126481
anomaly,Jw,V,1,-2,0.09459815546772068,0.09104084321475626,0.0035573122529644202
anomaly,Jw,H,1,-2,0.060474308300395255,0.04466403162055336,0.015810276679841896
anomaly,Jw,Je,1,-2,0.3898550724637681,0.30632411067193677,0.08353096179183134
anomaly,Jw,Jw,1,-2,0.286034255599473,0.11936758893280633,0.16666666666666666
anomaly,P,P,1,-1,0.035836627140974964,-0.10909090909090909,0.14492753623188404
anomaly,P,V,1,-1,-0.0536231884057971,-0.14137022397891963,0.08774703557312252
anomaly,P,H,1,-1,-0.08708827404479579,-0.1509881422924901,0.06389986824769432
anomaly,P,Je,1,-1,-0.011594202898550725,-0.05085638998682477,0.039262187088274045
anomaly,P,Jw,1,-1,-0.11370223978919632,-0.12608695652173912,0.012384716732542808
anomaly,V,P,1,-1,-0.1715415019762846,-0.26047430830039525,0.08893280632411066
anomaly,V,V,1,-1,-0.0541501976284585,-0.19525691699604744,0.14110671936758895
anomaly,V,H,1,-1,-0.030171277997364954,-0.04084321475625823,0.010671936758893278
anomaly,V,Je,1,-1,-0.22450592885375495,-0.27523056653491434,0.050724637681159396
anomaly,V,Jw,1,-1,-0.17009222661396575,-0.18247694334650857,0.012384716732542822
anomaly,H,P,1,-1,-0.062187088274044795,-0.07009222661396575,0.007905138339920952
anomaly,H,V,1,-1,-0.16205533596837945,-0.20210803689064558,0.04005270092226612
anomaly,H,H,1,-1,0.3613965744400527,0.26442687747035576,0.09696969696969693
anomaly,H,Je,1,-1,-0.21159420289855072,-0.23386034255599472,0.022266139657444006
anomaly,H,Jw,1,-1,-0.17088274044795784,-0.1318840579710145,0.03899868247694335
anomaly,Je,P,1,-1,0.16772068511198945,0.147167325428195,0.02055335968379446
anomaly,Je,V,1,-1,0.22239789196310936,0.1608695652173913,0.061528326745718065
anomaly,Je,H,1,-1,-0.04980237154150197,-0.0383399209486166,0.011462450592885372
anomaly,Je,Je,1,-1,0.23241106719367588,0.10632411067193676,0.12608695652173912
anomaly,Je,Jw,1,-1,0.25823451910408435,0.21436100131752306,0.04387351778656129
anomaly,Jw,P,1,-1,0.07075098814229248,0.13636363636363635,0.06561264822134387
anomaly,Jw,V,1,-1,0.06231884057971015,0.09104084321475626,0.028722002635046116
anomaly,Jw,H,1,-1,0.030303030303030304,0.04466403162055336,0.014361001317523055
anomaly,Jw,Je,1,-1,0.36495388669301715,0.30632411067193677,0.05862977602108038
anomaly,Jw,Jw,1,-1,0.2246376811594203,0.11936758893280633,0.10527009222661396
anomaly,P,P,1,0,-0.05718050065876153,-0.10909090909090909,0.05191040843214756
anomaly,P,V,1,0,-0.10237154150197629,-0.14137022397891963,0.03899868247694334
anomaly,P,H,1,0,-0.12714097496706192,-0.1509881422924901,0.023847167325428187
anomaly,P,Je,1,0,-0.011725955204216074,-0.05085638998682477,0.03913043478260869
anomaly,P,Jw,1,0,-0.1450592885375494,-0.12608695652173912,0.018972332015810278
anomaly,V,P,1,0,-0.2656126482213439,-0.26047430830039525,0.0051383399209486424
anomaly,V,V,1,0,-0.15533596837944663,-0.19525691699604744,0.03992094861660081
anomaly,V,H,1,0,-0.045059288537549404,-0.04084321475625823,0.004216073781291171
anomaly,V,Je,1,0,-0.2440052700922266,-0.27523056653491434,0.031225296442687733
anomaly,V,Jw,1,0,-0.20764163372859026,-0.18247694334650857,0.02516469038208169
anomaly,H,P,1,0,-0.06469038208168643,-0.07009222661396575,0.005401844532279321
anomaly,H,V,1,0,-0.15823451910408431,-0.20210803689064558,0.04387351778656126
anomaly,H,H,1,0,0.3160737812911726,0.26442687747035576,0.051646903820816825
anomaly,H,Je,1,0,-0.22832674571805006,-0.23386034255599472,0.00553359683794466
anomaly,H,Jw,1,0,-0.14835309617918313,-0.1318840579710145,0.01646903820816864
anomaly,Je,P,1,0,0.13372859025032938,0.147167325428195,0.013438735177865618
anomaly,Je,V,1,0,0.1670619235836627,0.1608695652173913,0.006192358366271411
anomaly,Je,H,1,0,-0.05164690382081687,-0.0383399209486166,0.013306982872200265
anomaly,Je,Je,1,0,0.17760210803689064,0.10632411067193676,0.07127799736495388
anomaly,Je,Jw,1,0,0.2295125164690382,0.21436100131752306,0.015151515151515138
anomaly,Jw,P,1,0,0.10500658761528327,0.13636363636363635,0.031357048748353086
anomaly,Jw,V,1,0,0.07733860342555995,0.09104084321475626,0.01370223978919631
anomaly,Jw,H,1,0,0.011725955204216074,0.04466403162055336,0.03293807641633728
anomaly,Jw,Je,1,0,0.31752305665349145,0.30632411067193677,0.011198945981554687
anomaly,Jw,Jw,1,0,0.1399209486166008,0.11936758893280633,0.02055335968379446
anomaly,P,P,1,1,-0.12173913043478261,-0.10909090909090909,0.012648221343873528
anomaly,P,V,1,1,-0.14361001317523056,-0.14137022397891963,0.0022397891963109318
anomaly,P,H,1,1,-0.1624505928853755,-0.1509881422924901,0.011462450592885393
anomaly,P,Je,1,1,-0.055994729907773384,-0.05085638998682477,0.005138339920948615
anomaly,P,Jw,1,1,-0.16258234519104084,-0.12608695652173912,0.036495388669301715
anomaly,V,P,1,1,-0.33096179183135704,-0.26047430830039525,0.07048748353096179
anomaly,V,V,1,1,-0.230566534914361,-0.19525691699604744,0.03530961791831355
anomaly,V,H,1,1,-0.0458498023715415,-0.04084321475625823,0.005006587615283269
anomaly,V,Je,1,1,-0.2895915678524374,-0.27523056653491434,0.014361001317523048
anomaly,V,Jw,1,1,-0.23689064558629777,-0.18247694334650857,0.0544137022397892
anomaly,H,P,1,1,-0.05111989459815547,-0.07009222661396575,0.018972332015810278
anomaly,H,V,1,1,-0.12147562582345191,-0.20210803689064558,0.08063241106719367
anomaly,H,H,1,1,0.26337285902503293,0.26442687747035576,0.001054018445322824
anomaly,H,Je,1,1,-0.24137022397891963,-0.23386034255599472,0.007509881422924913
anomaly,H,Jw,1,1,-0.10447957839262187,-0.1318840579710145,0.02740447957839262
anomaly,Je,P,1,1,0.10988142292490119,0.147167325428195,0.037285902503293805
anomaly,Je,V,1,1,0.12687747035573121,0.1608695652173913,0.03399209486166008
anomaly,Je,H,1,1,-0.06324110671936758,-0.0383399209486166,0.024901185770750983
anomaly,Je,Je,1,1,0.1152832674571805,0.10632411067193676,0.008959156785243741
anomaly,Je,Jw,1,1,0.1927536231884058,0.21436100131752306,0.021607378129117255
anomaly,Jw,P,1,1,0.11330698287220026,0.13636363636363635,0.023056653491436097
anomaly,Jw,V,1,1,0.060210803689064556,0.09104084321475626,0.03083003952569171
anomaly,Jw,H,1,1,-0.003952569169960474,0.04466403162055336,0.04861660079051383
anomaly,Jw,Je,1,1,0.2603425559947299,0.30632411067193677,0.04598155467720688
anomaly,Jw,Jw,1,1,0.09235836627140975,0.11936758893280633,0.027009222661396576
anomaly,P,P,1,2,-0.17549407114624507,-0.10909090909090909,0.06640316205533599
anomaly,P,V,1,2,-0.1608695652173913,-0.14137022397891963,0.019499341238471662
anomaly,P,H,1,2,-0.1956521739130435,-0.1509881422924901,0.04466403162055338
anomaly,P,Je,1,2,-0.14492753623188406,-0.05085638998682477,0.0940711462450593
anomaly,P,Jw,1,2,-0.21330698287220026,-0.12608695652173912,0.08722002635046114
anomaly,V,P,1,2,-0.3484848484848485,-0.26047430830039525,0.08801054018445326
anomaly,V,V,1,2,-0.2367588932806324,-0.19525691699604744,0.04150197628458496
anomaly,V,H,1,2,-0.03610013175230566,-0.04084321475625823,0.0047430830039525695
anomaly,V,Je,1,2,-0.3313570487483531,-0.27523056653491434,0.056126482213438744
anomaly,V,Jw,1,2,-0.2608695652173913,-0.18247694334650857,0.07839262187088272
anomaly,H,P,1,2,-0.035836627140974964,-0.07009222661396575,0.03425559947299078
anomaly,H,V,1,2,-0.062450592885375494,-0.20210803689064558,0.13965744400527008
anomaly,H,H,1,2,0.2756258234519104,0.26442687747035576,0.011198945981554631
anomaly,H,Je,1,2,-0.27430830039525694,-0.23386034255599472,0.04044795783926222
anomaly,H,Jw,1,2,-0.10171277997364954,-0.1318840579710145,0.03017127799736495
anomaly,Je,P,1,2,0.10184453227931489,0.147167325428195,0.0453227931488801
anomaly,Je,V,1,2,0.0847167325428195,0.1608695652173913,0.07615283267457179
anomaly,Je,H,1,2,-0.07760210803689065,-0.0383399209486166,0.039262187088274045
anomaly,Je,Je,1,2,0.06442687747035573,0.10632411067193676,0.04189723320158102
anomaly,Je,Jw,1,2,0.16284584980237155,0.21436100131752306,0.051515151515151514
anomaly,Jw,P,1,2,0.1077733860342556,0.13636363636363635,0.028590250329380756
anomaly,Jw,V,1,2,0.061133069828722006,0.09104084321475626,0.02990777338603426
anomaly,Jw,H,1,2,-0.020948616600790514,0.04466403162055336,0.06561264822134387
anomaly,Jw,Je,1,2,0.21080368906455862,0.30632411067193677,0.09552042160737814
anomaly,Jw,Jw,1,2,0.05533596837944664,0.11936758893280633,0.06403162055335969
anomaly,P,P,2,-2,0.264163372859025,-0.10909090909090909,0.3732542819499341
anomaly,P,V,2,-2,0.0932806324110672,-0.14137022397891963,0.23465085638998684
anomaly,P,H,2,-2,-0.016337285902503294,-0.1509881422924901,0.1346508563899868
anomaly,P,Je,2,-2,0.019367588932806323,-0.05085638998682477,0.07022397891963109
anomaly,P,Jw,2,-2,-0.14150197628458497,-0.12608695652173912,0.015415019762845844
anomaly,V,P,2,-2,0.005797101449275362,-0.26047430830039525,0.2662714097496706
anomaly,V,V,2,-2,0.20527009222661396,-0.19525691699604744,0.4005270092226614
anomaly,V,H,2,-2,0.02015810276679842,-0.04084321475625823,0.06100131752305665
anomaly,V,Je,2,-2,-0.10408432147562582,-0.27523056653491434,0.17114624505928852
anomaly,V,Jw,2,-2,-0.12687747035573121,-0.18247694334650857,0.05559947299077736
anomaly,H,P,2,-2,-0.04137022397891963,-0.07009222661396575,0.028722002635046116
anomaly,H,V,2,-2,-0.09657444005270092,-0.20210803689064558,0.10553359683794465
anomaly,H,H,2,-2,0.5046113306982872,0.26442687747035576,0.24018445322793147
anomaly,H,Je,2,-2,-0.1233201581027668,-0.23386034255599472,0.11054018445322793
anomaly,H,Jw,2,-2,-0.1536231884057971,-0.1318840579710145,0.021739130434782622
anomaly,Je,P,2,-2,0.22424242424242424,0.147167325428195,0.07707509881422925
anomaly,Je,V,2,-2,0.3292490118577075,0.1608695652173913,0.1683794466403162
anomaly,Je,H,2,-2,-0.01541501976284585,-0.0383399209486166,0.02292490118577075
anomaly,Je,Je,2,-2,0.3953886693017128,0.10632411067193676,0.28906455862977604
anomaly,Je,Jw,2,-2,0.3034255599472991,0.21436100131752306,0.08906455862977603
anomaly,Jw,P,2,-2,0.0047430830039525695,0.13636363636363635,0.13162055335968378
anomaly,Jw,V,2,-2,0.0761528326745718,0.09104084321475626,0.01488801054018446
anomaly,Jw,H,2,-2,0.05480895915678524,0.04466403162055336,0.010144927536231883
anomaly,Jw,Je,2,-2,0.36508563899868246,0.30632411067193677,0.05876152832674569
anomaly,Jw,Jw,2,-2,0.38432147562582347,0.11936758893280633,0.2649538866930171
anomaly,P,P,2,-1,0.12266139657444006,-0.10909090909090909,0.23175230566534916
anomaly,P,V,2,-1,0.011857707509881422,-0.14137022397891963,0.15322793148880104
anomaly,P,H,2,-1,-0.03820816864295125,-0.1509881422924901,0.11277997364953886
anomaly,P,Je,2,-1,0.0005270092226613965,-0.05085638998682477,0.05138339920948617
anomaly,P,Jw,2,-1,-0.1642951251646904,-0.12608695652173912,0.03820816864295126
anomaly,V,P,2,-1,-0.1147562582345191,-0.26047430830039525,0.14571805006587615
anomaly,V,V,2,-1,0.0386034255599473,-0.19525691699604744,0.23386034255599475
anomaly,V,H,2,-1,-0.00922266139657444,-0.04084321475625823,0.03162055335968379
anomaly,V,Je,2,-1,-0.14361001317523056,-0.27523056653491434,0.13162055335968378
anomaly,V,Jw,2,-1,-0.1725955204216074,-0.18247694334650857,0.009881422924901184
anomaly,H,P,2,-1,-0.055731225296442685,-0.07009222661396575,0.014361001317523062
anomaly,H,V,2,-1,-0.1147562582345191,-0.20210803689064558,0.08735177865612648
anomaly,H,H,2,-1,0.4353096179183136,0.26442687747035576,0.17088274044795781
anomaly,H,Je,2,-1,-0.1743083003952569,-0.23386034255599472,0.05955204216073781
anomaly,H,Jw,2,-1,-0.15915678524374177,-0.1318840579710145,0.027272727272727282
anomaly,Je,P,2,-1,0.2072463768115942,0.147167325428195,0.060079051383399196
anomaly,Je,V,2,-1,0.2600790513833992,0.1608695652173913,0.09920948616600792
anomaly,Je,H,2,-1,-0.025691699604743084,-0.0383399209486166,0.012648221343873518
anomaly,Je,Je,2,-1,0.3632411067193676,0.10632411067193676,0.25691699604743085
anomaly,Je,Jw,2,-1,0.23333333333333334,0.21436100131752306,0.018972332015810278
anomaly,Jw,P,2,-1,0.02938076416337286,0.13636363636363635,0.10698287220026349
anomaly,Jw,V,2,-1,0.06152832674571805,0.09104084321475626,0.029512516469038214
anomaly,Jw,H,2,-1,0.025559947299077734,0.04466403162055336,0.019104084321475624
anomaly,Jw,Je,2,-1,0.33504611330698286,0.30632411067193677,0.028722002635046096
anomaly,Jw,Jw,2,-1,0.31897233201581027,0.11936758893280633,0.19960474308300394
anomaly,P,P,2,0,0.013043478260869565,-0.10909090909090909,0.12213438735177864
anomaly,P,V,2,0,-0.04242424242424243,-0.14137022397891963,0.09894598155467721
anomaly,P,H,2,0,-0.07417654808959157,-0.1509881422924901,0.07681159420289854
anomaly,P,Je,2,0,0.004084321475625824,-0.05085638998682477,0.054940711462450595
anomaly,P,Jw,2,0,-0.19657444005270092,-0.12608695652173912,0.07048748353096179
anomaly,V,P,2,0,-0.21409749670619235,-0.26047430830039525,0.0463768115942029
anomaly,V,V,2,0,-0.07786561264822134,-0.19525691699604744,0.1173913043478261
anomaly,V,H,2,0,-0.02779973649538867,-0.04084321475625823,0.013043478260869563
anomaly,V,Je,2,0,-0.1715415019762846,-0.27523056653491434,0.10368906455862975
anomaly,V,Jw,2,0,-0.21567852437417656,-0.18247694334650857,0.03320158102766799
anomaly,H,P,2,0,-0.06416337285902503,-0.07009222661396575,0.005928853754940719
anomaly,H,V,2,0,-0.11567852437417654,-0.20210803689064558,0.08642951251646903
anomaly,H,H,2,0,0.3820816864295125,0.26442687747035576,0.11765480895915675
anomaly,H,Je,2,0,-0.19776021080368905,-0.23386034255599472,0.03610013175230567
anomaly,H,Jw,2,0,-0.13267457180500658,-0.1318840579710145,0.0007905138339920903
anomaly,Je,P,2,0,0.16877470355731225,0.147167325428195,0.021607378129117255
anomaly,Je,V,2,0,0.19209486166007905,0.1608695652173913,0.03122529644268776
anomaly,Je,H,2,0,-0.038998682476943346,-0.0383399209486166,0.0006587615283267442
anomaly,Je,Je,2,0,0.3042160737812912,0.10632411067193676,0.19789196310935442
anomaly,Je,Jw,2,0,0.19828722002635046,0.21436100131752306,0.016073781291172595
anomaly,Jw,P,2,0,0.07061923583662714,0.13636363636363635,0.06574440052700921
anomaly,Jw,V,2,0,0.08985507246376812,0.09104084321475626,0.0011857707509881493
anomaly,Jw,H,2,0,0.008300395256916997,0.04466403162055336,0.03636363636363636
anomaly,Jw,Je,2,0,0.2873517786561265,0.30632411067193677,0.018972332015810278
anomaly,Jw,Jw,2,0,0.22674571805006588,0.11936758893280633,0.10737812911725955
anomaly,P,P,2,1,-0.05823451910408432,-0.10909090909090909,0.05085638998682476
anomaly,P,V,2,1,-0.08735177865612648,-0.14137022397891963,0.05401844532279315
anomaly,P,H,2,1,-0.11027667984189723,-0.1509881422924901,0.04071146245059287
anomaly,P,Je,2,1,-0.03438735177865613,-0.05085638998682477,0.01646903820816864
anomaly,P,Jw,2,1,-0.20592885375494072,-0.12608695652173912,0.07984189723320159
anomaly,V,P,2,1,-0.28194993412384717,-0.26047430830039525,0.021475625823451916
anomaly,V,V,2,1,-0.16996047430830039,-0.19525691699604744,0.025296442687747056
anomaly,V,H,2,1,-0.03333333333333333,-0.04084321475625823,0.0075098814229248995
anomaly,V,Je,2,1,-0.22687747035573122,-0.27523056653491434,0.048353096179183125
anomaly,V,Jw,2,1,-0.24163372859025034,-0.18247694334650857,0.059156785243741766
anomaly,H,P,2,1,-0.053227931488801054,-0.07009222661396575,0.016864295125164692
anomaly,H,V,2,1,-0.08234519104084322,-0.20210803689064558,0.11976284584980236
anomaly,H,H,2,1,0.3142292490118577,0.26442687747035576,0.049802371541501966
anomaly,H,Je,2,1,-0.21725955204216074,-0.23386034255599472,0.01660079051383398
anomaly,H,Jw,2,1,-0.08616600790513834,-0.1318840579710145,0.04571805006587615
anomaly,Je,P,2,1,0.13346508563899867,0.147167325428195,0.013702239789196324
anomaly,Je,V,2,1,0.14202898550724638,0.1608695652173913,0.01884057971014491
anomaly,Je,H,2,1,-0.06482213438735178,-0.0383399209486166,0.026482213438735178
anomaly,Je,Je,2,1,0.2346508563899868,0.10632411067193676,0.12832674571805006
anomaly,Je,Jw,2,1,0.16574440052700923,0.21436100131752306,0.04861660079051383
anomaly,Jw,P,2,1,0.08932806324110672,0.13636363636363635,0.047035573122529636
anomaly,Jw,V,2,1,0.08023715415019762,0.09104084321475626,0.010803689064558641
anomaly,Jw,H,2,1,-0.001976284584980237,0.04466403162055336,0.0466403162055336
anomaly,Jw,Je,2,1,0.23254281949934125,0.30632411067193677,0.07378129117259552
anomaly,Jw,Jw,2,1,0.17812911725955205,0.11936758893280633,0.05876152832674572
anomaly,P,P,2,2,-0.1160737812911726,-0.10909090909090909,0.006982872200263515
anomaly,P,V,2,2,-0.09960474308300395,-0.14137022397891963,0.04176548089591568
anomaly,P,H,2,2,-0.13978919631093545,-0.1509881422924901,0.011198945981554659
anomaly,P,Je,2,2,-0.1155467720685112,-0.05085638998682477,0.06469038208168643
anomaly,P,Jw,2,2,-0.24519104084321475,-0.12608695652173912,0.11910408432147562
anomaly,V,P,2,2,-0.3027667984189723,-0.26047430830039525,0.04229249011857705
anomaly,V,V,2,2,-0.19301712779973648,-0.19525691699604744,0.0022397891963109595
anomaly,V,H,2,2,-0.02608695652173913,-0.04084321475625823,0.014756258234519103
anomaly,V,Je,2,2,-0.26903820816864293,-0.27523056653491434,0.006192358366271411
anomaly,V,Jw,2,2,-0.26389986824769435,-0.18247694334650857,0.08142292490118577
anomaly,H,P,2,2,-0.042028985507246375,-0.07009222661396575,0.028063241106719372
anomaly,H,V,2,2,-0.03557312252964427,-0.20210803689064558,0.16653491436100132
anomaly,H,H,2,2,0.316600790513834,0.26442687747035576,0.05217391304347824
anomaly,H,Je,2,2,-0.2503293807641634,-0.23386034255599472,0.016469038208168668
anomaly,H,Jw,2,2,-0.08722002635046114,-0.1318840579710145,0.04466403162055335
anomaly,Je,P,2,2,0.12147562582345191,0.147167325428195,0.025691699604743087
anomaly,Je,V,2,2,0.09789196310935441,0.1608695652173913,0.06297760210803688
anomaly,Je,H,2,2,-0.09736495388669301,-0.0383399209486166,0.05902503293807641
anomaly,Je,Je,2,2,0.17575757575757575,0.10632411067193676,0.069433465085639
anomaly,Je,Jw,2,2,0.13926218708827404,0.21436100131752306,0.07509881422924902
anomaly,Jw,P,2,2,0.09143610013175231,0.13636363636363635,0.044927536231884044
anomaly,Jw,V,2,2,0.08287220026350461,0.09104084321475626,0.00816864295125165
anomaly,Jw,H,2,2,-0.01818181818181818,0.04466403162055336,0.06284584980237154
anomaly,Jw,Je,2,2,0.18985507246376812,0.30632411067193677,0.11646903820816865
anomaly,Jw,Jw,2,2,0.1422924901185771,0.11936758893280633,0.022924901185770757
local_background_removed,P,P,-2,-2,0.5501976284584981,0.4538866930171278,0.09631093544137026
local_background_removed,P,V,-2,-2,0.31212121212121213,0.2758893280632411,0.03623188405797101
local_background_removed,P,H,-2,-2,0.08339920948616601,0.024374176548089592,0.05902503293807642
local_background_removed,P,Je,-2,-2,0.15111989459815547,0.11884057971014493,0.032279314888010543
local_background_removed,P,Jw,-2,-2,-0.10303030303030303,-0.08985507246376812,0.013175230566534912
local_background_removed,V,P,-2,-2,0.013043478260869565,0.042292490118577074,0.029249011857707508
local_background_removed,V,V,-2,-2,0.42555994729907776,0.3808959156785244,0.04466403162055338
local_background_removed,V,H,-2,-2,0.41515151515151516,0.32582345191040846,0.0893280632411067
local_background_removed,V,Je,-2,-2,0.06258234519104085,0.07167325428194993,0.00909090909090908
local_background_removed,V,Jw,-2,-2,-0.1707509881422925,-0.09670619235836628,0.07404479578392623
local_background_removed,H,P,-2,-2,-0.0541501976284585,-0.07127799736495388,0.017127799736495385
local_background_removed,H,V,-2,-2,0.13689064558629777,0.08168642951251646,0.0552042160737813
local_background_removed,H,H,-2,-2,0.3732542819499341,0.2802371541501976,0.09301712779973648
local_background_removed,H,Je,-2,-2,-0.04084321475625823,-0.0386034255599473,0.0022397891963109318
local_background_removed,H,Jw,-2,-2,-0.08563899868247694,-0.012516469038208168,0.07312252964426877
local_background_removed,Je,P,-2,-2,0.06350461133069829,-0.07760210803689065,0.14110671936758895
local_background_removed,Je,V,-2,-2,0.2888010540184453,0.15783926218708827,0.13096179183135703
local_background_removed,Je,H,-2,-2,-0.003689064558629776,0.038866930171278,0.04255599472990777
local_background_removed,Je,Je,-2,-2,-0.15981554677206852,-0.32450592885375495,0.16469038208168643
local_background_removed,Je,Jw,-2,-2,-0.1696969696969697,-0.03333333333333333,0.13636363636363638
local_background_removed,Jw,P,-2,-2,0.23069828722002636,0.16772068511198945,0.0629776021080369
