mode,source_object_E2,target_object_M,e2_shift,m_shift,spearman,base_spearman,abs_delta_from_base
anomaly,V,Jw,-2,0,-0.15296442687747036,-0.18247694334650857,0.029512516469038214
anomaly,H,P,-2,0,-0.009749670619235836,-0.07009222661396575,0.06034255599472991
anomaly,H,V,-2,0,-0.2642951251646904,-0.20210803689064558,0.062187088274044816
anomaly,H,H,-2,0,0.20500658761528326,0.26442687747035576,0.0594202898550725
anomaly,H,Je,-2,0,-0.20223978919631094,-0.23386034255599472,0.03162055335968378
anomaly,H,Jw,-2,0,-0.09183135704874835,-0.1318840579710145,0.040052700922266135
anomaly,Je,P,-2,0,0.14084321475625824,0.147167325428195,0.00632411067193675
anomaly,Je,V,-2,0,0.12951251646903822,0.1608695652173913,0.03135704874835307
anomaly,Je,H,-2,0,-0.0613965744400527,-0.0383399209486166,0.023056653491436097
anomaly,Je,Je,-2,0,0.06640316205533597,0.10632411067193676,0.03992094861660078
anomaly,Je,Jw,-2,0,0.21212121212121213,0.21436100131752306,0.0022397891963109318
anomaly,Jw,P,-2,0,0.20935441370223978,0.13636363636363635,0.07299077733860343
anomaly,Jw,V,-2,0,0.1072463768115942,0.09104084321475626,0.016205533596837934
anomaly,Jw,H,-2,0,0.06758893280632411,0.04466403162055336,0.02292490118577075
anomaly,Jw,Je,-2,0,0.3115942028985507,0.30632411067193677,0.005270092226613954
anomaly,Jw,Jw,-2,0,0.0227931488801054,0.11936758893280633,0.09657444005270092
anomaly,P,P,-2,1,-0.19446640316205532,-0.10909090909090909,0.08537549407114624
anomaly,P,V,-2,1,-0.2318840579710145,-0.14137022397891963,0.09051383399209487
anomaly,P,H,-2,1,-0.23583662714097497,-0.1509881422924901,0.08484848484848487
anomaly,P,Je,-2,1,-0.1378129117259552,-0.05085638998682477,0.08695652173913043
anomaly,P,Jw,-2,1,-0.08695652173913043,-0.12608695652173912,0.03913043478260869
anomaly,V,P,-2,1,-0.27246376811594203,-0.26047430830039525,0.011989459815546777
anomaly,V,V,-2,1,-0.28511198945981553,-0.19525691699604744,0.08985507246376809
anomaly,V,H,-2,1,-0.06521739130434782,-0.04084321475625823,0.024374176548089592
anomaly,V,Je,-2,1,-0.33570487483530964,-0.27523056653491434,0.060474308300395296
anomaly,V,Jw,-2,1,-0.15678524374176547,-0.18247694334650857,0.0256916996047431
anomaly,H,P,-2,1,0.0035573122529644267,-0.07009222661396575,0.07364953886693017
anomaly,H,V,-2,1,-0.21673254281949933,-0.20210803689064558,0.014624505928853754
anomaly,H,H,-2,1,0.17444005270092228,0.26442687747035576,0.08998682476943348
anomaly,H,Je,-2,1,-0.197364953886693,-0.23386034255599472,0.036495388669301715
anomaly,H,Jw,-2,1,-0.06297760210803689,-0.1318840579710145,0.0689064558629776
anomaly,Je,P,-2,1,0.1447957839262187,0.147167325428195,0.0023715415019762986
anomaly,Je,V,-2,1,0.09130434782608696,0.1608695652173913,0.06956521739130433
anomaly,Je,H,-2,1,-0.07707509881422925,-0.0383399209486166,0.03873517786561265
anomaly,Je,Je,-2,1,0.028853754940711462,0.10632411067193676,0.0774703557312253
anomaly,Je,Jw,-2,1,0.18801054018445323,0.21436100131752306,0.026350461133069825
anomaly,Jw,P,-2,1,0.21225296442687747,0.13636363636363635,0.07588932806324111
anomaly,Jw,V,-2,1,0.08761528326745718,0.09104084321475626,0.003425559947299081
anomaly,Jw,H,-2,1,0.039525691699604744,0.04466403162055336,0.005138339920948615
anomaly,Jw,Je,-2,1,0.25428194993412384,0.30632411067193677,0.052042160737812926
anomaly,Jw,Jw,-2,1,-0.017259552042160738,0.11936758893280633,0.13662714097496706
anomaly,P,P,-2,2,-0.2206851119894598,-0.10909090909090909,0.11159420289855072
anomaly,P,V,-2,2,-0.23438735177865613,-0.14137022397891963,0.0930171277997365
anomaly,P,H,-2,2,-0.272068511198946,-0.1509881422924901,0.12108036890645588
anomaly,P,Je,-2,2,-0.21383399209486165,-0.05085638998682477,0.16297760210803688
anomaly,P,Jw,-2,2,-0.11976284584980237,-0.12608695652173912,0.00632411067193675
anomaly,V,P,-2,2,-0.28353096179183135,-0.26047430830039525,0.023056653491436097
anomaly,V,V,-2,2,-0.2616600790513834,-0.19525691699604744,0.06640316205533595
anomaly,V,H,-2,2,-0.07193675889328063,-0.04084321475625823,0.0310935441370224
anomaly,V,Je,-2,2,-0.3812911725955204,-0.27523056653491434,0.10606060606060608
anomaly,V,Jw,-2,2,-0.17496706192358366,-0.18247694334650857,0.007509881422924913
anomaly,H,P,-2,2,0.019235836627140974,-0.07009222661396575,0.08932806324110672
anomaly,H,V,-2,2,-0.13544137022397892,-0.20210803689064558,0.06666666666666665
anomaly,H,H,-2,2,0.19407114624505928,0.26442687747035576,0.07035573122529648
anomaly,H,Je,-2,2,-0.24071146245059288,-0.23386034255599472,0.006851119894598162
anomaly,H,Jw,-2,2,-0.06324110671936758,-0.1318840579710145,0.0686429512516469
anomaly,Je,P,-2,2,0.1324110671936759,0.147167325428195,0.014756258234519093
anomaly,Je,V,-2,2,0.03267457180500659,0.1608695652173913,0.12819499341238472
anomaly,Je,H,-2,2,-0.06442687747035573,-0.0383399209486166,0.026086956521739132
anomaly,Je,Je,-2,2,-0.00935441370223979,0.10632411067193676,0.11567852437417654
anomaly,Je,Jw,-2,2,0.15072463768115943,0.21436100131752306,0.06363636363636363
anomaly,Jw,P,-2,2,0.20500658761528326,0.13636363636363635,0.0686429512516469
anomaly,Jw,V,-2,2,0.09235836627140975,0.09104084321475626,0.0013175230566534885
anomaly,Jw,H,-2,2,0.026350461133069828,0.04466403162055336,0.01831357048748353
anomaly,Jw,Je,-2,2,0.19552042160737812,0.30632411067193677,0.11080368906455865
anomaly,Jw,Jw,-2,2,-0.05836627140974967,0.11936758893280633,0.177733860342556
anomaly,P,P,-1,-2,0.012121212121212121,-0.10909090909090909,0.1212121212121212
anomaly,P,V,-1,-2,-0.05836627140974967,-0.14137022397891963,0.08300395256916995
anomaly,P,H,-1,-2,-0.08115942028985507,-0.1509881422924901,0.06982872200263504
anomaly,P,Je,-1,-2,-0.011067193675889328,-0.05085638998682477,0.03978919631093544
anomaly,P,Jw,-1,-2,-0.03465085638998682,-0.12608695652173912,0.0914361001317523
anomaly,V,P,-1,-2,-0.07391304347826087,-0.26047430830039525,0.18656126482213437
anomaly,V,V,-1,-2,-0.041765480895915676,-0.19525691699604744,0.15349143610013177
anomaly,V,H,-1,-2,0.005270092226613966,-0.04084321475625823,0.0461133069828722
anomaly,V,Je,-1,-2,-0.2818181818181818,-0.27523056653491434,0.006587615283267456
anomaly,V,Jw,-1,-2,-0.10869565217391304,-0.18247694334650857,0.07378129117259553
anomaly,H,P,-1,-2,-0.05691699604743083,-0.07009222661396575,0.01317523056653492
anomaly,H,V,-1,-2,-0.25836627140974966,-0.20210803689064558,0.05625823451910408
anomaly,H,H,-1,-2,0.30013175230566536,0.26442687747035576,0.0357048748353096
anomaly,H,Je,-1,-2,-0.20039525691699606,-0.23386034255599472,0.033465085638998665
anomaly,H,Jw,-1,-2,-0.1235836627140975,-0.1318840579710145,0.00830039525691699
anomaly,Je,P,-1,-2,0.14334650856389985,0.147167325428195,0.00382081686429514
anomaly,Je,V,-1,-2,0.22424242424242424,0.1608695652173913,0.06337285902503295
anomaly,Je,H,-1,-2,-0.08827404479578392,-0.0383399209486166,0.04993412384716732
anomaly,Je,Je,-1,-2,0.12094861660079051,0.10632411067193676,0.014624505928853754
anomaly,Je,Jw,-1,-2,0.2678524374176548,0.21436100131752306,0.05349143610013174
anomaly,Jw,P,-1,-2,0.12766798418972333,0.13636363636363635,0.008695652173913021
anomaly,Jw,V,-1,-2,0.11409749670619236,0.09104084321475626,0.023056653491436097
anomaly,Jw,H,-1,-2,0.10039525691699605,0.04466403162055336,0.05573122529644269
anomaly,Jw,Je,-1,-2,0.38616600790513833,0.30632411067193677,0.07984189723320156
anomaly,Jw,Jw,-1,-2,0.18247694334650857,0.11936758893280633,0.06310935441370225
anomaly,P,P,-1,-1,-0.08287220026350461,-0.10909090909090909,0.02621870882740447
anomaly,P,V,-1,-1,-0.14347826086956522,-0.14137022397891963,0.0021080368906455926
anomaly,P,H,-1,-1,-0.12661396574440054,-0.1509881422924901,0.02437417654808957
anomaly,P,Je,-1,-1,-0.04044795783926219,-0.05085638998682477,0.010408432147562582
anomaly,P,Jw,-1,-1,-0.06627140974967062,-0.12608695652173912,0.059815546772068504
anomaly,V,P,-1,-1,-0.17299077733860344,-0.26047430830039525,0.08748353096179182
anomaly,V,V,-1,-1,-0.17220026350461132,-0.19525691699604744,0.023056653491436124
anomaly,V,H,-1,-1,-0.028590250329380763,-0.04084321475625823,0.012252964426877469
anomaly,V,Je,-1,-1,-0.3111989459815547,-0.27523056653491434,0.03596837944664033
anomaly,V,Jw,-1,-1,-0.14347826086956522,-0.18247694334650857,0.03899868247694335
anomaly,H,P,-1,-1,-0.0453227931488801,-0.07009222661396575,0.024769433465085644
anomaly,H,V,-1,-1,-0.2512516469038208,-0.20210803689064558,0.049143610013175215
anomaly,H,H,-1,-1,0.25981554677206853,0.26442687747035576,0.00461133069828723
anomaly,H,Je,-1,-1,-0.22621870882740447,-0.23386034255599472,0.0076416337285902525
anomaly,H,Jw,-1,-1,-0.13017127799736494,-0.1318840579710145,0.0017127799736495475
anomaly,Je,P,-1,-1,0.1608695652173913,0.147167325428195,0.013702239789196297
anomaly,Je,V,-1,-1,0.18814229249011857,0.1608695652173913,0.027272727272727282
anomaly,Je,H,-1,-1,-0.06310935441370225,-0.0383399209486166,0.024769433465085644
anomaly,Je,Je,-1,-1,0.1067193675889328,0.10632411067193676,0.00039525691699604515
anomaly,Je,Jw,-1,-1,0.21949934123847167,0.21436100131752306,0.005138339920948615
anomaly,Jw,P,-1,-1,0.12753623188405797,0.13636363636363635,0.008827404479578388
anomaly,Jw,V,-1,-1,0.07391304347826087,0.09104084321475626,0.01712779973649539
anomaly,Jw,H,-1,-1,0.07206851119894599,0.04466403162055336,0.027404479578392628
anomaly,Jw,Je,-1,-1,0.36798418972332014,0.30632411067193677,0.061660079051383376
anomaly,Jw,Jw,-1,-1,0.13649538866930172,0.11936758893280633,0.01712779973649539
anomaly,P,P,-1,0,-0.14361001317523056,-0.10909090909090909,0.034519104084321475
anomaly,P,V,-1,0,-0.17918313570487485,-0.14137022397891963,0.03781291172595522
anomaly,P,H,-1,0,-0.1761528326745718,-0.1509881422924901,0.02516469038208169
anomaly,P,Je,-1,0,-0.054281949934123844,-0.05085638998682477,0.003425559947299074
anomaly,P,Jw,-1,0,-0.1069828722002635,-0.12608695652173912,0.019104084321475617
anomaly,V,P,-1,0,-0.25770750988142294,-0.26047430830039525,0.002766798418972316
anomaly,V,V,-1,0,-0.24150197628458497,-0.19525691699604744,0.04624505928853753
anomaly,V,H,-1,0,-0.05164690382081687,-0.04084321475625823,0.010803689064558634
anomaly,V,Je,-1,0,-0.327931488801054,-0.27523056653491434,0.05270092226613965
anomaly,V,Jw,-1,0,-0.16521739130434782,-0.18247694334650857,0.01725955204216076
anomaly,H,P,-1,0,-0.03741765480895916,-0.07009222661396575,0.03267457180500659
anomaly,H,V,-1,0,-0.24150197628458497,-0.20210803689064558,0.0393939393939394
anomaly,H,H,-1,0,0.23030303030303031,0.26442687747035576,0.034123847167325444
anomaly,H,Je,-1,0,-0.22450592885375495,-0.23386034255599472,0.009354413702239772
anomaly,H,Jw,-1,0,-0.11739130434782609,-0.1318840579710145,0.0144927536231884
anomaly,Je,P,-1,0,0.13794466403162056,0.147167325428195,0.009222661396574433
anomaly,Je,V,-1,0,0.13333333333333333,0.1608695652173913,0.02753623188405796
anomaly,Je,H,-1,0,-0.0533596837944664,-0.0383399209486166,0.015019762845849799
anomaly,Je,Je,-1,0,0.07549407114624505,0.10632411067193676,0.030830039525691702
anomaly,Je,Jw,-1,0,0.2150197628458498,0.21436100131752306,0.0006587615283267512
anomaly,Jw,P,-1,0,0.1642951251646904,0.13636363636363635,0.027931488801054033
anomaly,Jw,V,-1,0,0.09051383399209487,0.09104084321475626,0.0005270092226613982
anomaly,Jw,H,-1,0,0.053227931488801054,0.04466403162055336,0.008563899868247696
anomaly,Jw,Je,-1,0,0.3217391304347826,0.30632411067193677,0.015415019762845816
anomaly,Jw,Jw,-1,0,0.07154150197628459,0.11936758893280633,0.04782608695652174
anomaly,P,P,-1,1,-0.18722002635046114,-0.10909090909090909,0.07812911725955206
anomaly,P,V,-1,1,-0.20935441370223978,-0.14137022397891963,0.06798418972332015
anomaly,P,H,-1,1,-0.21238471673254283,-0.1509881422924901,0.061396574440052726
anomaly,P,Je,-1,1,-0.10658761528326746,-0.05085638998682477,0.05573122529644269
anomaly,P,Jw,-1,1,-0.11976284584980237,-0.12608695652173912,0.00632411067193675
anomaly,V,P,-1,1,-0.31765480895915676,-0.26047430830039525,0.05718050065876151
anomaly,V,V,-1,1,-0.28893280632411067,-0.19525691699604744,0.09367588932806323
anomaly,V,H,-1,1,-0.06574440052700922,-0.04084321475625823,0.02490118577075099
anomaly,V,Je,-1,1,-0.36561264822134387,-0.27523056653491434,0.09038208168642953
anomaly,V,Jw,-1,1,-0.1795783926218709,-0.18247694334650857,0.002898550724637683
anomaly,H,P,-1,1,-0.025032938076416336,-0.07009222661396575,0.04505928853754941
anomaly,H,V,-1,1,-0.19683794466403162,-0.20210803689064558,0.005270092226613954
anomaly,H,H,-1,1,0.19789196310935442,0.26442687747035576,0.06653491436100134
anomaly,H,Je,-1,1,-0.22424242424242424,-0.23386034255599472,0.009617918313570478
anomaly,H,Jw,-1,1,-0.0836627140974967,-0.1318840579710145,0.048221343873517786
anomaly,Je,P,-1,1,0.1391304347826087,0.147167325428195,0.008036890645586298
anomaly,Je,V,-1,1,0.09156785243741765,0.1608695652173913,0.06930171277997364
anomaly,Je,H,-1,1,-0.06956521739130435,-0.0383399209486166,0.031225296442687747
anomaly,Je,Je,-1,1,0.03241106719367589,0.10632411067193676,0.07391304347826086
anomaly,Je,Jw,-1,1,0.18537549407114626,0.21436100131752306,0.0289855072463768
anomaly,Jw,P,-1,1,0.17114624505928855,0.13636363636363635,0.034782608695652195
anomaly,Jw,V,-1,1,0.07364953886693017,0.09104084321475626,0.017391304347826098
anomaly,Jw,H,-1,1,0.03570487483530962,0.04466403162055336,0.008959156785243741
anomaly,Jw,Je,-1,1,0.2719367588932806,0.30632411067193677,0.03438735177865615
anomaly,Jw,Jw,-1,1,0.025428194993412385,0.11936758893280633,0.09393939393939395
anomaly,P,P,-1,2,-0.22160737812911727,-0.10909090909090909,0.11251646903820818
anomaly,P,V,-1,2,-0.21725955204216074,-0.14137022397891963,0.07588932806324111
anomaly,P,H,-1,2,-0.2517786561264822,-0.1509881422924901,0.1007905138339921
anomaly,P,Je,-1,2,-0.19262187088274044,-0.05085638998682477,0.14176548089591567
anomaly,P,Jw,-1,2,-0.1600790513833992,-0.12608695652173912,0.03399209486166008
anomaly,V,P,-1,2,-0.33148880105401846,-0.26047430830039525,0.0710144927536232
anomaly,V,V,-1,2,-0.2754940711462451,-0.19525691699604744,0.08023715415019764
anomaly,V,H,-1,2,-0.06205533596837945,-0.04084321475625823,0.021212121212121217
anomaly,V,Je,-1,2,-0.4088274044795784,-0.27523056653491434,0.13359683794466404
anomaly,V,Jw,-1,2,-0.20105401844532278,-0.18247694334650857,0.018577075098814205
anomaly,H,P,-1,2,-0.008827404479578393,-0.07009222661396575,0.06126482213438735
anomaly,H,V,-1,2,-0.12292490118577075,-0.20210803689064558,0.07918313570487483
anomaly,H,H,-1,2,0.21989459815546772,0.26442687747035576,0.04453227931488804
anomaly,H,Je,-1,2,-0.26310935441370226,-0.23386034255599472,0.029249011857707535
anomaly,H,Jw,-1,2,-0.0857707509881423,-0.1318840579710145,0.04611330698287219
anomaly,Je,P,-1,2,0.12714097496706192,0.147167325428195,0.020026350461133074
anomaly,Je,V,-1,2,0.032542819499341236,0.1608695652173913,0.12832674571805006
anomaly,Je,H,-1,2,-0.0613965744400527,-0.0383399209486166,0.023056653491436097
anomaly,Je,Je,-1,2,-0.00922266139657444,0.10632411067193676,0.11554677206851119
anomaly,Je,Jw,-1,2,0.14967061923583663,0.21436100131752306,0.06469038208168643
anomaly,Jw,P,-1,2,0.16758893280632411,0.13636363636363635,0.03122529644268776
anomaly,Jw,V,-1,2,0.07681159420289856,0.09104084321475626,0.014229249011857709
anomaly,Jw,H,-1,2,0.025032938076416336,0.04466403162055336,0.019631093544137022
anomaly,Jw,Je,-1,2,0.21844532279314888,0.30632411067193677,0.08787878787878789
anomaly,Jw,Jw,-1,2,-0.015678524374176547,0.11936758893280633,0.13504611330698288
anomaly,P,P,0,-2,0.06758893280632411,-0.10909090909090909,0.17667984189723318
anomaly,P,V,0,-2,-0.02463768115942029,-0.14137022397891963,0.11673254281949934
anomaly,P,H,0,-2,-0.06732542819499342,-0.1509881422924901,0.08366271409749669
anomaly,P,Je,0,-2,-0.013175230566534914,-0.05085638998682477,0.03768115942028986
anomaly,P,Jw,0,-2,-0.054940711462450595,-0.12608695652173912,0.07114624505928853
anomaly,V,P,0,-2,-0.07088274044795784,-0.26047430830039525,0.18959156785243741
anomaly,V,V,0,-2,0.03267457180500659,-0.19525691699604744,0.22793148880105402
anomaly,V,H,0,-2,0.006851119894598155,-0.04084321475625823,0.04769433465085639
anomaly,V,Je,0,-2,-0.2287220026350461,-0.27523056653491434,0.04650856389986824
anomaly,V,Jw,0,-2,-0.10276679841897234,-0.18247694334650857,0.07971014492753624
anomaly,H,P,0,-2,-0.07812911725955204,-0.07009222661396575,0.008036890645586298
anomaly,H,V,0,-2,-0.20974967061923583,-0.20210803689064558,0.0076416337285902525
anomaly,H,H,0,-2,0.34479578392621874,0.26442687747035576,0.08036890645586298
anomaly,H,Je,0,-2,-0.1984189723320158,-0.23386034255599472,0.03544137022397892
anomaly,H,Jw,0,-2,-0.15019762845849802,-0.1318840579710145,0.018313570487483527
anomaly,Je,P,0,-2,0.16389986824769434,0.147167325428195,0.016732542819499346
anomaly,Je,V,0,-2,0.2515151515151515,0.1608695652173913,0.09064558629776023
anomaly,Je,H,0,-2,-0.06719367588932806,-0.0383399209486166,0.028853754940711462
anomaly,Je,Je,0,-2,0.16824769433465087,0.10632411067193676,0.06192358366271411
anomaly,Je,Jw,0,-2,0.2826086956521739,0.21436100131752306,0.06824769433465083
anomaly,Jw,P,0,-2,0.09196310935441371,0.13636363636363635,0.044400527009222646
anomaly,Jw,V,0,-2,0.10382081686429513,0.09104084321475626,0.012779973649538867
anomaly,Jw,H,0,-2,0.08656126482213439,0.04466403162055336,0.04189723320158103
anomaly,Jw,Je,0,-2,0.3739130434782609,0.30632411067193677,0.06758893280632411
anomaly,Jw,Jw,0,-2,0.24703557312252963,0.11936758893280633,0.1276679841897233
anomaly,P,P,0,-1,-0.036495388669301715,-0.10909090909090909,0.07259552042160737
anomaly,P,V,0,-1,-0.10316205533596838,-0.14137022397891963,0.03820816864295125
anomaly,P,H,0,-1,-0.10447957839262187,-0.1509881422924901,0.04650856389986824
anomaly,P,Je,0,-1,-0.04216073781291173,-0.05085638998682477,0.008695652173913042
anomaly,P,Jw,0,-1,-0.08550724637681159,-0.12608695652173912,0.04057971014492753
anomaly,V,P,0,-1,-0.17220026350461132,-0.26047430830039525,0.08827404479578393
anomaly,V,V,0,-1,-0.11159420289855072,-0.19525691699604744,0.08366271409749672
anomaly,V,H,0,-1,-0.0233201581027668,-0.04084321475625823,0.017523056653491433
anomaly,V,Je,0,-1,-0.25994729907773384,-0.27523056653491434,0.015283267457180505
anomaly,V,Jw,0,-1,-0.14677206851119895,-0.18247694334650857,0.035704874835309625
anomaly,H,P,0,-1,-0.07602108036890645,-0.07009222661396575,0.005928853754940705
anomaly,H,V,0,-1,-0.21067193675889329,-0.20210803689064558,0.00856389986824771
anomaly,H,H,0,-1,0.2971014492753623,0.26442687747035576,0.03267457180500655
anomaly,H,Je,0,-1,-0.22938076416337286,-0.23386034255599472,0.0044795783926218635
anomaly,H,Jw,0,-1,-0.15428194993412384,-0.1318840579710145,0.022397891963109345
anomaly,Je,P,0,-1,0.17483530961791832,0.147167325428195,0.027667984189723327
anomaly,Je,V,0,-1,0.21238471673254283,0.1608695652173913,0.05151515151515154
anomaly,Je,H,0,-1,-0.04795783926218709,-0.0383399209486166,0.009617918313570485
anomaly,Je,Je,0,-1,0.14769433465085638,0.10632411067193676,0.041370223978919624
anomaly,Je,Jw,0,-1,0.22806324110671936,0.21436100131752306,0.013702239789196297
anomaly,Jw,P,0,-1,0.09907773386034256,0.13636363636363635,0.03728590250329379
anomaly,Jw,V,0,-1,0.07140974967061924,0.09104084321475626,0.01963109354413703
anomaly,Jw,H,0,-1,0.060210803689064556,0.04466403162055336,0.015546772068511197
anomaly,Jw,Je,0,-1,0.35296442687747037,0.30632411067193677,0.046640316205533605
anomaly,Jw,Jw,0,-1,0.19301712779973648,0.11936758893280633,0.07364953886693015
anomaly,P,P,0,0,-0.10909090909090909,-0.10909090909090909,0.0
anomaly,P,V,0,0,-0.14137022397891963,-0.14137022397891963,0.0
anomaly,P,H,0,0,-0.1509881422924901,-0.1509881422924901,0.0
anomaly,P,Je,0,0,-0.05085638998682477,-0.05085638998682477,0.0
anomaly,P,Jw,0,0,-0.12608695652173912,-0.12608695652173912,0.0
anomaly,V,P,0,0,-0.26047430830039525,-0.26047430830039525,0.0
anomaly,V,V,0,0,-0.19525691699604744,-0.19525691699604744,0.0
anomaly,V,H,0,0,-0.04084321475625823,-0.04084321475625823,0.0
anomaly,V,Je,0,0,-0.27523056653491434,-0.27523056653491434,0.0
anomaly,V,Jw,0,0,-0.18247694334650857,-0.18247694334650857,0.0
anomaly,H,P,0,0,-0.07009222661396575,-0.07009222661396575,0.0
anomaly,H,V,0,0,-0.20210803689064558,-0.20210803689064558,0.0
anomaly,H,H,0,0,0.26442687747035576,0.26442687747035576,0.0
anomaly,H,Je,0,0,-0.23386034255599472,-0.23386034255599472,0.0
anomaly,H,Jw,0,0,-0.1318840579710145,-0.1318840579710145,0.0
anomaly,Je,P,0,0,0.147167325428195,0.147167325428195,0.0
anomaly,Je,V,0,0,0.1608695652173913,0.1608695652173913,0.0
anomaly,Je,H,0,0,-0.0383399209486166,-0.0383399209486166,0.0
anomaly,Je,Je,0,0,0.10632411067193676,0.10632411067193676,0.0
anomaly,Je,Jw,0,0,0.21436100131752306,0.21436100131752306,0.0
anomaly,Jw,P,0,0,0.13636363636363635,0.13636363636363635,0.0
