year,mode,cluster_id,object,window_day_min,window_day_max,n_window_days,window_mean,window_std,window_cv,peak_day,peak_value,peak_to_mean_ratio
1984,anomaly,M,H,40,48,9,20.65242932899122,4.939486582450121,0.23917218181766095,48,26.508314371846744,1.2835446111239774
1985,anomaly,M,H,40,48,9,25.23389174027805,2.6537152648610007,0.10516472418026054,43,29.31515291750307,1.1617372864729145
1986,anomaly,M,H,40,48,9,21.101013840532275,4.090355826185249,0.1938464121722919,40,27.861541368564055,1.320388753787952
1987,anomaly,M,H,40,48,9,12.361466869878328,1.6137111156866457,0.1305436589907229,48,15.423746902152699,1.2477278841182757
1988,anomaly,M,H,40,48,9,12.92910358102655,1.9791707118924688,0.15307872657132604,40,17.050225204697217,1.3187476686099948
1989,anomaly,M,H,40,48,9,16.198436914637202,2.1746724386293703,0.1342519929601456,48,21.008616426368064,1.296953313278209
1990,anomaly,M,H,40,48,9,14.362198423275638,2.163159970936122,0.15061482282756344,48,18.278923857485402,1.272710717313373
1991,anomaly,M,H,40,48,9,18.223622194288982,2.783265638362289,0.15272845368986915,48,21.585317091193936,1.1844690841954173
1992,anomaly,M,H,40,48,9,18.854383203341637,7.824224483714169,0.4149817259642329,48,36.12451690284829,1.915974471996723
1993,anomaly,M,H,40,48,9,17.440560704841555,3.6886936834535042,0.21150086547557498,44,22.970798582497924,1.3170906011135206
1994,anomaly,M,H,40,48,9,14.104998264005541,3.274870821639594,0.23217803790848274,45,17.756720394455375,1.2588956100595476
1995,anomaly,M,H,40,48,9,22.879514436714306,11.434555779788953,0.49977265957356365,41,38.74065959673775,1.6932465810799588
1996,anomaly,M,H,40,48,9,22.0503502030964,2.529130587997337,0.11469797824989063,40,28.234933859516786,1.280475529842181
1997,anomaly,M,H,40,48,9,16.72229682856652,9.346365658326926,0.5589163829672052,48,34.948098663974164,2.0899101972804726
1998,anomaly,M,H,40,48,9,28.48990093041006,1.3361888809013733,0.046900439708973556,40,31.324981883723726,1.0995117870096351
1999,anomaly,M,H,40,48,9,16.5305872197845,7.139658252048494,0.4319059061315753,40,27.245795682507364,1.6482049500272324
2000,anomaly,M,H,40,48,9,30.800707143363255,7.16687586673282,0.23268543262250593,43,37.70117618135557,1.2240360588434724
2001,anomaly,M,H,40,48,9,8.651450420984352,2.004446400770153,0.23168905827721978,48,11.953349097353183,1.3816583943379708
2002,anomaly,M,H,40,48,9,15.84084727973038,2.8903440000478384,0.18246145228267432,47,19.36269172825111,1.2223267724464453
2003,anomaly,M,H,40,48,9,10.31688048794555,2.8242033933017083,0.27374586694120284,40,14.81551558144613,1.4360460605078675
2004,anomaly,M,H,40,48,9,22.30346092234544,1.3928187775784366,0.06244854923761783,48,25.490118535093934,1.1428772702067371
2005,anomaly,M,H,40,48,9,16.395727055896526,4.68519065089067,0.2857568093758558,40,26.369384438318757,1.6083083323123337
2006,anomaly,M,H,40,48,9,28.240685501492443,1.764292798350375,0.06247344096010256,41,30.570211158375812,1.082488282968881
2007,anomaly,M,H,40,48,9,20.218407355462524,3.370693186030984,0.16671408023244413,46,24.7840596572186,1.2258166146069522
2008,anomaly,M,H,40,48,9,35.11774789228242,8.911040656088092,0.2537474978014223,43,42.79581767719133,1.218637875311903
2009,anomaly,M,H,40,48,9,20.111511750597984,4.353114082433472,0.21644887447627217,40,26.301387546638672,1.3077777480280832
2010,anomaly,M,H,40,48,9,16.797506734508293,2.7424724656329906,0.1632666388517514,47,20.489043310861035,1.2197669353373584
2011,anomaly,M,H,40,48,9,9.079913791104353,2.062604130757994,0.22716120199054232,40,13.188189815781534,1.4524576024830358
2012,anomaly,M,H,40,48,9,15.10111574162501,3.765967518241653,0.2493833954176523,42,19.905368828201183,1.318138948722333
2013,anomaly,M,H,40,48,9,10.877973888244323,1.2806238155755318,0.11772631822175696,48,13.288945933992466,1.2216379695811206
2014,anomaly,M,H,40,48,9,10.55574182075956,1.5385585777411845,0.14575560901984327,47,12.891011644876016,1.2212321846980525
2015,anomaly,M,H,40,48,9,23.01030841059954,2.5281402657292187,0.10986989920415577,43,25.452715117616858,1.1061440230801574
2016,anomaly,M,H,40,48,9,26.585392476876642,2.2397334471327706,0.08424677006671068,40,29.846417287130272,1.122662278282665
2017,anomaly,M,H,40,48,9,13.014307986411756,1.8386216404226772,0.1412769424499744,40,15.568684328219858,1.1962744653402955
2018,anomaly,M,H,40,48,9,33.632662643582556,4.041242238641634,0.12015826048231786,47,37.19255453955005,1.1058462701479168
2019,anomaly,M,H,40,48,9,15.683127679806868,1.8243076333763537,0.11632294722213873,45,18.55795443794304,1.1833069791197663
2020,anomaly,M,H,40,48,9,16.14918510244253,5.878721350769892,0.3640258820168198,40,26.783868897748867,1.658527580670074
2021,anomaly,M,H,40,48,9,30.999431324342773,6.1085386375418125,0.1970532482879708,46,37.03644268768323,1.1947458745347566
2022,anomaly,M,H,40,48,9,14.316998264909675,1.2757679861494682,0.08910862197114527,44,15.848730753265514,1.1069869856804369
2023,anomaly,M,H,40,48,9,19.58744059805406,2.9626381385418297,0.1512519271576505,41,24.349856514619916,1.2431362021354513
1979,anomaly,M,Je,40,48,9,9.832467375748207,0.9814915909476489,0.09982149479269052,42,11.276684940110865,1.1468825178025686
1980,anomaly,M,Je,40,48,9,9.685836706555067,1.8558502727886104,0.19160453856634174,45,12.242029433607769,1.2639103677353436
1981,anomaly,M,Je,40,48,9,4.915628840216881,3.052098173935961,0.6208967912639799,48,10.527363925374146,2.141610822860159
1982,anomaly,M,Je,40,48,9,8.913188539947438,1.0689952242939273,0.11993409760185679,47,9.821513875806792,1.1019080132533143
1983,anomaly,M,Je,40,48,9,8.030779457724245,2.606847967353493,0.3246070921354743,47,11.536287907674923,1.4365091170045192
1984,anomaly,M,Je,40,48,9,6.893186420024138,2.8713711488918885,0.41655208113193853,41,10.569724406706143,1.533358270421997
1985,anomaly,M,Je,40,48,9,4.264850875320269,2.132006995770826,0.49990188592707197,45,7.463051067122797,1.7498973083227933
1986,anomaly,M,Je,40,48,9,6.609932511146678,3.9506236911480794,0.5976798831887219,40,11.733192808673651,1.7750851145432385
1987,anomaly,M,Je,40,48,9,4.661319789140805,1.9533054886167556,0.419045587296292,48,6.287152783115126,1.3487924166371459
1988,anomaly,M,Je,40,48,9,8.357977753401919,2.973878064711947,0.35581311083307726,41,12.241866917474773,1.4646924505740093
1989,anomaly,M,Je,40,48,9,12.985472380383975,2.7653202962388344,0.2129549249525917,48,18.38153747694467,1.4155463073265355
1990,anomaly,M,Je,40,48,9,6.235843793044267,4.263543227478,0.6837155273570289,48,13.21347882876629,2.1189560334245483
1991,anomaly,M,Je,40,48,9,7.363271637072787,2.986728794060271,0.40562523580173354,43,10.97595832785554,1.4906360744036682
1992,anomaly,M,Je,40,48,9,5.6345367953018215,2.3090578660495873,0.4098043814310542,40,9.54380016984149,1.693803859404661
1993,anomaly,M,Je,40,48,9,7.54855446073726,2.8726305041576032,0.38055372311331986,42,11.286288347135159,1.495158895102062
1994,anomaly,M,Je,40,48,9,4.977244943674845,1.3355031092588283,0.2683217571913427,42,7.265666075248267,1.4597766751423638
1995,anomaly,M,Je,40,48,9,10.856704957311772,3.672525281726549,0.3382725510333445,40,15.614017518921091,1.4381911989239358
1996,anomaly,M,Je,40,48,9,14.788120912282515,3.612871801221148,0.2443090520189197,40,20.919634797514995,1.4146242731987968
1997,anomaly,M,Je,40,48,9,2.0872702180625424,4.835845818203005,2.3168278722864373,48,10.990082921880994,5.265289959474918
1998,anomaly,M,Je,40,48,9,1.4676487414253863,3.674734612420976,2.503824320286307,40,7.419217083306857,5.055172177026656
1999,anomaly,M,Je,40,48,9,4.270038839516209,1.1907472869462286,0.2788609967493551,40,6.183165553521264,1.4480349678084807
2000,anomaly,M,Je,40,48,9,11.5648917623788,0.4469382266996967,0.03864612275521433,40,12.502281134312804,1.0810547466585292
2001,anomaly,M,Je,40,48,9,11.995716560596202,3.184461356343225,0.26546653884798754,43,15.594801038682922,1.3000308034876193
2002,anomaly,M,Je,40,48,9,3.090783205822829,0.9749573263509898,0.3154402173901812,42,4.818220946248051,1.5588996786216793
2003,anomaly,M,Je,40,48,9,4.558483747858244,1.3998107996021834,0.307078159543634,48,7.445564872539488,1.6333424191840271
2004,anomaly,M,Je,40,48,9,14.148925005691689,1.9602607813634831,0.13854485627528526,45,16.782331353671402,1.186120595516563
2005,anomaly,M,Je,40,48,9,8.354034257925143,4.077087765414501,0.48803819083531297,41,14.583475561487274,1.7456806030751861
2006,anomaly,M,Je,40,48,9,16.159708861449232,3.2219754539700802,0.19938326127002567,48,19.446110207804566,1.2033700838629713
2007,anomaly,M,Je,40,48,9,6.0896931323398,2.6855477353627473,0.440998861026427,45,9.65728103427905,1.5858403411153355
2008,anomaly,M,Je,40,48,9,7.539178389961307,1.240419579677565,0.16452980888860047,41,9.444670835585878,1.252745371851202
2009,anomaly,M,Je,40,48,9,11.626007109558405,1.1464568105717616,0.09861139768520315,42,13.69091101965178,1.1776107558367588
2010,anomaly,M,Je,40,48,9,5.624189751080459,2.195481374737252,0.39036402964801986,42,8.163412668617944,1.4514824410126324
2011,anomaly,M,Je,40,48,9,7.927603207287387,1.8176685945537305,0.22928349805432033,40,10.220747961408705,1.289260788432508
2012,anomaly,M,Je,40,48,9,5.629692531708539,1.62439140508963,0.2885399861431437,42,7.2896551049293015,1.294858478304088
2013,anomaly,M,Je,40,48,9,5.718130605558219,1.0840187346004129,0.1895757213986193,40,7.693806257234485,1.3455107600645735
2014,anomaly,M,Je,40,48,9,6.698241954076422,2.219662489878033,0.3313798613271737,47,10.334672610978378,1.5428932967533895
2015,anomaly,M,Je,40,48,9,12.746659360695633,0.9646255016381646,0.07567673021941065,47,14.269465508500181,1.1194670779780156
2016,anomaly,M,Je,40,48,9,1.9794703321265965,4.7693646229500715,2.409414551732033,40,9.437028738977823,4.767451467097569
2017,anomaly,M,Je,40,48,9,9.445647975521716,1.7142261993064642,0.1814831765643479,47,11.29599620968623,1.1958942614586605
2018,anomaly,M,Je,40,48,9,4.248504757261855,2.1009744968487176,0.4945209236866415,44,6.721693093869459,1.582131473991801
2019,anomaly,M,Je,40,48,9,10.814289208513546,5.4437552216103615,0.5033853928489598,40,19.580522959420463,1.8106158048745258
2020,anomaly,M,Je,40,48,9,9.960859786367369,2.116191097770171,0.21245064614464504,42,13.401780480888725,1.3454441452161914
2021,anomaly,M,Je,40,48,9,7.23923213210718,2.231590303431446,0.30826339903284344,45,10.46249607496292,1.445249424805511
2022,anomaly,M,Je,40,48,9,5.66981514368446,1.031892670342884,0.18199758619857562,44,7.441947984052748,1.3125556645953322
2023,anomaly,M,Je,40,48,9,14.922257942267372,3.103569819487097,0.20798258758790195,42,18.42991352906495,1.235061985951931
1979,anomaly,M,Jw,40,48,9,17.496870434616056,3.733568900378746,0.2133849544311643,43,21.732859334216826,1.2420998038151434
1980,anomaly,M,Jw,40,48,9,2.3206096905247904,0.4816134699836911,0.2075374725659143,44,3.0094362058617796,1.2968299745313563
1981,anomaly,M,Jw,40,48,9,3.5835457720103827,1.585144925410937,0.44233980148695645,48,5.460823916292395,1.5238605179660727
1982,anomaly,M,Jw,40,48,9,7.420641039736586,3.0931928539247044,0.4168363403324099,40,12.324013621274275,1.6607747976595408
1983,anomaly,M,Jw,40,48,9,7.5151695010068,0.6792867275354575,0.0903887433868742,42,8.384414727451409,1.115665418634542
1984,anomaly,M,Jw,40,48,9,7.690166105001365,0.8212463657625461,0.10679175905294616,43,8.74207646397093,1.1367864288762644
1985,anomaly,M,Jw,40,48,9,3.213365873026513,3.7420988556104255,1.16454179308401,41,8.386207141419554,2.609789072514915
1986,anomaly,M,Jw,40,48,9,0.14873351714630742,1.5567219855189594,10.466517671179412,41,2.4205481748976734,16.274396123506808
1987,anomaly,M,Jw,40,48,9,9.305294306762967,2.284858727995805,0.24554395085977598,45,12.029182761585178,1.2927245893599766
1988,anomaly,M,Jw,40,48,9,7.3825319705050845,1.4217251962352855,0.1925796192844423,40,9.769233914006717,1.323290431119802
1989,anomaly,M,Jw,40,48,9,5.203896846690825,0.813285350468626,0.15628391077460355,48,6.269897045430064,1.204846527543279
1990,anomaly,M,Jw,40,48,9,-0.7670930053117619,1.348899369207653,1.7584560931534956,41,-2.944998467928334,3.8391674119458155
1991,anomaly,M,Jw,40,48,9,3.8574071512641575,1.0443667188735906,0.2707431904177027,40,5.436282177860707,1.409309923656285
1992,anomaly,M,Jw,40,48,9,4.888869201699341,0.7532617279477821,0.1540768829908149,40,6.405398713304894,1.3102004674367451
1993,anomaly,M,Jw,40,48,9,3.599564368482857,1.3611915278130349,0.37815451773303643,40,5.27753756349886,1.4661600747319787
1994,anomaly,M,Jw,40,48,9,0.9009488309276692,0.9009954417990143,1.0000517353136438,40,2.6352754404417564,2.9250001220661987
1995,anomaly,M,Jw,40,48,9,20.142064014617713,5.858904945862108,0.29087907483611564,47,25.626398367881116,1.2722826394197726
1996,anomaly,M,Jw,40,48,9,7.412049836163117,0.5941173800109703,0.08015561054544093,47,8.183608146743076,1.1040951326061585
1997,anomaly,M,Jw,40,48,9,8.15373514715183,3.352967039791364,0.41121853718319185,45,11.437923746690128,1.4027833306167776
1998,anomaly,M,Jw,40,48,9,10.906298837347338,2.019420521101579,0.18516093784136245,42,13.741266622377548,1.259938575616591
1999,anomaly,M,Jw,40,48,9,-1.5698574999136559,2.216756901467178,1.4120752371394794,44,-3.7637283134390978,2.3974967878573117
2000,anomaly,M,Jw,40,48,9,6.065565111040118,2.3174804312106034,0.3820716435789479,40,8.306296106416411,1.3694183401471534
2001,anomaly,M,Jw,40,48,9,0.598542910457047,0.6412480111761106,1.0713484362973789,40,1.7774249414988865,2.969586491532706
2002,anomaly,M,Jw,40,48,9,-1.317241326717384,1.126430785905578,0.855143824489497,44,-2.4525984275648876,1.861920346573847
2003,anomaly,M,Jw,40,48,9,16.097536320226446,1.7223777801816103,0.1069963593135272,42,17.449209243341986,1.0839676889820766
2004,anomaly,M,Jw,40,48,9,8.97223088212997,4.072348822461727,0.4538836411992236,42,12.940636950372339,1.442298701446127
2005,anomaly,M,Jw,40,48,9,10.01796924217714,2.008677784570636,0.20050748170733082,48,12.648571631829153,1.262588387532228
2006,anomaly,M,Jw,40,48,9,1.5056821985163462,2.2986828147660883,1.5266719743579449,40,6.1192243901047005,4.064087624951889
2007,anomaly,M,Jw,40,48,9,2.1825052214121143,2.3680593743783187,1.0850188815791528,40,6.428167581837654,2.9453160151780007
2008,anomaly,M,Jw,40,48,9,0.4399654881874881,1.6950939376799228,3.852788419062811,40,3.681809782294872,8.368405888958106
2009,anomaly,M,Jw,40,48,9,0.7749795234555299,0.717351819059568,0.9256397070467962,48,2.5653118031952555,3.310167205132806
2010,anomaly,M,Jw,40,48,9,8.793571202224237,1.5924839908325097,0.1810963889653304,48,11.58488270187754,1.317426382917779
2011,anomaly,M,Jw,40,48,9,7.4733345049758055,0.6973153553388773,0.09330712480145321,44,8.301893767648558,1.110868751040112
2012,anomaly,M,Jw,40,48,9,7.783778887810854,1.4427203755468536,0.1853496092760191,48,10.247975023102997,1.3165809526205425
2013,anomaly,M,Jw,40,48,9,8.01090502516441,1.274159940203186,0.1590531826554612,42,9.496540451472804,1.18545163394653
2014,anomaly,M,Jw,40,48,9,13.936486932302266,1.5515066335263894,0.11132695356174484,42,15.835582514628577,1.1362678838325757
2015,anomaly,M,Jw,40,48,9,3.2168263022244754,1.2747016988373838,0.3962606554029714,45,5.209310070993659,1.6193942667621615
2016,anomaly,M,Jw,40,48,9,9.751488409393005,1.196683296762555,0.12271801457608679,48,10.927291786010407,1.1205768111751744
2017,anomaly,M,Jw,40,48,9,4.345160988193516,1.239136895996937,0.28517629136494166,45,5.681509205939416,1.3075486089872526
2018,anomaly,M,Jw,40,48,9,7.9080963718694255,3.7150769531190666,0.46978144656074483,47,12.58678461546863,1.5916326791667057
2019,anomaly,M,Jw,40,48,9,11.192021702552445,2.816968150928716,0.2516943074088239,40,16.232095917807353,1.4503274161900546
2020,anomaly,M,Jw,40,48,9,7.3872928610680795,0.8966386404212224,0.1213758080644798,48,8.561213028597232,1.1589107389683566
2021,anomaly,M,Jw,40,48,9,8.803206710098296,3.1072522110386114,0.3529682209408852,48,16.17269003232858,1.8371362351147333
2022,anomaly,M,Jw,40,48,9,9.13039749284971,2.6704692738440166,0.2924811626147765,43,11.735947294469335,1.28537090566526
2023,anomaly,M,Jw,40,48,9,11.921278008080439,3.231478082610216,0.2710680918958182,40,17.465733291706883,1.4650890013526114
1979,local_background_removed,E1,P,12,23,12,3.8320257115666387,0.3891101239558477,0.10154162660789327,17,4.301393378153452,1.1224855212137395
1980,local_background_removed,E1,P,12,23,12,3.439407497067279,0.39201565024221735,0.11397766928645939,21,3.92699294062824,1.1417643719087007
1981,local_background_removed,E1,P,12,23,12,3.336020011193316,0.6964162172636051,0.20875660665305296,22,4.128953893098464,1.2376885867720777
1982,local_background_removed,E1,P,12,23,12,3.3760784227602803,0.2881884198721938,0.08536188553241181,12,3.8201817256941237,1.1315441311844923
1983,local_background_removed,E1,P,12,23,12,3.519117089021636,0.4963171889297712,0.14103457667775793,12,4.350656702177969,1.2362921130840452
1984,local_background_removed,E1,P,12,23,12,2.639943055055076,0.28656120440663546,0.10854825215180579,12,3.1586226228781578,1.1964737712158962
1985,local_background_removed,E1,P,12,23,12,3.8424723841166295,0.6743918706850593,0.17550988094867573,19,4.759897459147183,1.2387590549307819
1986,local_background_removed,E1,P,12,23,12,3.9544147968810144,0.722069767045817,0.18259838791195,18,4.964910732945849,1.2555361508510923
1987,local_background_removed,E1,P,12,23,12,3.1662935481126264,0.32278910786210085,0.10194541439608718,15,3.576671642113868,1.1296083536678811
1988,local_background_removed,E1,P,12,23,12,3.085073652127079,0.46653690331416936,0.15122391097287188,22,3.564630313926278,1.1554441533243143
1989,local_background_removed,E1,P,12,23,12,3.129023061313848,0.5463099606155033,0.17459441810120063,16,3.64736540824527,1.1656562884878863
1990,local_background_removed,E1,P,12,23,12,4.558137125510355,0.6647029085317308,0.14582775599519968,17,5.316123602676039,1.166293039523169
1991,local_background_removed,E1,P,12,23,12,3.0564270008785606,0.43824807207000394,0.143385748111729,12,3.6991276602074334,1.2102784261305506
1992,local_background_removed,E1,P,12,23,12,3.3288582152436295,0.8034455620422674,0.2413576998752481,15,4.502962867095321,1.3527049143979264
1993,local_background_removed,E1,P,12,23,12,2.5521925821139004,0.19920365030357143,0.07805196664998504,20,2.829452107143842,1.1086358165022123
1994,local_background_removed,E1,P,12,23,12,3.7625038567130957,0.41598545177711116,0.11056080408656467,20,4.441101073175939,1.180357879301812
1995,local_background_removed,E1,P,12,23,12,2.477988150681799,0.27155878943900014,0.10958841323118243,16,2.8410315951818834,1.1465073367679541
1996,local_background_removed,E1,P,12,23,12,4.287787405273694,0.7206368102062277,0.1680672902111994,18,5.02492668282951,1.1719160041955465
1997,local_background_removed,E1,P,12,23,12,4.648594881539091,1.2530108950657872,0.269546158999913,19,5.650757624785087,1.2155840138327945
1998,local_background_removed,E1,P,12,23,12,3.8595897718675274,0.9361351825899507,0.24254784521743183,16,5.4143084366200975,1.4028196665053578
1999,local_background_removed,E1,P,12,23,12,5.765790222888691,0.7132656041777414,0.12370647848861001,19,6.841642516276732,1.1865923406502026
2000,local_background_removed,E1,P,12,23,12,2.961335265152719,0.35650001799910347,0.12038488927412885,19,3.400595627879217,1.1483318582310864
2001,local_background_removed,E1,P,12,23,12,3.235435109619411,0.15804095822324998,0.04884689473552499,19,3.4937707856187776,1.0798457293209862
2002,local_background_removed,E1,P,12,23,12,2.5411862625997057,0.7925884856519448,0.31189704482377945,19,3.528574389446913,1.3885540156492473
2003,local_background_removed,E1,P,12,23,12,4.499458247574807,1.044713211070207,0.23218644414204131,19,5.604708906976799,1.245640830203608
2004,local_background_removed,E1,P,12,23,12,3.030580298708909,0.7270416226953904,0.23990178481820312,12,4.157951996198871,1.371998622827738
2005,local_background_removed,E1,P,12,23,12,2.5510628165738614,0.3498577586873216,0.13714196154411118,21,3.104468602801269,1.2169314619110116
2006,local_background_removed,E1,P,12,23,12,2.8314017621544756,0.46720203052699855,0.1650073249129185,16,3.6383393942877182,1.28499580770125
2007,local_background_removed,E1,P,12,23,12,2.8459111352314124,0.8590817128266356,0.30186526282960635,19,4.391992953619828,1.5432642640337235
2008,local_background_removed,E1,P,12,23,12,4.157629870866071,0.6184089021838743,0.1487407300291754,18,4.849336742454744,1.1663704786312348
2009,local_background_removed,E1,P,12,23,12,5.308235507054664,0.6638349215343595,0.12505754890716425,19,6.726423771451543,1.2671675479565356
2010,local_background_removed,E1,P,12,23,12,3.9360481563632823,0.4473929780839125,0.11366552448310699,17,4.551726228527626,1.1564203606523056
2011,local_background_removed,E1,P,12,23,12,2.342324130969233,0.26317820353599647,0.11235772199767387,20,2.674920030456014,1.1419939687629883
2012,local_background_removed,E1,P,12,23,12,2.8194262997975734,0.4966445599472075,0.1761509282873218,20,3.4054298792820705,1.20784497169703
2013,local_background_removed,E1,P,12,23,12,2.606315312485697,0.4250824905174862,0.16309710819751624,19,2.9940805247759563,1.1487790868708403
2014,local_background_removed,E1,P,12,23,12,2.9805950263400582,0.270958845486634,0.09090763525136111,13,3.4280162619706727,1.150111381007994
2015,local_background_removed,E1,P,12,23,12,2.635867579305594,0.16196878435991183,0.06144799747585204,15,3.0773123800849045,1.167476091835554
2016,local_background_removed,E1,P,12,23,12,2.814110980268048,0.2829439679960615,0.10054470842831156,18,3.3439636837946307,1.1882842244817668
2017,local_background_removed,E1,P,12,23,12,2.852891096441595,0.36904325011979716,0.12935763674259232,22,3.3527276792880207,1.175203527210939
2018,local_background_removed,E1,P,12,23,12,2.578546132039107,0.3802541790654673,0.14746844135947876,19,2.9399608635506906,1.140162212736771
2019,local_background_removed,E1,P,12,23,12,3.3309524743461925,0.6520750907398218,0.19576235198841044,16,4.290075865807911,1.2879426827153062
2020,local_background_removed,E1,P,12,23,12,2.340195616979148,0.556355682138709,0.23773896425660582,14,3.198375989251943,1.3667130927196651
2021,local_background_removed,E1,P,12,23,12,6.3600538269920825,2.2822150638021435,0.35883580955180894,20,8.574133107681416,1.3481227267749571
2022,local_background_removed,E1,P,12,23,12,3.7410588381838044,0.7445451389412854,0.19901989547497878,12,4.764047252610942,1.2734488974042708
2023,local_background_removed,E1,P,12,23,12,3.6467059243595243,0.6905519622884922,0.1893632161769626,17,4.350959642960431,1.19312051292521
1979,local_background_removed,E1,V,12,23,12,1.5901753869746733,0.2142307440603769,0.1347214563972208,16,2.037017261479051,1.2810016292311115
1980,local_background_removed,E1,V,12,23,12,1.5522237043153602,0.34933531431168185,0.22505474780488435,15,2.116424737519844,1.36347920189247
1981,local_background_removed,E1,V,12,23,12,1.863896309860733,0.39363239673269573,0.21118792641522854,20,2.305332990399309,1.2368354281308291
1982,local_background_removed,E1,V,12,23,12,1.7097534147465752,0.23436160325021155,0.1370733353878473,20,2.0060918991013565,1.1733223526841339
1983,local_background_removed,E1,V,12,23,12,1.53090726088784,0.3068373033398834,0.20042840685315882,17,2.1082434864869835,1.3771203131291856
1984,local_background_removed,E1,V,12,23,12,1.0476011327247237,0.12705220769968617,0.12127918129404139,22,1.2599264812554543,1.202677662229409
1985,local_background_removed,E1,V,12,23,12,2.046086014518474,0.29093664016752874,0.14219179355265552,18,2.425811572001395,1.1855863120060963
1986,local_background_removed,E1,V,12,23,12,1.3091174890187072,0.23236306144589033,0.1774959569288837,17,1.7459873964593415,1.3337132924308963
1987,local_background_removed,E1,V,12,23,12,1.8558324914388609,0.35080664064833683,0.18902925898024395,14,2.267451996107907,1.2217977681534653
1988,local_background_removed,E1,V,12,23,12,1.3251111128678332,0.1719542980646617,0.12976594671550587,15,1.545264192136347,1.1661393351315934
1989,local_background_removed,E1,V,12,23,12,1.4536510343278646,0.23776581671672956,0.1635645771245941,16,1.792255683624115,1.232933930702
1990,local_background_removed,E1,V,12,23,12,1.6943652106016487,0.27077082234504857,0.1598066465545178,18,2.1458899645539256,1.266486086426833
1991,local_background_removed,E1,V,12,23,12,1.4059163870180698,0.314208211184939,0.22348997001958773,12,2.060426044248804,1.465539532274373
1992,local_background_removed,E1,V,12,23,12,1.4665159089852262,0.4676498482773914,0.3188849472493405,13,2.227692473509033,1.5190373727680822
1993,local_background_removed,E1,V,12,23,12,1.4624999838794404,0.3147539032396048,0.21521634646755383,23,2.3234322691350706,1.5886716545256465
1994,local_background_removed,E1,V,12,23,12,1.2830976255166304,0.26098896186088355,0.20340538137586742,19,1.7541169705752464,1.3670954849344343
1995,local_background_removed,E1,V,12,23,12,1.4380765367511705,0.3033422313755499,0.21093608276276749,16,1.8286993236493214,1.2716286490421116
1996,local_background_removed,E1,V,12,23,12,2.064710097236368,0.526105639341193,0.25480847894585057,17,2.8454864336733214,1.3781530092193819
1997,local_background_removed,E1,V,12,23,12,2.5680319021752296,0.6275889323440608,0.2443851775409108,19,3.4211750182031966,1.3322167124575
1998,local_background_removed,E1,V,12,23,12,1.835846721615454,0.7730824178926202,0.42110401091215555,15,2.7969251095314904,1.5235068791956725
1999,local_background_removed,E1,V,12,23,12,2.334700217482632,0.3269285443353205,0.14003020254467102,18,2.843407323284599,1.217889689644719
2000,local_background_removed,E1,V,12,23,12,1.0403771109135922,0.20828093837511868,0.20019754009391802,20,1.5386421701077058,1.4789273562113359
2001,local_background_removed,E1,V,12,23,12,1.435154975323319,0.23117110021733828,0.1610774475175392,20,1.6515423544753625,1.1507763153607462
2002,local_background_removed,E1,V,12,23,12,1.5408222506725313,0.3756241414386672,0.2437816180772783,17,2.1716434478269258,1.4094055604906062
2003,local_background_removed,E1,V,12,23,12,2.24006438964811,0.4052124056835214,0.18089319555095243,19,2.8925659507022488,1.2912869666015931
2004,local_background_removed,E1,V,12,23,12,1.5413611668482015,0.2849221193029805,0.1848509781035996,12,2.0591070711513337,1.3359017441450733
2005,local_background_removed,E1,V,12,23,12,1.9461031205649089,0.2545812096248366,0.1308158889087063,15,2.4679403448176926,1.2681446932267588
2006,local_background_removed,E1,V,12,23,12,1.7350312351625714,0.3293779009846077,0.18983975291577693,15,2.1943942913419043,1.2647578019741104
2007,local_background_removed,E1,V,12,23,12,1.5328999888662003,0.4667474371882727,0.3044865552730514,20,2.0573634056625303,1.3421380524524003
2008,local_background_removed,E1,V,12,23,12,1.6746825133555874,0.21206335594460016,0.12662899042252426,23,2.067022815560886,1.2342774221831014
2009,local_background_removed,E1,V,12,23,12,2.3489357076209396,0.2777054256079621,0.11822606498204703,19,2.9244997281485947,1.245031832356687
2010,local_background_removed,E1,V,12,23,12,1.3369505890274074,0.2743404935783573,0.20519867811848366,16,1.7270278447756064,1.291766396565693
2011,local_background_removed,E1,V,12,23,12,1.701980659389485,0.32801089286232216,0.19272304362130044,19,2.2327512142952353,1.3118546335860422
2012,local_background_removed,E1,V,12,23,12,1.4813350586358551,0.39801327167666956,0.26868551402741175,20,1.9740015568316278,1.3325827572380087
2013,local_background_removed,E1,V,12,23,12,1.5141426961469537,0.31388822278848977,0.20730425447154704,18,2.195418268329293,1.4499414579052123
2014,local_background_removed,E1,V,12,23,12,1.48489323551926,0.17222845723779695,0.11598709800671528,13,1.8133598927956727,1.2212055718338082
2015,local_background_removed,E1,V,12,23,12,1.2790268077160698,0.26225336694329243,0.20504133717993564,15,1.7231047690830594,1.3471998856369731
2016,local_background_removed,E1,V,12,23,12,1.0934211487801642,0.19373406821627426,0.17718156305301894,18,1.4676050611247036,1.342213896960601
2017,local_background_removed,E1,V,12,23,12,1.24788800726276,0.22986794789118833,0.18420559100909945,23,1.849997558371689,1.4825028749400135
2018,local_background_removed,E1,V,12,23,12,1.3479396321888653,0.1797496459953746,0.13335140662297537,18,1.6259450008834695,1.2062446730214142
