year,mode,cluster_id,object,base_window_mean,bootstrap_mean_p05,bootstrap_mean_p50,bootstrap_mean_p95,bootstrap_ci_width
2011,anomaly,M,V,1.427977735750909,1.2369597024961918,1.41621540966816,1.6187883242952352,0.3818286217990434
2012,anomaly,M,V,1.3906917179623222,1.35043254611738,1.3896966515867617,1.4310384477302176,0.08060590161283754
2013,anomaly,M,V,1.4886784901731307,1.4338039925218353,1.4892404286644791,1.5409920671325106,0.10718807461067525
2014,anomaly,M,V,1.8334603777441165,1.6917291315801293,1.8341560171381384,1.9709369230953486,0.27920779151521935
2015,anomaly,M,V,2.220564451404711,2.0593499038921115,2.229762795458911,2.383467631938894,0.3241177280467826
2016,anomaly,M,V,1.530242176841786,1.4419604849726726,1.5317828575572074,1.617298584978388,0.17533810000571548
2017,anomaly,M,V,1.5229038112246374,1.437608146661302,1.5272433688313767,1.5936554221763068,0.15604727551500486
2018,anomaly,M,V,2.3337465466497083,2.11272683590748,2.351819359215186,2.5259563795256414,0.41322954361816144
2019,anomaly,M,V,1.7938368171398738,1.5445687902158411,1.7939181257846086,2.0923143341034462,0.5477455438876051
2020,anomaly,M,V,1.5714071732087425,1.4009450966228152,1.5659463615257732,1.7792352632960753,0.3782901666732601
2021,anomaly,M,V,2.6629661654251895,2.5003375546669346,2.6661239310109783,2.8349851206951753,0.33464756602824064
2022,anomaly,M,V,2.137959572070909,2.039282467982439,2.138064542485835,2.2306588033266053,0.1913763353441662
2023,anomaly,M,V,1.602078044454569,1.237540701784074,1.590902727959896,1.9158586013582486,0.6783178995741745
1979,anomaly,M,H,34.81843544267181,31.730041404021406,34.917936033244736,37.58786639267978,5.857824988658372
1980,anomaly,M,H,14.946160640487506,13.537498305199707,14.9804926982405,16.23054262998149,2.6930443247817824
1981,anomaly,M,H,30.568043243151426,27.836784060185767,30.76407786230196,32.873289599486455,5.036505539300688
1982,anomaly,M,H,16.05315339589945,14.115520733341784,15.973387040833277,18.043886635560927,3.9283659022191433
1983,anomaly,M,H,12.28922137884765,11.12933063474957,12.222421935504855,13.319217693096856,2.1898870583472867
1984,anomaly,M,H,20.65242932899122,17.784509157758205,20.746159509901485,23.384803003517813,5.600293845759609
1985,anomaly,M,H,25.23389174027805,23.77070473606958,25.174446744874956,26.715176287659162,2.944471551589583
1986,anomaly,M,H,21.101013840532275,19.060207570801218,20.994851273080595,23.419114538540445,4.358906967739227
1987,anomaly,M,H,12.361466869878328,11.508724390435525,12.358913638120047,13.341564841888138,1.832840451452613
1988,anomaly,M,H,12.929103581026553,11.8810242628166,12.906765054616113,13.967671044315367,2.086646781498766
1989,anomaly,M,H,16.198436914637202,15.124290309034642,16.186462687441427,17.428545632151863,2.3042553231172214
1990,anomaly,M,H,14.362198423275638,13.215584870333382,14.365509793634615,15.56043168055639,2.3448468102230073
1991,anomaly,M,H,18.223622194288982,16.665270322161742,18.2778715063435,19.83892541978894,3.173655097627197
1992,anomaly,M,H,18.85438320334164,14.79114519236161,18.744317278831613,23.787023382663577,8.995878190301967
1993,anomaly,M,H,17.440560704841555,15.403311150610145,17.421066822889493,19.354365388711265,3.95105423810112
1994,anomaly,M,H,14.104998264005543,12.277206072623194,14.14696668826462,15.862103067506224,3.58489699488303
1995,anomaly,M,H,22.87951443671431,17.076633397627717,22.765933763652097,29.397632069043887,12.32099867141617
1996,anomaly,M,H,22.0503502030964,20.812521400478136,21.952687254416002,23.441633670080684,2.6291122696025475
1997,anomaly,M,H,16.72229682856652,11.609767516659316,16.739817412023896,22.395285798183174,10.785518281523858
1998,anomaly,M,H,28.48990093041005,27.796573680980078,28.472618504850246,29.262965803019686,1.4663921220396077
1999,anomaly,M,H,16.530587219784504,12.56036580625015,16.425648769923264,20.464582029460384,7.904216223210234
2000,anomaly,M,H,30.800707143363255,26.30242851491815,30.818425171912118,34.66226576661266,8.359837251694511
2001,anomaly,M,H,8.651450420984352,7.4876707840300485,8.643202724277401,9.756524237288668,2.268853453258619
2002,anomaly,M,H,15.84084727973038,14.172707372883972,15.897958409760033,17.47942619341672,3.3067188205327493
2003,anomaly,M,H,10.31688048794555,8.794424600403183,10.33874380641225,11.86893831583977,3.074513715436588
2004,anomaly,M,H,22.303460922345444,21.615980191154147,22.277926448767353,23.10456090526962,1.4885807141154714
2005,anomaly,M,H,16.395727055896526,14.025947110532156,16.264760994170196,18.965219674508955,4.9392725639767985
2006,anomaly,M,H,28.24068550149244,27.37031855117699,28.22441914580015,29.231113373120113,1.8607948219431236
2007,anomaly,M,H,20.218407355462528,18.42391365578098,20.278285755531297,22.005236349035606,3.581322693254627
2008,anomaly,M,H,35.11774789228242,29.554169078209167,35.11658481423184,39.79488343672482,10.24071435851565
2009,anomaly,M,H,20.111511750597984,17.863212706726536,19.99463194876771,22.45178017949686,4.588567472770325
2010,anomaly,M,H,16.797506734508293,15.266471149759955,16.8319293346219,18.412266153411714,3.1457950036517595
2011,anomaly,M,H,9.079913791104353,7.926316811684397,9.057314840783139,10.178182843739618,2.2518660320552213
2012,anomaly,M,H,15.10111574162501,13.074459132573924,15.061542526918974,17.192308526108064,4.11784939353414
2013,anomaly,M,H,10.877973888244325,10.222461606289441,10.890418991471847,11.625646487884962,1.4031848815955215
2014,anomaly,M,H,10.55574182075956,9.669928266377552,10.582474393602784,11.498088164360874,1.8281598979833227
2015,anomaly,M,H,23.01030841059954,21.53588173538304,23.045515176120787,24.34717900758317,2.811297272200129
2016,anomaly,M,H,26.585392476876642,25.32093894670265,26.602446720936925,27.837344580446654,2.5164056337440037
2017,anomaly,M,H,13.014307986411755,12.07013286109439,12.983922628939053,14.091604905594654,2.021472044500264
2018,anomaly,M,H,33.632662643582556,31.460550369841314,33.79291043047937,35.68284662931741,4.222296259476096
2019,anomaly,M,H,15.683127679806868,14.706729489782393,15.672296553708946,16.612257397065157,1.9055279072827638
2020,anomaly,M,H,16.14918510244253,13.283281414859134,15.987159618214164,19.41659477613581,6.1333133612766755
2021,anomaly,M,H,30.999431324342773,27.58753847649279,31.117368070252656,34.02983128432803,6.442292807835244
2022,anomaly,M,H,14.316998264909675,13.618019033872917,14.313611834395452,14.954355728337918,1.3363366944650004
2023,anomaly,M,H,19.58744059805406,18.088931217978015,19.51797298814668,21.264729002432286,3.1757977844542715
1979,anomaly,M,Je,9.832467375748207,9.314948413047867,9.80646334429573,10.365858514034182,1.0509101009863144
1980,anomaly,M,Je,9.685836706555067,8.599007715329348,9.723831057958488,10.69823117030844,2.099223454979091
1981,anomaly,M,Je,4.915628840216881,3.2652372019191085,4.90281151616173,6.513745491073001,3.2485082891538926
1982,anomaly,M,Je,8.913188539947438,8.274114473605177,8.95018551152081,9.43537753735456,1.1612630637493826
1983,anomaly,M,Je,8.030779457724245,6.519667133302922,8.085830420761058,9.458562366715555,2.938895233412633
1984,anomaly,M,Je,6.893186420024138,5.293852354164267,6.820168422146773,8.502582260142393,3.2087299059781262
1985,anomaly,M,Je,4.264850875320269,3.0179957837574896,4.293362893907355,5.434672592559658,2.4166768088021686
1986,anomaly,M,Je,6.609932511146678,4.5306362897586645,6.5734856682460885,8.924486740575324,4.393850450816659
1987,anomaly,M,Je,4.661319789140805,3.532045524763022,4.662422109945091,5.688578297251152,2.1565327724881302
1988,anomaly,M,Je,8.357977753401919,6.720218942637273,8.27532177347884,10.096413746507215,3.376194803869942
1989,anomaly,M,Je,12.985472380383975,11.517126306236916,12.92787032834115,14.367535313437608,2.8504090072006925
1990,anomaly,M,Je,6.235843793044267,3.9342751872672705,6.1817752023589545,8.422037083059728,4.487761895792457
1991,anomaly,M,Je,7.363271637072787,5.78538075232365,7.404125653664488,8.82908959289423,3.04370884057058
1992,anomaly,M,Je,5.6345367953018215,4.430818059944546,5.596510568153464,6.881692446245639,2.450874386301093
1993,anomaly,M,Je,7.54855446073726,6.035919275463295,7.536922469345838,9.152385466332346,3.116466190869051
1994,anomaly,M,Je,4.977244943674845,4.296082012038827,4.967345295679258,5.808189584700808,1.5121075726619813
1995,anomaly,M,Je,10.856704957311772,8.870155320956723,10.745452634585035,13.031917460333979,4.161762139377256
1996,anomaly,M,Je,14.788120912282515,12.885637890937565,14.810951972144657,16.956103415974727,4.070465525037163
1997,anomaly,M,Je,2.0872702180625424,-0.2641083784195233,2.088971607222118,4.506621450024682,4.770729828444206
1998,anomaly,M,Je,1.4676487414253863,-0.5717350170789486,1.397013635267518,3.600444434641411,4.17217945172036
1999,anomaly,M,Je,4.270038839516209,3.630474834524252,4.279374339845786,4.92337082756501,1.2928959930407578
2000,anomaly,M,Je,11.5648917623788,11.338150188165868,11.565505233782547,11.80954518537916,0.47139499721329337
2001,anomaly,M,Je,11.995716560596202,10.318662351515101,12.001389611398373,13.741635501714468,3.4229731501993665
2002,anomaly,M,Je,3.090783205822829,2.5457078894271867,3.0410861259697346,3.6259401629839814,1.0802322735567946
2003,anomaly,M,Je,4.558483747858244,3.8562512121519315,4.525585057613775,5.309046850377115,1.4527956382251834
2004,anomaly,M,Je,14.148925005691689,13.185943427733553,14.147565685122757,15.147059699516905,1.961116271783352
2005,anomaly,M,Je,8.354034257925143,6.088169871146694,8.300685868874812,10.775942690717017,4.6877728195703225
2006,anomaly,M,Je,16.159708861449232,14.225148270433442,16.192070307804258,17.851308300492963,3.6261600300595216
2007,anomaly,M,Je,6.0896931323398,4.476676730414494,6.150552119058677,7.531884996326375,3.0552082659118813
2008,anomaly,M,Je,7.539178389961307,6.875918081971462,7.520543716153453,8.270580757508412,1.3946626755369502
2009,anomaly,M,Je,11.626007109558405,11.044868964314773,11.593812077423568,12.312209785214208,1.2673408208994346
2010,anomaly,M,Je,5.624189751080459,4.439938052738998,5.5954422302844655,6.850229741172342,2.410291688433344
2011,anomaly,M,Je,7.927603207287387,6.95035328707237,7.92366561157744,8.879253641342043,1.9289003542696728
2012,anomaly,M,Je,5.629692531708539,4.755807527262161,5.633185719661717,6.519683147773364,1.763875620511203
2013,anomaly,M,Je,5.718130605558219,5.152876750378227,5.725592133935652,6.307578792650678,1.1547020422724508
2014,anomaly,M,Je,6.698241954076422,5.4801639905143205,6.707620146029536,7.862846008473638,2.3826820179593176
2015,anomaly,M,Je,12.746659360695633,12.237993585719764,12.755931059064915,13.259255272045056,1.0212616863252926
2016,anomaly,M,Je,1.9794703321265965,-0.5886898750109919,1.9096806425263244,4.846175525919492,5.434865400930484
2017,anomaly,M,Je,9.445647975521716,8.489020512557342,9.501928515638046,10.325369315946434,1.8363488033890913
2018,anomaly,M,Je,4.248504757261855,3.02002728931154,4.2631208256934485,5.335794855035849,2.3157675657243093
2019,anomaly,M,Je,10.814289208513546,8.014757210843367,10.805757972819553,14.0148484175533,6.000091206709932
2020,anomaly,M,Je,9.960859786367369,8.835877180208177,9.888650684212738,11.17031741371909,2.3344402335109127
2021,anomaly,M,Je,7.23923213210718,5.955959405642016,7.241253643080639,8.441803465652512,2.4858440600104963
2022,anomaly,M,Je,5.66981514368446,5.140464202985639,5.660762335950389,6.220418242146872,1.0799540391612332
2023,anomaly,M,Je,14.922257942267372,13.222241959182217,14.947604461131068,16.593016454799542,3.370774495617326
1979,anomaly,M,Jw,17.496870434616056,15.49232876361964,17.60829960633724,19.382314859812038,3.8899860961923984
1980,anomaly,M,Jw,2.3206096905247904,2.0228396620873283,2.3163757870644215,2.558351091721726,0.5355114296343975
1981,anomaly,M,Jw,3.5835457720103827,2.6623606480320285,3.5557798169818637,4.436069182304639,1.7737085342726102
1982,anomaly,M,Jw,7.420641039736586,5.917677511791925,7.5189262003347075,9.256326620233837,3.3386491084419125
1983,anomaly,M,Jw,7.5151695010068,7.103755979282948,7.541980033534736,7.882873443587533,0.7791174643045853
1984,anomaly,M,Jw,7.690166105001365,7.238976362140179,7.6927950888283405,8.108877722794546,0.8699013606543664
1985,anomaly,M,Jw,3.213365873026513,1.3651020522505977,3.307571826881761,5.397849769811022,4.032747717560424
1986,anomaly,M,Jw,0.14873351714630742,-0.6157697024536054,0.21582276664743424,1.0831451568415948,1.6989148592952001
1987,anomaly,M,Jw,9.305294306762967,8.008132930454023,9.256712776116121,10.494063807622204,2.4859308771681814
1988,anomaly,M,Jw,7.3825319705050845,6.630968168007323,7.386493866646633,8.14888987106377,1.5179217030564462
1989,anomaly,M,Jw,5.203896846690825,4.709342908349975,5.174159652451532,5.651806634358537,0.9424637260085618
1990,anomaly,M,Jw,-0.7670930053117619,-1.6471342298499336,-0.8143254624307306,-0.09910147542402672,1.548032754425907
1991,anomaly,M,Jw,3.8574071512641575,3.3535566475031495,3.8851322443246077,4.493394540619485,1.139837893116335
1992,anomaly,M,Jw,4.888869201699341,4.5214555610043865,4.892357349165229,5.336827068491748,0.8153715074873613
1993,anomaly,M,Jw,3.599564368482857,2.9658023707488206,3.63761416735915,4.370206138438775,1.4044037676899541
1994,anomaly,M,Jw,0.9009488309276692,0.44865431756193924,0.8921852259323555,1.3955818809599212,0.9469275633979819
1995,anomaly,M,Jw,20.142064014617713,16.646418031141156,20.05059390329704,22.910942948726642,6.2645249175854865
1996,anomaly,M,Jw,7.412049836163117,7.044616680293834,7.391495968351725,7.720305094641814,0.67568841434798
1997,anomaly,M,Jw,8.15373514715183,6.218211778613667,8.105091033184811,9.718138928497053,3.499927149883386
1998,anomaly,M,Jw,10.906298837347338,9.811492251018025,10.987620624632342,12.098532816620098,2.287040565602073
1999,anomaly,M,Jw,-1.5698574999136559,-2.706301777632235,-1.659474866289625,-0.35723248989829615,2.349069287733939
2000,anomaly,M,Jw,6.065565111040118,4.763830146421616,6.169975005871119,7.374899216734721,2.611069070313105
2001,anomaly,M,Jw,0.598542910457047,0.2798695727852187,0.6037394974885688,0.9392649362538991,0.6593953634686804
2002,anomaly,M,Jw,-1.317241326717384,-1.8606000040498523,-1.3340035119511902,-0.6766781772805669,1.1839218267692853
2003,anomaly,M,Jw,16.097536320226446,15.117782700705213,16.145380736861554,16.963699563155714,1.8459168624505011
2004,anomaly,M,Jw,8.97223088212997,6.760936688877335,9.162633012299796,11.235266806001814,4.474330117124479
2005,anomaly,M,Jw,10.01796924217714,8.83445738170413,9.980866288828366,10.964963806585576,2.130506424881446
2006,anomaly,M,Jw,1.5056821985163462,0.39930054529166226,1.5430257731172865,2.8251223861215036,2.4258218408298413
2007,anomaly,M,Jw,2.1825052214121143,0.9846966534399216,2.2310744782357066,3.4932952987409194,2.5085986453009976
2008,anomaly,M,Jw,0.4399654881874881,-0.40057688907031425,0.4662114845731098,1.358633633692584,1.7592105227628982
2009,anomaly,M,Jw,0.7749795234555299,0.4228557148431594,0.7472782196291389,1.207158668611117,0.7843029537679577
2010,anomaly,M,Jw,8.793571202224237,7.886054396942015,8.753875712539678,9.579618271609274,1.6935638746672588
2011,anomaly,M,Jw,7.4733345049758055,7.079420613457906,7.484991903292212,7.828593525694428,0.7491729122365225
2012,anomaly,M,Jw,7.783778887810854,6.962370465177325,7.7322544632334935,8.50084420772921,1.5384737425518855
2013,anomaly,M,Jw,8.01090502516441,7.302873749907237,8.053569618932237,8.797294310736339,1.4944205608291021
2014,anomaly,M,Jw,13.936486932302266,13.06943279116179,13.999743037436623,14.872789446876737,1.803356655714948
2015,anomaly,M,Jw,3.2168263022244754,2.5345126684743353,3.1979110673058724,3.8406712685312066,1.3061586000568712
2016,anomaly,M,Jw,9.751488409393005,9.070021522825328,9.78701737076575,10.338807404773455,1.2687858819481264
2017,anomaly,M,Jw,4.345160988193516,3.62459883264367,4.303616730252305,4.957752978323431,1.333154145679761
2018,anomaly,M,Jw,7.9080963718694255,5.710152200216689,7.7816129099057925,9.748744005338816,4.038591805122127
2019,anomaly,M,Jw,11.192021702552445,9.72606101220027,11.246808678469986,12.758529237913404,3.0324682257131332
2020,anomaly,M,Jw,7.3872928610680795,6.860245841322547,7.4279612524055585,7.887257917106521,1.0270120757839747
2021,anomaly,M,Jw,8.803206710098296,7.324339053522392,8.68864664341687,10.555338192924149,3.2309991394017565
2022,anomaly,M,Jw,9.13039749284971,7.613679871699612,9.214798217726205,10.43569756658419,2.822017694884578
2023,anomaly,M,Jw,11.921278008080439,10.389967267117756,12.020933480268702,13.80065968270405,3.4106924155862934
1979,local_background_removed,E1,P,3.8320257115666387,3.651512925175705,3.8338870972520374,4.004238157522432,0.3527252323467276
1980,local_background_removed,E1,P,3.439407497067279,3.257176828837554,3.4401423003067872,3.6079808377669083,0.35080400892935426
1981,local_background_removed,E1,P,3.336020011193316,3.021623160863184,3.3470009408527517,3.650415274457895,0.6287921135947108
1982,local_background_removed,E1,P,3.3760784227602803,3.2445654757743796,3.37460981097289,3.5046899632529964,0.26012448747861683
1983,local_background_removed,E1,P,3.519117089021636,3.2750482546582087,3.5239064044902166,3.755805682888681,0.4807574282304725
1984,local_background_removed,E1,P,2.6399430550550766,2.503595943298773,2.635847313399574,2.7756261034212333,0.2720301601224602
1985,local_background_removed,E1,P,3.8424723841166295,3.5356826817999396,3.8505852236563554,4.159819100556605,0.6241364187566658
1986,local_background_removed,E1,P,3.9544147968810144,3.634600643330459,3.9459022815227165,4.286397644854825,0.6517970015243657
1987,local_background_removed,E1,P,3.1662935481126264,3.0041741986373856,3.15730315674993,3.318114309183675,0.31394011054628956
1988,local_background_removed,E1,P,3.085073652127079,2.8700392496853526,3.0842061026739738,3.2953329065095947,0.42529365682424203
1989,local_background_removed,E1,P,3.129023061313848,2.8464072560693894,3.133561438207912,3.3752188762215733,0.528811620152184
1990,local_background_removed,E1,P,4.558137125510355,4.227004340704409,4.557319097690652,4.865561599730312,0.6385572590259034
1991,local_background_removed,E1,P,3.0564270008785606,2.837570446958852,3.057058368318943,3.2626924437150606,0.42512199675620854
1992,local_background_removed,E1,P,3.3288582152436295,2.9601320261731794,3.3179335399714125,3.7005256530185275,0.7403936268453482
1993,local_background_removed,E1,P,2.5521925821139004,2.462712132422196,2.5546940279718475,2.6390213319299334,0.17630919950773727
1994,local_background_removed,E1,P,3.7625038567130957,3.562718031402179,3.771179712568126,3.9406739869055927,0.37795595550341377
1995,local_background_removed,E1,P,2.477988150681799,2.343712877857648,2.4725673056282513,2.6023929355841022,0.2586800577264543
1996,local_background_removed,E1,P,4.287787405273694,3.9428567126546366,4.301891169499141,4.597813332840797,0.6549566201861605
1997,local_background_removed,E1,P,4.648594881539091,4.004600240983166,4.660215048923931,5.237428292097279,1.2328280511141134
1998,local_background_removed,E1,P,3.8595897718675274,3.398024345131978,3.8386245084067303,4.291481649047399,0.893457303915421
1999,local_background_removed,E1,P,5.765790222888691,5.431958679831026,5.769272832386404,6.08963576179142,0.6576770819603937
2000,local_background_removed,E1,P,2.961335265152719,2.78650920147573,2.9585378007540717,3.1139746508690354,0.32746544939330535
2001,local_background_removed,E1,P,3.235435109619411,3.162631851978022,3.2392967032670343,3.3066293441632997,0.14399749218527758
2002,local_background_removed,E1,P,2.5411862625997057,2.1856222207121414,2.542842618926041,2.9230452387246206,0.7374230180124792
2003,local_background_removed,E1,P,4.499458247574807,4.0204345762238125,4.507168371830471,4.997824467408193,0.9773898911843801
2004,local_background_removed,E1,P,3.030580298708909,2.6890221280269047,3.020758459408956,3.379621136772535,0.6905990087456302
2005,local_background_removed,E1,P,2.5510628165738614,2.383172910483091,2.5464065576887855,2.724366535439716,0.34119362495662475
2006,local_background_removed,E1,P,2.8314017621544756,2.61571415091795,2.8197261486307807,3.052024054207178,0.43630990328922836
2007,local_background_removed,E1,P,2.8459111352314124,2.4832490356108945,2.849014042467795,3.250765460592165,0.7675164249812707
2008,local_background_removed,E1,P,4.157629870866071,3.853454387715426,4.153874872655122,4.429824401210956,0.5763700134955299
2009,local_background_removed,E1,P,5.308235507054664,5.022585519110416,5.292987005369342,5.625379417698391,0.6027938985879748
2010,local_background_removed,E1,P,3.9360481563632823,3.7079044668578542,3.939137065126839,4.123394662535106,0.4154901956772519
2011,local_background_removed,E1,P,2.342324130969233,2.222778853106778,2.3419985259128717,2.4535366761964275,0.23075782308964943
2012,local_background_removed,E1,P,2.8194262997975734,2.576090742666676,2.826552800321041,3.050490276915923,0.4743995342492471
2013,local_background_removed,E1,P,2.606315312485697,2.4057327031475557,2.6100996688122464,2.791162822576645,0.3854301194290892
2014,local_background_removed,E1,P,2.9805950263400582,2.8577335321894872,2.9763218211532476,3.098777193305023,0.241043661115536
2015,local_background_removed,E1,P,2.635867579305594,2.5620980211468214,2.6284815375621746,2.706587515857606,0.14448949471078443
2016,local_background_removed,E1,P,2.814110980268048,2.68425501442438,2.8160156768454145,2.948677211364192,0.2644221969398117
2017,local_background_removed,E1,P,2.852891096441595,2.6820126971335525,2.8558907833079417,3.028413747271121,0.3464010501375685
2018,local_background_removed,E1,P,2.5785461320391074,2.3965140385663903,2.5757393344775474,2.757839364653341,0.36132532608695067
2019,local_background_removed,E1,P,3.330952474346193,2.997911552027979,3.3259499877221623,3.6308643262669147,0.6329527742389356
2020,local_background_removed,E1,P,2.3401956169791482,2.069432834360671,2.333520546228389,2.5895159682350704,0.5200831338743992
2021,local_background_removed,E1,P,6.3600538269920825,5.284079741766645,6.345155779275414,7.4068189377890175,2.1227391960223727
2022,local_background_removed,E1,P,3.741058838183804,3.3900083185938876,3.7491513586802316,4.0556713369487145,0.6656630183548269
2023,local_background_removed,E1,P,3.646705924359525,3.3188899734166144,3.642018502731351,3.9358410595050306,0.6169510860884162
1979,local_background_removed,E1,V,1.5901753869746733,1.4949578527447263,1.5874744421380835,1.7046275666559945,0.2096697139112682
1980,local_background_removed,E1,V,1.5522237043153604,1.3710886685277608,1.5443653189489495,1.7327697063716458,0.36168103784388506
1981,local_background_removed,E1,V,1.8638963098607328,1.66722148482566,1.8600712015401486,2.0424659185760774,0.3752444337504175
1982,local_background_removed,E1,V,1.7097534147465752,1.602574593957073,1.71300862020952,1.823493876556306,0.220919282599233
1983,local_background_removed,E1,V,1.53090726088784,1.388795286273335,1.5338918573838,1.6723147058936956,0.28351941962036054
1984,local_background_removed,E1,V,1.0476011327247237,0.9797750344609106,1.0457512789627046,1.1007521178619366,0.12097708340102598
1985,local_background_removed,E1,V,2.0460860145184734,1.8996644674486132,2.0552172897297796,2.1878129342796515,0.28814846683103834
1986,local_background_removed,E1,V,1.3091174890187072,1.2010076585737923,1.3066467591771882,1.4240791996141757,0.2230715410403834
1987,local_background_removed,E1,V,1.8558324914388609,1.6829360293496864,1.8681670451374246,2.012914368458535,0.32997833910884866
1988,local_background_removed,E1,V,1.3251111128678332,1.2414593876158229,1.3243071428388133,1.3994178912074988,0.15795850359167596
1989,local_background_removed,E1,V,1.4536510343278646,1.3367344554649119,1.4493240556273768,1.5592101188553957,0.22247566339048386
1990,local_background_removed,E1,V,1.6943652106016487,1.565217896486297,1.6990344871635266,1.8162555506568734,0.25103765417057633
1991,local_background_removed,E1,V,1.4059163870180698,1.2660256879463647,1.4086941940449267,1.571094261719345,0.30506857377298036
1992,local_background_removed,E1,V,1.4665159089852262,1.2482753676541958,1.466421504770112,1.7073160909184206,0.45904072326422485
1993,local_background_removed,E1,V,1.4624999838794404,1.3305778167020907,1.4499108653412458,1.6231071732576139,0.29252935655552315
1994,local_background_removed,E1,V,1.2830976255166304,1.1651933436907904,1.2834194797236644,1.410028004771817,0.24483466108102658
1995,local_background_removed,E1,V,1.4380765367511705,1.2964904134895816,1.4369575784344297,1.5615037610981022,0.2650133476085206
1996,local_background_removed,E1,V,2.064710097236368,1.8013093102431394,2.0607363482249026,2.2986221430035445,0.49731283276040505
1997,local_background_removed,E1,V,2.568031902175229,2.2532253205863486,2.561877869800898,2.8587541179072065,0.6055287973208578
1998,local_background_removed,E1,V,1.835846721615454,1.439323825458512,1.844395399758236,2.2376247238992786,0.7983008984407667
1999,local_background_removed,E1,V,2.334700217482632,2.197844173664573,2.3376137514602604,2.488761675822302,0.29091750215772905
2000,local_background_removed,E1,V,1.0403771109135922,0.9491024842741308,1.0356828683583457,1.1437365340476642,0.19463404977353338
2001,local_background_removed,E1,V,1.435154975323319,1.3280047892038076,1.4400178144002722,1.5384031821361803,0.21039839293237272
2002,local_background_removed,E1,V,1.5408222506725313,1.367297737454713,1.5449488787306382,1.7200367486479602,0.35273901119324713
2003,local_background_removed,E1,V,2.24006438964811,2.053474316996713,2.241724014862062,2.4452626811422076,0.39178836414549467
2004,local_background_removed,E1,V,1.541361166848202,1.4163648713412742,1.5416704934621215,1.6837977874100152,0.267432916068741
2005,local_background_removed,E1,V,1.9461031205649089,1.8259922619874247,1.9443172312774024,2.065142157944323,0.2391498959568985
2006,local_background_removed,E1,V,1.7350312351625714,1.5803767200395147,1.7305916315178642,1.8904567220359771,0.31008000199646246
2007,local_background_removed,E1,V,1.5328999888662003,1.3033218884193014,1.5315006835446194,1.7492984584902134,0.44597657007091196
2008,local_background_removed,E1,V,1.6746825133555874,1.571379848690818,1.6715775098855397,1.7657052449103043,0.1943253962194864
2009,local_background_removed,E1,V,2.34893570762094,2.2171500317895245,2.3465173872657554,2.487939589848173,0.27078955805864835
2010,local_background_removed,E1,V,1.3369505890274074,1.2039780590242564,1.33701104239299,1.4661525622251175,0.2621745032008611
2011,local_background_removed,E1,V,1.701980659389485,1.5533509921308333,1.7001202242588467,1.8741756498009658,0.3208246576701326
2012,local_background_removed,E1,V,1.481335058635855,1.2822127099497322,1.4810564976630411,1.6613246030687574,0.37911189311902516
2013,local_background_removed,E1,V,1.5141426961469537,1.365386921548502,1.5138519206522785,1.6592516366735142,0.2938647151250122
2014,local_background_removed,E1,V,1.4848932355192597,1.4034559794682855,1.4860828003062443,1.5653783710479696,0.16192239157968413
2015,local_background_removed,E1,V,1.2790268077160698,1.1455619755385025,1.2753539730278867,1.4126700786991317,0.2671081031606293
2016,local_background_removed,E1,V,1.0934211487801642,1.0001055046551959,1.0900389810562914,1.1819603256278068,0.18185482097261096
2017,local_background_removed,E1,V,1.24788800726276,1.14689465086888,1.2419155593884077,1.3632360740595781,0.21634142319069816
2018,local_background_removed,E1,V,1.3479396321888653,1.2665971496424848,1.351080678138929,1.4293377915678147,0.1627406419253299
2019,local_background_removed,E1,V,1.193138580855253,1.0831188972038417,1.192796345007268,1.307893444314334,0.22477454711049227
2020,local_background_removed,E1,V,1.4562461271455813,1.3422873948090734,1.4546686461591074,1.5725863545115266,0.23029895970245318
2021,local_background_removed,E1,V,2.2998113327748846,1.8768483893081231,2.2934101875729014,2.686185907040199,0.8093375177320759
2022,local_background_removed,E1,V,2.2270333276230514,1.9492221629369628,2.2221712253111363,2.482707968336258,0.533485805399295
2023,local_background_removed,E1,V,1.7732353084643346,1.6261268544462655,1.7745280592280968,1.916704023399536,0.29057716895327057
1979,local_background_removed,E1,H,13.29070500433077,11.981155010663983,13.330399849102514,14.542172893570951,2.5610178829069685
1980,local_background_removed,E1,H,27.10112110099202,20.817367478990356,27.32395638372431,33.05756401479135,12.240196535800997
1981,local_background_removed,E1,H,24.683009730067283,22.309488001476648,24.662202991924705,27.394244309599554,5.0847563081229055
1982,local_background_removed,E1,H,20.07527200551952,16.806471425225187,20.25924251604702,23.175161619174478,6.368690193949291
1983,local_background_removed,E1,H,16.145017722358386,13.076968475382019,15.96944809141269,19.237852311951062,6.1608838365690435
1984,local_background_removed,E1,H,12.798937950709387,11.496002115671557,12.807818225015097,14.103411966475448,2.607409850803892
1985,local_background_removed,E1,H,15.413983472688386,12.083504044168007,15.645188090751763,18.744499421155403,6.660995376987396
1986,local_background_removed,E1,H,16.018292217817226,15.095320489084784,16.000367514160253,17.046528994509323,1.951208505424539
1987,local_background_removed,E1,H,20.54134954908325,18.85835150077885,20.4997197011315,22.368430818333923,3.510079317555075
1988,local_background_removed,E1,H,14.934197118598588,12.85211918857287,14.850551949464922,17.39735826284427,4.545239074271402
1989,local_background_removed,E1,H,11.922020965131779,10.332879577300657,11.934290982387182,13.341599321290982,3.0087197439903246
