point_id,point_day,observed_peak_score,observed_matched_stat,null_global_peak_median,null_global_peak_p95,null_matched_stat_median,null_matched_stat_p95,matched_stat_ratio,matched_peak_exists_fraction,scale_warning_flag,local_test_mode
RP001,45,5.878578493131532,2.3526894143749066,43.09174983523384,65.26308569524699,2.207274519738662,4.993055924647517,1.0658798411053383,0.442,False,matched_peak_same_scale
RP002,81,9.238311473412097,1.8065659429142245,43.09174983523384,65.26308569524699,2.4751117703474885,5.275326037509921,0.7298926717400706,0.43,True,matched_peak_same_scale
RP003,113,9.678099825113602,2.108081916398763,43.09174983523384,65.26308569524699,2.293768863175294,5.017374165996521,0.9190472284467747,0.41,False,matched_peak_same_scale
LP006,132,3.7541518352022365,1.0943331098921916,43.09174983523384,65.26308569524699,2.1177310684588804,4.780324352848243,0.516747912986214,0.384,True,matched_peak_same_scale
RP004,135,3.7666081070788318,1.1411886961761106,43.09174983523384,65.26308569524699,2.3808962891290575,4.785408830996592,0.4793105442629601,0.38,True,matched_peak_same_scale
RP005,160,7.120567750300529,1.6737421945670503,43.09174983523384,65.26308569524699,2.3430087266220134,5.215366453303579,0.7143559371117388,0.368,True,matched_peak_same_scale
