point_a_id,point_b_id,neighbor_group_id,n_pair_replicates,pair_ambiguous_rate,point_a_dominant_rate,point_b_dominant_rate,both_matched_rate,both_near_only_rate,both_no_match_rate,point_a_mean_offset,point_b_mean_offset
LP006,RP004,,100,0.5,0.23,0.18,0.62,0.06,0.0,1.0,-0.44
