window_id,anchor_day,n_fields_compact_midpoint,n_fields_early_departure_broad,n_fields_peak_defined,n_fields_marker_mixed_or_unresolved,robust_pairwise_orders,threshold_only_pairwise_orders,departure_supported_orders,peak_supported_orders,marker_inconsistent_pairs,not_distinguishable_pairs,window_transition_type,recommended_window_interpretation,recommended_next_action,transition_type_counts
W002,45,0,5,0,0,H<Je,none,P<Je;Jw<Je,none,none,P~V;P~H;P~Jw;V~H;V~Je;V~Jw;H~Jw,early_transition_order_window,At least one pair is supported across multiple marker families; interpret only as marker-consistent early-transition order.,Use marker-consistency ledger to decide which local claims survive; do not call t25 a physical onset without consistency support.,"{""early_departure_broad_transition"": 5}"
