window_id,anchor_day,field,n_bootstrap_rows,departure90_median,departure90_q05,departure90_q25,departure90_q75,departure90_q95,departure90_q025,departure90_q975,departure90_q90_width,departure90_q95_width,departure90_iqr,departure90_valid_fraction,departure95_median,departure95_q05,departure95_q25,departure95_q75,departure95_q95,departure95_q025,departure95_q975,departure95_q90_width,departure95_q95_width,departure95_iqr,departure95_valid_fraction,t10_median,t10_q05,t10_q25,t10_q75,t10_q95,t10_q025,t10_q975,t10_q90_width,t10_q95_width,t10_iqr,t10_valid_fraction,t15_median,t15_q05,t15_q25,t15_q75,t15_q95,t15_q025,t15_q975,t15_q90_width,t15_q95_width,t15_iqr,t15_valid_fraction,t20_median,t20_q05,t20_q25,t20_q75,t20_q95,t20_q025,t20_q975,t20_q90_width,t20_q95_width,t20_iqr,t20_valid_fraction,t25_median,t25_q05,t25_q25,t25_q75,t25_q95,t25_q025,t25_q975,t25_q90_width,t25_q95_width,t25_iqr,t25_valid_fraction,t30_median,t30_q05,t30_q25,t30_q75,t30_q95,t30_q025,t30_q975,t30_q90_width,t30_q95_width,t30_iqr,t30_valid_fraction,t35_median,t35_q05,t35_q25,t35_q75,t35_q95,t35_q025,t35_q975,t35_q90_width,t35_q95_width,t35_iqr,t35_valid_fraction,t40_median,t40_q05,t40_q25,t40_q75,t40_q95,t40_q025,t40_q975,t40_q90_width,t40_q95_width,t40_iqr,t40_valid_fraction,t45_median,t45_q05,t45_q25,t45_q75,t45_q95,t45_q025,t45_q975,t45_q90_width,t45_q95_width,t45_iqr,t45_valid_fraction,t50_median,t50_q05,t50_q25,t50_q75,t50_q95,t50_q025,t50_q975,t50_q90_width,t50_q95_width,t50_iqr,t50_valid_fraction,t75_median,t75_q05,t75_q25,t75_q75,t75_q95,t75_q025,t75_q975,t75_q90_width,t75_q95_width,t75_iqr,t75_valid_fraction,peak_change_raw_median,peak_change_raw_q05,peak_change_raw_q25,peak_change_raw_q75,peak_change_raw_q95,peak_change_raw_q025,peak_change_raw_q975,peak_change_raw_q90_width,peak_change_raw_q95_width,peak_change_raw_iqr,peak_change_raw_valid_fraction,peak_change_smooth3_median,peak_change_smooth3_q05,peak_change_smooth3_q25,peak_change_smooth3_q75,peak_change_smooth3_q95,peak_change_smooth3_q025,peak_change_smooth3_q975,peak_change_smooth3_q90_width,peak_change_smooth3_q95_width,peak_change_smooth3_iqr,peak_change_smooth3_valid_fraction,duration_25_75_median,duration_25_75_q05,duration_25_75_q25,duration_25_75_q75,duration_25_75_q95,duration_25_75_q025,duration_25_75_q975,duration_25_75_q90_width,duration_25_75_q95_width,duration_25_75_iqr,duration_25_75_valid_fraction,tail_50_75_median,tail_50_75_q05,tail_50_75_q25,tail_50_75_q75,tail_50_75_q95,tail_50_75_q025,tail_50_75_q975,tail_50_75_q90_width,tail_50_75_q95_width,tail_50_75_iqr,tail_50_75_valid_fraction,early_span_25_50_median,early_span_25_50_q05,early_span_25_50_q25,early_span_25_50_q75,early_span_25_50_q95,early_span_25_50_q025,early_span_25_50_q975,early_span_25_50_q90_width,early_span_25_50_q95_width,early_span_25_50_iqr,early_span_25_50_valid_fraction,most_stable_marker_group,least_stable_marker_group,dominant_progress_quality_label,dominant_prepost_separation_label
W002,45,P,1000,37.0,37.0,37.0,38.0,40.0,37.0,40.0,3.0,3.0,1.0,1.0,37.0,37.0,37.0,38.0,40.0,37.0,40.0,3.0,3.0,1.0,1.0,37.0,35.0,36.0,39.0,40.0,35.0,41.0,5.0,6.0,3.0,1.0,39.0,36.0,37.0,40.0,41.0,36.0,41.0,5.0,5.0,3.0,1.0,40.0,37.0,39.0,40.0,42.0,37.0,43.0,5.0,6.0,1.0,1.0,40.0,38.0,39.0,41.0,43.0,38.0,44.0,5.0,6.0,2.0,1.0,41.0,39.0,40.0,41.0,44.0,39.0,44.0,5.0,5.0,1.0,1.0,41.0,39.0,40.0,42.0,45.0,39.0,45.0,6.0,6.0,2.0,1.0,42.0,40.0,41.0,44.0,45.0,40.0,45.0,5.0,5.0,3.0,1.0,42.0,40.0,41.0,44.0,45.0,40.0,46.0,5.0,6.0,3.0,1.0,44.0,41.0,42.0,45.0,46.0,40.975,46.0,5.0,5.024999999999999,3.0,1.0,46.0,44.0,45.0,47.0,49.0,44.0,51.0,5.0,7.0,2.0,1.0,45.0,40.0,41.0,46.0,47.0,40.0,48.02499999999998,7.0,8.024999999999977,5.0,1.0,45.0,40.0,41.0,46.0,47.0,40.0,47.0,7.0,7.0,5.0,1.0,7.0,5.0,6.0,8.0,10.0,5.0,11.0,5.0,6.0,2.0,1.0,3.0,1.0,2.0,4.0,5.0,1.0,5.0,4.0,4.0,2.0,1.0,3.0,2.0,2.0,4.0,5.0,1.0,6.0,3.0,5.0,2.0,1.0,departure90;departure95,t35,monotonic_clear_progress,clear_separation
W002,45,V,1000,37.0,37.0,37.0,37.0,41.0,37.0,41.0,4.0,4.0,0.0,1.0,37.0,37.0,37.0,37.0,41.0,37.0,41.0,4.0,4.0,0.0,1.0,38.0,36.0,37.0,40.0,42.0,36.0,43.0,6.0,7.0,3.0,1.0,40.0,37.0,38.0,41.0,43.0,37.0,44.0,6.0,7.0,3.0,1.0,40.0,38.0,40.0,42.0,44.0,38.0,44.0,6.0,6.0,2.0,1.0,41.0,39.0,40.0,43.0,44.0,39.0,45.0,5.0,6.0,3.0,1.0,42.0,40.0,41.0,44.0,45.0,39.0,45.0,5.0,6.0,3.0,1.0,43.0,40.0,42.0,44.0,45.0,40.0,46.0,5.0,6.0,2.0,1.0,44.0,41.0,42.0,45.0,46.0,41.0,47.0,5.0,6.0,3.0,1.0,44.0,41.0,43.75,45.0,47.0,41.0,47.0,6.0,6.0,1.25,1.0,45.0,42.0,44.0,46.0,47.0,42.0,48.0,5.0,6.0,2.0,1.0,48.0,45.0,47.0,50.0,51.0,45.0,52.0,6.0,7.0,3.0,1.0,45.0,40.0,45.0,47.0,52.0,40.0,52.0,12.0,12.0,2.0,1.0,46.0,41.0,45.0,46.0,52.0,40.0,52.0,11.0,12.0,1.0,1.0,7.0,5.0,6.0,9.0,11.0,5.0,12.0,6.0,7.0,3.0,1.0,3.0,2.0,2.0,4.0,5.0,2.0,6.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,4.0,5.0,2.0,6.0,3.0,4.0,1.0,1.0,departure90;departure95,t10;t15;t20;t45;t75,monotonic_clear_progress,clear_separation
W002,45,H,1000,37.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.0,1.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.0,1.0,35.0,35.0,35.0,36.0,37.0,35.0,37.0,2.0,2.0,1.0,1.0,36.0,35.0,35.0,36.0,38.0,35.0,38.0,3.0,3.0,1.0,1.0,36.0,35.0,36.0,37.0,38.0,35.0,39.0,3.0,4.0,1.0,1.0,37.0,36.0,36.0,37.0,39.0,36.0,40.02499999999998,3.0,4.024999999999977,1.0,1.0,37.0,36.0,37.0,38.0,41.0,36.0,42.0,5.0,6.0,1.0,1.0,38.0,36.0,37.0,38.0,42.0,36.0,43.0,6.0,7.0,1.0,1.0,38.0,37.0,37.0,39.0,44.0,36.0,49.0,7.0,13.0,2.0,1.0,39.0,37.0,38.0,40.0,49.0,37.0,50.0,12.0,13.0,2.0,1.0,39.0,37.0,38.0,41.0,50.0,37.0,51.0,13.0,14.0,3.0,1.0,51.0,39.0,41.0,53.0,54.0,39.0,54.0,15.0,15.0,12.0,1.0,37.0,35.0,36.0,39.0,54.0,35.0,55.0,19.0,20.0,3.0,1.0,37.0,36.0,36.0,39.0,54.0,36.0,54.0,18.0,18.0,3.0,1.0,14.0,4.0,6.0,17.0,18.0,4.0,19.0,14.0,15.0,11.0,1.0,5.0,1.0,2.0,12.0,15.0,1.0,15.0,14.0,14.0,10.0,1.0,2.0,1.0,2.0,3.0,12.0,1.0,13.0,11.0,12.0,1.0,1.0,departure90;departure95,t75,monotonic_clear_progress,clear_separation
W002,45,Je,1000,41.0,39.0,40.0,43.0,45.0,38.0,45.0,6.0,7.0,3.0,1.0,42.0,39.0,40.0,43.0,45.0,38.0,45.0,6.0,7.0,3.0,1.0,41.0,30.0,40.0,43.0,44.0,30.0,45.0,14.0,15.0,3.0,1.0,43.0,40.0,41.0,44.0,45.0,30.0,46.0,5.0,16.0,3.0,1.0,43.0,41.0,42.0,44.0,46.0,40.0,46.0,5.0,6.0,2.0,1.0,44.0,41.0,43.0,45.0,46.0,41.0,46.0,5.0,5.0,2.0,1.0,44.0,42.0,43.0,45.0,47.0,41.0,47.0,5.0,6.0,2.0,1.0,45.0,42.95,44.0,46.0,47.0,42.0,47.0,4.049999999999997,5.0,2.0,1.0,45.0,43.0,44.0,46.0,48.0,43.0,48.0,5.0,5.0,2.0,1.0,46.0,44.0,45.0,47.0,48.0,43.0,49.0,4.0,6.0,2.0,1.0,46.0,44.0,45.0,47.0,49.0,44.0,50.0,5.0,6.0,2.0,1.0,51.0,46.0,49.0,52.0,53.0,46.0,54.0,7.0,8.0,3.0,1.0,46.0,41.0,45.0,46.0,52.0,40.0,55.0,11.0,15.0,1.0,1.0,45.0,41.0,45.0,46.0,49.0,41.0,52.0,8.0,11.0,1.0,1.0,7.0,5.0,6.0,9.0,11.0,4.0,12.0,6.0,8.0,3.0,1.0,4.0,2.0,3.0,5.0,7.0,1.0,7.0,5.0,6.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,1.0,5.0,3.0,4.0,1.0,1.0,t45,t10,monotonic_clear_progress,clear_separation
W002,45,Jw,1000,37.0,37.0,37.0,37.0,38.0,37.0,38.0,1.0,1.0,0.0,1.0,37.0,37.0,37.0,37.0,38.0,37.0,38.02499999999998,1.0,1.0249999999999773,0.0,1.0,37.0,36.0,37.0,38.0,39.0,35.0,40.0,3.0,5.0,1.0,1.0,38.0,37.0,37.0,38.0,41.0,36.0,42.0,4.0,6.0,1.0,1.0,38.0,37.0,38.0,39.0,42.0,37.0,44.0,5.0,7.0,1.0,1.0,39.0,38.0,38.0,40.0,43.0,37.0,45.0,5.0,8.0,2.0,1.0,40.0,38.0,39.0,42.0,44.0,38.0,46.0,6.0,8.0,3.0,1.0,41.0,39.0,39.0,43.0,45.0,38.0,47.0,6.0,9.0,4.0,1.0,42.0,39.0,40.0,43.0,46.0,39.0,47.0,7.0,8.0,3.0,1.0,43.0,39.0,41.0,44.0,47.0,39.0,48.0,8.0,9.0,3.0,1.0,43.0,40.0,42.0,45.0,48.0,40.0,49.0,8.0,9.0,3.0,1.0,48.0,44.0,46.0,50.0,52.0,43.0,52.0,8.0,9.0,4.0,1.0,42.0,37.0,38.0,46.0,53.0,37.0,53.0,16.0,16.0,8.0,1.0,40.0,38.0,38.0,46.0,52.0,38.0,53.0,14.0,15.0,8.0,1.0,9.0,6.0,8.0,11.0,14.0,6.0,14.0,8.0,8.0,3.0,1.0,4.0,2.0,3.0,5.0,8.0,2.0,9.0,6.0,7.0,2.0,1.0,4.0,2.0,3.0,5.0,7.0,2.0,9.0,5.0,7.0,2.0,1.0,departure90;departure95,t45;t50;t75,monotonic_clear_progress,clear_separation
