window_id,anchor_day,accepted_window_start,accepted_window_end,analysis_window_start,analysis_window_end,pre_period_start,pre_period_end,post_period_start,post_period_end,field,bootstrap_id,pre_post_distance,within_pre_variability,within_post_variability,separation_ratio,pre_post_separation_label,onset_day,midpoint_day,finish_day,duration,progress_monotonicity_corr,n_crossings_025,n_crossings_050,n_crossings_075,progress_quality_label,near_left_boundary,near_right_boundary,near_excluded_candidate_days
W002,45,40,48,30,60,30,37,53,60,P,14,0.8355617399102905,0.13393026765517713,0.13940930920207822,6.113726738814172,clear_separation,40.0,44.0,46.0,7.0,0.9435588363621185,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,V,14,0.9352842919178253,0.05328923975401788,0.05659463986955714,17.023139246716983,clear_separation,41.0,45.0,49.0,9.0,0.9701250211012714,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,H,14,0.5165609303549202,0.11272371863796277,0.07057530222334195,5.636265026643493,clear_separation,36.0,38.0,43.0,8.0,0.9131764430062513,1,1,3,nonmonotonic_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Je,14,0.48270585777305336,0.1001971666841243,0.07532917632476459,5.500095877267931,clear_separation,43.0,45.0,49.0,7.0,0.9502139803891818,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Jw,14,0.7830904660826242,0.0527853439260384,0.04997952488832561,15.240431386760589,clear_separation,40.0,44.0,49.0,10.0,0.9792149273755708,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,P,15,0.7279390367527733,0.12559371453045798,0.10510756974400418,6.310663064020428,clear_separation,40.0,44.0,46.0,7.0,0.9263482021637934,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,V,15,0.7732832614990959,0.0571893088967356,0.06943369235692393,12.213946184039502,clear_separation,41.0,44.0,46.0,6.0,0.9393422758162324,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,H,15,0.5818247371466858,0.12255380014191103,0.062058733537118715,6.303198656619406,clear_separation,36.0,38.0,51.0,16.0,0.9271063748272738,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Je,15,0.5309032251899872,0.08415513890654588,0.08132357215999514,6.416574334689952,clear_separation,44.0,47.0,52.0,9.0,0.9711449433733939,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Jw,15,0.8746384523533081,0.07490048693767956,0.07199377632658434,11.908408577779763,clear_separation,39.0,43.0,48.0,10.0,0.9804404894538904,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,P,16,0.9999802877708607,0.19472777735868377,0.12902883205487847,6.177358291316439,clear_separation,44.0,46.0,48.0,5.0,0.9301495539951922,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,V,16,0.8801825526195638,0.12702468933329353,0.07168924326852566,8.858790534576206,clear_separation,45.0,48.0,50.0,6.0,0.9416336859125813,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,H,16,0.4452432383145708,0.0894693440126496,0.05319305683613976,6.241914276772207,clear_separation,37.0,39.0,42.0,6.0,0.8849485563932717,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Je,16,0.730588116444073,0.12408926153571907,0.06910393254241151,7.5632904142683985,clear_separation,43.0,46.0,52.0,10.0,0.9592734882922677,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Jw,16,0.8190900312515789,0.13825698019866295,0.10131249198263995,6.83801674551309,clear_separation,38.0,44.0,47.0,10.0,0.9452753640107155,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,P,17,0.7532088250692689,0.1508069110766829,0.11675674149001528,5.630128142131555,clear_separation,43.0,46.0,47.0,5.0,0.9229046407646839,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,V,17,0.6919836363017193,0.07149623757831676,0.049171894019002876,11.469202798290794,clear_separation,44.0,46.0,48.0,5.0,0.9235557323984958,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,H,17,0.6391616015935783,0.1181126668304078,0.08887487145499157,6.175846206800248,clear_separation,37.0,38.0,40.0,4.0,0.8524846301499763,1,1,3,nonmonotonic_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Je,17,0.656343454821839,0.0943266592766375,0.06478488320955247,8.250104857987358,clear_separation,45.0,47.0,52.0,8.0,0.9570042262817244,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Jw,17,0.6022581689466892,0.1374585279275986,0.04666007568406613,6.542067527411894,clear_separation,38.0,48.0,51.0,14.0,0.9742249990593015,3,1,1,nonmonotonic_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,P,18,0.9183707404088401,0.11344596929829798,0.1125393368483208,8.127703133095524,clear_separation,40.0,44.0,47.0,8.0,0.9540766422325481,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,V,18,0.8610753276095068,0.06399678468370033,0.05094930653806966,14.982246345953918,clear_separation,40.0,45.0,48.0,9.0,0.9708516477809513,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,H,18,0.6503865463659346,0.09197166559262225,0.0675041794663215,8.156552437359892,clear_separation,37.0,40.0,43.0,7.0,0.9425274400038443,1,1,3,nonmonotonic_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Je,18,0.5959483840171553,0.08534477857008371,0.07889300041710182,7.257141294590891,clear_separation,46.0,48.0,52.0,7.0,0.926636781850945,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Jw,18,1.0310057221910367,0.16274784486637198,0.06230544856214215,9.162325122865733,clear_separation,37.0,39.0,48.0,12.0,0.9563192602064835,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,P,19,0.7750234624991973,0.1405210490774725,0.10630263920703847,6.279976349754211,clear_separation,44.0,46.0,47.0,4.0,0.9378045037800674,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,V,19,1.0493100443201193,0.06413216522971171,0.08909526137910594,13.6961126024163,clear_separation,43.0,46.0,50.0,8.0,0.9792441431930504,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,H,19,0.4842950815913022,0.12967633884682678,0.043818829616799636,5.582807704379995,clear_separation,36.0,39.0,51.0,16.0,0.9533839866759802,1,3,1,nonmonotonic_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Je,19,0.5028043639232258,0.1467959943104755,0.09138461175425389,4.222042862569244,clear_separation,42.0,44.0,46.0,5.0,0.94228128143484,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Jw,19,0.6392180930325075,0.09660927471287795,0.06996779352823679,7.67474298562616,clear_separation,46.0,49.0,52.0,7.0,0.9213266004471692,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,P,20,0.8263732697457984,0.11216913167406886,0.13258211001805353,6.7527605909232316,clear_separation,41.0,45.0,48.0,8.0,0.9659512560740284,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,V,20,0.8047210963644216,0.057592648671991556,0.0863346862282924,11.182324704487408,clear_separation,42.0,47.0,51.0,10.0,0.9608381691581142,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,H,20,0.7952937828320313,0.10548571777844748,0.10504040148206326,7.555297989798196,clear_separation,38.0,43.0,53.0,16.0,0.9832257853714874,1,3,1,nonmonotonic_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Je,20,0.4839017171297838,0.07355994600148515,0.12235866658156795,4.939823845676838,clear_separation,43.0,45.0,47.0,5.0,0.94742314203022,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Jw,20,1.0152121960544918,0.13779203763805997,0.11051066445961913,8.177214242694332,clear_separation,38.0,40.0,42.0,5.0,0.8762172441674078,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,P,21,0.9362543045769688,0.1670713148338445,0.1604712827541776,5.71683995587565,clear_separation,38.0,42.0,46.0,9.0,0.9652366677891542,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,V,21,0.8588354712503316,0.06019039273930746,0.07237033690261328,12.95761532932567,clear_separation,40.0,45.0,47.0,8.0,0.9608030957774566,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,H,21,0.5426599700405541,0.0646496337018595,0.07833698597510577,7.590360150606241,clear_separation,38.0,40.0,54.0,17.0,0.9221563115837508,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Je,21,0.6069349810918993,0.06271403556368609,0.06972001048435515,9.165845176436942,clear_separation,44.0,46.0,50.0,7.0,0.9574413191024185,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Jw,21,0.9326365511520586,0.0683955154862031,0.06691430571482099,13.785201145934478,clear_separation,39.0,43.0,48.0,10.0,0.9728710455974658,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,P,22,0.8713184920400627,0.13579487118840747,0.08818322814267625,7.780390088446122,clear_separation,40.0,44.0,47.0,8.0,0.971520667187243,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,V,22,0.9763925113085008,0.056345718534247795,0.039527307507029964,20.368450889778952,clear_separation,40.0,45.0,51.0,12.0,0.9853583065268667,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,H,22,0.34370193847000385,0.0965356822945131,0.04065158626548282,5.010697305554742,clear_separation,36.0,38.0,39.0,4.0,0.8152026123547252,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Je,22,0.6944647908505235,0.08211953594231466,0.07861887298197383,8.640931504665964,clear_separation,45.0,47.0,51.0,7.0,0.9534247281968429,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Jw,22,0.8278659605921209,0.04217554300072588,0.04202411447054703,19.664354593245378,clear_separation,40.0,44.0,48.0,9.0,0.9715710019359324,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,P,23,0.9933634580859493,0.15693259794865216,0.14764680212473527,6.522853862343143,clear_separation,39.0,45.0,47.0,9.0,0.9533188795771895,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,V,23,0.9608878809298514,0.09341219180927685,0.05038316062480607,13.364658379441941,clear_separation,43.0,46.0,49.0,7.0,0.9681025990436695,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,H,23,0.4451717798636718,0.07623581654289313,0.07741403658895471,5.794626819146682,clear_separation,38.0,41.0,53.0,16.0,0.9515620316571428,1,3,1,nonmonotonic_progress,False,False,none
