window_id,anchor_day,accepted_window_start,accepted_window_end,analysis_window_start,analysis_window_end,pre_period_start,pre_period_end,post_period_start,post_period_end,field,bootstrap_id,pre_post_distance,within_pre_variability,within_post_variability,separation_ratio,pre_post_separation_label,onset_day,midpoint_day,finish_day,duration,progress_monotonicity_corr,n_crossings_025,n_crossings_050,n_crossings_075,progress_quality_label,near_left_boundary,near_right_boundary,near_excluded_candidate_days
W002,45,40,48,30,60,30,37,53,60,P,0,0.8251989554089179,0.13472123077290918,0.17067508862128006,5.404118537122192,clear_separation,41.0,44.0,46.0,6.0,0.919691065285756,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,V,0,0.926531102097545,0.06247554411865532,0.058877607958317,15.269996472684804,clear_separation,42.0,45.0,48.0,7.0,0.9529084547916779,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,H,0,0.47655662982623687,0.13738732183336694,0.09648699569528443,4.075322462576762,clear_separation,36.0,38.0,40.0,5.0,0.8525478485974851,1,3,3,nonmonotonic_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Je,0,0.6763612750717358,0.12022718016414352,0.07209240194737718,7.033722386860213,clear_separation,44.0,46.0,48.0,5.0,0.931976741177075,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Jw,0,0.5799752787602506,0.07833173899529967,0.05423824876541126,8.749722143723165,clear_separation,38.0,40.0,45.0,8.0,0.950775637225843,1,1,3,nonmonotonic_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,P,1,0.6393120698109362,0.1911910158071078,0.14554902748387272,3.797065912085205,clear_separation,40.0,45.0,47.0,8.0,0.9339890570747666,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,V,1,0.8434868688035034,0.172041720383381,0.11085227366591972,5.963271660341742,clear_separation,40.0,45.0,47.0,8.0,0.9608561948028185,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,H,1,0.5361126809175072,0.1037451468637827,0.04930612689397061,7.005661145415237,clear_separation,37.0,39.0,42.0,6.0,0.930919858121298,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Je,1,0.5662249031895392,0.12159746822347847,0.059602726861187214,6.249716264584828,clear_separation,46.0,48.0,52.0,7.0,0.946227704856531,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Jw,1,1.100952622438856,0.060304273691717064,0.07859594801594372,15.852424263802057,clear_separation,40.0,43.0,47.0,8.0,0.955257781060013,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,P,2,1.0287313736943264,0.13757985361519326,0.14439062312402773,7.296731101663858,clear_separation,39.0,43.0,46.0,8.0,0.9334200666399571,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,V,2,0.965864791278423,0.06856576839923215,0.04054462757828904,17.704358647176115,clear_separation,42.0,45.0,48.0,7.0,0.9547850760395715,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,H,2,0.5208673786083604,0.06213819859596108,0.1026006138616645,6.323553883041561,clear_separation,38.0,42.0,54.0,17.0,0.9602752742791666,1,3,1,nonmonotonic_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Je,2,0.4920534732163794,0.091643890473138,0.06663636756693675,6.217496474962525,clear_separation,41.0,44.0,46.0,6.0,0.9620302867182735,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Jw,2,0.6255377360074557,0.07968754463443013,0.0852536106687185,7.58498065386025,clear_separation,46.0,48.0,51.0,6.0,0.9438299107214415,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,P,3,0.8736441223869847,0.10115930833342282,0.1365760837418376,7.349718649405499,clear_separation,40.0,42.0,45.0,6.0,0.919901547599599,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,V,3,0.8953636939802556,0.07940377597856929,0.06229363049909564,12.637686408307687,clear_separation,41.0,45.0,47.0,7.0,0.9615852875450674,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,H,3,0.5415356987057969,0.05213003549560634,0.05019417961150226,10.584702714374224,clear_separation,38.0,41.0,50.0,13.0,0.9769022705525127,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Je,3,0.543679208859897,0.04467182959696763,0.07841475588052141,8.834093605602453,clear_separation,44.0,47.0,52.0,9.0,0.9742910847517039,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Jw,3,0.8941733642706577,0.03575048204854532,0.06314953066496354,18.0823710678945,clear_separation,40.0,46.0,49.0,10.0,0.9772855137938538,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,P,4,0.8500940734346822,0.12944609571655485,0.12049760715167525,6.80228438382421,clear_separation,41.0,44.0,46.0,6.0,0.9330853572544713,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,V,4,0.9826097244491432,0.04704797032893392,0.06281535931762522,17.88785625908854,clear_separation,43.0,47.0,51.0,9.0,0.973247574308605,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,H,4,0.6053433029597445,0.09853990830474563,0.041179255662528155,8.665143503046838,clear_separation,37.0,39.0,44.0,8.0,0.9359224683523899,1,1,3,nonmonotonic_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Je,4,0.7004134707866776,0.12359110886450067,0.10425046670209479,6.148249888447656,clear_separation,44.0,46.0,52.0,9.0,0.9411377190631866,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Jw,4,0.7286419460374325,0.0761946804433993,0.09329588425025633,8.59802369938188,clear_separation,39.0,43.0,47.0,9.0,0.9585723666014482,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,P,5,0.9771793431390919,0.10987946246696394,0.09049342450635414,9.753608463598779,clear_separation,42.0,45.0,48.0,7.0,0.9591521871089728,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,V,5,0.9375680622789179,0.08265412892688259,0.04148960186133198,15.104557536832463,clear_separation,43.0,45.0,49.0,7.0,0.9561817554525683,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,H,5,0.5079780756441831,0.1084232422822811,0.05126314477586197,6.36219636496456,clear_separation,36.0,39.0,51.0,16.0,0.9527244752776942,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Je,5,0.5697937146707824,0.09987522443756469,0.05170159667548377,7.518216973798425,clear_separation,44.0,46.0,50.0,7.0,0.9475915147501972,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Jw,5,0.68661608131452,0.0911654757358625,0.06372447460857092,8.865857078252079,clear_separation,42.0,47.0,52.0,11.0,0.984176895719989,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,P,6,0.8853806657518095,0.13356692281762564,0.17616867590034813,5.717009406802257,clear_separation,40.0,44.0,46.0,7.0,0.9275799755960883,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,V,6,1.0009039413795562,0.10584676758308728,0.05446723046322345,12.48679408616499,clear_separation,42.0,46.0,49.0,8.0,0.9709220892254974,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,H,6,0.5536698256443285,0.10258791793493546,0.07582085960101137,6.206755444266919,clear_separation,37.0,39.0,54.0,18.0,0.9066473475248269,1,3,1,nonmonotonic_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Je,6,0.5769134206651619,0.1219517126507198,0.06582847078569079,6.144561264148321,clear_separation,41.0,43.0,45.0,5.0,0.9136200786212332,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Jw,6,0.8809732793114118,0.094027920305972,0.06784029525051558,10.885068155867712,clear_separation,38.0,42.0,46.0,9.0,0.9549921457980752,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,P,7,1.0163612446426364,0.15347803329188636,0.07902994773447475,8.74259232003448,clear_separation,40.0,45.0,48.0,9.0,0.973607766436791,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,V,7,0.9743788527778284,0.06874008684801225,0.07261792049586104,13.785973233107743,clear_separation,42.0,46.0,48.0,7.0,0.9687423846905143,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,H,7,0.42590451375096233,0.12065874515138988,0.05597068219333308,4.822577077316943,clear_separation,36.0,38.0,42.0,7.0,0.8752609463457919,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Je,7,0.6579590635527997,0.07480728312291841,0.054268142690267654,10.194954762262562,clear_separation,45.0,47.0,52.0,8.0,0.9652870680385782,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Jw,7,1.0308371433831383,0.08286135417124184,0.052281371102490294,15.25553286393948,clear_separation,41.0,44.0,47.0,7.0,0.963211336057397,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,P,8,0.860561567904757,0.1527687843421394,0.09354161873372276,6.987618526471425,clear_separation,40.0,45.0,48.0,9.0,0.9718846075050483,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,V,8,0.9600203529155994,0.09154053735184409,0.04432384792450268,14.132038369713973,clear_separation,41.0,45.0,49.0,9.0,0.9803301354934626,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,H,8,0.47234501098868736,0.08265003443608836,0.04363105923689801,7.48085081056356,clear_separation,37.0,40.0,51.0,15.0,0.9677355970318694,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Je,8,0.6673163067533393,0.056235917015040604,0.06429638425745449,11.072821139183626,clear_separation,41.0,44.0,46.0,6.0,0.9543710537467355,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Jw,8,0.5567520440405926,0.1185154272541861,0.08525695716846535,5.46445040246817,clear_separation,40.0,44.0,50.0,11.0,0.9827969501037132,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,P,9,1.1406732285258308,0.16569613017376378,0.12568897069925303,7.829317457209984,clear_separation,40.0,46.0,50.0,11.0,0.9864558893077983,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,V,9,1.094120399781981,0.11577342356816243,0.08335254344896872,10.989228739583348,clear_separation,41.0,47.0,51.0,11.0,0.9837970575961466,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,H,9,0.5270548626303893,0.13409836215133944,0.06999557485088895,5.164826259581339,clear_separation,37.0,39.0,42.0,6.0,0.9130402581762908,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Je,9,0.5877385312731256,0.11408899941179008,0.055802796063573856,6.918974864226858,clear_separation,40.0,43.0,48.0,9.0,0.9676195405945517,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Jw,9,0.8913818031819342,0.10822420140538064,0.12784957194717944,7.551722417239161,clear_separation,40.0,44.0,48.0,9.0,0.9651995210563077,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,P,10,1.0719334419550184,0.13625816750101055,0.1592360928510152,7.2551895977319925,clear_separation,40.0,45.0,48.0,9.0,0.9555886160115802,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,V,10,0.9855291661669968,0.06088096060188334,0.08165194952499188,13.8287945608618,clear_separation,41.0,45.0,50.0,10.0,0.9743974336752573,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,H,10,0.43896064721195294,0.12709914870730626,0.051614379322014126,4.912450132314807,clear_separation,37.0,40.0,53.0,17.0,0.9648965691480611,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Je,10,0.6708380593944121,0.08146891551320931,0.04868293091288212,10.308544639280987,clear_separation,41.0,44.0,47.0,7.0,0.9397519104272167,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Jw,10,0.7256334043713561,0.09686180845789485,0.07400292708694006,8.493659057839425,clear_separation,39.0,43.0,46.0,8.0,0.9646629585444846,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,P,11,1.0781674926359315,0.1446750337256956,0.10027250155300418,8.803252430365514,clear_separation,39.0,42.0,46.0,8.0,0.9521061702045113,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,V,11,0.7992010198001016,0.06332843738535729,0.08960398044589835,10.451688806378275,clear_separation,40.0,45.0,49.0,10.0,0.9662038445507863,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,H,11,0.5516641902060967,0.07919907370798232,0.09431201550571795,6.358834962073177,clear_separation,39.0,43.0,53.0,15.0,0.9793213321876763,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Je,11,0.6233376664708175,0.08245338632870967,0.06037396599600421,8.728547527016374,clear_separation,45.0,48.0,52.0,8.0,0.9589358378027757,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Jw,11,1.0895406732289423,0.11895246352018714,0.08705857074953927,10.57749821101184,clear_separation,38.0,45.0,48.0,11.0,0.9626948382934788,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,P,12,0.8396397161922841,0.138110604769032,0.17874311085011885,5.2998571567720365,clear_separation,40.0,43.0,45.0,6.0,0.9033105155893635,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,V,12,0.8903882330885421,0.056791527643635945,0.06622926899279502,14.47540996999836,clear_separation,42.0,44.0,47.0,6.0,0.9623059533425775,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,H,12,0.5163096775490008,0.11878553931410973,0.04822243207244547,6.183054296824812,clear_separation,36.0,38.0,51.0,16.0,0.91060530014888,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Je,12,0.6290711828259983,0.14661734553770983,0.06727724324481424,5.8820672968002965,clear_separation,44.0,46.0,51.0,8.0,0.933298717934596,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Jw,12,0.8460131358559605,0.10305287915222866,0.055214821843338924,10.690913313626295,clear_separation,38.0,43.0,48.0,11.0,0.9720814111161449,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,P,13,0.8785252576289485,0.15729229529427577,0.1464693984031977,5.784305762385675,clear_separation,39.0,41.0,46.0,8.0,0.9293877118735743,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,V,13,1.0018943246084042,0.09414389242296509,0.0413872872868564,14.784706024675968,clear_separation,40.0,44.0,47.0,8.0,0.9648979337973506,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,H,13,0.4311996139123874,0.0966662758321649,0.05924936288529753,5.531191321843485,clear_separation,37.0,52.0,54.0,18.0,0.888015539938215,5,1,1,nonmonotonic_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Je,13,0.6039970773245043,0.14026351155006384,0.07447392053745626,5.62544751930077,clear_separation,43.0,45.0,50.0,8.0,0.9499907485814394,1,1,1,monotonic_clear_progress,False,False,none
W002,45,40,48,30,60,30,37,53,60,Jw,13,0.8552417640463197,0.07497193939402477,0.047192255742033506,14.001512686754205,clear_separation,43.0,48.0,51.0,9.0,0.9788735363568225,1,1,1,monotonic_clear_progress,False,False,none
