window_id,field,v7e_anchor_day,v7e_onset_day,v7e_midpoint_day,v7e_finish_day,v7e_duration,v7e_pre_post_separation_label,v7e_progress_quality_label,v7e_progress_monotonicity_corr,v7e_n_crossings_025,v7e_n_crossings_050,v7e_n_crossings_075,marker_extract_status,t10_day,t15_day,t20_day,t25_day,t30_day,t35_day,t40_day,t45_day,t50_day,t75_day,pre_progress_upper90,pre_progress_upper95,departure90_day,departure95_day,peak_change_day_raw,peak_change_value_raw,peak_change_day_smooth3,peak_change_value_smooth3,duration_25_75,tail_50_75,early_span_25_50,analysis_start,analysis_end,progress_at_analysis_start,progress_at_anchor,progress_at_analysis_end
W002,P,45,40.0,44.0,46.0,7.0,clear_separation,monotonic_clear_progress,0.9400306325884952,1,1,1,success,37.0,39.0,39.0,40.0,41.0,41.0,42.0,42.0,44.0,46.0,0.09655877850698157,0.10996251225721003,37.0,37.0,45.0,0.12422692807549762,46.0,0.1125565837478788,7.0,2.0,4.0,30,60,0.0,0.6919950522726461,0.9337428354850986
W002,V,45,41.0,45.0,48.0,8.0,clear_separation,monotonic_clear_progress,0.968685451120468,1,1,1,success,38.0,40.0,41.0,41.0,42.0,43.0,44.0,45.0,45.0,48.0,0.05515805177228687,0.06906699031392448,37.0,37.0,45.0,0.10706135612717421,46.0,0.09042433216969858,8.0,3.0,4.0,30,60,0.0,0.5563265990718778,0.9860251224128794
W002,H,45,37.0,39.0,52.0,16.0,clear_separation,monotonic_clear_progress,0.9316510872445771,1,1,1,success,35.0,36.0,36.0,37.0,37.0,38.0,38.0,38.0,39.0,52.0,0.2651879810124734,0.30557119755717116,37.0,37.0,38.0,0.11581376834131074,37.0,0.11456904462596751,16.0,13.0,2.0,30,60,0.0,0.6783563728272777,1.0
W002,Je,45,44.0,46.0,51.0,8.0,clear_separation,monotonic_clear_progress,0.9492876804163842,1,1,1,success,42.0,43.0,44.0,44.0,45.0,45.0,46.0,46.0,46.0,51.0,0.06137579291929711,0.07130879762308068,42.0,42.0,46.0,0.13198381161925565,45.0,0.11057978865926271,8.0,5.0,2.0,30,60,0.08124180232686427,0.39730398228194486,1.0
W002,Jw,45,39.0,44.0,48.0,10.0,clear_separation,monotonic_clear_progress,0.9792390671381539,1,1,1,success,37.0,38.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,48.0,0.079077728637522,0.10157444036238991,37.0,37.0,38.0,0.0761704787137141,38.0,0.07179188216265955,10.0,4.0,5.0,30,60,0.0,0.6122693780452676,0.9893218472215594
