window_id,field,bootstrap_id,v7e_anchor_day,v7e_onset_day,v7e_midpoint_day,v7e_finish_day,v7e_duration,v7e_pre_post_separation_label,v7e_progress_quality_label,v7e_progress_monotonicity_corr,v7e_n_crossings_025,v7e_n_crossings_050,v7e_n_crossings_075,marker_extract_status,t10_day,t15_day,t20_day,t25_day,t30_day,t35_day,t40_day,t45_day,t50_day,t75_day,pre_progress_upper90,pre_progress_upper95,departure90_day,departure95_day,peak_change_day_raw,peak_change_value_raw,peak_change_day_smooth3,peak_change_value_smooth3,duration_25_75,tail_50_75,early_span_25_50,analysis_start,analysis_end,progress_at_analysis_start,progress_at_anchor,progress_at_analysis_end
W002,H,295,45,37.0,39.0,41.0,5.0,clear_separation,nonmonotonic_progress,0.8925762043438459,1,1,3,success,35.0,36.0,36.0,37.0,37.0,38.0,38.0,38.0,39.0,41.0,0.25746570124022017,0.2956594896425502,37.0,37.0,40.0,0.13008047808171097,39.0,0.12562355034316902,5.0,2.0,2.0,30,60,0.0,0.8019585152975809,1.0
W002,Je,295,45,47.0,50.0,53.0,7.0,clear_separation,monotonic_clear_progress,0.9042543074561231,1,1,1,success,46.0,46.0,47.0,47.0,48.0,49.0,49.0,50.0,50.0,53.0,0.06552449200445315,0.06887770580797146,45.0,45.0,52.0,0.10599629241857556,51.0,0.08794648190279108,7.0,3.0,3.0,30,60,0.0626503087442946,0.09889442796712894,1.0
W002,Jw,295,45,44.0,49.0,51.0,8.0,clear_separation,monotonic_clear_progress,0.9697515794247684,1,1,1,success,38.0,39.0,41.0,44.0,45.0,46.0,47.0,48.0,49.0,51.0,0.06219156653150171,0.0763516755222141,37.0,37.0,52.0,0.10089251227710683,52.0,0.09419690080331644,8.0,2.0,5.0,30,60,0.0,0.3185115357710225,1.0
W002,P,296,45,39.0,45.0,47.0,9.0,clear_separation,monotonic_clear_progress,0.9554089222653188,1,1,1,success,36.0,37.0,38.0,39.0,40.0,40.0,41.0,44.0,45.0,47.0,0.13070908028677103,0.15091027410491697,37.0,37.0,45.0,0.13234389142971253,45.0,0.09935127266777677,9.0,2.0,6.0,30,60,0.0,0.6205400656888034,0.8652085263846007
W002,V,296,45,39.0,44.0,50.0,12.0,clear_separation,monotonic_clear_progress,0.9829110952126933,1,1,1,success,37.0,37.0,38.0,39.0,39.0,40.0,41.0,42.0,44.0,50.0,0.10555719700630486,0.13565332438776134,37.0,37.0,51.0,0.09892261281810966,51.0,0.07861688919443022,12.0,6.0,5.0,30,60,0.0,0.5808355331199171,0.9853899578396462
W002,H,296,45,38.0,51.0,53.0,16.0,clear_separation,monotonic_clear_progress,0.9475399925556734,1,1,1,success,36.0,37.0,37.0,38.0,38.0,39.0,40.0,40.0,51.0,53.0,0.16092019767954352,0.18755142483936937,37.0,37.0,51.0,0.1268933239156506,51.0,0.10715612394064161,16.0,2.0,13.0,30,60,0.0,0.43133793727073727,1.0
W002,Je,296,45,41.0,43.0,46.0,6.0,clear_separation,monotonic_clear_progress,0.9419203424167861,1,1,1,success,40.0,40.0,41.0,41.0,42.0,42.0,43.0,43.0,43.0,46.0,0.013721120141926673,0.016110074181183404,37.0,37.0,43.0,0.1518544638019621,43.0,0.12409786583282656,6.0,3.0,2.0,30,60,0.002865946194617529,0.7155915587262048,1.0
W002,Jw,296,45,41.0,45.0,50.0,10.0,clear_separation,monotonic_clear_progress,0.9766948365566177,1,1,1,success,39.0,40.0,40.0,41.0,42.0,43.0,43.0,44.0,45.0,50.0,0.039411637895449374,0.04283791932871776,38.0,38.0,46.0,0.11114007117405678,45.0,0.08802751689420185,10.0,5.0,4.0,30,60,0.0,0.5646553599612429,1.0
W002,P,297,45,41.0,44.0,46.0,6.0,clear_separation,monotonic_clear_progress,0.9233140990357115,1,1,1,success,40.0,40.0,41.0,41.0,41.0,42.0,42.0,43.0,44.0,46.0,0.059607108205520065,0.06022053852103771,39.0,39.0,46.0,0.13633512450980556,46.0,0.12172496474787464,6.0,2.0,3.0,30,60,0.0,0.7054481929404136,0.888943610720023
W002,V,297,45,41.0,45.0,48.0,8.0,clear_separation,monotonic_clear_progress,0.9715769357524351,1,1,1,success,39.0,40.0,41.0,41.0,42.0,43.0,44.0,44.0,45.0,48.0,0.06511876749260712,0.06937445409075628,37.0,37.0,45.0,0.09522210102220174,45.0,0.08635611804364879,8.0,3.0,4.0,30,60,0.0,0.5608849804003934,0.9641294763013855
W002,H,297,45,36.0,37.0,38.0,3.0,clear_separation,monotonic_clear_progress,0.7326889886098895,1,1,1,success,35.0,35.0,36.0,36.0,36.0,36.0,36.0,37.0,37.0,38.0,0.46779336676737765,0.5402188456757995,37.0,37.0,36.0,0.21734737222709402,37.0,0.2081553628206007,3.0,1.0,1.0,30,60,0.0,1.0,1.0
W002,Je,297,45,44.0,46.0,52.0,9.0,clear_separation,monotonic_clear_progress,0.9244632157041304,1,1,1,success,30.0,30.0,44.0,44.0,45.0,45.0,45.0,46.0,46.0,52.0,0.1934328524696395,0.21574676214493416,44.0,44.0,44.0,0.11772422478217448,45.0,0.10927573606302565,9.0,6.0,2.0,30,60,0.23806067182022883,0.4072217763129738,1.0
W002,Jw,297,45,38.0,42.0,45.0,8.0,clear_separation,monotonic_clear_progress,0.9480068741621926,1,1,1,success,37.0,37.0,38.0,38.0,39.0,39.0,40.0,41.0,42.0,45.0,0.10350553596117393,0.13114765718171048,37.0,37.0,38.0,0.09934091462036695,38.0,0.09116645335459786,8.0,3.0,4.0,30,60,0.0,0.773519137465033,0.9492449349996486
W002,P,298,45,40.0,42.0,46.0,7.0,clear_separation,monotonic_clear_progress,0.9455642897549155,1,1,1,success,39.0,39.0,40.0,40.0,40.0,41.0,41.0,42.0,42.0,46.0,0.02921201369742176,0.04171692730486116,38.0,38.0,40.0,0.1352564655396058,40.0,0.11922528963428533,7.0,4.0,2.0,30,60,0.05422184091230058,0.6817459610927727,0.9955456873568032
W002,V,298,45,40.0,43.0,48.0,9.0,clear_separation,monotonic_clear_progress,0.9725240717360133,1,1,1,success,38.0,39.0,40.0,40.0,41.0,41.0,41.0,42.0,43.0,48.0,0.035601800215392804,0.05190659353931046,37.0,37.0,41.0,0.12212640809359432,41.0,0.0981604748953473,9.0,5.0,3.0,30,60,0.012850891992166782,0.664295610175927,1.0
W002,H,298,45,36.0,52.0,55.0,20.0,clear_separation,nonmonotonic_progress,0.8067171087625667,3,1,1,success,34.0,35.0,36.0,36.0,37.0,37.0,38.0,38.0,52.0,55.0,0.29639531617858517,0.33412947788739605,37.0,37.0,51.0,0.1609337092015303,52.0,0.12363504595604846,20.0,3.0,16.0,30,60,0.0,0.17424458347394556,1.0
W002,Je,298,45,44.0,46.0,52.0,9.0,clear_separation,monotonic_clear_progress,0.9448411829390442,1,1,1,success,42.0,43.0,44.0,44.0,45.0,45.0,46.0,46.0,46.0,52.0,0.09120276909963472,0.11970057694726577,42.0,43.0,46.0,0.12034712709411977,45.0,0.10822504841966374,9.0,6.0,2.0,30,60,0.1481983847948969,0.38915776330065854,1.0
W002,Jw,298,45,39.0,43.0,47.0,9.0,clear_separation,monotonic_clear_progress,0.9657275084642319,1,1,1,success,37.0,38.0,39.0,39.0,40.0,41.0,41.0,42.0,43.0,47.0,0.05759936844871502,0.08360981726284138,37.0,37.0,38.0,0.08911204415443946,38.0,0.08249121049664963,9.0,4.0,4.0,30,60,0.0,0.6883340252693909,0.9898758773020984
W002,P,299,45,39.0,42.0,46.0,8.0,clear_separation,monotonic_clear_progress,0.9220990080040582,1,1,1,success,35.0,35.0,38.0,39.0,40.0,40.0,41.0,41.0,42.0,46.0,0.1823094742985062,0.1887457131123592,37.0,37.0,46.0,0.1922859571782789,46.0,0.1499420177096411,8.0,4.0,3.0,30,60,0.0,0.6979171211959003,0.9549331290405335
W002,V,299,45,38.0,41.0,45.0,8.0,clear_separation,monotonic_clear_progress,0.924182006040761,1,1,1,success,36.0,36.0,37.0,38.0,39.0,39.0,40.0,41.0,41.0,45.0,0.18450158215656526,0.21390733205504736,37.0,37.0,45.0,0.10815113082790029,46.0,0.0941547750557834,8.0,4.0,3.0,30,60,0.0,0.8256868056605497,1.0
W002,H,299,45,40.0,43.0,52.0,13.0,clear_separation,monotonic_clear_progress,0.9823289023778822,1,1,1,success,38.0,39.0,40.0,40.0,41.0,41.0,42.0,42.0,43.0,52.0,0.03983623213696258,0.05640556727443342,37.0,37.0,41.0,0.11593911380757571,41.0,0.09582344251054248,13.0,9.0,3.0,30,60,0.0,0.5097626581014353,0.9666339378877439
W002,Je,299,45,46.0,50.0,53.0,8.0,clear_separation,monotonic_clear_progress,0.9226653617111853,1,1,1,success,44.0,45.0,45.0,46.0,47.0,48.0,48.0,49.0,50.0,53.0,0.09661371615307796,0.11370797226619292,44.0,44.0,50.0,0.09324696980360575,50.0,0.08826105649716781,8.0,3.0,4.0,30,60,0.13080222837930794,0.20978390373699557,1.0
W002,Jw,299,45,42.0,48.0,52.0,11.0,clear_separation,monotonic_clear_progress,0.9793933441826168,1,1,1,success,38.0,39.0,40.0,42.0,44.0,45.0,46.0,47.0,48.0,52.0,0.06674281963867652,0.06915206297209903,37.0,37.0,49.0,0.08688573022310608,52.0,0.07431077668705777,11.0,4.0,6.0,30,60,0.0,0.38330284873050585,1.0
W002,P,300,45,43.0,46.0,47.0,5.0,clear_separation,monotonic_clear_progress,0.9543926862666163,1,1,1,success,40.0,40.0,41.0,43.0,44.0,44.0,45.0,45.0,46.0,47.0,0.07996886522188468,0.08501897491018531,39.0,39.0,46.0,0.14109223546806654,46.0,0.13803506965884066,5.0,1.0,3.0,30,60,0.0,0.49928903898151394,1.0
W002,V,300,45,42.0,46.0,51.0,10.0,clear_separation,monotonic_clear_progress,0.977078086035453,1,1,1,success,40.0,40.0,41.0,42.0,43.0,44.0,45.0,45.0,46.0,51.0,0.043619469951115736,0.05504633348467572,37.0,37.0,52.0,0.0947109651978505,52.0,0.07907956489705625,10.0,5.0,4.0,30,60,0.0,0.46230404469659214,1.0
W002,H,300,45,36.0,38.0,51.0,16.0,clear_separation,monotonic_clear_progress,0.9259366325418633,1,1,1,success,35.0,35.0,36.0,36.0,36.0,37.0,37.0,38.0,38.0,51.0,0.33907364409712787,0.38211771270135614,37.0,37.0,36.0,0.12619234925818026,36.0,0.12338383227139632,16.0,13.0,2.0,30,60,0.0,0.7137506798684891,1.0
W002,Je,300,45,43.0,46.0,52.0,10.0,clear_separation,monotonic_clear_progress,0.978177442801718,1,1,1,success,40.0,41.0,41.0,43.0,44.0,45.0,45.0,46.0,46.0,52.0,0.03784780895869549,0.0409572582519319,40.0,40.0,46.0,0.11759226376197424,45.0,0.0882030014599503,10.0,6.0,3.0,30,60,0.0,0.41153404167754887,1.0
W002,Jw,300,45,42.0,46.0,51.0,10.0,clear_separation,monotonic_clear_progress,0.9826617252329203,1,1,1,success,38.0,39.0,41.0,42.0,43.0,44.0,45.0,46.0,46.0,51.0,0.07367824687515152,0.07481626380985293,37.0,37.0,46.0,0.07679341177937565,45.0,0.06621725400746925,10.0,5.0,4.0,30,60,0.0,0.4476900889364111,1.0
W002,P,301,45,44.0,46.0,47.0,4.0,clear_separation,monotonic_clear_progress,0.9361874806085541,1,1,1,success,41.0,41.0,42.0,44.0,44.0,45.0,45.0,45.0,46.0,47.0,0.06514431019792678,0.07527153312048261,40.0,40.0,45.0,0.15071554447000257,46.0,0.13842826433630556,4.0,1.0,2.0,30,60,0.0,0.4957166168911999,0.8737748812350592
W002,V,301,45,44.0,46.0,48.0,5.0,clear_separation,monotonic_clear_progress,0.9401220381150371,1,1,1,success,41.0,43.0,43.0,44.0,44.0,45.0,45.0,45.0,46.0,48.0,0.04195274303698149,0.047121574332870425,41.0,41.0,45.0,0.15018277546278713,45.0,0.1274943806143387,5.0,2.0,2.0,30,60,0.0,0.4802849369326999,0.9002318705341271
W002,H,301,45,36.0,38.0,39.0,4.0,clear_separation,monotonic_clear_progress,0.8001705555071271,1,1,1,success,35.0,36.0,36.0,36.0,37.0,37.0,37.0,37.0,38.0,39.0,0.3382249349121858,0.4039402982226924,37.0,37.0,37.0,0.1877581808871619,37.0,0.17890404607059346,4.0,1.0,2.0,30,60,0.0,0.9567105882625092,1.0
W002,Je,301,45,45.0,47.0,52.0,8.0,clear_separation,monotonic_clear_progress,0.9580502909001383,1,1,1,success,42.0,44.0,44.0,45.0,45.0,46.0,46.0,47.0,47.0,52.0,0.02206804371837225,0.028035604571472472,41.0,41.0,46.0,0.12745083702401705,46.0,0.111645838183899,8.0,5.0,2.0,30,60,0.008506826353282943,0.3149754526864591,1.0
W002,Jw,301,45,39.0,44.0,49.0,11.0,clear_separation,monotonic_clear_progress,0.9856678404626605,1,1,1,success,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,49.0,0.11944951349759816,0.139942096171319,37.0,37.0,45.0,0.08533004565503277,45.0,0.07051342597090726,11.0,5.0,5.0,30,60,0.0,0.6220775337266848,0.9971896133530513
W002,P,302,45,39.0,45.0,48.0,10.0,clear_separation,monotonic_clear_progress,0.9759035345218325,1,1,1,success,36.0,37.0,38.0,39.0,40.0,41.0,41.0,42.0,45.0,48.0,0.1305214064929168,0.14273772228064,37.0,37.0,47.0,0.10366514898931001,47.0,0.08885430693820717,10.0,3.0,6.0,30,60,0.0,0.5419274710186078,1.0
W002,V,302,45,40.0,44.0,47.0,8.0,clear_separation,monotonic_clear_progress,0.9676989923810949,1,1,1,success,37.0,39.0,39.0,40.0,41.0,41.0,42.0,43.0,44.0,47.0,0.07709610973742664,0.09559554447473126,37.0,37.0,47.0,0.11617275727158871,46.0,0.08909373872335302,8.0,3.0,4.0,30,60,0.0,0.5887976609560072,1.0
W002,H,302,45,36.0,39.0,53.0,18.0,clear_separation,monotonic_clear_progress,0.9359420020500264,1,1,1,success,35.0,36.0,36.0,36.0,37.0,37.0,38.0,38.0,39.0,53.0,0.2971501167034646,0.33345201496781385,37.0,37.0,35.0,0.12760270036030186,36.0,0.1172278304733019,18.0,14.0,3.0,30,60,0.0,0.6708824676000232,1.0
W002,Je,302,45,43.0,46.0,52.0,10.0,clear_separation,monotonic_clear_progress,0.9665167332648745,1,1,1,success,41.0,41.0,42.0,43.0,43.0,44.0,45.0,45.0,46.0,52.0,0.06896054094785192,0.08880440210230789,40.0,41.0,41.0,0.09322567270944687,41.0,0.08052493883283739,10.0,6.0,3.0,30,60,0.10864826325676391,0.4694197653733049,1.0
W002,Jw,302,45,40.0,45.0,48.0,9.0,clear_separation,monotonic_clear_progress,0.9718316115599638,1,1,1,success,37.0,38.0,39.0,40.0,41.0,43.0,44.0,44.0,45.0,48.0,0.10210494099129988,0.113793553889336,37.0,37.0,46.0,0.09038169733103929,46.0,0.08016101346834381,9.0,3.0,5.0,30,60,0.0,0.5367365031589162,0.9225441782590927
W002,P,303,45,39.0,42.0,45.0,7.0,clear_separation,monotonic_clear_progress,0.9198289561094332,1,1,1,success,37.0,38.0,39.0,39.0,40.0,40.0,41.0,41.0,42.0,45.0,0.10766345627304402,0.1164439753996405,37.0,37.0,45.0,0.15218465612048027,46.0,0.12195070405077024,7.0,3.0,3.0,30,60,0.0,0.7823977533404097,0.8920392841685464
W002,V,303,45,41.0,45.0,49.0,9.0,clear_separation,monotonic_clear_progress,0.9745131267555431,1,1,1,success,39.0,40.0,40.0,41.0,42.0,43.0,44.0,45.0,45.0,49.0,0.020315083199213855,0.021959331826688886,38.0,38.0,45.0,0.10422235555659609,46.0,0.0889658028245004,9.0,4.0,4.0,30,60,0.0,0.5281465852013643,1.0
W002,H,303,45,36.0,38.0,40.0,5.0,clear_separation,monotonic_clear_progress,0.8328257775761008,1,1,1,success,35.0,35.0,35.0,36.0,36.0,37.0,37.0,37.0,38.0,40.0,0.3874916408385505,0.4320328981728992,37.0,37.0,36.0,0.1451010753499727,36.0,0.13785141141097765,5.0,2.0,2.0,30,60,0.0,0.9759254571882022,1.0
W002,Je,303,45,44.0,46.0,48.0,5.0,clear_separation,monotonic_clear_progress,0.9442324138967116,1,1,1,success,42.0,43.0,43.0,44.0,44.0,45.0,45.0,45.0,46.0,48.0,0.03521538500175528,0.04161342161863781,42.0,42.0,46.0,0.16058614697511403,45.0,0.12993525506807235,5.0,2.0,2.0,30,60,0.029497627282928138,0.46683290205251987,1.0
W002,Jw,303,45,39.0,42.0,45.0,7.0,clear_separation,monotonic_clear_progress,0.9507373357793684,1,1,1,success,37.0,38.0,38.0,39.0,39.0,40.0,40.0,41.0,42.0,45.0,0.07272226596823683,0.10125302955617958,37.0,37.0,38.0,0.10927708554414142,38.0,0.09690612984867839,7.0,3.0,3.0,30,60,0.0,0.8096714669403245,1.0
W002,P,304,45,38.0,41.0,44.0,7.0,clear_separation,monotonic_clear_progress,0.9225924470809925,1,1,1,success,36.0,37.0,37.0,38.0,39.0,40.0,40.0,40.0,41.0,44.0,0.13808181436284406,0.1750936308837472,37.0,37.0,40.0,0.12476851336294958,41.0,0.11099832702813384,7.0,3.0,3.0,30,60,0.0,0.8336750476413645,0.891533183912869
W002,V,304,45,41.0,45.0,49.0,9.0,clear_separation,monotonic_clear_progress,0.9719304433603966,1,1,1,success,38.0,39.0,40.0,41.0,42.0,42.0,43.0,44.0,45.0,49.0,0.042375142018692497,0.06562890697494049,37.0,37.0,51.0,0.08772436293567132,51.0,0.07384476698708742,9.0,4.0,4.0,30,60,0.0,0.5356502801093952,0.9479223537042573
W002,H,304,45,37.0,42.0,54.0,18.0,clear_separation,nonmonotonic_progress,0.9604478559064235,1,3,1,success,36.0,36.0,37.0,37.0,38.0,38.0,39.0,39.0,42.0,54.0,0.19365918123147186,0.23254052337350303,37.0,37.0,55.0,0.11502455905169906,37.0,0.10815310256035585,18.0,12.0,5.0,30,60,0.0,0.6122594740680518,1.0
W002,Je,304,45,42.0,44.0,46.0,5.0,clear_separation,monotonic_clear_progress,0.944501803355019,1,1,1,success,40.0,41.0,41.0,42.0,42.0,43.0,43.0,43.0,44.0,46.0,0.032289366819539145,0.04110524633677869,40.0,40.0,43.0,0.11863225478008022,42.0,0.10985833206303469,5.0,2.0,2.0,30,60,0.0,0.6397459826369188,1.0
W002,Jw,304,45,39.0,41.0,44.0,6.0,clear_separation,monotonic_clear_progress,0.9302040359270412,1,1,1,success,38.0,38.0,38.0,39.0,39.0,40.0,40.0,40.0,41.0,44.0,0.02758794979683172,0.05924996027219985,37.0,37.0,39.0,0.136099764776865,39.0,0.12175786135645356,6.0,3.0,2.0,30,60,0.0,0.8589075374206155,0.9964922351217684
W002,P,305,45,39.0,41.0,46.0,8.0,clear_separation,monotonic_clear_progress,0.896355019192746,1,1,1,success,35.0,36.0,38.0,39.0,40.0,40.0,41.0,41.0,41.0,46.0,0.17332813597957603,0.18484319582327963,37.0,37.0,46.0,0.14380607219284713,46.0,0.11941201141376356,8.0,5.0,2.0,30,60,0.0,0.7336324663601552,0.7551396695908416
W002,V,305,45,41.0,44.0,46.0,6.0,clear_separation,monotonic_clear_progress,0.9436456919742183,1,1,1,success,38.0,39.0,40.0,41.0,41.0,42.0,42.0,43.0,44.0,46.0,0.05544127184521102,0.06989243518879229,37.0,37.0,47.0,0.1153103749722465,46.0,0.1033123360381174,6.0,2.0,3.0,30,60,0.0,0.687245290192354,0.9602555248073567
W002,H,305,45,36.0,39.0,42.0,7.0,clear_separation,nonmonotonic_progress,0.9085004330032054,1,1,3,success,35.0,36.0,36.0,36.0,37.0,37.0,38.0,38.0,39.0,42.0,0.304335707064443,0.34439450405850713,37.0,37.0,35.0,0.13601982671556212,36.0,0.12553688979381786,7.0,3.0,3.0,30,60,0.0,0.6779043633619565,1.0
W002,Je,305,45,45.0,49.0,52.0,8.0,clear_separation,monotonic_clear_progress,0.9482529987833302,1,1,1,success,43.0,43.0,44.0,45.0,46.0,46.0,47.0,47.0,49.0,52.0,0.06272725957094687,0.06575207236606923,42.0,42.0,52.0,0.10324823666480332,46.0,0.07986722804624252,8.0,3.0,4.0,30,60,0.060134562889413413,0.292543606663604,1.0
W002,Jw,305,45,39.0,44.0,49.0,11.0,clear_separation,monotonic_clear_progress,0.9854020472431061,1,1,1,success,38.0,38.0,39.0,39.0,40.0,41.0,42.0,43.0,44.0,49.0,0.08334677581090892,0.09016915966881218,37.0,37.0,45.0,0.08812552584078848,39.0,0.07172650074935083,11.0,5.0,5.0,30,60,0.0,0.5922434467451586,1.0
W002,P,306,45,40.0,44.0,47.0,8.0,clear_separation,monotonic_clear_progress,0.9538444782378568,1,1,1,success,38.0,39.0,40.0,40.0,41.0,41.0,42.0,43.0,44.0,47.0,0.07509120088830998,0.0839792645392967,37.0,37.0,40.0,0.10296245410331903,41.0,0.08848428705585987,8.0,3.0,4.0,30,60,0.0,0.6266370019871013,0.8581307495324061
W002,V,306,45,40.0,43.0,51.0,12.0,clear_separation,monotonic_clear_progress,0.9818276059159944,1,1,1,success,38.0,39.0,39.0,40.0,40.0,41.0,41.0,42.0,43.0,51.0,0.055665918957269814,0.0758913422861976,37.0,37.0,40.0,0.09469795398214878,40.0,0.08843394341302649,12.0,8.0,3.0,30,60,0.0,0.6399221993715422,1.0
W002,H,306,45,36.0,38.0,40.0,5.0,clear_separation,nonmonotonic_progress,0.8406911577895441,1,3,3,success,35.0,36.0,36.0,36.0,37.0,37.0,37.0,38.0,38.0,40.0,0.2971020482385667,0.3488762146883175,37.0,37.0,37.0,0.14792618985643108,37.0,0.14432579244983518,5.0,2.0,2.0,30,60,0.0,0.6633314874284123,1.0
W002,Je,306,45,42.0,45.0,48.0,7.0,clear_separation,monotonic_clear_progress,0.9596787048102007,1,1,1,success,41.0,41.0,42.0,42.0,43.0,43.0,44.0,44.0,45.0,48.0,0.012831563452427393,0.016599839253472113,40.0,40.0,43.0,0.10795478673056358,43.0,0.0981527157017904,7.0,3.0,3.0,30,60,0.00960161276581763,0.5231973746378906,1.0
W002,Jw,306,45,38.0,41.0,45.0,8.0,clear_separation,monotonic_clear_progress,0.9490718167288636,1,1,1,success,36.0,37.0,38.0,38.0,39.0,39.0,40.0,40.0,41.0,45.0,0.13383092019666276,0.1650726176991937,37.0,37.0,39.0,0.0972142040056071,38.0,0.09255484692442364,8.0,4.0,3.0,30,60,0.0,0.764084233375536,0.9593182712588011
W002,P,307,45,40.0,44.0,47.0,8.0,clear_separation,monotonic_clear_progress,0.9639351696953465,1,1,1,success,37.0,39.0,39.0,40.0,40.0,41.0,42.0,43.0,44.0,47.0,0.08796231377695807,0.09761204638601013,37.0,37.0,45.0,0.10246364202890978,46.0,0.08934370609729081,8.0,3.0,4.0,30,60,0.0,0.6491335879212616,0.9688991292372994
W002,V,307,45,39.0,44.0,47.0,9.0,clear_separation,monotonic_clear_progress,0.9767732614765259,1,1,1,success,37.0,37.0,38.0,39.0,40.0,41.0,42.0,44.0,44.0,47.0,0.10923707841279798,0.1314422559643557,37.0,37.0,45.0,0.11775937683095028,45.0,0.09199950386849243,9.0,3.0,5.0,30,60,0.0,0.6394649753254009,1.0
W002,H,307,45,37.0,42.0,52.0,16.0,clear_separation,monotonic_clear_progress,0.9803145649983077,1,1,1,success,36.0,36.0,37.0,37.0,38.0,38.0,39.0,40.0,42.0,52.0,0.2079266188765366,0.24043341614721628,37.0,37.0,37.0,0.09287656363051344,37.0,0.08991076073117923,16.0,10.0,5.0,30,60,0.0,0.592775029028707,1.0
W002,Je,307,45,44.0,47.0,51.0,8.0,clear_separation,monotonic_clear_progress,0.9537702387562229,1,1,1,success,43.0,43.0,44.0,44.0,45.0,46.0,46.0,46.0,47.0,51.0,0.025467452373735776,0.030592277506274745,41.0,41.0,46.0,0.11422104943550815,47.0,0.10794548908234436,8.0,4.0,3.0,30,60,0.0,0.34602663030995945,1.0
W002,Jw,307,45,40.0,43.0,47.0,8.0,clear_separation,monotonic_clear_progress,0.9652649295218065,1,1,1,success,38.0,39.0,39.0,40.0,41.0,41.0,42.0,42.0,43.0,47.0,0.025448118813869523,0.033215204355208305,37.0,37.0,39.0,0.09408586707929127,39.0,0.08610746337133823,8.0,4.0,3.0,30,60,0.015107804530827459,0.6879906128448781,0.9718647177440566
W002,P,308,45,42.0,45.0,47.0,6.0,clear_separation,monotonic_clear_progress,0.9113784115500523,1,1,1,success,41.0,41.0,41.0,42.0,43.0,44.0,44.0,45.0,45.0,47.0,0.020729516752466638,0.022298488349872372,40.0,40.0,47.0,0.17535472523038032,46.0,0.1633755550058118,6.0,2.0,3.0,30,60,0.004397537673799855,0.5645746915543162,0.8724305309654029
W002,V,308,45,43.0,46.0,50.0,8.0,clear_separation,monotonic_clear_progress,0.9634289338367303,1,1,1,success,40.0,41.0,42.0,43.0,44.0,44.0,45.0,46.0,46.0,50.0,0.053335349136827935,0.05482086644117136,38.0,38.0,45.0,0.09598271964647093,46.0,0.08267770272290076,8.0,4.0,3.0,30,60,0.0,0.4488301386251897,0.9478658632520748
W002,H,308,45,36.0,37.0,39.0,4.0,clear_separation,monotonic_clear_progress,0.8141275738450349,1,1,1,success,35.0,35.0,36.0,36.0,36.0,37.0,37.0,37.0,37.0,39.0,0.392190226513236,0.455747493391359,37.0,37.0,36.0,0.18199519380949056,37.0,0.17500584338003805,4.0,2.0,1.0,30,60,0.0,1.0,1.0
W002,Je,308,45,46.0,51.0,53.0,8.0,clear_separation,monotonic_clear_progress,0.9144282664050677,1,1,1,success,45.0,45.0,46.0,46.0,47.0,47.0,48.0,50.0,51.0,53.0,0.06998980748029036,0.07394837336610376,45.0,45.0,52.0,0.1335746634237569,46.0,0.11001523990707054,8.0,2.0,5.0,30,60,0.04984826083439163,0.15240411124435363,1.0
W002,Jw,308,45,42.0,46.0,50.0,9.0,clear_separation,monotonic_clear_progress,0.9832053418961364,1,1,1,success,37.0,38.0,40.0,42.0,43.0,43.0,44.0,45.0,46.0,50.0,0.07883784230313484,0.0941914560798327,37.0,37.0,46.0,0.0694024662635146,45.0,0.06533992612828282,9.0,4.0,4.0,30,60,0.0,0.4780126053159636,1.0
W002,P,309,45,40.0,43.0,48.0,9.0,clear_separation,monotonic_clear_progress,0.9701942421140547,1,1,1,success,36.0,37.0,39.0,40.0,40.0,41.0,41.0,42.0,43.0,48.0,0.13500490638405335,0.15829567108630038,37.0,37.0,41.0,0.10995238515441508,41.0,0.09050172340455759,9.0,5.0,3.0,30,60,0.0,0.6375138813882488,0.9065526075079796
W002,V,309,45,41.0,47.0,50.0,10.0,clear_separation,monotonic_clear_progress,0.9792088530868883,1,1,1,success,37.0,39.0,40.0,41.0,42.0,45.0,45.0,46.0,47.0,50.0,0.08510366524833797,0.0968850304863438,37.0,37.0,51.0,0.0870919576667224,51.0,0.08046842672710963,10.0,3.0,6.0,30,60,0.0,0.4308831236273659,0.9865093648568967
W002,H,309,45,37.0,41.0,52.0,16.0,clear_separation,monotonic_clear_progress,0.9688362178060194,1,1,1,success,36.0,36.0,37.0,37.0,38.0,38.0,39.0,40.0,41.0,52.0,0.184287118454378,0.2232489248998424,37.0,37.0,36.0,0.11393897214225852,37.0,0.10641659274593437,16.0,11.0,4.0,30,60,0.0,0.6031526412337914,1.0
W002,Je,309,45,44.0,47.0,50.0,7.0,clear_separation,monotonic_clear_progress,0.9618254360834461,1,1,1,success,41.0,42.0,43.0,44.0,45.0,46.0,46.0,47.0,47.0,50.0,0.008954447025185493,0.010470460911356727,40.0,40.0,46.0,0.10390071327419231,47.0,0.09627885233171152,7.0,3.0,3.0,30,60,0.0,0.32579730645350496,1.0
W002,Jw,309,45,38.0,41.0,44.0,7.0,clear_separation,monotonic_clear_progress,0.934084448486696,1,1,1,success,37.0,38.0,38.0,38.0,39.0,39.0,40.0,40.0,41.0,44.0,0.061315462706066616,0.10010652272063986,37.0,37.0,39.0,0.1299769673333907,38.0,0.12047029767394349,7.0,3.0,3.0,30,60,0.0,0.8629850698705382,1.0
