window_id,anchor_day,field,pre_post_separation_label,progress_quality_label,departure_q90_width_best,early_threshold_q90_width_median,peak_change_q90_width_best,midpoint50_q90_width,finish75_q90_width,duration_25_75_q90_width,transition_type_label,recommended_marker_family,can_use_midpoint_order,can_use_departure_order,can_use_peak_order,can_use_threshold_order,field_transition_interpretation
W002,45,P,clear_separation,monotonic_clear_progress,3.0,5.0,7.0,5.0,5.0,5.0,early_departure_broad_transition,departure,False,True,False,False,P: early-departure/early-progress family is more stable than midpoint/finish; avoid default midpoint-order.
W002,45,V,clear_separation,monotonic_clear_progress,4.0,5.5,11.0,5.0,6.0,6.0,early_departure_broad_transition,departure,False,True,False,False,V: early-departure/early-progress family is more stable than midpoint/finish; avoid default midpoint-order.
W002,45,H,clear_separation,monotonic_clear_progress,0.0,4.0,18.0,13.0,15.0,14.0,early_departure_broad_transition,departure,False,True,False,False,H: early-departure/early-progress family is more stable than midpoint/finish; avoid default midpoint-order.
W002,45,Je,clear_separation,monotonic_clear_progress,6.0,5.0,8.0,5.0,7.0,6.0,early_departure_broad_transition,early_threshold;midpoint,False,True,False,True,Je: early-departure/early-progress family is more stable than midpoint/finish; avoid default midpoint-order.
W002,45,Jw,clear_separation,monotonic_clear_progress,1.0,5.5,14.0,8.0,8.0,8.0,early_departure_broad_transition,departure,False,True,False,False,Jw: early-departure/early-progress family is more stable than midpoint/finish; avoid default midpoint-order.
