candidate_id,point_day,month_day,registry_rank,source_run_tag,peak_score,peak_prominence,is_formal_primary,nearest_primary_day
CP001,18,04-19,1,mainline_v6_a,3.021425291663116,0.3019803443929008,False,45
CP002,45,05-16,2,mainline_v6_a,5.878578493131532,3.6472619692422086,True,45
CP003,81,06-21,3,mainline_v6_a,9.238311473412097,4.2285212740596405,True,81
CP004,96,07-06,4,mainline_v6_a,6.44414632933013,1.1935943825533588,False,81
CP005,113,07-23,5,mainline_v6_a,9.678099825113602,7.556092339736476,True,113
CP006,132,08-11,6,mainline_v6_a,3.7541518352022365,0.00977477683365846,False,135
CP007,135,08-14,7,mainline_v6_a,3.7666081070788318,1.4709574724059107,True,135
CP008,160,09-08,8,mainline_v6_a,7.120567750300529,2.684733245250058,True,160
