replicate_id,replicate_kind,replicate_label,candidate_id,point_day,month_day,matched_peak_day,matched_peak_score,matched_peak_prominence,offset_days,abs_offset_days,match_type
426,bootstrap,426,CP005,113,07-23,114,9.175589956701911,3.0367555777434596,1,1,strict
426,bootstrap,426,CP006,132,08-11,135,3.0814160217842788,0.17032511633044978,3,3,matched
426,bootstrap,426,CP007,135,08-14,135,3.0814160217842788,0.17032511633044978,0,0,strict
426,bootstrap,426,CP008,160,09-08,161,7.208515256824482,0.5901892877551607,1,1,strict
427,bootstrap,427,CP001,18,04-19,16,1.8905888389524166,0.008750754372016889,-2,2,strict
427,bootstrap,427,CP002,45,05-16,45,4.552236870898714,1.4173991746884846,0,0,strict
427,bootstrap,427,CP003,81,06-21,89,13.701310345071152,6.405352378109295,8,8,near
427,bootstrap,427,CP004,96,07-06,89,13.701310345071152,6.405352378109295,-7,7,near
427,bootstrap,427,CP005,113,07-23,108,17.699906186949992,15.51221338297518,-5,5,matched
427,bootstrap,427,CP006,132,08-11,129,8.543174686236874,6.345796315617864,-3,3,matched
427,bootstrap,427,CP007,135,08-14,129,8.543174686236874,6.345796315617864,-6,6,near
427,bootstrap,427,CP008,160,09-08,158,7.079677531272092,2.7963352680421805,-2,2,strict
428,bootstrap,428,CP001,18,04-19,18,4.688805129219911,0.728530556074225,0,0,strict
428,bootstrap,428,CP002,45,05-16,45,4.831545360814149,2.1694156844803727,0,0,strict
428,bootstrap,428,CP003,81,06-21,78,9.898757347195243,6.521541394104751,-3,3,matched
428,bootstrap,428,CP004,96,07-06,97,9.30287478030441,4.539960369463616,1,1,strict
428,bootstrap,428,CP005,113,07-23,117,6.866721576077167,1.7679583617287093,4,4,matched
428,bootstrap,428,CP006,132,08-11,132,6.1503608572102335,2.2855929699718316,0,0,strict
428,bootstrap,428,CP007,135,08-14,132,6.1503608572102335,2.2855929699718316,-3,3,matched
428,bootstrap,428,CP008,160,09-08,161,8.425802061619041,1.8461206228675895,1,1,strict
429,bootstrap,429,CP001,18,04-19,44,6.482093135461101,3.9178611124514404,26,26,no_match
429,bootstrap,429,CP002,45,05-16,44,6.482093135461101,3.9178611124514404,-1,1,strict
429,bootstrap,429,CP003,81,06-21,79,9.039021875006597,4.368182315978389,-2,2,strict
429,bootstrap,429,CP004,96,07-06,95,6.13372683557624,0.4165694072459445,-1,1,strict
429,bootstrap,429,CP005,113,07-23,113,13.586337587392592,11.118772138007595,0,0,strict
429,bootstrap,429,CP006,132,08-11,135,4.554933721166395,1.9182985742723386,3,3,matched
429,bootstrap,429,CP007,135,08-14,135,4.554933721166395,1.9182985742723386,0,0,strict
429,bootstrap,429,CP008,160,09-08,155,7.0939046870596485,2.8215727918482854,-5,5,matched
430,bootstrap,430,CP001,18,04-19,22,2.579554441435137,0.27412786171230374,4,4,matched
430,bootstrap,430,CP002,45,05-16,44,6.586640738525913,4.622322176162532,-1,1,strict
430,bootstrap,430,CP003,81,06-21,81,10.733690207849065,6.6272353687734675,0,0,strict
430,bootstrap,430,CP004,96,07-06,109,14.47304409341979,11.639956822039867,13,13,no_match
430,bootstrap,430,CP005,113,07-23,109,14.47304409341979,11.639956822039867,-4,4,matched
430,bootstrap,430,CP006,132,08-11,129,4.176649190102259,0.40766643270318603,-3,3,matched
430,bootstrap,430,CP007,135,08-14,140,5.106476052281668,1.806539135535373,5,5,matched
430,bootstrap,430,CP008,160,09-08,161,11.02742852427215,3.978733540057812,1,1,strict
431,bootstrap,431,CP001,18,04-19,20,5.455554335331664,0.8702614447824226,2,2,strict
431,bootstrap,431,CP002,45,05-16,44,7.93760346389527,5.6185604352865015,-1,1,strict
431,bootstrap,431,CP003,81,06-21,84,12.492995730492225,10.179899706335025,3,3,matched
431,bootstrap,431,CP004,96,07-06,84,12.492995730492225,10.179899706335025,-12,12,no_match
431,bootstrap,431,CP005,113,07-23,113,11.958040283282433,9.267716721714372,0,0,strict
431,bootstrap,431,CP006,132,08-11,136,5.386309004251772,2.9299600829164887,4,4,matched
431,bootstrap,431,CP007,135,08-14,136,5.386309004251772,2.9299600829164887,1,1,strict
431,bootstrap,431,CP008,160,09-08,157,7.343948195496265,3.8723489206828434,-3,3,matched
432,bootstrap,432,CP001,18,04-19,20,3.837624104167652,1.5661674998601893,2,2,strict
432,bootstrap,432,CP002,45,05-16,40,4.529414012711705,2.28023660768503,-5,5,matched
432,bootstrap,432,CP003,81,06-21,83,7.927966152880769,2.3758852411412414,2,2,strict
432,bootstrap,432,CP004,96,07-06,99,9.100009660133539,6.405269537796806,3,3,matched
432,bootstrap,432,CP005,113,07-23,110,8.793076266828168,0.7491768629423756,-3,3,matched
432,bootstrap,432,CP006,132,08-11,137,4.154138032453577,1.0186285117043554,5,5,matched
432,bootstrap,432,CP007,135,08-14,137,4.154138032453577,1.0186285117043554,2,2,strict
432,bootstrap,432,CP008,160,09-08,160,11.170133911955302,8.025258970945622,0,0,strict
433,bootstrap,433,CP001,18,04-19,18,4.5974580312626205,0.8105041955388832,0,0,strict
433,bootstrap,433,CP002,45,05-16,45,7.063000100568783,4.881230573568421,0,0,strict
433,bootstrap,433,CP003,81,06-21,78,10.624555128349177,6.427897079230897,-3,3,matched
433,bootstrap,433,CP004,96,07-06,95,4.955770430661409,0.2813325718963986,-1,1,strict
433,bootstrap,433,CP005,113,07-23,114,13.337759985997037,10.730670925173952,1,1,strict
433,bootstrap,433,CP006,132,08-11,131,5.500809456003385,1.4934845454869699,-1,1,strict
433,bootstrap,433,CP007,135,08-14,131,5.500809456003385,1.4934845454869699,-4,4,matched
433,bootstrap,433,CP008,160,09-08,162,8.259506117054237,1.9857580831460222,2,2,strict
434,bootstrap,434,CP001,18,04-19,16,3.5833486154497916,0.15661154633652874,-2,2,strict
434,bootstrap,434,CP002,45,05-16,43,5.745414190195807,2.7994092564707924,-2,2,strict
434,bootstrap,434,CP003,81,06-21,79,8.794097111786495,2.475514509629493,-2,2,strict
434,bootstrap,434,CP004,96,07-06,95,8.833156478791958,5.190749149994575,-1,1,strict
434,bootstrap,434,CP005,113,07-23,114,11.539909525463873,9.396890899818064,1,1,strict
434,bootstrap,434,CP006,132,08-11,132,5.153905591941773,2.204282680209176,0,0,strict
434,bootstrap,434,CP007,135,08-14,132,5.153905591941773,2.204282680209176,-3,3,matched
434,bootstrap,434,CP008,160,09-08,158,8.147582041073864,4.473732127795984,-2,2,strict
435,bootstrap,435,CP001,18,04-19,26,3.1029284385192355,0.016653307818986995,8,8,near
435,bootstrap,435,CP002,45,05-16,45,7.202041850069284,4.7997063159457065,0,0,strict
435,bootstrap,435,CP003,81,06-21,82,8.891332618283204,2.990932705577934,1,1,strict
435,bootstrap,435,CP004,96,07-06,96,12.039210908978994,9.244826462025854,0,0,strict
435,bootstrap,435,CP005,113,07-23,116,7.270193633578724,0.16115564438665952,3,3,matched
435,bootstrap,435,CP006,132,08-11,130,5.695762301958993,2.4574763482576216,-2,2,strict
435,bootstrap,435,CP007,135,08-14,130,5.695762301958993,2.4574763482576216,-5,5,matched
435,bootstrap,435,CP008,160,09-08,159,12.005360120838969,8.409090342094562,-1,1,strict
436,bootstrap,436,CP001,18,04-19,34,3.2444884685862516,0.24675424894174158,16,16,no_match
436,bootstrap,436,CP002,45,05-16,46,6.288018622272197,4.2942692279748576,1,1,strict
436,bootstrap,436,CP003,81,06-21,82,10.543195514648506,4.109198535471445,1,1,strict
436,bootstrap,436,CP004,96,07-06,93,8.017979046991051,0.3060381612727392,-3,3,matched
436,bootstrap,436,CP005,113,07-23,110,12.119435010388568,9.460999399107685,-3,3,matched
436,bootstrap,436,CP006,132,08-11,130,4.794155151085109,1.0616711411427229,-2,2,strict
436,bootstrap,436,CP007,135,08-14,130,4.794155151085109,1.0616711411427229,-5,5,matched
436,bootstrap,436,CP008,160,09-08,158,7.01091534172441,3.0532682394801665,-2,2,strict
437,bootstrap,437,CP001,18,04-19,21,2.446221545643935,0.06783192103927949,3,3,matched
437,bootstrap,437,CP002,45,05-16,42,6.3241253345785555,4.121686468254812,-3,3,matched
437,bootstrap,437,CP003,81,06-21,84,13.829315290757073,10.567374999643334,3,3,matched
437,bootstrap,437,CP004,96,07-06,84,13.829315290757073,10.567374999643334,-12,12,no_match
437,bootstrap,437,CP005,113,07-23,112,15.470003106209852,12.445612237854927,-1,1,strict
437,bootstrap,437,CP006,132,08-11,130,5.133749135225196,1.9402944849725303,-2,2,strict
437,bootstrap,437,CP007,135,08-14,130,5.133749135225196,1.9402944849725303,-5,5,matched
437,bootstrap,437,CP008,160,09-08,159,8.476144202213117,4.312163603444041,-1,1,strict
438,bootstrap,438,CP001,18,04-19,18,4.126575197195552,1.1462859833761443,0,0,strict
438,bootstrap,438,CP002,45,05-16,45,8.793882639522888,5.88480583977096,0,0,strict
438,bootstrap,438,CP003,81,06-21,72,10.786646548584638,8.934483436717183,-9,9,no_match
438,bootstrap,438,CP004,96,07-06,95,8.780375356810065,4.327905967057015,-1,1,strict
438,bootstrap,438,CP005,113,07-23,114,8.528825092673571,4.397690739014108,1,1,strict
438,bootstrap,438,CP006,132,08-11,131,5.478921246137332,3.528561832587054,-1,1,strict
438,bootstrap,438,CP007,135,08-14,131,5.478921246137332,3.528561832587054,-4,4,matched
438,bootstrap,438,CP008,160,09-08,164,8.183971755003785,0.9838574043102186,4,4,matched
439,bootstrap,439,CP001,18,04-19,15,2.5386832445417307,0.003444986644480341,-3,3,matched
439,bootstrap,439,CP002,45,05-16,45,8.48830269051848,6.476194370727613,0,0,strict
439,bootstrap,439,CP003,81,06-21,83,9.942298175299129,5.664812938464166,2,2,strict
439,bootstrap,439,CP004,96,07-06,83,9.942298175299129,5.664812938464166,-13,13,no_match
439,bootstrap,439,CP005,113,07-23,112,15.66677038531348,13.549133142388659,-1,1,strict
439,bootstrap,439,CP006,132,08-11,130,5.751194612478442,3.4763577748475685,-2,2,strict
439,bootstrap,439,CP007,135,08-14,130,5.751194612478442,3.4763577748475685,-5,5,matched
439,bootstrap,439,CP008,160,09-08,161,4.910871603990605,0.17353526805612063,1,1,strict
440,bootstrap,440,CP001,18,04-19,34,4.006961758744725,0.6251247730843783,16,16,no_match
440,bootstrap,440,CP002,45,05-16,48,4.814300973731656,2.746794182415049,3,3,matched
440,bootstrap,440,CP003,81,06-21,83,11.68137340367748,6.999906359159735,2,2,strict
440,bootstrap,440,CP004,96,07-06,109,12.353966996970415,10.015762865220958,13,13,no_match
440,bootstrap,440,CP005,113,07-23,109,12.353966996970415,10.015762865220958,-4,4,matched
440,bootstrap,440,CP006,132,08-11,128,5.154136205454227,1.314199107675181,-4,4,matched
440,bootstrap,440,CP007,135,08-14,141,4.111049394804992,0.5246434108711693,6,6,near
440,bootstrap,440,CP008,160,09-08,161,6.8845085956565,1.410351591844841,1,1,strict
441,bootstrap,441,CP001,18,04-19,32,5.867921557484545,3.67003047862,14,14,no_match
441,bootstrap,441,CP002,45,05-16,46,5.189783670380739,1.675524778004514,1,1,strict
441,bootstrap,441,CP003,81,06-21,85,10.382617253044913,8.407767456831131,4,4,matched
441,bootstrap,441,CP004,96,07-06,85,10.382617253044913,8.407767456831131,-11,11,no_match
441,bootstrap,441,CP005,113,07-23,109,9.810899831903425,6.044538723954248,-4,4,matched
441,bootstrap,441,CP006,132,08-11,137,5.438786106975617,2.5942865970386233,5,5,matched
441,bootstrap,441,CP007,135,08-14,137,5.438786106975617,2.5942865970386233,2,2,strict
441,bootstrap,441,CP008,160,09-08,157,9.520117261487531,3.3933544841982375,-3,3,matched
442,bootstrap,442,CP001,18,04-19,18,4.953363863771854,1.9093436124649088,0,0,strict
442,bootstrap,442,CP002,45,05-16,45,7.726331242625765,6.124360598247425,0,0,strict
442,bootstrap,442,CP003,81,06-21,79,13.540511232464574,10.788423557436818,-2,2,strict
442,bootstrap,442,CP004,96,07-06,93,6.405788439084153,1.0863615182582596,-3,3,matched
442,bootstrap,442,CP005,113,07-23,114,16.14969607963767,13.403697335094611,1,1,strict
442,bootstrap,442,CP006,132,08-11,137,7.275905627566986,3.7434124536030473,5,5,matched
442,bootstrap,442,CP007,135,08-14,137,7.275905627566986,3.7434124536030473,2,2,strict
442,bootstrap,442,CP008,160,09-08,158,8.998241641632985,4.989797287913804,-2,2,strict
443,bootstrap,443,CP001,18,04-19,33,4.141707504034024,0.44258867265461355,15,15,no_match
443,bootstrap,443,CP002,45,05-16,45,5.240960258032061,3.071089245042975,0,0,strict
443,bootstrap,443,CP003,81,06-21,80,18.420784540914976,16.04707108790354,-1,1,strict
443,bootstrap,443,CP004,96,07-06,96,9.387191711208834,3.11234587732843,0,0,strict
443,bootstrap,443,CP005,113,07-23,116,6.528747727725503,2.155125679192122,3,3,matched
443,bootstrap,443,CP006,132,08-11,140,4.678406699315227,1.8565661847401316,8,8,near
443,bootstrap,443,CP007,135,08-14,140,4.678406699315227,1.8565661847401316,5,5,matched
443,bootstrap,443,CP008,160,09-08,159,7.2553489296992515,1.5124397833893406,-1,1,strict
444,bootstrap,444,CP001,18,04-19,20,4.918902044762298,0.9790769638199119,2,2,strict
444,bootstrap,444,CP002,45,05-16,39,5.718529774540615,3.0524717753156088,-6,6,near
444,bootstrap,444,CP003,81,06-21,76,8.044548592057346,2.4178309728147704,-5,5,matched
444,bootstrap,444,CP004,96,07-06,101,6.533363603539298,0.21623754709262322,5,5,matched
444,bootstrap,444,CP005,113,07-23,113,12.943302348860382,10.382695952469824,0,0,strict
444,bootstrap,444,CP006,132,08-11,128,3.843357712320131,0.10036311217958094,-4,4,matched
444,bootstrap,444,CP007,135,08-14,139,5.948264283437714,1.8315849343286814,4,4,matched
444,bootstrap,444,CP008,160,09-08,157,11.366792644149427,5.125867077000051,-3,3,matched
445,bootstrap,445,CP001,18,04-19,24,1.8541240243714474,0.01315901003419917,6,6,near
445,bootstrap,445,CP002,45,05-16,45,6.176644190465298,4.490023007150503,0,0,strict
445,bootstrap,445,CP003,81,06-21,81,11.696791405502424,9.67016007279151,0,0,strict
445,bootstrap,445,CP004,96,07-06,99,9.507233164346353,3.3969514869195443,3,3,matched
445,bootstrap,445,CP005,113,07-23,116,10.391644715902498,5.680420264150184,3,3,matched
445,bootstrap,445,CP006,132,08-11,132,6.471481593509507,1.527232116896477,0,0,strict
445,bootstrap,445,CP007,135,08-14,132,6.471481593509507,1.527232116896477,-3,3,matched
445,bootstrap,445,CP008,160,09-08,161,8.402734981374351,1.4178443186277168,1,1,strict
446,bootstrap,446,CP001,18,04-19,45,5.848701987901059,4.224451390496715,27,27,no_match
446,bootstrap,446,CP002,45,05-16,45,5.848701987901059,4.224451390496715,0,0,strict
446,bootstrap,446,CP003,81,06-21,78,15.903052466457229,12.941665939114097,-3,3,matched
446,bootstrap,446,CP004,96,07-06,93,5.833185757347911,0.33362772375460015,-3,3,matched
446,bootstrap,446,CP005,113,07-23,113,11.921937546423457,7.3659006058889975,0,0,strict
446,bootstrap,446,CP006,132,08-11,132,6.163408251633766,0.7281292568581197,0,0,strict
446,bootstrap,446,CP007,135,08-14,132,6.163408251633766,0.7281292568581197,-3,3,matched
446,bootstrap,446,CP008,160,09-08,163,7.474820433097905,2.851464100190113,3,3,matched
447,bootstrap,447,CP001,18,04-19,18,5.331942236941336,0.48886298919759774,0,0,strict
447,bootstrap,447,CP002,45,05-16,44,7.224218402927277,5.342133889649664,-1,1,strict
447,bootstrap,447,CP003,81,06-21,82,9.063112721618145,4.694769661392887,1,1,strict
447,bootstrap,447,CP004,96,07-06,103,7.202875697662379,0.6188766090310152,7,7,near
447,bootstrap,447,CP005,113,07-23,114,13.094398858592683,10.218745998666343,1,1,strict
447,bootstrap,447,CP006,132,08-11,135,5.596472166483823,2.455772920533594,3,3,matched
447,bootstrap,447,CP007,135,08-14,135,5.596472166483823,2.455772920533594,0,0,strict
447,bootstrap,447,CP008,160,09-08,156,5.832392136472098,0.4928941148014738,-4,4,matched
448,bootstrap,448,CP001,18,04-19,15,3.2440102658115344,0.015909415086191814,-3,3,matched
448,bootstrap,448,CP002,45,05-16,44,6.220358179146132,3.996225918649653,-1,1,strict
448,bootstrap,448,CP003,81,06-21,78,11.805057672569754,8.285317225830578,-3,3,matched
448,bootstrap,448,CP004,96,07-06,95,7.986002800011956,3.3316735633415036,-1,1,strict
448,bootstrap,448,CP005,113,07-23,115,14.154905408966943,10.683229465944123,2,2,strict
448,bootstrap,448,CP006,132,08-11,132,5.731788581656277,1.5617907465734024,0,0,strict
448,bootstrap,448,CP007,135,08-14,132,5.731788581656277,1.5617907465734024,-3,3,matched
448,bootstrap,448,CP008,160,09-08,164,7.885402788676782,2.2092978758391144,4,4,matched
449,bootstrap,449,CP001,18,04-19,19,4.332637254128136,0.8861008742035983,1,1,strict
449,bootstrap,449,CP002,45,05-16,44,9.410706077185083,7.613015742606571,-1,1,strict
449,bootstrap,449,CP003,81,06-21,82,7.928549060875018,1.6568075271478753,1,1,strict
449,bootstrap,449,CP004,96,07-06,96,13.454365256779772,12.323806314971549,0,0,strict
449,bootstrap,449,CP005,113,07-23,112,10.8012231671359,6.276747357452848,-1,1,strict
449,bootstrap,449,CP006,132,08-11,137,5.687056497091801,2.7632074515553766,5,5,matched
449,bootstrap,449,CP007,135,08-14,137,5.687056497091801,2.7632074515553766,2,2,strict
449,bootstrap,449,CP008,160,09-08,162,7.0578251442146875,2.6244637685725625,2,2,strict
450,bootstrap,450,CP001,18,04-19,18,3.8190601151514465,0.3922148688835483,0,0,strict
450,bootstrap,450,CP002,45,05-16,45,7.895523291994662,5.724525407296005,0,0,strict
450,bootstrap,450,CP003,81,06-21,76,7.9704183788958956,3.2549086853175266,-5,5,matched
450,bootstrap,450,CP004,96,07-06,95,11.184322658662502,6.762189145375676,-1,1,strict
450,bootstrap,450,CP005,113,07-23,114,13.134631002860681,10.426356767654418,1,1,strict
450,bootstrap,450,CP006,132,08-11,131,5.3876452570921245,0.08467601204610276,-1,1,strict
450,bootstrap,450,CP007,135,08-14,136,5.503947561878461,2.406903514614428,1,1,strict
450,bootstrap,450,CP008,160,09-08,158,6.909107736089748,1.440259598372796,-2,2,strict
451,bootstrap,451,CP001,18,04-19,19,3.0903702272256313,0.5713429261645282,1,1,strict
451,bootstrap,451,CP002,45,05-16,46,7.242795813863402,4.7612317396809996,1,1,strict
451,bootstrap,451,CP003,81,06-21,79,15.754494633663723,12.051064592731723,-2,2,strict
451,bootstrap,451,CP004,96,07-06,110,15.764084819949124,12.827285101614633,14,14,no_match
451,bootstrap,451,CP005,113,07-23,110,15.764084819949124,12.827285101614633,-3,3,matched
451,bootstrap,451,CP006,132,08-11,129,4.844318024183524,0.6455973810171187,-3,3,matched
451,bootstrap,451,CP007,135,08-14,129,4.844318024183524,0.6455973810171187,-6,6,near
451,bootstrap,451,CP008,160,09-08,162,12.623839255111822,0.5048438617551856,2,2,strict
452,bootstrap,452,CP001,18,04-19,31,4.774283636359336,1.155069511468021,13,13,no_match
452,bootstrap,452,CP002,45,05-16,46,5.195119255179099,3.2166037298278827,1,1,strict
452,bootstrap,452,CP003,81,06-21,83,15.030765209001475,13.490807553766285,2,2,strict
452,bootstrap,452,CP004,96,07-06,100,8.345313407661019,2.3222755850162713,4,4,matched
452,bootstrap,452,CP005,113,07-23,109,8.243269388461641,0.580430254079956,-4,4,matched
452,bootstrap,452,CP006,132,08-11,135,4.570784552936389,1.8816386415257043,3,3,matched
452,bootstrap,452,CP007,135,08-14,135,4.570784552936389,1.8816386415257043,0,0,strict
452,bootstrap,452,CP008,160,09-08,158,9.296010290167178,6.18460806640731,-2,2,strict
453,bootstrap,453,CP001,18,04-19,17,4.982052718210121,0.3034280657595465,-1,1,strict
453,bootstrap,453,CP002,45,05-16,43,8.382130410859418,6.467846739517821,-2,2,strict
453,bootstrap,453,CP003,81,06-21,78,12.828003484332339,10.342750815836677,-3,3,matched
453,bootstrap,453,CP004,96,07-06,112,11.55944255246784,7.127543056707156,16,16,no_match
453,bootstrap,453,CP005,113,07-23,112,11.55944255246784,7.127543056707156,-1,1,strict
453,bootstrap,453,CP006,132,08-11,130,4.376211977970244,1.5850857161142438,-2,2,strict
453,bootstrap,453,CP007,135,08-14,139,3.2724742285697133,0.10647735682581061,4,4,matched
453,bootstrap,453,CP008,160,09-08,160,8.657364307642553,4.504837023761305,0,0,strict
454,bootstrap,454,CP001,18,04-19,20,2.773275754084787,0.47328690991535893,2,2,strict
454,bootstrap,454,CP002,45,05-16,44,5.225787925222349,3.0094665237024705,-1,1,strict
454,bootstrap,454,CP003,81,06-21,81,10.607328237766705,8.008485176879498,0,0,strict
454,bootstrap,454,CP004,96,07-06,94,8.730157507676891,0.3702676127254261,-2,2,strict
454,bootstrap,454,CP005,113,07-23,114,8.546117430141859,3.7902895866139286,1,1,strict
454,bootstrap,454,CP006,132,08-11,131,6.516354224379378,3.75089573564396,-1,1,strict
454,bootstrap,454,CP007,135,08-14,131,6.516354224379378,3.75089573564396,-4,4,matched
454,bootstrap,454,CP008,160,09-08,163,9.270288390131151,2.4103106332728945,3,3,matched
455,bootstrap,455,CP001,18,04-19,15,4.739158326110641,0.019745488728410088,-3,3,matched
455,bootstrap,455,CP002,45,05-16,44,5.738160461221624,3.8048278816380123,-1,1,strict
455,bootstrap,455,CP003,81,06-21,76,11.118467033378977,7.150355995512568,-5,5,matched
455,bootstrap,455,CP004,96,07-06,102,7.834849915514187,0.21515929590528593,6,6,near
455,bootstrap,455,CP005,113,07-23,112,14.36573802681084,12.711716338563804,-1,1,strict
455,bootstrap,455,CP006,132,08-11,127,5.379899033624875,1.4049723822232085,-5,5,matched
455,bootstrap,455,CP007,135,08-14,127,5.379899033624875,1.4049723822232085,-8,8,near
455,bootstrap,455,CP008,160,09-08,162,10.411958159241923,1.6185266010437758,2,2,strict
456,bootstrap,456,CP001,18,04-19,19,4.734278936960774,1.3994653928646041,1,1,strict
456,bootstrap,456,CP002,45,05-16,44,10.25807711818467,7.585855578438342,-1,1,strict
456,bootstrap,456,CP003,81,06-21,81,10.909293264831264,8.78196406033463,0,0,strict
456,bootstrap,456,CP004,96,07-06,95,7.589221089804942,2.024751832320037,-1,1,strict
456,bootstrap,456,CP005,113,07-23,115,10.685782922720975,5.889200647358327,2,2,strict
456,bootstrap,456,CP006,132,08-11,130,4.95937251063857,2.5081284034446725,-2,2,strict
456,bootstrap,456,CP007,135,08-14,130,4.95937251063857,2.5081284034446725,-5,5,matched
456,bootstrap,456,CP008,160,09-08,162,8.119953824042733,1.7462636316643145,2,2,strict
457,bootstrap,457,CP001,18,04-19,46,6.986383011037471,4.7107164727930595,28,28,no_match
457,bootstrap,457,CP002,45,05-16,46,6.986383011037471,4.7107164727930595,1,1,strict
457,bootstrap,457,CP003,81,06-21,84,13.733121853515787,11.99139238506095,3,3,matched
457,bootstrap,457,CP004,96,07-06,98,12.105811304511597,5.839700146757036,2,2,strict
457,bootstrap,457,CP005,113,07-23,126,3.3707652994976973,0.019629413842294774,13,13,no_match
457,bootstrap,457,CP006,132,08-11,135,3.945269753362367,1.3739584680049326,3,3,matched
457,bootstrap,457,CP007,135,08-14,135,3.945269753362367,1.3739584680049326,0,0,strict
457,bootstrap,457,CP008,160,09-08,160,8.810708783178129,3.960414594648146,0,0,strict
458,bootstrap,458,CP001,18,04-19,20,3.8438883630876837,0.2822035131292133,2,2,strict
458,bootstrap,458,CP002,45,05-16,45,6.586359408069356,3.7050786282374233,0,0,strict
458,bootstrap,458,CP003,81,06-21,83,11.868719429321027,9.924599792061123,2,2,strict
458,bootstrap,458,CP004,96,07-06,95,7.312480303904723,0.13636901354078823,-1,1,strict
458,bootstrap,458,CP005,113,07-23,114,7.512570267954831,3.654774228924905,1,1,strict
458,bootstrap,458,CP006,132,08-11,135,3.7320395230516983,1.1496561187629553,3,3,matched
458,bootstrap,458,CP007,135,08-14,135,3.7320395230516983,1.1496561187629553,0,0,strict
458,bootstrap,458,CP008,160,09-08,159,9.252291513399523,4.7061591470786635,-1,1,strict
459,bootstrap,459,CP001,18,04-19,17,4.729390933784295,0.514199068783773,-1,1,strict
459,bootstrap,459,CP002,45,05-16,41,7.5808646787509995,5.369789292960512,-4,4,matched
459,bootstrap,459,CP003,81,06-21,77,13.177356287423155,11.314120869347196,-4,4,matched
459,bootstrap,459,CP004,96,07-06,95,8.234004419549969,2.931161993380851,-1,1,strict
459,bootstrap,459,CP005,113,07-23,113,9.217703920532163,4.793698053328367,0,0,strict
459,bootstrap,459,CP006,132,08-11,141,5.686766074355138,0.23493167176728136,9,9,no_match
459,bootstrap,459,CP007,135,08-14,141,5.686766074355138,0.23493167176728136,6,6,near
459,bootstrap,459,CP008,160,09-08,156,7.814825493054061,4.053212635114215,-4,4,matched
460,bootstrap,460,CP001,18,04-19,15,5.210164236293628,0.08567220312401336,-3,3,matched
460,bootstrap,460,CP002,45,05-16,42,7.580699803165978,5.770191399109924,-3,3,matched
460,bootstrap,460,CP003,81,06-21,78,12.746784828742182,10.705633569956692,-3,3,matched
460,bootstrap,460,CP004,96,07-06,93,11.25876496817757,4.863755124095748,-3,3,matched
460,bootstrap,460,CP005,113,07-23,114,11.095824309771846,7.427431112854744,1,1,strict
460,bootstrap,460,CP006,132,08-11,130,6.139832794321217,3.661095455936313,-2,2,strict
460,bootstrap,460,CP007,135,08-14,130,6.139832794321217,3.661095455936313,-5,5,matched
460,bootstrap,460,CP008,160,09-08,160,6.949203643035349,1.2437462951796396,0,0,strict
461,bootstrap,461,CP001,18,04-19,19,4.001465792379381,1.3530397474165943,1,1,strict
461,bootstrap,461,CP002,45,05-16,44,8.628061547676907,6.13299761525513,-1,1,strict
461,bootstrap,461,CP003,81,06-21,77,8.92045045880792,6.716436864797432,-4,4,matched
461,bootstrap,461,CP004,96,07-06,96,8.481768392287824,2.6591090020623547,0,0,strict
461,bootstrap,461,CP005,113,07-23,113,8.610921275243998,5.277598183310429,0,0,strict
461,bootstrap,461,CP006,132,08-11,129,5.469442331444264,1.9965194801688013,-3,3,matched
461,bootstrap,461,CP007,135,08-14,136,4.909632023053645,0.07897717867643461,1,1,strict
461,bootstrap,461,CP008,160,09-08,161,7.884391387810426,1.8948175487517203,1,1,strict
462,bootstrap,462,CP001,18,04-19,19,4.124794760602231,1.3052098633067337,1,1,strict
462,bootstrap,462,CP002,45,05-16,44,6.628212718158126,4.366497312278803,-1,1,strict
462,bootstrap,462,CP003,81,06-21,83,12.427683475976604,10.155575047051656,2,2,strict
462,bootstrap,462,CP004,96,07-06,95,7.0769424020249225,0.6151019360400287,-1,1,strict
462,bootstrap,462,CP005,113,07-23,116,6.406944579980994,1.976447793528786,3,3,matched
462,bootstrap,462,CP006,132,08-11,136,5.040013885354004,1.5164566134063646,4,4,matched
462,bootstrap,462,CP007,135,08-14,136,5.040013885354004,1.5164566134063646,1,1,strict
462,bootstrap,462,CP008,160,09-08,159,7.176526338996234,2.784408117879324,-1,1,strict
463,bootstrap,463,CP001,18,04-19,19,5.3079209739878515,2.129785131583884,1,1,strict
463,bootstrap,463,CP002,45,05-16,44,8.946861865554837,5.841259365078073,-1,1,strict
463,bootstrap,463,CP003,81,06-21,82,7.514687972056626,0.1778141479787001,1,1,strict
463,bootstrap,463,CP004,96,07-06,96,6.068054885588198,1.255250429418819,0,0,strict
463,bootstrap,463,CP005,113,07-23,114,10.641599979132792,8.873289818760268,1,1,strict
463,bootstrap,463,CP006,132,08-11,136,3.875908893934351,0.26219505641515584,4,4,matched
463,bootstrap,463,CP007,135,08-14,136,3.875908893934351,0.26219505641515584,1,1,strict
463,bootstrap,463,CP008,160,09-08,162,7.598949305182531,2.996484607988,2,2,strict
464,bootstrap,464,CP001,18,04-19,33,5.465020231210239,0.6155379265991687,15,15,no_match
464,bootstrap,464,CP002,45,05-16,45,7.605323278578112,5.462827243720006,0,0,strict
