year,mode,target_event,target_day,score_proxy_original,score_proxy_after_H18_like_removal,score_proxy_after_background_removal,score_proxy_after_H18_and_background_removal,drop_fraction_after_H18_like_removal,drop_fraction_after_background_removal,drop_fraction_after_both
2013,raw,H35,35,3143.963752662188,1422.8718493402534,980.2233468723925,716.2040435476491,0.5474274001615254,0.688220531791317,0.7721971053447436
2014,raw,H35,35,1737.3974236967235,623.6604999753382,965.007662811132,583.3478669375869,0.6410375130818641,0.44456711535933435,0.6642403983215444
2015,raw,H35,35,2811.551763724257,2025.8150810627176,907.2982652321143,904.4142581387329,0.2794672653014688,0.677296261467268,0.6783220320508268
2016,raw,H35,35,3229.882713666097,632.9867797667908,389.2541218800804,386.34575567766234,0.8040217444774286,0.8794835118213147,0.8803839674911482
2017,raw,H35,35,2528.777562848838,1364.2318289235986,815.7202597228709,794.8641959052474,0.46051726772413315,0.6774250643050206,0.6856725527848406
2018,raw,H35,35,1809.6849545330183,832.7646220973697,818.6874529003002,808.0981943678629,0.539828951988905,0.547607747497929,0.5534591850677184
2019,raw,H35,35,1062.7493693410581,735.317279038762,863.5666174403821,665.3339528134944,0.30809906808537135,0.1874221313574398,0.3739502727477272
2020,raw,H35,35,2535.9377822079496,1236.205343435851,833.1453775678839,669.6290739019448,0.5125253655239397,0.6714645826829023,0.7359442023380705
2021,raw,H35,35,4053.1836328228014,1349.8196073385473,1055.2777438134524,974.0710612287995,0.6669729946584043,0.7396422567021681,0.7596775400599314
2022,raw,H35,35,1167.3941771438901,696.5494386599579,1900.5326675265483,569.4875501035791,0.403329695918037,-0.628012803846882,0.5121720141718803
2023,raw,H35,35,1818.44563352007,1674.387798600843,918.9511309903529,500.1240981961889,0.07922031446184397,0.49465020342044197,0.7249716521752317
1979,local_background_removed,H35,35,565.4141564842527,513.3948023084814,1367.05716853803,619.1724860162765,0.09200221391559738,-1.4177979147858566,-0.09507779194333099
1980,local_background_removed,H35,35,2024.5053833832496,1072.0042326763362,908.5562383483272,908.5181813966955,0.4704858571999163,0.5512206360103649,0.55123943415827
1981,local_background_removed,H35,35,2134.20531610396,1842.460558101558,1048.9888653726844,1048.7202899592412,0.13669948050499114,0.5084873711739988,0.5086132144616227
1982,local_background_removed,H35,35,4448.00297246426,2000.0729541787143,2064.0321721336068,1202.536547482799,0.5503436111530644,0.5359643001789403,0.7296457410376738
1983,local_background_removed,H35,35,3226.360874437611,2555.4342465294003,1068.1908273697368,947.0587412833846,0.20795151380118337,0.6689177469783402,0.706462240852562
1984,local_background_removed,H35,35,2201.1606846538607,740.6269421491396,760.821191580329,494.1683672080857,0.6635289066751593,0.6543545426353231,0.7754964593664841
1985,local_background_removed,H35,35,3858.2280515866196,2121.9608616929295,1044.3120692208804,1036.4905485179454,0.4500167348012736,0.7293285790114382,0.7313558103203077
1986,local_background_removed,H35,35,2007.4032732357016,1168.511972855363,573.4999591201106,539.3511413156336,0.4178987409082695,0.7143075500740341,0.7313189888117189
1987,local_background_removed,H35,35,1462.800636889939,643.4806992986992,1144.4804389111575,507.52519464741704,0.5601036237810206,0.21761010348994791,0.6530455471181182
1988,local_background_removed,H35,35,2269.374641477846,1067.2847761157657,1066.8825715816704,572.6317205601475,0.529700933195968,0.5298781646353012,0.7476698161273
1989,local_background_removed,H35,35,2554.1182078583633,1572.2542178279239,984.9166624883609,775.2842148482773,0.3844238637857469,0.6143809399823288,0.696457191189144
1990,local_background_removed,H35,35,1762.732778831993,1509.9445832233343,971.2592712450057,955.0993044311231,0.14340698638176974,0.44900368172164284,0.4581712464302259
1991,local_background_removed,H35,35,3874.25987252239,1290.0274131807041,2720.5045166480127,1179.4335693514522,0.6670261015968415,0.2978001976731647,0.6955719006573594
1992,local_background_removed,H35,35,3259.2711706855966,2095.855619768167,1417.0371707992947,1013.3282467314858,0.35695573948598514,0.5652288206196672,0.6890936060044586
1993,local_background_removed,H35,35,2211.470466956584,1134.8307062350036,301.68612690460174,300.7556935383143,0.48684338172657005,0.8635812092395786,0.8640019398711605
1994,local_background_removed,H35,35,1982.4601279725994,1118.9241506380204,607.1752558752222,597.0147710465646,0.4355880681533255,0.6937263719416331,0.6988515619443438
1995,local_background_removed,H35,35,3136.909766001937,1940.9331674042462,788.7993488870875,590.7094367679895,0.3812594839544875,0.7485425441827642,0.8116906507257102
1996,local_background_removed,H35,35,1281.0336935745481,1263.0450259526433,968.7296957554105,510.2866655108181,0.014042306390638304,0.2437906195485744,0.6016602310537723
1997,local_background_removed,H35,35,1784.130383379305,1170.042615996163,782.4117704378253,782.1456887833158,0.3441944451503617,0.5614604303997859,0.5616095684095347
1998,local_background_removed,H35,35,1012.071902643381,1007.0054430814016,356.38322360071754,355.2324918169812,0.0050060272879294265,0.6478676834423546,0.649004689400855
1999,local_background_removed,H35,35,1557.5952378980544,1458.1074702915853,1099.5490910706483,660.1337875025177,0.06387267063086688,0.2940726420334533,0.5761839973308112
2000,local_background_removed,H35,35,2182.6329557172717,2060.282268231688,1312.3248310559227,1112.5998684927536,0.056056464814706386,0.39874231825448747,0.49024875411215285
2001,local_background_removed,H35,35,1059.702043642824,908.5955693424537,737.2431123323541,727.2962527920164,0.14259335933799644,0.30429207270563285,0.3136785409114924
2002,local_background_removed,H35,35,1635.759890109366,1569.825967029039,652.4584820485453,649.7507649469366,0.0403078248091282,0.6011282059221281,0.6027835326714763
2003,local_background_removed,H35,35,1416.0535466998952,1336.1344625835482,1419.3638971339947,1085.6843172270117,0.05643789693023826,-0.0023377297008395637,0.23330278028172535
2004,local_background_removed,H35,35,2015.08335984523,1561.7489974552268,1011.1187560648959,509.3097950375636,0.22497052549966068,0.4982248495454026,0.7472512526346893
2005,local_background_removed,H35,35,694.2541407911586,566.752069833784,1527.3110907065438,490.9437733047054,0.18365331002862395,-1.1999308336368717,0.292847180219573
2006,local_background_removed,H35,35,4572.602611228093,1689.77973564702,648.5598203442028,608.4124110673479,0.6304555896684001,0.8581639658010836,0.8669439566925448
2007,local_background_removed,H35,35,2155.2768372974692,1362.240030387608,1426.7777659918415,559.5395139556265,0.36795125024600595,0.33800719179031424,0.7403862444616439
2008,local_background_removed,H35,35,1388.262678793602,1328.5293265779337,1535.8932396809682,976.1278812547142,0.04302741341975458,-0.10634195036897265,0.296870904789454
2009,local_background_removed,H35,35,3782.4801585293976,785.302657284342,479.48263308364454,478.4995344076048,0.7923841965136276,0.8732359158573711,0.8734958243393292
2010,local_background_removed,H35,35,2531.789469536197,1296.0244263794746,1137.3924578631709,805.3831888110122,0.48809944824642326,0.5507555144103148,0.6818917218426729
2011,local_background_removed,H35,35,3259.4762784870245,659.6562640638804,620.5160190939596,619.4042432933711,0.7976189400678572,0.8096270792981537,0.8099681696162291
2012,local_background_removed,H35,35,1630.6193871861371,1527.1567022883041,656.5649541556661,440.001494402799,0.06344992934026894,0.5973524175444392,0.7301629688323016
2013,local_background_removed,H35,35,3143.963752662188,1254.386258778077,980.2233468723925,705.8101063180355,0.6010175824336681,0.688220531791317,0.7755031031383925
2014,local_background_removed,H35,35,1737.3974236967235,539.0486853340227,965.007662811132,469.39642803459196,0.6897378354648016,0.44456711535933435,0.7298278323471666
2015,local_background_removed,H35,35,2811.551763724257,2078.2236378191583,907.2982652321143,905.3988271146969,0.2608268271517479,0.677296261467268,0.6779718450157997
2016,local_background_removed,H35,35,3229.882713666097,925.0108106665268,389.2541218800804,387.3137098665948,0.7136085447460141,0.8794835118213147,0.8800842803895588
2017,local_background_removed,H35,35,2528.777562848838,1451.975636274108,815.7202597228709,790.4383590750061,0.4258191556246016,0.6774250643050206,0.6874227410557519
2018,local_background_removed,H35,35,1809.6849545330183,710.6722274717162,818.6874529003002,813.5210821938483,0.6072950566939415,0.547607747497929,0.550462592863975
2019,local_background_removed,H35,35,1062.7493693410581,740.2982792691955,863.5666174403821,679.1001577087454,0.30341216788657666,0.1874221313574398,0.36099688477838254
2020,local_background_removed,H35,35,2535.9377822079496,1200.839183343345,833.1453775678839,626.4639629691983,0.5264713543966297,0.6714645826829023,0.7529655627340515
2021,local_background_removed,H35,35,4053.1836328228014,811.1791834363271,1055.2777438134524,955.1465739591758,0.7998661652367848,0.7396422567021681,0.7643465827147898
2022,local_background_removed,H35,35,1167.3941771438901,738.8007358867202,1900.5326675265483,496.97011127860173,0.36713686743388874,-0.628012803846882,0.5742910826448757
2023,local_background_removed,H35,35,1818.44563352007,1607.5345941003281,918.9511309903529,436.0537219584115,0.11598424254865913,0.49465020342044197,0.7602052467665381
1979,anomaly,H35,35,1624.1911816151664,1509.9857019394392,1243.396212533309,1200.7704127971647,0.07031529352484012,0.23445206044228017,0.26069638452102273
1980,anomaly,H35,35,1119.3866219923955,1093.0963329431695,898.0132978367424,897.6535616397368,0.023486334866528846,0.19776306041752656,0.1980844294511901
1981,anomaly,H35,35,3012.851584257597,2728.6369941178864,1088.4145109139267,1013.9459813379601,0.09433408257637244,0.6387427390711895,0.6634596982354148
1982,anomaly,H35,35,3271.781764622457,2749.628675782886,1969.4373788650762,1222.0591395599495,0.15959288436825925,0.39805356208031295,0.6264851302816136
1983,anomaly,H35,35,4176.7170509883,4134.541135491012,1168.5724860726384,1140.5042698857087,0.010097862743014385,0.7202174646242485,0.726937626857955
1984,anomaly,H35,35,1001.5218028306308,781.9859184970439,700.9366548381548,610.1285429791224,0.2192023016504544,0.3001284117259587,0.39079854152480964
1985,anomaly,H35,35,2826.6038714758097,2309.7677390862564,1016.7785832830475,714.2851215426085,0.18284703336223262,0.6402826043140692,0.7472991780876355
1986,anomaly,H35,35,3134.3975053852587,3123.6873156787283,651.6347946326327,651.0124700105621,0.0034169851424807884,0.7921020567707036,0.7923006035794607
1987,anomaly,H35,35,517.504500973827,517.390079276758,1030.8946968672851,627.4193297635809,0.00022110280558662598,-0.992049721166431,-0.21239395712098919
1988,anomaly,H35,35,1311.990401068093,1101.4008868109966,1175.326112633778,522.4183126880374,0.16051147484437023,0.10416561609220343,0.6018123972075283
1989,anomaly,H35,35,1514.942133081478,1157.0601583606908,872.0373546125737,786.2516187696691,0.23623474910743625,0.42437579920046165,0.4810022101831779
1990,anomaly,H35,35,1439.8936636739334,1393.5173240069541,956.7790958410006,927.8205004454396,0.032208169837103506,0.33552100409987984,0.35563262492726244
1991,anomaly,H35,35,2608.8506712727544,1533.4894466979754,2607.876143026282,1576.2903824069233,0.41219730834580615,0.00037354696349745087,0.3957912579036523
1992,anomaly,H35,35,2381.20925901135,2267.5595642954922,1332.7207256479815,956.5952843458235,0.04772772249468049,0.44031767867335125,0.5982733223778112
1993,anomaly,H35,35,1311.4297703495424,1026.1450148624385,316.5179964649819,275.71633340854135,0.2175371963769478,0.7586466285719451,0.7897589793656634
1994,anomaly,H35,35,987.8740352602014,617.9344879302065,566.0720017675909,533.0296039218664,0.3744804844805487,0.4269795727362242,0.46042755969239646
1995,anomaly,H35,35,4254.656318045011,3811.1576561241595,897.5915113032015,758.8981588168468,0.10423842227628777,0.7890331335350632,0.8216311490076933
1996,anomaly,H35,35,1922.6815360781957,1588.2150854506747,1068.3434517207181,952.2980132206179,0.17395832037257275,0.44434716219313164,0.5047031994892535
1997,anomaly,H35,35,1176.4513176877033,975.7829457689465,789.9517214975529,785.7652663134519,0.17057091007655745,0.3285300380723015,0.3320885832676347
1998,anomaly,H35,35,1641.0420616097508,1189.8773263853946,343.6545770276883,343.21735563484316,0.27492575953951737,0.7905875875658017,0.7908540166860987
1999,anomaly,H35,35,2420.955697615635,2402.625720418984,1226.5879562486166,1101.6260841658157,0.0075713806802428785,0.49334555875736774,0.5449623116809648
2000,anomaly,H35,35,2058.3219813090413,1683.825685131295,1402.0030394639666,1337.6973631919602,0.1819425238511888,0.31886116351323823,0.35010295991630125
2001,anomaly,H35,35,1010.0858040548887,886.1957523588798,750.8179372990116,745.7290879021662,0.12265299759551584,0.2566790521310883,0.26171708887649836
2002,anomaly,H35,35,2351.5117729157864,1965.898475441675,660.2902979515615,624.7942982737934,0.16398527190700196,0.7192060420208629,0.7343010120255227
2003,anomaly,H35,35,1589.7035822065045,1331.675206002583,1294.919703042638,1260.0184991800047,0.16231225688362527,0.18543323577009696,0.20738777135351094
2004,anomaly,H35,35,1509.5281953858685,1338.3796162568499,1119.193173757624,997.0006938387709,0.11337885549416271,0.2585808087728142,0.33952827321392587
2005,anomaly,H35,35,1794.5548825510136,1079.8796978645537,1638.2466175675854,885.6687976643015,0.39824649089055875,0.08710141244676306,0.5064688150382468
2006,anomaly,H35,35,3324.732545785676,990.2614361754871,599.1822321864546,536.5446663032628,0.7021530536551848,0.8197803209927491,0.8386202021021602
2007,anomaly,H35,35,1348.3800343291593,1341.6231153532246,1302.1432128392803,787.3275451746244,0.0050111384060179676,0.034290645302296086,0.41609373831589513
2008,anomaly,H35,35,1998.500727439196,1177.6286309042973,1616.6460495900849,859.6482241414191,0.4107439568394521,0.19107057235771208,0.5698534344578698
2009,anomaly,H35,35,2534.8817520058783,2395.2174023573493,486.93163681820454,463.76407264860035,0.055096988069763486,0.8079075537023017,0.8170470585929229
2010,anomaly,H35,35,1660.2868810601094,1635.2826077943223,1209.7862959224012,984.9332606907411,0.015060212515695892,0.27133900187783155,0.40676923251850816
2011,anomaly,H35,35,1971.431918232541,580.1438004498283,657.516758727734,631.5670946835261,0.7057246587698813,0.6664775726481992,0.679640423368133
2012,anomaly,H35,35,1694.7804388217094,665.3985230702574,582.828171828777,575.7467099426174,0.6073836422534629,0.6561040247585189,0.660282419625457
2013,anomaly,H35,35,2066.077822213457,2027.9322054776692,896.7114079034857,840.6351592863598,0.018462816998306986,0.5659837212991283,0.5931251232416019
2014,anomaly,H35,35,752.6906565345491,742.4940583416403,883.3595070614775,687.5011957897152,0.013546864311900442,-0.17360232838353373,0.08660856910988068
2015,anomaly,H35,35,2034.9037782796256,2018.3082258478028,867.1324427628883,825.3437728881637,0.00815544823738712,0.5738705426671376,0.5944064865878148
2016,anomaly,H35,35,1929.559510010673,1917.5876014008136,408.39930421671824,334.378333858401,0.006204477523366503,0.7883458363953443,0.8267074261645595
2017,anomaly,H35,35,1511.8100534746454,1196.4394289481056,814.1505432379843,786.5559991429437,0.20860466154574941,0.4614729930080873,0.4797256458672339
2018,anomaly,H35,35,858.535260440052,704.2683770380241,872.5248070912452,618.4608297519251,0.1796861358064159,-0.016294667552760433,0.279632580920525
2019,anomaly,H35,35,1005.8413898880098,842.0363530932486,755.782900850466,656.4998618345712,0.16285374457795887,0.2486062828110357,0.34731273893226267
2020,anomaly,H35,35,1366.178545335548,1161.4770563270067,872.4288836527056,845.9117845081204,0.14983509271715612,0.3614093219137563,0.38081900978736616
2021,anomaly,H35,35,2851.336970787583,2449.1688250278125,1042.4463185684315,839.2471828600661,0.14104546389292094,0.634400869048988,0.7056653803256887
2022,anomaly,H35,35,768.9344398795862,768.7121901325406,1788.5471617640087,1592.401108140924,0.00028903601597085604,-1.3260073538182162,-1.0709192169754957
2023,anomaly,H35,35,2737.5603154942946,2732.588999181028,1041.1217506225473,1040.662673924596,0.0018159659479023427,0.6196899316775192,0.6198576272330666
