year,mode,domain,pseudo_event_id,pseudo_residual_norm,pseudo_residual_fraction,pseudo_target_norm
2019,anomaly,object_domain_spatial,PSEUDO_22_30,871.1793124968574,0.1634873178717891,2154.5943635390668
2020,anomaly,object_domain_spatial,PSEUDO_22_30,2443.4309357364987,0.9937914048778581,2451.051575949794
2021,anomaly,object_domain_spatial,PSEUDO_22_30,2305.7743600661365,0.5994599429425899,2978.0824793302136
2022,anomaly,object_domain_spatial,PSEUDO_22_30,1758.347235049424,0.5383324171037445,2396.5107224902213
2023,anomaly,object_domain_spatial,PSEUDO_22_30,946.0529936861433,0.6259781296455879,1195.7375955912678
1979,anomaly,profile,PSEUDO_22_30,155.6614924295433,0.7051092380508632,185.37577840445405
1980,anomaly,profile,PSEUDO_22_30,44.743513812165496,0.7248240264190375,52.55497052087737
1981,anomaly,profile,PSEUDO_22_30,80.56198456164704,0.37428102141090197,131.68346725177173
1982,anomaly,profile,PSEUDO_22_30,64.23886897661868,0.7212540931783932,75.64038671090654
1983,anomaly,profile,PSEUDO_22_30,32.74755693798227,0.8352239998021258,35.832525892776886
1984,anomaly,profile,PSEUDO_22_30,30.991193140918682,0.9950724412562493,31.06783195156103
1985,anomaly,profile,PSEUDO_22_30,109.0543575744017,0.9993391305611801,109.0904107912836
1986,anomaly,profile,PSEUDO_22_30,60.241640994795624,0.9998469132018587,60.2462526242544
1987,anomaly,profile,PSEUDO_22_30,40.01653661263492,0.10837289155783543,121.55677451069523
1988,anomaly,profile,PSEUDO_22_30,8.777175615120898,0.0011426937082114218,259.65092244143307
1989,anomaly,profile,PSEUDO_22_30,44.11043655626391,0.6413841282293301,55.078518696651805
1990,anomaly,profile,PSEUDO_22_30,135.73288288874411,0.9648445638375767,138.18356606868892
1991,anomaly,profile,PSEUDO_22_30,77.14383239213485,0.10316606231782616,240.17775602674828
1992,anomaly,profile,PSEUDO_22_30,32.0567936523886,0.1694651096291134,77.87174974856794
1993,anomaly,profile,PSEUDO_22_30,57.27632913271771,0.9271073124961283,59.485370756470324
1994,anomaly,profile,PSEUDO_22_30,26.758709490391308,0.25754330764495553,52.72784598281709
1995,anomaly,profile,PSEUDO_22_30,41.42099826609461,0.5174011618578249,57.58466724328458
1996,anomaly,profile,PSEUDO_22_30,170.47509987437238,0.8480509401227717,185.11856863325576
1997,anomaly,profile,PSEUDO_22_30,79.69668984827874,0.9694590844112834,80.94230009038773
1998,anomaly,profile,PSEUDO_22_30,84.78668468286511,0.989844421803933,85.22052078917469
1999,anomaly,profile,PSEUDO_22_30,18.172502754707683,0.0599460809538281,74.22228928514375
2000,anomaly,profile,PSEUDO_22_30,74.43230571322722,0.8312744256255938,81.63741840804869
2001,anomaly,profile,PSEUDO_22_30,14.084106431630014,0.998644652280037,14.093660575387805
2002,anomaly,profile,PSEUDO_22_30,67.08172409346007,0.6925652106427368,80.6072082466556
2003,anomaly,profile,PSEUDO_22_30,177.93978302879123,0.9969017378955446,178.21607726209282
2004,anomaly,profile,PSEUDO_22_30,58.915907485977364,0.7793279118158016,66.73788758954876
2005,anomaly,profile,PSEUDO_22_30,90.76427515826275,0.9799715789432931,91.68709302747631
2006,anomaly,profile,PSEUDO_22_30,58.38200771354104,0.13339952821226148,159.84603909973185
2007,anomaly,profile,PSEUDO_22_30,33.340231547689235,0.0836923342066727,115.24597629783979
2008,anomaly,profile,PSEUDO_22_30,65.84975845454778,0.9967241083294447,65.95788251683837
2009,anomaly,profile,PSEUDO_22_30,32.98342002018019,0.19489123587701088,74.7135771982681
2010,anomaly,profile,PSEUDO_22_30,39.41583402000654,0.22868995069950324,82.42276509626507
2011,anomaly,profile,PSEUDO_22_30,102.02595626180943,0.1875710881915402,235.57420003008312
2012,anomaly,profile,PSEUDO_22_30,23.813499405921004,0.6782104904321316,28.916183251401186
2013,anomaly,profile,PSEUDO_22_30,94.8078721291627,0.280606401557282,178.9763356500212
2014,anomaly,profile,PSEUDO_22_30,54.57787392025193,0.25292214439559696,108.52334864353226
2015,anomaly,profile,PSEUDO_22_30,37.69012895870464,0.33529109257918777,65.0903512881693
2016,anomaly,profile,PSEUDO_22_30,79.54670678254718,0.998069929551466,79.62358345753167
2017,anomaly,profile,PSEUDO_22_30,57.03397102299768,0.18050183897229163,134.24335429309363
2018,anomaly,profile,PSEUDO_22_30,23.684399306336186,0.01800690864509991,176.49922136459642
2019,anomaly,profile,PSEUDO_22_30,60.52129583891043,0.10505380139553752,186.72494157371017
2020,anomaly,profile,PSEUDO_22_30,215.9202115716118,0.9953622718440831,216.42264949881093
2021,anomaly,profile,PSEUDO_22_30,187.6795793443194,0.6010074897413091,242.09012755931963
2022,anomaly,profile,PSEUDO_22_30,141.79621106996814,0.5286157389386981,195.02692866514602
2023,anomaly,profile,PSEUDO_22_30,35.4316171925503,0.14525620393932884,92.96588971043009
1979,anomaly,object_domain_spatial,PSEUDO_24_32,1621.6353481794588,0.7927960150088,1821.2621968675542
1980,anomaly,object_domain_spatial,PSEUDO_24_32,788.7102087675748,0.8409967294556816,860.0432838651758
1981,anomaly,object_domain_spatial,PSEUDO_24_32,1309.1736318823919,0.815257493510195,1449.9393952071264
1982,anomaly,object_domain_spatial,PSEUDO_24_32,1905.6559122554615,0.7979934033154732,2133.2651372164105
1983,anomaly,object_domain_spatial,PSEUDO_24_32,1050.7592576636403,0.9903166628407679,1055.8839339012372
1984,anomaly,object_domain_spatial,PSEUDO_24_32,999.4515905377885,0.9808487817584324,1009.1616425391495
1985,anomaly,object_domain_spatial,PSEUDO_24_32,1832.8974537369904,0.983719794170913,1848.002110099307
1986,anomaly,object_domain_spatial,PSEUDO_24_32,1558.678097747849,0.9792339670780323,1575.1183753593627
1987,anomaly,object_domain_spatial,PSEUDO_24_32,670.8083008189648,0.10550013409403272,2065.2466304504132
1988,anomaly,object_domain_spatial,PSEUDO_24_32,476.6263188722233,0.03491199611998285,2550.883823404152
1989,anomaly,object_domain_spatial,PSEUDO_24_32,753.9305650719461,0.46184707938460867,1109.384898095639
1990,anomaly,object_domain_spatial,PSEUDO_24_32,1042.9664538247948,0.6713071800496692,1272.9451589976918
1991,anomaly,object_domain_spatial,PSEUDO_24_32,2053.1787833170374,0.4679369506857098,3001.463714840603
1992,anomaly,object_domain_spatial,PSEUDO_24_32,1236.2506820809072,0.7729546392469548,1406.1431649122537
1993,anomaly,object_domain_spatial,PSEUDO_24_32,1010.7425310674189,0.9857580911706051,1018.0177855808091
1994,anomaly,object_domain_spatial,PSEUDO_24_32,1165.497044107891,0.725235831429669,1368.584288482093
1995,anomaly,object_domain_spatial,PSEUDO_24_32,1839.5069880901744,0.9238620206402962,1913.8058820753656
1996,anomaly,object_domain_spatial,PSEUDO_24_32,670.9008180451101,0.2433226277038145,1360.0881992265686
1997,anomaly,object_domain_spatial,PSEUDO_24_32,1783.610498547657,0.968651375288057,1812.2423297344876
1998,anomaly,object_domain_spatial,PSEUDO_24_32,727.9429273786992,0.9963785591423535,729.2646194158064
1999,anomaly,object_domain_spatial,PSEUDO_24_32,1010.6114083820668,0.5579366312834576,1352.9811892010757
2000,anomaly,object_domain_spatial,PSEUDO_24_32,1513.6013264822288,0.93173595807357,1568.068647561583
2001,anomaly,object_domain_spatial,PSEUDO_24_32,671.6459629892423,0.8089214865950274,746.77061961778
2002,anomaly,object_domain_spatial,PSEUDO_24_32,631.4143309866382,0.8274066660321847,694.1525556831627
2003,anomaly,object_domain_spatial,PSEUDO_24_32,1594.1963306343503,0.9731604134809281,1616.030629937609
2004,anomaly,object_domain_spatial,PSEUDO_24_32,1236.337742910032,0.539966661405862,1682.4945044365747
2005,anomaly,object_domain_spatial,PSEUDO_24_32,748.8522631569482,0.9041537820937285,787.5443043988956
2006,anomaly,object_domain_spatial,PSEUDO_24_32,1456.7653123635203,0.28778977664459154,2715.5131528459574
2007,anomaly,object_domain_spatial,PSEUDO_24_32,603.0031387384275,0.1119340830506461,1802.3469658257093
2008,anomaly,object_domain_spatial,PSEUDO_24_32,1024.2839117168587,0.39242592133711435,1635.0894187720141
2009,anomaly,object_domain_spatial,PSEUDO_24_32,733.523261696179,0.3026977335904782,1333.242981836118
2010,anomaly,object_domain_spatial,PSEUDO_24_32,1448.3858674825092,0.8701299955171765,1552.716644577824
2011,anomaly,object_domain_spatial,PSEUDO_24_32,1616.6564192734775,0.29750853182356923,2963.930519432361
2012,anomaly,object_domain_spatial,PSEUDO_24_32,1176.5701517900363,0.2790309551206581,2227.3662451060536
2013,anomaly,object_domain_spatial,PSEUDO_24_32,817.0290167279602,0.4934428266530012,1163.1053699000743
2014,anomaly,object_domain_spatial,PSEUDO_24_32,775.9359586867346,0.1895548699375352,1782.2080676071507
2015,anomaly,object_domain_spatial,PSEUDO_24_32,623.0300502971794,0.541232941032278,846.8702637172485
2016,anomaly,object_domain_spatial,PSEUDO_24_32,703.1271209982926,0.49142600185938484,1003.0088938272872
2017,anomaly,object_domain_spatial,PSEUDO_24_32,576.8628984139443,0.05904741717984555,2373.9532100064707
2018,anomaly,object_domain_spatial,PSEUDO_24_32,1282.4653115199594,0.4731939106446018,1864.3440172772614
2019,anomaly,object_domain_spatial,PSEUDO_24_32,1092.6403641046195,0.21642894034557286,2348.6568750433744
2020,anomaly,object_domain_spatial,PSEUDO_24_32,2792.834841558331,0.9978916318569069,2795.7836672905623
2021,anomaly,object_domain_spatial,PSEUDO_24_32,900.3068737914067,0.11714412726955363,2630.451540222981
2022,anomaly,object_domain_spatial,PSEUDO_24_32,1835.8416969476898,0.6483794877743728,2279.925185740126
2023,anomaly,object_domain_spatial,PSEUDO_24_32,625.5937591218748,0.9982298212164366,626.1482017272224
1979,anomaly,profile,PSEUDO_24_32,140.47432528986806,0.7421460358894901,163.06181378295065
1980,anomaly,profile,PSEUDO_24_32,57.86746448371269,0.8083907960906409,64.36114677212069
1981,anomaly,profile,PSEUDO_24_32,57.148949275247084,0.9220611582579233,59.51526697275963
1982,anomaly,profile,PSEUDO_24_32,117.79688656500865,0.6131772120263208,150.43220063388102
1983,anomaly,profile,PSEUDO_24_32,63.44966732832699,0.9537029183214494,64.97148506245199
1984,anomaly,profile,PSEUDO_24_32,46.013386598773906,0.88265631910563,48.976571642962426
1985,anomaly,profile,PSEUDO_24_32,154.0008491098626,0.9600247376302402,157.17443339668617
1986,anomaly,profile,PSEUDO_24_32,131.21161647173392,0.9437299502330486,135.06673970809155
1987,anomaly,profile,PSEUDO_24_32,54.42243931422992,0.0867916128981467,184.73072052721702
1988,anomaly,profile,PSEUDO_24_32,15.387046851417416,0.004494875407365305,229.50727002945496
1989,anomaly,profile,PSEUDO_24_32,33.23094573144055,0.37847560117714674,54.016166271801936
1990,anomaly,profile,PSEUDO_24_32,69.64952769937949,0.5436484009380271,94.462431065318
1991,anomaly,profile,PSEUDO_24_32,58.47989328876692,0.0671606556779636,225.6571546552901
1992,anomaly,profile,PSEUDO_24_32,75.1348728515165,0.6313188503287571,94.56211502898873
1993,anomaly,profile,PSEUDO_24_32,68.93355064609639,0.9336980098031065,71.33906816601382
1994,anomaly,profile,PSEUDO_24_32,76.0150816634026,0.5591254192311135,101.65883958164514
1995,anomaly,profile,PSEUDO_24_32,131.78807833409712,0.6404070716417473,164.68273306286682
1996,anomaly,profile,PSEUDO_24_32,49.72886620433059,0.18828327151010804,114.60476890005276
1997,anomaly,profile,PSEUDO_24_32,70.21519651856255,0.34187593410318967,120.08723643820146
1998,anomaly,profile,PSEUDO_24_32,60.06956301229115,0.9719173837740002,60.93120929333488
1999,anomaly,profile,PSEUDO_24_32,89.48034556345563,0.588762320681282,116.61586778803718
2000,anomaly,profile,PSEUDO_24_32,124.85036437770647,0.859893532476153,134.6379445725292
2001,anomaly,profile,PSEUDO_24_32,24.44806970279087,0.9012447660099157,25.752725417941107
2002,anomaly,profile,PSEUDO_24_32,27.38738860779952,0.6031177026572491,35.26546268267414
2003,anomaly,profile,PSEUDO_24_32,140.83015574214124,0.9903374510787979,141.51551563822605
2004,anomaly,profile,PSEUDO_24_32,53.584576663107384,0.9881216576080045,53.9056881905223
2005,anomaly,profile,PSEUDO_24_32,41.387052798712624,0.9608296621329439,42.222242927465146
2006,anomaly,profile,PSEUDO_24_32,65.04301689819359,0.07073147988247563,244.56499994351415
2007,anomaly,profile,PSEUDO_24_32,44.03720894094459,0.07957881440512755,156.1065240082248
2008,anomaly,profile,PSEUDO_24_32,62.3393067067857,0.2858672571890765,116.594955410585
2009,anomaly,profile,PSEUDO_24_32,37.07222091004308,0.11163639153783377,110.95470147387718
2010,anomaly,profile,PSEUDO_24_32,124.40345715538659,0.8382562433610974,135.8764060285517
2011,anomaly,profile,PSEUDO_24_32,81.47594503072429,0.10566324001044373,250.64984750079114
2012,anomaly,profile,PSEUDO_24_32,89.38690921939111,0.9656947008414801,90.96074245511429
2013,anomaly,profile,PSEUDO_24_32,31.61252532558885,0.14914368630286215,81.85717523298402
2014,anomaly,profile,PSEUDO_24_32,26.91622562740901,0.05759027969348808,112.16040434604712
2015,anomaly,profile,PSEUDO_24_32,23.05179078528569,0.10189560621761774,72.2149210209782
2016,anomaly,profile,PSEUDO_24_32,53.38719977582274,0.5860349086370514,69.73894912901986
2017,anomaly,profile,PSEUDO_24_32,34.86448236832685,0.02753326027032492,210.1137150072756
2018,anomaly,profile,PSEUDO_24_32,19.947716169378232,0.014796283513479785,163.9898082223844
2019,anomaly,profile,PSEUDO_24_32,89.27244320756981,0.19204739007981642,203.71040676199308
2020,anomaly,profile,PSEUDO_24_32,240.1208849098917,0.9842924887985283,242.02924703020267
2021,anomaly,profile,PSEUDO_24_32,52.06070052015505,0.06569636602651434,203.11375444359638
2022,anomaly,profile,PSEUDO_24_32,138.91608240910742,0.5604379496032685,185.56187811313058
2023,anomaly,profile,PSEUDO_24_32,41.414733413386045,0.8662880190321474,44.49628120195735
1979,anomaly,object_domain_spatial,PSEUDO_48_56,1482.6019647872513,0.9978221003625246,1484.2190858535275
1980,anomaly,object_domain_spatial,PSEUDO_48_56,1046.4697607830958,0.7559184431852909,1203.619492632172
1981,anomaly,object_domain_spatial,PSEUDO_48_56,1454.8978766979092,0.9015300739227738,1532.2950571671997
1982,anomaly,object_domain_spatial,PSEUDO_48_56,1382.5288183953094,0.5579377858935685,1850.8929681932889
1983,anomaly,object_domain_spatial,PSEUDO_48_56,896.5438449130162,0.834196421307912,981.6063792568361
1984,anomaly,object_domain_spatial,PSEUDO_48_56,1522.2617095015657,0.8484993354816144,1652.5841006816147
1985,anomaly,object_domain_spatial,PSEUDO_48_56,2868.807554285436,0.998540849719904,2870.9028582601863
1986,anomaly,object_domain_spatial,PSEUDO_48_56,985.1126385479868,0.9398108886065115,1016.1683280557944
1987,anomaly,object_domain_spatial,PSEUDO_48_56,878.8008358948565,0.9269692845622265,912.7625004277667
1988,anomaly,object_domain_spatial,PSEUDO_48_56,534.1303543283644,0.2522321841925148,1063.5233001272964
1989,anomaly,object_domain_spatial,PSEUDO_48_56,856.8544687766337,0.10224590810346602,2679.6871755527022
1990,anomaly,object_domain_spatial,PSEUDO_48_56,1249.4529819003042,0.7253753677544116,1467.0283817889394
1991,anomaly,object_domain_spatial,PSEUDO_48_56,1488.3187578774046,0.8090943562396149,1654.6127611073869
1992,anomaly,object_domain_spatial,PSEUDO_48_56,1101.8525782210945,0.48879912766171885,1576.0075044048012
1993,anomaly,object_domain_spatial,PSEUDO_48_56,2733.7902808132358,0.9651503535883599,2782.7084583664055
1994,anomaly,object_domain_spatial,PSEUDO_48_56,1089.410239305878,0.4308259861712315,1659.7417074652562
1995,anomaly,object_domain_spatial,PSEUDO_48_56,1139.180925462377,0.8606385355062117,1227.9546005198808
1996,anomaly,object_domain_spatial,PSEUDO_48_56,1427.8939696548937,0.7712134570447794,1625.9555169368068
1997,anomaly,object_domain_spatial,PSEUDO_48_56,1074.9863228855438,0.9979813401078488,1076.072984249676
1998,anomaly,object_domain_spatial,PSEUDO_48_56,1006.8717323904411,0.6637280341686368,1235.8878638732826
1999,anomaly,object_domain_spatial,PSEUDO_48_56,850.2299067873694,0.9929558172609924,853.2404084665761
2000,anomaly,object_domain_spatial,PSEUDO_48_56,2292.563284965056,0.9855990617706634,2309.2512760142763
2001,anomaly,object_domain_spatial,PSEUDO_48_56,714.6637961910748,0.8046315598992136,796.7154709132321
2002,anomaly,object_domain_spatial,PSEUDO_48_56,442.63463222545226,0.6003053165506752,571.2935170361692
2003,anomaly,object_domain_spatial,PSEUDO_48_56,1585.0085548521952,0.6200436053014446,2012.8920943815624
2004,anomaly,object_domain_spatial,PSEUDO_48_56,3147.8592315567175,0.9881058031880526,3166.748532996493
2005,anomaly,object_domain_spatial,PSEUDO_48_56,850.9198113983033,0.30199482415517875,1548.4204032657547
2006,anomaly,object_domain_spatial,PSEUDO_48_56,1384.0808578167823,0.38153028788361437,2240.7683012469233
2007,anomaly,object_domain_spatial,PSEUDO_48_56,946.1251469764037,0.24352804896248637,1917.2294480935764
2008,anomaly,object_domain_spatial,PSEUDO_48_56,570.8558219241903,0.35165227676905714,962.6528874221792
2009,anomaly,object_domain_spatial,PSEUDO_48_56,3631.1207744977423,0.9219902492573493,3781.6168999804327
2010,anomaly,object_domain_spatial,PSEUDO_48_56,1345.349102868519,0.3140263207692941,2400.7778083256817
2011,anomaly,object_domain_spatial,PSEUDO_48_56,817.4932574011682,0.9538797826719172,837.0229333969592
2012,anomaly,object_domain_spatial,PSEUDO_48_56,676.1889812642073,0.8781209405959626,721.5906921044024
2013,anomaly,object_domain_spatial,PSEUDO_48_56,1318.2237936690467,0.6417545159349077,1645.525738071387
2014,anomaly,object_domain_spatial,PSEUDO_48_56,661.734599876187,0.6247458550998635,837.2056514043629
2015,anomaly,object_domain_spatial,PSEUDO_48_56,579.4497803217521,0.999991926884544,579.4521193184031
2016,anomaly,object_domain_spatial,PSEUDO_48_56,1533.7363285486986,0.8525501454894254,1661.080722514213
2017,anomaly,object_domain_spatial,PSEUDO_48_56,815.6102353365651,0.9449610472792319,839.0265696082472
2018,anomaly,object_domain_spatial,PSEUDO_48_56,748.1252966371653,0.3624403606009538,1242.6707128377952
2019,anomaly,object_domain_spatial,PSEUDO_48_56,737.3362420347972,0.6208144964324662,935.8034811960825
2020,anomaly,object_domain_spatial,PSEUDO_48_56,1197.847730850408,0.48862751933117315,1713.6126251120793
2021,anomaly,object_domain_spatial,PSEUDO_48_56,1538.5999668597337,0.9830933329176758,1551.7735438795974
2022,anomaly,object_domain_spatial,PSEUDO_48_56,472.3986261490149,0.811954998351395,524.2550783573847
2023,anomaly,object_domain_spatial,PSEUDO_48_56,2446.5222240238463,0.872256490248902,2619.5522200225964
1979,anomaly,profile,PSEUDO_48_56,94.57713057548602,0.8731311326760443,101.21535359833902
1980,anomaly,profile,PSEUDO_48_56,69.83230083225706,0.5274414407974162,96.15441430763964
1981,anomaly,profile,PSEUDO_48_56,118.56105339811731,0.8018346095726495,132.40355636107904
1982,anomaly,profile,PSEUDO_48_56,44.663500774676606,0.21256486126145752,96.87395344380683
1983,anomaly,profile,PSEUDO_48_56,62.44642044700007,0.9095986795646068,65.47607510429998
1984,anomaly,profile,PSEUDO_48_56,73.63562830805367,0.5361666482090064,100.56297182264154
1985,anomaly,profile,PSEUDO_48_56,253.9548315725817,0.9866363320421605,255.66891468450626
1986,anomaly,profile,PSEUDO_48_56,71.90266872283956,0.8773397329822753,76.764621125234
1987,anomaly,profile,PSEUDO_48_56,32.35001343296613,0.45091533432813646,48.17558122608882
1988,anomaly,profile,PSEUDO_48_56,33.93671602845067,0.13399084822426088,92.71120935943608
1989,anomaly,profile,PSEUDO_48_56,64.82331468728718,0.10409046604756565,200.92119756294912
1990,anomaly,profile,PSEUDO_48_56,47.17796163454767,0.32878077114564397,82.27842467887848
1991,anomaly,profile,PSEUDO_48_56,130.2660606051119,0.8475008490503313,141.50155380408899
1992,anomaly,profile,PSEUDO_48_56,15.95029950360924,0.042741792309761585,77.15116306772688
1993,anomaly,profile,PSEUDO_48_56,213.60695769489408,0.8454762442157202,232.30828028145524
1994,anomaly,profile,PSEUDO_48_56,30.648415116237533,0.06782257748521028,117.68493616321564
1995,anomaly,profile,PSEUDO_48_56,63.41505666566439,0.41691736553115766,98.21264163166059
1996,anomaly,profile,PSEUDO_48_56,64.30981131688998,0.5208311294118196,89.11047703781412
1997,anomaly,profile,PSEUDO_48_56,24.268072223718395,0.38236563741981283,39.246040777804566
1998,anomaly,profile,PSEUDO_48_56,58.773386762228505,0.6068660724333553,75.44566450577243
1999,anomaly,profile,PSEUDO_48_56,59.8165863124655,0.946207270581047,61.493396895849855
2000,anomaly,profile,PSEUDO_48_56,184.63044777580708,0.9578648910230152,188.64756131850683
2001,anomaly,profile,PSEUDO_48_56,47.50308650966717,0.6767383028984153,57.744609642009294
2002,anomaly,profile,PSEUDO_48_56,27.08492154704262,0.43774842734811614,40.93693135608595
2003,anomaly,profile,PSEUDO_48_56,122.84363193188878,0.5207166455346268,170.236200490081
2004,anomaly,profile,PSEUDO_48_56,273.7963290086668,0.9993355199716697,273.88734046387816
2005,anomaly,profile,PSEUDO_48_56,63.23694363952737,0.2650965102088304,122.81993584389987
2006,anomaly,profile,PSEUDO_48_56,59.95548609796377,0.10755530010003504,182.81550238352926
2007,anomaly,profile,PSEUDO_48_56,56.882736743597675,0.11995745566285035,164.23543313521256
2008,anomaly,profile,PSEUDO_48_56,11.333004354292674,0.0251910082603546,71.40395711340486
2009,anomaly,profile,PSEUDO_48_56,228.63266184560908,0.7937582304050403,256.62215749296143
2010,anomaly,profile,PSEUDO_48_56,57.71368947757716,0.11767422200197586,168.24345201550832
2011,anomaly,profile,PSEUDO_48_56,54.34041403303944,0.9963641486386566,54.43947106668779
2012,anomaly,profile,PSEUDO_48_56,53.98341707629379,0.9827660092875599,54.454692218681934
2013,anomaly,profile,PSEUDO_48_56,103.11282400325408,0.5353990272688666,140.92040814769229
2014,anomaly,profile,PSEUDO_48_56,27.034409598076014,0.1637681666208804,66.80395055766468
2015,anomaly,profile,PSEUDO_48_56,28.932827105256212,0.9973530231977468,28.971195553460095
2016,anomaly,profile,PSEUDO_48_56,122.3279343668855,0.737327588444693,142.46080701837917
2017,anomaly,profile,PSEUDO_48_56,43.0355575308772,0.7265899812883913,50.48736804118511
2018,anomaly,profile,PSEUDO_48_56,36.96215498603116,0.11966064501432995,106.8517437559031
2019,anomaly,profile,PSEUDO_48_56,24.293121678649403,0.24004138905395195,49.58385168452702
2020,anomaly,profile,PSEUDO_48_56,72.39976657152467,0.25379856018396113,143.71185294058063
2021,anomaly,profile,PSEUDO_48_56,109.94838549423112,0.9960408406838032,110.16668550928945
2022,anomaly,profile,PSEUDO_48_56,17.563042469794635,0.47894799202372984,25.37789365144284
2023,anomaly,profile,PSEUDO_48_56,198.79549614010043,0.8170728550312255,219.92578441289893
1979,anomaly,object_domain_spatial,PSEUDO_60_68,2016.0636849649034,0.8551828080750087,2180.0917228490794
1980,anomaly,object_domain_spatial,PSEUDO_60_68,740.5983320278368,0.5011558930645037,1046.1556594252925
1981,anomaly,object_domain_spatial,PSEUDO_60_68,1623.573956022661,0.8583536890329454,1752.4229701562936
1982,anomaly,object_domain_spatial,PSEUDO_60_68,1103.6426405309053,0.9843685321399902,1112.370878486101
1983,anomaly,object_domain_spatial,PSEUDO_60_68,539.4204852955188,0.3984778915328931,854.5260764154427
