year,mode,domain,alpha_h18_template,target_norm,fitted_norm,residual_norm,residual_fraction,explained_fraction,cosine_target_template,corr_target_template
2006,local_background_removed,profile,0.4833351625883882,32.52151719865627,14.12112482149392,29.295783223499654,0.8114628284326046,0.18853717156739536,0.43420867283760606,0.2742450367453918
2007,local_background_removed,profile,4.748725380225403,119.67338530774657,119.12055245703365,11.489696834445418,0.009217687622236083,0.9907823123777639,0.9953804862351705,0.993706294791197
2008,local_background_removed,profile,-3.5968153899323805,124.63585203038458,108.00683380279351,62.19822717116351,0.24904053380562194,0.750959466194378,-0.8665791747984588,-0.7022482175715308
2009,local_background_removed,profile,0.1785107875362564,23.265156641163372,4.937658896042153,22.73514983817358,0.954956699295868,0.04504330070413198,0.21223407055449967,0.6337178873881134
2010,local_background_removed,profile,-2.652314692544835,98.3391641600213,76.12867677916924,62.249624734165266,0.40070102192535667,0.5992989780746434,-0.7741440292830809,-0.8994931746287042
2011,local_background_removed,profile,0.01706245681267566,48.62337564150645,0.5109220046807067,48.620691248481606,0.9998895873069437,0.00011041269305633872,0.010507744432383002,0.9053138442782843
2012,local_background_removed,profile,1.538081108909408,45.45086133095954,42.59477091820735,15.857688550086712,0.12172941421074729,0.8782705857892528,0.9371609177666622,0.8964800721246159
2013,local_background_removed,profile,1.8746963547370754,58.57978826447142,52.81474152895404,25.341560140213964,0.18714192901901042,0.8128580709809896,0.9015864190309156,0.9723329299551255
2014,local_background_removed,profile,2.352072377004673,72.35987822636184,67.56255605422038,25.908550641713695,0.12820075495560934,0.8717992450443907,0.9337019037382277,0.9438777754558653
2015,local_background_removed,profile,-0.03527997474094089,56.1436165988069,0.8960339514225097,56.136465937496666,0.9997452887300146,0.00025471126998544147,-0.015959676374705637,-0.6229627601673178
2016,local_background_removed,profile,0.2546301879476017,16.781098419481037,6.93178436142781,15.282526941935155,0.8293723855769278,0.17062761442307217,0.413070955675986,0.8398065088062499
2017,local_background_removed,profile,-0.6564061110710381,60.442180370844305,19.412941797021563,57.23980135156944,0.8968421077723494,0.1031578922276506,-0.32118202351260394,-0.5900433910442789
2018,local_background_removed,profile,-0.312109769861768,69.30125242153012,8.877491546003379,68.7302970388116,0.9835903858934605,0.016409614106539516,-0.12810001602864785,0.9101091315460652
2019,local_background_removed,profile,1.6286048083609104,70.11543781273419,42.80658967724524,55.531707157941355,0.6272703348526459,0.37272966514735406,0.610515900814511,-0.32038284310296683
2020,local_background_removed,profile,-1.6356051606629716,71.81783700032143,47.50320958828977,53.86322298392246,0.5624967675280391,0.4375032324719609,-0.6614402712807566,-0.6738826009744846
2021,local_background_removed,profile,1.2006241650908624,83.51015156502206,32.74765816181245,76.82145728460267,0.846226339416625,0.15377366058337505,0.3921398482472483,0.8753532956740689
2022,local_background_removed,profile,6.296205788263087,164.44845759887176,162.21179945461625,27.030118837017458,0.027016948887341193,0.9729830511126588,0.9863990323964531,0.9755723211118253
2023,local_background_removed,profile,-2.3943872613606243,69.44211692799729,65.88919773785065,21.927636099316846,0.09970977287682459,0.9002902271231754,-0.948836248845487,-0.9614704299968483
1979,raw,object_domain_spatial,0.8369760427828707,1043.7474356729244,858.021491128348,594.3129059979199,0.32421975991572066,0.6757802400842794,0.8220585381128764,0.4489604840004393
1980,raw,object_domain_spatial,0.7827767107401328,1347.5031136960372,775.7830830898762,1101.78275962736,0.6685476860384277,0.33145231396157226,0.5757189539710952,0.42794905135893624
1981,raw,object_domain_spatial,-0.5553073350408803,1661.5223716501227,576.6476922261273,1558.2471018885708,0.8795494658863804,0.12045053411361961,-0.34705984226588293,0.5788173116626811
1982,raw,object_domain_spatial,3.484042845212797,3757.1815506772928,3527.137880013291,1294.492788749777,0.11870661164560832,0.8812933883543916,0.938772277154791,0.8667308001049938
1983,raw,object_domain_spatial,-1.2879241994193165,2401.6817114433516,1325.7374439997743,2002.622099313401,0.6952917988591034,0.3047082011408966,-0.5520038053681303,0.03770749675667253
1984,raw,object_domain_spatial,1.5022041329139477,1649.0137821287044,1574.5671926167465,489.8822405287134,0.08825408570939507,0.9117459142906049,0.9548538706475483,0.9001303916744258
1985,raw,object_domain_spatial,1.6037431552400008,2338.6514911312966,1650.825741458832,1656.5220096055273,0.5017223018800597,0.49827769811994027,0.7058878792839131,-0.0710621784253803
1986,raw,object_domain_spatial,-0.8215635227034166,1275.7521257469257,849.5251117926804,951.7618246081494,0.5565753409232452,0.44342465907675477,-0.6659013884027836,-0.6062940832985255
1987,raw,object_domain_spatial,1.5568657486658404,1594.2384543620597,1547.953683563363,381.3602534472425,0.057222166166472015,0.942777833833528,0.9709674731078938,0.9469813770232747
1988,raw,object_domain_spatial,0.2772133569035843,929.1341874019645,304.02015533535393,877.9875189027326,0.8929349133653631,0.10706508663463687,0.3272080173752426,-0.10938408349238213
1989,raw,object_domain_spatial,1.561763746186578,1964.7493008987926,1649.4530961826688,1067.4944022690245,0.29520038996925596,0.7047996100307441,0.8395234422163234,0.46651778600873367
1990,raw,object_domain_spatial,0.7857011267516899,1545.212896839664,779.9017287237203,1333.9550929822858,0.7452564964373368,0.2547435035626632,0.504721213703826,0.32164080036241605
1991,raw,object_domain_spatial,3.4187306480692343,3996.863335869847,3645.052140685814,1639.6680814428305,0.1682958037990725,0.8317041962009275,0.91197817748065,0.8647615213323273
1992,raw,object_domain_spatial,2.148547678841617,2695.079151371722,2039.4619645175546,1761.8304479843453,0.42735144179961604,0.572648558200384,0.7567354611754257,0.7315451403480453
1993,raw,object_domain_spatial,1.0093380454681578,1214.0326103526397,1032.4262070419147,638.7263154220985,0.2768018023680882,0.7231981976319117,0.8504106053148163,0.6769117555400768
1994,raw,object_domain_spatial,0.9347225896929208,1284.4755556927041,991.9303173981358,816.058636740348,0.40363706850963127,0.5963629314903687,0.7722453829517981,0.4257859527490063
1995,raw,object_domain_spatial,-1.6456945957596636,2183.576618476797,1689.7961720311575,1382.9662851087198,0.40113108189963936,0.5988689181003606,-0.773866214600664,-0.31380603051852424
1996,raw,object_domain_spatial,-0.6757394141945422,1226.4483418776076,691.8200937175394,1012.6996066075016,0.6818090503129407,0.3181909496870593,-0.5640841689739746,-0.7251054739679462
1997,raw,object_domain_spatial,0.6683494557440358,1297.4315897900317,677.2875637878305,1106.621112270787,0.7274932484451702,0.27250675155482984,0.522021792222154,0.45700438355205636
1998,raw,object_domain_spatial,-0.030006497510186043,616.8776156193973,29.83704673304396,616.1556161348551,0.9976605506547583,0.002339449345241662,-0.04836785446183688,0.08731629152336481
1999,raw,object_domain_spatial,-0.9454444509468752,1502.2660662773328,984.1649504073986,1134.9989798576796,0.5708174323096302,0.4291825676903698,-0.6551202696378502,-0.3625588676455665
2000,raw,object_domain_spatial,-0.3296626636631266,1851.123686706662,339.40116370516483,1819.743320790612,0.9663832458470796,0.033616754152920425,-0.18334872280144288,0.6604615045717164
2001,raw,object_domain_spatial,0.20083575134282564,951.6356313513315,205.51973943109243,929.1781376903049,0.9533592321063317,0.04664076789366833,0.21596473761627913,0.0990232600473854
2002,raw,object_domain_spatial,-0.15002816472975633,1263.3911125358572,154.13261259631668,1253.953843236993,0.9851162130484379,0.014883786951562117,-0.12199912684753995,-0.7038126203129358
2003,raw,object_domain_spatial,1.0817267023339354,1734.5682252858103,1114.314325736466,1329.296999029807,0.5873017238901533,0.41269827610984666,0.6424159681311219,-0.30600507075629113
2004,raw,object_domain_spatial,0.019419223703121956,704.0367739269487,20.067444173845484,703.7507205863416,0.9991875559947646,0.000812444005235391,0.028503403397402212,-0.13876964996342908
2005,raw,object_domain_spatial,-1.2342310277982984,1442.2079612338723,1290.1974557571377,644.4798899920555,0.19969305615605296,0.8003069438439471,-0.8945987613695578,-0.9164553594929228
2006,raw,object_domain_spatial,2.1333223754795063,2597.9560619658632,2258.946422269498,1283.1744858829663,0.24395393506456423,0.7560460649354358,0.8695090942223869,0.8317132245123997
2007,raw,object_domain_spatial,2.0762353418103596,2228.605844147561,2030.6065724881669,918.3250820578301,0.169795572837249,0.830204427162751,0.9111555449882038,0.8253349568633743
2008,raw,object_domain_spatial,-1.0671246645150836,1807.2888221355877,1141.225024128952,1401.3915694473524,0.6012621645062088,0.39873783549379116,-0.6314569149940409,-0.31009178063944415
2009,raw,object_domain_spatial,1.8264507864248147,2021.4267202637222,1886.844741224827,725.2467910362423,0.12872284429663802,0.871277155703362,0.9334222815550108,0.9298382976987223
2010,raw,object_domain_spatial,0.34653475936560474,882.3619855545647,369.0745826126854,801.4652993243476,0.825041641272999,0.17495835872700105,0.41828023946512377,0.12130922453730629
2011,raw,object_domain_spatial,1.483977167359083,1712.2731729062752,1596.480423738274,618.9746967970374,0.130677159789473,0.869322840210527,0.9323748388982444,0.9515828480244741
2012,raw,object_domain_spatial,0.7132743442965572,1213.668419654038,731.1183435153357,968.739903503991,0.6371097852613973,0.3628902147386027,0.6024036974808528,0.3717088539561027
2013,raw,object_domain_spatial,1.8593797613250325,2258.986742990342,1887.7764307455532,1240.693859309255,0.3016490076863692,0.6983509923136308,0.8356739748930986,0.6776803518457222
2014,raw,object_domain_spatial,1.362668576401164,1555.8055102681747,1423.6659021713604,627.4601061226307,0.16265283097749203,0.8373471690225079,0.9150667565934784,0.8509330541563799
2015,raw,object_domain_spatial,1.0622801519300378,2023.750042510795,1054.960053078201,1727.0273654379896,0.7282570483942943,0.2717429516057057,0.5212897002681959,0.028649325006644643
2016,raw,object_domain_spatial,1.5266502349650295,1651.401686483225,1575.7675361200454,494.0487852730747,0.08950230582692724,0.9104976941730728,0.9542000283866444,0.9246842946275113
2017,raw,object_domain_spatial,0.8243363817670503,1574.9795093612609,880.7341341943294,1305.7058779728316,0.6872913886858465,0.3127086113141535,0.5592035508776331,0.07706840691423385
2018,raw,object_domain_spatial,0.7091043478300602,1240.9765463007827,728.7773760805823,1004.443290873965,0.6551242826640025,0.34487571733599753,0.5872612002644119,0.9257300941711528
2019,raw,object_domain_spatial,0.8152389143520302,1134.1188032897112,815.9974198297319,787.6380328593244,0.4823210938605009,0.5176789061394991,0.7194990661144035,0.10409723342707514
2020,raw,object_domain_spatial,0.7656387345406971,1261.660141961949,778.0952528023566,993.1536091571546,0.6196523257054728,0.3803476742945272,0.6167233369141526,0.4137551578859474
2021,raw,object_domain_spatial,2.1058260362365724,2449.331638273626,2200.023384446426,1076.6255533550466,0.1932120383060488,0.8067879616939512,0.898213761692589,0.8970124190570923
2022,raw,object_domain_spatial,1.8438048232709734,1992.9967278697923,1849.087512008522,743.5800765444402,0.13920098815261484,0.8607990118473852,0.9277925478507494,0.8848482848859963
2023,raw,object_domain_spatial,-0.960386646851152,1527.8163662313734,984.9593956662135,1167.9374288947527,0.5843820089593521,0.4156179910406479,-0.644684411972748,-0.41292887271166734
1979,raw,profile,0.859409482330622,85.90675713069027,79.55059831636167,32.42951168642967,0.14250370896026526,0.8574962910397348,0.9260109562201383,0.8398322485393914
1980,raw,profile,0.6848735075165482,72.05691908242707,61.25091439227957,37.95424974572785,0.277440234999261,0.7225597650007389,0.8500351551557964,0.6526933380258618
1981,raw,profile,-0.5079935693554531,138.38871022079255,47.57214730523521,129.95509192541667,0.88183082962423,0.11816917037577002,-0.3437574295571953,0.8387132087841095
1982,raw,profile,3.550267747126315,326.358017763585,324.5664530629717,34.14927970980164,0.010949001677761352,0.9890509983222386,0.9945104314798505,0.9932146007075581
1983,raw,profile,-1.2056560831241532,179.1090294762191,111.94073955600157,139.81886592147907,0.6093917763793935,0.39060822362060654,-0.6249865787523811,0.24825534060813603
1984,raw,profile,1.4835397994101205,142.1890756177311,140.30251796789034,23.08542130641485,0.026359862946209078,0.9736401370537909,0.98673204926859,0.967079322481269
1985,raw,profile,1.6746191828235901,203.57117022196647,155.64552064880718,131.20858679028058,0.41542436946914524,0.5845756305308547,0.7645754577089529,0.013125061572903461
1986,raw,profile,-0.743000874016711,79.3104592218998,69.39003894906621,38.407960589384416,0.2345209072536414,0.7654790927463586,-0.8749166204538342,-0.8116226595298563
1987,raw,profile,1.581120318665416,143.4218765324566,141.91288280680305,20.750141241779755,0.020932028307535426,0.9790679716924646,0.9894786362991697,0.991299832468865
1988,raw,profile,0.24168596588279137,53.79756638934202,23.89770643673051,48.19831715402014,0.802672695510656,0.197327304489344,0.444215380743783,-0.4254335267701269
1989,raw,profile,1.6009122134987575,175.70625961607263,152.47573292481695,87.31460666641415,0.24694448780554376,0.7530555121944562,0.8677877114792858,0.5477151293587873
1990,raw,profile,0.8507907650063937,81.45984293869137,76.18629683733035,28.83321324116434,0.12528496355287846,0.8747150364471216,0.9352620148638142,0.8670963695623681
1991,raw,profile,3.3335777704637786,323.9346964261323,320.6105341057492,46.28793545965021,0.020418352000853523,0.9795816479991465,0.9897381714368433,0.9961317761798875
1992,raw,profile,2.0674290967600526,184.93956417343097,177.3510845217181,52.43314996859333,0.0803807841436714,0.9196192158563286,0.9589677866624763,0.9921047942742544
1993,raw,profile,1.0152074902363601,96.88580985811579,93.71749454397501,24.574201274161197,0.06433369183018395,0.935666308169816,0.9672984586826427,0.9080008447825424
1994,raw,profile,0.9704011345502823,110.30527081978022,93.00645141475977,59.30474488486557,0.28905890525674605,0.710941094743254,0.8431732293800925,0.5572458702293965
1995,raw,profile,-1.589026700084932,175.00895418615912,147.2833261191734,94.52912721805039,0.2917499276769657,0.7082500723230343,-0.8415759456656507,-0.40839916157239803
1996,raw,profile,-0.6471110001887774,100.19026130701559,59.783972432735034,80.39878793197099,0.6439438271731919,0.3560561728268081,-0.5967044266861175,-0.7646342125626375
1997,raw,profile,0.6165683011373708,61.20704903350955,56.36588396957716,23.857702649639293,0.15193378600113724,0.8480662139988627,0.9209051058599158,0.8969482641318501
1998,raw,profile,-0.03661563010170851,48.55972052161025,3.285138065160889,48.44847082240808,0.9954232741791389,0.004576725820861105,-0.06765150272433967,0.0841303884339584
1999,raw,profile,-0.9694419439018553,113.41865123489265,91.05057090750232,67.62827800084895,0.355539372618724,0.6444606273812761,-0.8027830512543698,-0.5354331811479549
2000,raw,profile,-0.38846778613286387,137.2899547610788,36.08143602646267,132.46381261524732,0.9309298969303486,0.06907010306965145,-0.2628119157680109,0.910103118365236
2001,raw,profile,0.21903113876604807,41.02329583761214,20.250352339477597,35.676799625348394,0.7563288740338109,0.24367112596618912,0.4936305561512466,0.2954410805025273
2002,raw,profile,-0.13005633546360637,84.61913924293633,12.044092106078285,83.75761799117588,0.9797413300283673,0.020258669971632726,-0.14233295462271767,-0.9879732067132947
2003,raw,profile,1.1040259192303141,152.77744342988007,102.68048824247212,113.12676321391749,0.5482924250717619,0.4517075749282381,0.6720919393418123,-0.35435166296127435
2004,raw,profile,0.011521736562727774,18.992652394083457,1.0713205215726127,18.96241327739013,0.996818238602036,0.0031817613979640003,0.05640710414446103,-0.6214034662136647
2005,raw,profile,-1.1944033544690087,121.07050662848019,112.58250471428612,44.533663756024026,0.13530072755836287,0.8646992724416371,-0.929892075695689,-0.9560179314279575
2006,raw,profile,2.0439258476779005,208.35363514110784,195.05628205420624,73.24127325288536,0.12356902139267008,0.8764309786073299,0.9361789244622685,0.9134182209976958
2007,raw,profile,2.118487880163762,188.2577677689373,187.0475753177932,21.311773578883646,0.012815435740299114,0.9871845642597009,0.9935716200957538,0.9937424929708661
2008,raw,profile,-1.055424448125313,143.8746520122587,101.85091948189556,101.61843185338456,0.4988573840558504,0.5011426159441497,-0.7079142716064913,-0.3542319228397339
2009,raw,profile,1.8013104369724664,174.01815280489268,167.84356326135799,45.94405051100177,0.06970588618144065,0.9302941138185593,0.9645175549561341,0.9760189134248917
2010,raw,profile,0.3342666844864291,45.094146062165855,32.13329972929892,31.637526097705337,0.49222616827469684,0.5077738317253031,0.7125825087141159,0.21611131131185488
2011,raw,profile,1.4930046211189356,151.77682878629386,144.921911910831,45.0981729622531,0.08828907095371516,0.9117109290462848,0.9548355507867755,0.9926478405543426
2012,raw,profile,0.746378822815822,71.05173759055656,69.14365937941935,16.355542860453763,0.05298836516437096,0.947011634835629,0.9731452280290072,0.9248557428965406
2013,raw,profile,1.752339447172796,162.1558418754595,160.47755065065368,23.26956792692774,0.020592612155109057,0.9794073878448909,0.989650134059957,0.9768973479877031
2014,raw,profile,1.3112976132422598,124.82983617204563,123.72629393996222,16.56176882527416,0.017602592515650047,0.98239740748435,0.9911596276505364,0.9840181277741131
2015,raw,profile,0.9926692132360383,145.21019487277212,88.99527010413281,114.74250561183025,0.6243878478677108,0.37561215213228916,0.6128720520078307,-0.10067594795102852
2016,raw,profile,1.544411925768317,145.6646565488972,143.89407821641208,22.6425798388179,0.024162587354747838,0.9758374126452521,0.9878448322713704,0.9962934452864121
2017,raw,profile,0.81185624127698,119.20520876586376,78.28399241432749,89.89715417401533,0.5687238250174776,0.43127617498252235,0.656716205816883,0.060274543886434856
2018,raw,profile,0.6956988009804329,105.83163614754662,64.49526459808723,83.90885563568015,0.6286147621736164,0.37138523782638355,0.6094138477474758,0.9726458517579845
2019,raw,profile,0.7761121621193712,91.90985189115247,70.1654799685022,59.36519430982521,0.41719553787330704,0.582804462126693,0.7634163098380157,-0.0755906964306495
2020,raw,profile,0.7436338027785891,107.79368781768544,68.23395987849662,83.44822258524347,0.599304475934515,0.40069552406548503,0.6330051532692962,0.40492764304296197
2021,raw,profile,2.009722938416092,198.81951610191274,189.29309440826228,60.80562796603153,0.09353400508822925,0.9064659949117707,0.952085077559653,0.9613554126658208
2022,raw,profile,1.8188176926476032,169.69038538292273,164.54015204279443,41.48933907811658,0.059780364842295805,0.9402196351577042,0.9696492330516764,0.9534031982434169
2023,raw,profile,-0.8961173854189367,92.913174185696,83.01883975582267,41.722058708296316,0.2016400820573122,0.7983599179426878,-0.8935098868746153,-0.6836106805695557
