year,mode,domain,alpha_h18_template,target_norm,fitted_norm,residual_norm,residual_fraction,explained_fraction,cosine_target_template,corr_target_template
1998,anomaly,object_domain_spatial,13.246637801516345,940.4685402456565,574.2092584230194,744.8253504903564,0.6272206588623548,0.3727793411376452,0.6105565830761678,0.02566555495530523
1999,anomaly,object_domain_spatial,-13.998616548679621,2098.672333345787,562.7500085765569,2021.8155184383502,0.9280978716427416,0.0719021283572584,-0.26814572224307087,0.4896119745385207
2000,anomaly,object_domain_spatial,54.265542612696386,2070.399919530302,921.6637417134853,1853.9395281404893,0.801830633470319,0.19816936652968098,0.4451621800306951,0.2033949342923933
2001,anomaly,object_domain_spatial,11.367653629100724,1000.5040737086733,177.04623594974237,984.7146956574165,0.9686862072118858,0.03131379278811419,0.1769570365600477,0.18856699581677902
2002,anomaly,object_domain_spatial,38.795651041768814,1570.6045706030623,832.130471023829,1332.0501478521333,0.7192956539265076,0.2807043460734924,0.5298153886718395,0.565659936057603
2003,anomaly,object_domain_spatial,36.98182734705795,1388.3269956406386,667.6959343068982,1217.2238849671821,0.7687009087026283,0.2312990912973717,0.4809356415336376,0.198354741032917
2004,anomaly,object_domain_spatial,-1.332896192512033,993.4030694011559,53.51997622858258,991.9603169684409,0.9970974425218376,0.002902557478162371,-0.05387538842702142,-0.28298794113205383
2005,anomaly,object_domain_spatial,-92.6374614613791,2144.968599366135,1823.3906464302013,1129.6622693431743,0.27736737059836664,0.7226326294016334,-0.8500780137149961,-0.735162322011873
2006,anomaly,object_domain_spatial,51.17154504364633,1903.6637494806523,1796.4638760514713,629.8041069482318,0.10945371251855378,0.8905462874814463,0.9436876005762956,0.931027380218161
2007,anomaly,object_domain_spatial,-17.212526609846392,1589.6392082450463,956.2821509198525,1269.8335561096335,0.6381113459324915,0.3618886540675085,-0.6015718195423622,-0.19347054399249422
2008,anomaly,object_domain_spatial,-44.196121081568606,2281.030597513712,1928.8776524835807,1217.5925379794296,0.28493233290666586,0.7150676670933341,-0.8456167377088357,-0.6359130491092688
2009,anomaly,object_domain_spatial,14.294499602617588,1324.1981388462407,536.2825137831478,1210.7443067527824,0.8359858465993733,0.16401415340062675,0.4049866089151921,0.700507035965806
2010,anomaly,object_domain_spatial,-12.304142814485266,920.0621124639412,485.13348685169143,781.7670949373154,0.7219722069372381,0.27802779306276193,-0.527283408673895,-0.670560319859335
2011,anomaly,object_domain_spatial,15.780248241613254,1011.6722600987944,799.1956102378804,620.2960087167291,0.3759397858472071,0.6240602141527929,0.789974818682718,0.776302291764747
2012,anomaly,object_domain_spatial,32.26714221472932,1036.3350047844094,841.6273868016202,604.6929666590951,0.34046266863456415,0.6595373313654358,0.8121190376819369,0.8141787318289562
2013,anomaly,object_domain_spatial,-16.0256870836705,1672.1091892056704,392.8614380067635,1625.3027506139597,0.9447986706087999,0.05520132939120015,-0.23494963160473442,0.41970417562997964
2014,anomaly,object_domain_spatial,21.117069361671632,943.0596028879074,485.8238285875686,808.2924113064618,0.7346131858780072,0.26538681412199283,0.5151570771347247,0.39108965294066933
2015,anomaly,object_domain_spatial,1.903303673782748,1665.363008602707,80.53085042954204,1663.414780669979,0.9976616649298904,0.0023383350701096095,0.04835633433284316,0.419154121403748
2016,anomaly,object_domain_spatial,-4.297132945372672,924.8109913292865,67.07330696468505,922.3754881696926,0.9947399063896302,0.0052600936103698315,-0.07252650281359278,-0.5305116262649032
2017,anomaly,object_domain_spatial,5.906720569137703,1223.6721117374136,252.08260572526686,1197.4254870072964,0.957561929083842,0.04243807091615803,0.2060050264342062,-0.32493825693625705
2018,anomaly,object_domain_spatial,-46.06922957552064,997.2495751362478,720.4131419321027,689.573505901251,0.4781381692215336,0.5218618307784664,-0.7224000489884163,-0.6809404630664341
2019,anomaly,object_domain_spatial,-0.2030738402298116,800.7955193681569,6.1657151093381435,800.7717825930847,0.9999407178918928,5.928210810723922e-05,-0.00769948752236153,0.44577921483053273
2020,anomaly,object_domain_spatial,-12.97134740888863,836.2868708280699,548.3910287791998,631.3818257393029,0.5699983465137333,0.43000165348626673,-0.6557451132004466,-0.7630705202211328
2021,anomaly,object_domain_spatial,4.809127577389458,1787.2479306518744,252.12584259040108,1769.37495322995,0.9800994481636557,0.019900551836344316,0.141069315715163,-0.21933807677076128
2022,anomaly,object_domain_spatial,-12.694938025507946,1330.9532877093948,599.8610283614169,1188.1091703701434,0.7968692515641457,0.20313074843585432,-0.45070028670487244,-0.045510363746368764
2023,anomaly,object_domain_spatial,8.364966074342489,2159.3451029983303,132.67541200205503,2155.265298958101,0.9962248277009287,0.0037751722990713166,0.06144243077117701,0.3431028143298839
1979,anomaly,profile,-31.27499387168088,38.211737767494974,26.88301670726134,27.155852332948584,0.5050487487212963,0.49495125127870365,-0.7035277189128396,-0.511124239780305
1980,anomaly,profile,0.10135246022309573,27.823777748473667,0.41182382090324315,27.820729849107032,0.9997809260513648,0.00021907394863518448,0.014801146868916266,0.07075787437624582
1981,anomaly,profile,-62.863940398155364,174.83694812965726,76.493141373101,157.21564093361465,0.8085838578236442,0.19141614217635583,-0.437511305198341,-0.3346429361238235
1982,anomaly,profile,-114.5886696677577,257.9256797204971,210.23216400320206,149.425879545048,0.3356313147936272,0.6643686852063728,-0.8150881456666957,-0.7595483042340737
1983,anomaly,profile,117.97975929918616,231.7592530758592,135.60446655393193,187.94621580894812,0.6576472473317659,0.34235275266823406,0.5851091801264393,0.2336516355595444
1984,anomaly,profile,38.97554160073966,78.42638010289518,70.76290924013514,33.812834425942306,0.18588263314927006,0.81411736685073,0.9022845265495414,0.8345073118102537
1985,anomaly,profile,81.98065455274696,156.01500274089332,118.94427103150437,100.96009840043234,0.4187615554151158,0.5812384445848842,0.7623899557214039,0.6036067872084061
1986,anomaly,profile,-18.624198913617843,147.20728451559984,42.77427916040045,140.85576188699164,0.9155680546043737,0.08443194539562626,-0.2905717560184161,0.32727666188687615
1987,anomaly,profile,-21.104844977197533,78.72563051471292,67.12526615473219,41.1329982325075,0.2729910686439294,0.7270089313560706,-0.852648187329376,-0.7147142720156031
1988,anomaly,profile,-7.434396816375092,63.34634475204175,44.78110874570193,44.80414816677297,0.5002571786959287,0.4997428213040713,-0.7069249049963308,-0.9459297788809986
1989,anomaly,profile,37.64299169860561,117.64929032727127,91.49929348739317,73.95427510170357,0.39513722482489433,0.6048627751751057,0.7777292428442597,0.24018519427980975
1990,anomaly,profile,0.8635448549465747,42.852618513257525,3.737133139945155,42.68935170902816,0.992394593851827,0.007605406148172955,0.0872089797450529,0.9561323464800425
1991,anomaly,profile,74.46704790486653,255.1926372295346,249.56191391428777,53.311661197175695,0.04364235229123723,0.9563576477087627,0.9779354005806122,0.9681455637496387
1992,anomaly,profile,-9.440510960391217,122.52304185968678,74.01750317547322,97.63864506546254,0.6350500393668093,0.36494996063319074,-0.6041108843856322,-0.6747427290229371
1993,anomaly,profile,-2.7784186016955092,29.560302727141277,2.709667599488931,29.435848872089895,0.9915973885417655,0.00840261145823451,-0.09166575946466897,-0.05883927107270655
1994,anomaly,profile,12.747347396509513,57.06903192238281,44.77253220329146,35.38777705173324,0.3845081538639038,0.6154918461360962,0.7845328840374356,0.6991727888512189
1995,anomaly,profile,284.70997505766604,236.84900558681392,141.3733482755191,190.02901842832162,0.6437195792869618,0.3562804207130382,0.5968923024407655,0.5549055446682789
1996,anomaly,profile,25.25440380989507,149.6609115689972,88.96840414536693,120.3453842716448,0.6466095338396728,0.3533904661603272,0.5944665391427232,0.9517765917892005
1997,anomaly,profile,3.7632442731435467,16.048412659329973,6.822795168117058,14.525873983277602,0.8192574103795361,0.18074258962046386,0.42513831822180426,0.341635569371806
1998,anomaly,profile,19.030394421720217,80.1285253702898,66.15312085752336,45.21443551375027,0.3184050342466729,0.6815949657533271,0.8255876487407784,0.6457365105550268
1999,anomaly,profile,-22.209225278641078,177.2503658394659,74.65117642131814,160.76347237210862,0.8226222948730548,0.17737770512694517,-0.42116232633860434,0.43101147330987544
2000,anomaly,profile,61.26476743993283,165.12418966016685,85.2700900734932,141.40371193778861,0.7333312993631178,0.2666687006368822,0.5163997488737595,0.3116976491553152
2001,anomaly,profile,16.11904562348481,53.50134915972003,13.454033843612367,51.78207542427407,0.9367623731119057,0.06323762688809431,0.25147092652649605,0.32390616360748015
2002,anomaly,profile,56.26635093474629,120.47022635295805,75.22731651715004,94.09530427795785,0.61006547683642,0.38993452316358,0.6244473742146571,0.697722814689697
2003,anomaly,profile,46.83149878687331,117.22698305502132,70.70841721122935,93.5012582357317,0.6361795930869105,0.3638204069130895,0.6031752704754147,0.33446142821854774
2004,anomaly,profile,-8.282557914656417,69.4949075767523,20.558433321109625,66.38443340484902,0.9124866985431,0.08751330145689995,-0.2958264718663631,-0.9651563483158055
2005,anomaly,profile,-112.79582268931976,185.93369724920953,166.12827921089823,83.50290186087271,0.20169118885813225,0.7983088111418677,-0.893481287516346,-0.8362364677677243
2006,anomaly,profile,49.474274165117535,140.05461723255135,130.30472791984127,51.34173438726625,0.134383580837792,0.865616419162208,0.9303850918636904,0.896595076241954
2007,anomaly,profile,-22.785292619898446,119.48977999543965,109.0094415999702,48.93617440525216,0.16772527305074217,0.8322747269492579,-0.9122909223209764,-0.9016959593456622
2008,anomaly,profile,-43.55012826182449,192.0751446897024,162.56259536446476,102.30475940023224,0.28369346950493,0.71630653049507,-0.8463489413327518,-0.5400153590950431
2009,anomaly,profile,12.396532304530771,108.85322235322208,41.119830004318736,100.7878147252729,0.8573012918866689,0.14269870811333107,0.37775482540045896,0.7237122311630622
2010,anomaly,profile,-8.489899480679519,45.12866292135731,28.845280930371242,34.70656976881252,0.5914505659107542,0.4085494340892458,-0.6391787184264239,-0.7036661278009745
2011,anomaly,profile,17.72779139928858,86.60580098829675,75.66643288522312,42.13259663550879,0.23666960487768432,0.7633303951223157,0.8736878133076573,0.9440845826164597
2012,anomaly,profile,4.234600450736901,17.511915910381063,3.907239333844177,17.070462197618387,0.9502179585261286,0.04978204147387144,0.2231188953761459,0.16301021824218945
2013,anomaly,profile,-21.601258553163618,98.7859372430834,46.847317874525295,86.9712033086676,0.7751053036113377,0.22489469638866233,-0.4742306362822443,0.7608478884262058
2014,anomaly,profile,32.787518386009744,61.554819369891234,52.44703423349929,32.222730917321236,0.2740315497714873,0.7259684502285126,0.8520378220645564,0.7812382394559336
2015,anomaly,profile,-7.054310898224609,110.4462227510781,23.297039289207426,107.96117857979269,0.9555061763750305,0.04449382362496945,-0.21093559117647617,0.33656035301132636
2016,anomaly,profile,19.126162936260858,78.19524225561588,18.02444549621035,76.08952145971611,0.9468671432359003,0.053132856764099734,0.23050565451654262,-0.4721845001230977
2017,anomaly,profile,8.654871410295371,83.95301309559662,32.70310247283448,77.32150733451014,0.8482581638272391,0.15174183617276094,0.38954054496645313,-0.19389223626393412
2018,anomaly,profile,-71.49437512013472,83.22412978577576,79.28666684311798,25.29585419605481,0.09238472559519521,0.9076152744048048,-0.9526884456131527,-0.9524725746928607
2019,anomaly,profile,2.3233627094235336,59.83911986274135,5.835492522409899,59.5539024159494,0.990489909724883,0.009510090275116956,0.09751969173001408,0.8832490525465101
2020,anomaly,profile,-14.724213317059037,70.158019674895,47.83027886677142,51.3265248018004,0.5352159861046868,0.4647840138953132,-0.6817506977593151,-0.879421139997375
2021,anomaly,profile,-0.270178411860024,135.6913405934364,1.0500626804859354,135.6872775186053,0.9999401138793093,5.988612069074417e-05,-0.00773861232333295,-0.8063958445139535
2022,anomaly,profile,-14.297669875739224,109.08166685655016,49.184880501934515,97.36353308202109,0.7966895461812933,0.20331045381870672,-0.45089960503276866,0.9554409664482717
2023,anomaly,profile,1.643227686328308,160.30489344498935,1.8082467888412808,160.29469456585278,0.9998727605317331,0.00012723946826687094,0.01128004735215275,0.5617957213769262
1979,local_background_removed,object_domain_spatial,3.9417645741070104,1367.05716853803,1218.7988901421102,619.1724860162765,0.20513980853246122,0.7948601914675388,0.8915493208272541,0.804028913523537
1980,local_background_removed,object_domain_spatial,0.02914093953529339,908.5562383483272,8.315786992431436,908.5181813966955,0.9999162271899653,8.377281003468795e-05,0.009152748769353873,-0.22071271152431432
1981,local_background_removed,object_domain_spatial,-0.07104211825730748,1048.9888653726844,23.73590326230149,1048.7202899592412,0.9994880002252292,0.0005119997747707883,-0.022627412021069073,0.29177011062165
1982,local_background_removed,object_domain_spatial,5.341935691598351,2064.0321721336068,1677.5382736530114,1202.536547482799,0.3394404886073791,0.6605595113926209,0.8127481229708383,0.7310478042825439
1983,local_background_removed,object_domain_spatial,-1.4643531408600414,1068.1908273697368,494.0762939421138,947.0587412833846,0.7860608112068188,0.2139391887931812,-0.4625356081353968,0.03447922213474384
1984,local_background_removed,object_domain_spatial,1.7041699637558454,760.821191580329,578.4863960445452,494.1683672080857,0.42187586646870767,0.5781241335312923,0.7603447465007517,0.6994429010728151
1985,local_background_removed,object_domain_spatial,-0.3909941537510567,1044.3120692208804,127.57366794666322,1036.4905485179454,0.9850768161199692,0.014923183880030777,-0.12216048411835446,-0.7112688575240603
1986,local_background_removed,object_domain_spatial,-0.5885229278344449,573.4999591201106,194.94242604495258,539.3511413156336,0.8844563851720589,0.11554361482794107,-0.33991707051564923,-0.5530228885767317
1987,local_background_removed,object_domain_spatial,3.463032086851941,1144.4804389111575,1025.7941566651555,507.52519464741704,0.19665204379352433,0.8033479562064757,0.8962968014036843,0.7631050523573043
1988,local_background_removed,object_domain_spatial,-2.3890614988459093,1066.8825715816704,900.1840557091883,572.6317205601475,0.2880829544891552,0.7119170455108448,-0.8437517677082784,-0.7446088934443325
1989,local_background_removed,object_domain_spatial,1.77202807575951,984.9166624883609,607.4497660336218,775.2842148482773,0.6196164136680209,0.3803835863319791,0.6167524514195132,-0.012290381108478667
1990,local_background_removed,object_domain_spatial,0.574080890584715,971.2592712450057,176.43664770836205,955.0993044311231,0.9670005090618734,0.0329994909381266,0.18165762009375439,-0.14527046388877887
1991,local_background_removed,object_domain_spatial,7.360238125198155,2720.5045166480127,2451.546711892134,1179.4335693514522,0.18795248267471798,0.812047517325282,0.9011367916833062,0.8443355632161774
1992,local_background_removed,object_domain_spatial,3.68662783066916,1417.0371707992947,990.5353137586579,1013.3282467314858,0.5113730220332685,0.4886269779667315,0.6990185819895861,0.510739594021576
1993,local_background_removed,object_domain_spatial,-0.06944982637736771,301.68612690460174,23.67555640290339,300.7556935383143,0.9938412906411077,0.006158709358892289,-0.07847744490547955,-0.4049402534259115
1994,local_background_removed,object_domain_spatial,0.3278732288591402,607.1752558752222,110.61263263913179,597.0147710465646,0.9668119810988532,0.033188018901146754,0.18217579120494212,-0.2944038229408765
1995,local_background_removed,object_domain_spatial,-1.55666701651734,788.7993488870875,522.7492459276607,590.7094367679895,0.5608086852259035,0.43919131477409645,-0.6627151083037843,-0.29310346174168206
1996,local_background_removed,object_domain_spatial,-2.474866452666397,968.7296957554105,823.4347226345396,510.2866655108181,0.27747458699910604,0.722525413000894,-0.8500149486926065,-0.8375514240007426
1997,local_background_removed,object_domain_spatial,-0.06346989568796078,782.4117704378253,20.40343199867908,782.1456887833158,0.9993199580573894,0.0006800419426106208,-0.026077613821251226,-0.006564547552186181
1998,local_background_removed,object_domain_spatial,0.09553388828454701,356.38322360071754,28.616058805108736,355.2324918169812,0.99355259227118,0.0064474077288200204,0.0802957516237336,0.02799942521324328
1999,local_background_removed,object_domain_spatial,-2.5844806362427724,1099.5490910706483,879.3358779623796,660.1337875025177,0.3604414065000167,0.6395585934999832,-0.7997240733527928,-0.467067400491441
2000,local_background_removed,object_domain_spatial,-2.1854092101539893,1312.3248310559227,695.9295904298538,1112.5998684927536,0.7187788934280458,0.2812211065719542,-0.5303028442050393,0.1221170396502987
2001,local_background_removed,object_domain_spatial,-0.37394790765330665,737.2431123323541,120.6961778855807,727.2962527920164,0.9731980997147323,0.026801900285267743,-0.16371285925445184,-0.08087216686522912
2002,local_background_removed,object_domain_spatial,-0.17713560831327554,652.4584820485453,59.38025132956854,649.7507649469366,0.9917171785390647,0.008282821460935286,-0.0910100074768442,-0.7317848709951464
2003,local_background_removed,object_domain_spatial,2.7872586000275246,1419.3638971339947,914.2666109044557,1085.6843172270117,0.5850858839441119,0.4149141160558881,0.6441382740187764,-0.019060389168596058
2004,local_background_removed,object_domain_spatial,-2.6437804716333426,1011.1187560648959,873.4784894575354,509.3097950375636,0.25372293357009873,0.7462770664299012,-0.8638732930412314,-0.8128985401166248
2005,local_background_removed,object_domain_spatial,-4.463929996400182,1527.3110907065438,1446.2549496020927,490.9437733047054,0.10332573457775304,0.8966742654222469,-0.9469288597472605,-0.9216537170980944
2006,local_background_removed,object_domain_spatial,0.6664049181531023,648.5598203442028,224.6423348884201,608.4124110673479,0.8800271075481763,0.11997289245182374,0.3463710329283091,0.3039678170041005
2007,local_background_removed,object_domain_spatial,4.512037066202104,1426.7777659918415,1312.482504969484,559.5395139556265,0.15379735148558227,0.8462026485144177,0.9198927375049863,0.8304978212342823
2008,local_background_removed,object_domain_spatial,-3.4261255647328372,1535.8932396809682,1185.8087548736019,976.1278812547142,0.4039162985307999,0.5960837014692001,-0.7720645707900343,-0.5739304811388869
2009,local_background_removed,object_domain_spatial,0.09614156319551756,479.48263308364454,30.68861353222584,478.4995344076048,0.9959035394867417,0.004096460513258293,0.06400359765871287,0.23637911014827487
2010,local_background_removed,object_domain_spatial,-2.439072379401239,1137.3924578631709,803.1310742242702,805.3831888110122,0.5014001182479993,0.49859988175200065,-0.7061160540251158,-0.7698338667193398
2011,local_background_removed,object_domain_spatial,-0.10766337305094427,620.5160190939596,37.128336111137685,619.4042432933711,0.9964198190392449,0.003580180960755075,-0.05983461340023144,0.5408524247588794
2012,local_background_removed,object_domain_spatial,1.534037404829786,656.5649541556661,487.3153229160105,440.001494402799,0.4491101891190731,0.5508898108809269,0.7422195166397383,0.6385605926301224
2013,local_background_removed,object_domain_spatial,2.0890457400141154,980.2233468723925,680.1984295579033,705.8101063180355,0.5184724218006874,0.4815275781993126,0.6939218819141766,0.46357333183689214
2014,local_background_removed,object_domain_spatial,2.5478820889012233,965.007662811132,843.152882123147,469.39642803459196,0.2366017960003541,0.7633982039996459,0.8737266185710757,0.8827027079449424
2015,local_background_removed,object_domain_spatial,0.20115049200829888,907.2982652321143,58.67798524604489,905.3988271146969,0.995817362506577,0.004182637493422958,0.06467331361096924,-0.24422323421488457
2016,local_background_removed,object_domain_spatial,0.12370209046613552,389.2541218800804,38.8183146209071,387.3137098665948,0.9900549513695345,0.009945048630465525,0.09972486465503906,0.22453044866994687
2017,local_background_removed,object_domain_spatial,-0.5936167188989812,815.7202597228709,201.51114764488744,790.4383590750061,0.9389738945481672,0.061026105451832846,-0.24703462399395093,-0.4275920455101706
2018,local_background_removed,object_domain_spatial,-0.27893591928988337,818.6874529003002,91.82915856377635,813.5210821938483,0.9874187167284149,0.012581283271585142,-0.11216631968458825,0.7105588866936071
2019,local_background_removed,object_domain_spatial,1.7619327962283555,863.5666174403821,533.4512897700972,679.1001577087454,0.6184092419708753,0.3815907580291247,0.6177303279175507,0.06715396904714473
2020,local_background_removed,object_domain_spatial,-1.6461817814832145,833.1453775678839,549.2486898151498,626.4639629691983,0.5653932361766779,0.4346067638233221,-0.6592471189344115,-0.6673694941914646
2021,local_background_removed,object_domain_spatial,1.4171997758926707,1055.2777438134524,448.6715266674041,955.1465739591758,0.8192312057203234,0.18076879427967663,0.42516913608548396,0.8171574108698706
2022,local_background_removed,object_domain_spatial,6.128190533255533,1900.5326675265483,1834.4059334921792,496.97011127860173,0.06837697168207961,0.9316230283179204,0.9652062102566066,0.9374039394837954
2023,local_background_removed,object_domain_spatial,-2.5496423042336147,918.9511309903529,808.9056389435455,436.0537219584115,0.2251620335642438,0.7748379664357562,-0.8802488093918425,-0.7208873645203248
1979,local_background_removed,profile,4.189403410707189,120.45152922542174,112.6629188114818,42.61029943124178,0.12514241623399922,0.8748575837660008,0.935338218916559,0.9686130913197392
1980,local_background_removed,profile,-0.6318694989403504,53.444575884092686,15.600332333622324,51.11704532258373,0.914795912363258,0.08520408763674203,-0.29189739230891026,-0.8793779870019702
1981,local_background_removed,profile,0.2679735598505638,65.34714833497644,7.753621970065346,64.88552336121465,0.98592151360376,0.014078486396239986,0.11865279767556888,0.7643370102371622
1982,local_background_removed,profile,6.036203836361855,171.1730949214419,163.65045181742852,50.18722989901385,0.08596376821378868,0.9140362317862113,0.9560524210451073,0.971254477990593
1983,local_background_removed,profile,-1.4587815992593236,77.89243574176406,42.59120368928091,65.2167226567161,0.7010150975757494,0.2989849024242506,-0.546795119239602,0.22517965000968718
1984,local_background_removed,profile,1.8242390518166123,60.81162077823444,53.59828256728834,28.727640479386938,0.22316534620854692,0.7768346537914531,0.881382240456122,0.8711841685101204
1985,local_background_removed,profile,-0.15525788668107537,84.65252337921741,4.406911201483774,84.53773623732295,0.9972898783693123,0.002710121630687734,-0.05205882855661797,-0.7464475512210668
1986,local_background_removed,profile,-0.4602396773095025,38.222019225820084,13.236216484225531,35.85701224142464,0.8800775562063804,0.1199224437936196,-0.3462982006791541,-0.6202672596325512
1987,local_background_removed,profile,3.831896366864142,98.9877106035749,98.11533363010899,13.112900411026457,0.01754829658380835,0.9824517034161917,0.9911870173767369,0.9902194255716347
1988,local_background_removed,profile,-2.7060271594635066,90.57108886546047,88.26909585913933,20.290117162924727,0.05018684929294226,0.9498131507070577,-0.974583578102493,-0.9808374457702379
1989,local_background_removed,profile,2.1745573890890677,81.6833119668579,64.46326531166258,50.16623246002466,0.37718663468467967,0.6228133653153203,0.7891852541167507,0.3075362200533911
1990,local_background_removed,profile,1.2378478044917027,44.99652381442313,32.976216769036746,30.614641643884173,0.4629141250252255,0.5370858749747744,0.7328614295859581,0.38200647976226604
1991,local_background_removed,profile,7.250848524818661,211.54511618450542,209.88415543539378,26.457087494419124,0.015641487794870977,0.984358512205129,0.9921484325468286,0.9933907346226926
1992,local_background_removed,profile,3.866119680241186,92.27471540418905,90.11947599390962,19.826829033086266,0.04616800353408871,0.9538319964659113,0.9766432288537671,0.9750352791900045
1993,local_background_removed,profile,0.08250320956603784,12.290336397782008,2.435223051852104,12.046661672777788,0.9607400310201268,0.03925996897987316,0.19814128539976983,-0.4574154910022687
1994,local_background_removed,profile,0.4605647458362838,41.12724403745503,13.566186654227446,38.82536260975603,0.8911931193084714,0.10880688069152855,0.3298588799646427,-0.3362716960857854
1995,local_background_removed,profile,-1.499172895644502,54.97220095217327,43.71956258457285,33.32480645014667,0.3674929573284557,0.6325070426715442,-0.7953031137066824,-0.36345030954676527
1996,local_background_removed,profile,-2.619055377251068,84.71835398681415,75.40127481928255,38.62443860902288,0.20785924334381134,0.7921407566561887,-0.8900228967033312,-0.9320303814750951
1997,local_background_removed,profile,-0.3446112614025816,20.214677686506,9.56472019986924,17.808686685646894,0.7761222684502365,0.22387773154976354,-0.4731571953904575,-0.6404386018967849
1998,local_background_removed,profile,0.16655914539477182,13.24518973427599,4.327910357975388,12.518156534821705,0.8932322363772253,0.10676776362277474,0.32675336818887485,0.2537634252653461
1999,local_background_removed,profile,-2.7640047182858547,91.24660465095187,81.51589437095606,41.00124175229628,0.20191128541617168,0.7980887145838284,-0.8933581110528006,-0.6546125267437253
2000,local_background_removed,profile,-2.6607589516575927,99.78153760111056,73.30127447625509,67.6999143736427,0.4603369699992013,0.5396630300007987,-0.7346176080116773,-0.03962387798439569
2001,local_background_removed,profile,-0.5415387090521118,29.464402378093432,15.246196308055833,25.213181188307487,0.7322510716958908,0.26774892830410923,-0.5174446137550467,-0.42961607480622666
2002,local_background_removed,profile,0.07336195089701102,42.87555397945392,2.1151138429086576,42.823351369044005,0.9975664066704525,0.002433593329547512,0.04933146389017447,-0.9583819431736864
2003,local_background_removed,profile,3.0282705220164297,127.41038269734435,86.40487205921588,93.63548314348722,0.5400963857643784,0.45990361423562165,0.6781619380617153,-0.034985387708746395
2004,local_background_removed,profile,-2.434310667528136,68.95689953992203,68.71446655233066,5.777203526580108,0.007019074994422515,0.9929809250055774,-0.9964842823675533,-0.9942832616422036
2005,local_background_removed,profile,-4.450904878974888,126.67229207331276,124.79252692608353,21.74154554095386,0.02945897074502383,0.9705410292549762,-0.9851604078803493,-0.9842820636818889
