window_id,mode_target,tested_y_target,corr_score_y,abs_corr_score_y,own_target_corr,max_other_target_corr,own_minus_max_other,own_abs_rank,n_targets_tested,specificity_margin,specificity_status
W045,W045_Je_vs_Jw_delta_peak,W045_Je_vs_Jw_delta_peak,0.6215023015394344,0.6215023015394344,0.6215023015394344,0.5812095720512674,0.04029272948816698,1,3,0.05,common_mode
W045,W045_Je_vs_Jw_delta_peak,W045_P_vs_Jw_delta_peak,0.5812095720512674,0.5812095720512674,0.6215023015394344,0.5812095720512674,0.04029272948816698,1,3,0.05,common_mode
W045,W045_Je_vs_Jw_delta_peak,W045_V_vs_Jw_delta_peak,0.5153972091165713,0.5153972091165713,0.6215023015394344,0.5812095720512674,0.04029272948816698,1,3,0.05,common_mode
W045,W045_P_vs_Jw_delta_peak,W045_Je_vs_Jw_delta_peak,0.552993614054713,0.552993614054713,0.6615313265229796,0.5719279794759458,0.08960334704703388,1,3,0.05,pair_specific
W045,W045_P_vs_Jw_delta_peak,W045_P_vs_Jw_delta_peak,0.6615313265229796,0.6615313265229796,0.6615313265229796,0.5719279794759458,0.08960334704703388,1,3,0.05,pair_specific
W045,W045_P_vs_Jw_delta_peak,W045_V_vs_Jw_delta_peak,0.5719279794759458,0.5719279794759458,0.6615313265229796,0.5719279794759458,0.08960334704703388,1,3,0.05,pair_specific
W045,W045_V_vs_Jw_delta_peak,W045_Je_vs_Jw_delta_peak,0.5595493146167178,0.5595493146167178,0.6298003314712044,0.6526048408980001,-0.022804509426795683,2,3,0.05,common_mode
W045,W045_V_vs_Jw_delta_peak,W045_P_vs_Jw_delta_peak,0.6526048408980001,0.6526048408980001,0.6298003314712044,0.6526048408980001,-0.022804509426795683,2,3,0.05,common_mode
W045,W045_V_vs_Jw_delta_peak,W045_V_vs_Jw_delta_peak,0.6298003314712044,0.6298003314712044,0.6298003314712044,0.6526048408980001,-0.022804509426795683,2,3,0.05,common_mode
W081,W081_P_vs_V_delta_peak,W081_P_vs_V_delta_peak,0.47040353288690395,0.47040353288690395,0.47040353288690395,0.4359397851547716,0.034463747732132344,1,3,0.05,common_mode
W081,W081_P_vs_V_delta_peak,W081_V_vs_Jw_delta_peak,-0.4359397851547716,0.4359397851547716,0.47040353288690395,0.4359397851547716,0.034463747732132344,1,3,0.05,common_mode
W081,W081_P_vs_V_delta_peak,W081_H_vs_Jw_delta_peak,-0.2383650505650595,0.2383650505650595,0.47040353288690395,0.4359397851547716,0.034463747732132344,1,3,0.05,common_mode
W081,W081_V_vs_Jw_delta_peak,W081_P_vs_V_delta_peak,-0.2671646529231377,0.2671646529231377,0.6153032357308751,0.45763791271437926,0.15766532301649583,1,3,0.05,pair_specific
W081,W081_V_vs_Jw_delta_peak,W081_V_vs_Jw_delta_peak,0.6153032357308751,0.6153032357308751,0.6153032357308751,0.45763791271437926,0.15766532301649583,1,3,0.05,pair_specific
W081,W081_V_vs_Jw_delta_peak,W081_H_vs_Jw_delta_peak,0.45763791271437926,0.45763791271437926,0.6153032357308751,0.45763791271437926,0.15766532301649583,1,3,0.05,pair_specific
W081,W081_H_vs_Jw_delta_peak,W081_P_vs_V_delta_peak,-0.18240304461069545,0.18240304461069545,0.6295171312138245,0.5714888413486054,0.05802828986521902,1,3,0.05,pair_specific
W081,W081_H_vs_Jw_delta_peak,W081_V_vs_Jw_delta_peak,0.5714888413486054,0.5714888413486054,0.6295171312138245,0.5714888413486054,0.05802828986521902,1,3,0.05,pair_specific
W081,W081_H_vs_Jw_delta_peak,W081_H_vs_Jw_delta_peak,0.6295171312138245,0.6295171312138245,0.6295171312138245,0.5714888413486054,0.05802828986521902,1,3,0.05,pair_specific
W113,W113_V_vs_Je_delta_peak,W113_V_vs_Je_delta_peak,0.6835188060330579,0.6835188060330579,0.6835188060330579,0.5395774969097115,0.14394130912334646,1,5,0.05,pair_specific
W113,W113_V_vs_Je_delta_peak,W113_H_vs_Je_delta_peak,0.5395774969097115,0.5395774969097115,0.6835188060330579,0.5395774969097115,0.14394130912334646,1,5,0.05,pair_specific
W113,W113_V_vs_Je_delta_peak,W113_P_vs_V_delta_peak,-0.5028909377176864,0.5028909377176864,0.6835188060330579,0.5395774969097115,0.14394130912334646,1,5,0.05,pair_specific
W113,W113_V_vs_Je_delta_peak,W113_Jw_vs_H_delta_peak,-0.13044019011623792,0.13044019011623792,0.6835188060330579,0.5395774969097115,0.14394130912334646,1,5,0.05,pair_specific
W113,W113_V_vs_Je_delta_peak,W113_Jw_vs_V_delta_peak,-0.36070771876535634,0.36070771876535634,0.6835188060330579,0.5395774969097115,0.14394130912334646,1,5,0.05,pair_specific
W113,W113_H_vs_Je_delta_peak,W113_V_vs_Je_delta_peak,0.5938869788819665,0.5938869788819665,0.668771335303236,0.5938869788819665,0.07488435642126945,1,5,0.05,pair_specific
W113,W113_H_vs_Je_delta_peak,W113_H_vs_Je_delta_peak,0.668771335303236,0.668771335303236,0.668771335303236,0.5938869788819665,0.07488435642126945,1,5,0.05,pair_specific
W113,W113_H_vs_Je_delta_peak,W113_P_vs_V_delta_peak,-0.3029118719858433,0.3029118719858433,0.668771335303236,0.5938869788819665,0.07488435642126945,1,5,0.05,pair_specific
W113,W113_H_vs_Je_delta_peak,W113_Jw_vs_H_delta_peak,-0.18132115565045126,0.18132115565045126,0.668771335303236,0.5938869788819665,0.07488435642126945,1,5,0.05,pair_specific
W113,W113_H_vs_Je_delta_peak,W113_Jw_vs_V_delta_peak,-0.24921792647302937,0.24921792647302937,0.668771335303236,0.5938869788819665,0.07488435642126945,1,5,0.05,pair_specific
W113,W113_P_vs_V_delta_peak,W113_V_vs_Je_delta_peak,-0.5151701434878394,0.5151701434878394,0.6510453653922388,0.5151701434878394,0.13587522190439938,1,5,0.05,pair_specific
W113,W113_P_vs_V_delta_peak,W113_H_vs_Je_delta_peak,-0.2819065853907137,0.2819065853907137,0.6510453653922388,0.5151701434878394,0.13587522190439938,1,5,0.05,pair_specific
W113,W113_P_vs_V_delta_peak,W113_P_vs_V_delta_peak,0.6510453653922388,0.6510453653922388,0.6510453653922388,0.5151701434878394,0.13587522190439938,1,5,0.05,pair_specific
W113,W113_P_vs_V_delta_peak,W113_Jw_vs_H_delta_peak,0.13514305549287256,0.13514305549287256,0.6510453653922388,0.5151701434878394,0.13587522190439938,1,5,0.05,pair_specific
W113,W113_P_vs_V_delta_peak,W113_Jw_vs_V_delta_peak,0.3791225891139877,0.3791225891139877,0.6510453653922388,0.5151701434878394,0.13587522190439938,1,5,0.05,pair_specific
W113,W113_Jw_vs_H_delta_peak,W113_V_vs_Je_delta_peak,-0.18413361169742345,0.18413361169742345,0.5155881740062876,0.45130167499406726,0.06428649901222039,1,5,0.05,pair_specific
W113,W113_Jw_vs_H_delta_peak,W113_H_vs_Je_delta_peak,-0.23253170559064856,0.23253170559064856,0.5155881740062876,0.45130167499406726,0.06428649901222039,1,5,0.05,pair_specific
W113,W113_Jw_vs_H_delta_peak,W113_P_vs_V_delta_peak,0.18620481008344156,0.18620481008344156,0.5155881740062876,0.45130167499406726,0.06428649901222039,1,5,0.05,pair_specific
W113,W113_Jw_vs_H_delta_peak,W113_Jw_vs_H_delta_peak,0.5155881740062876,0.5155881740062876,0.5155881740062876,0.45130167499406726,0.06428649901222039,1,5,0.05,pair_specific
W113,W113_Jw_vs_H_delta_peak,W113_Jw_vs_V_delta_peak,0.45130167499406726,0.45130167499406726,0.5155881740062876,0.45130167499406726,0.06428649901222039,1,5,0.05,pair_specific
W113,W113_Jw_vs_V_delta_peak,W113_V_vs_Je_delta_peak,-0.46664485158281244,0.46664485158281244,0.5674206187582929,0.47879179679227574,0.08862882196601712,1,5,0.05,pair_specific
W113,W113_Jw_vs_V_delta_peak,W113_H_vs_Je_delta_peak,-0.29290202300820156,0.29290202300820156,0.5674206187582929,0.47879179679227574,0.08862882196601712,1,5,0.05,pair_specific
W113,W113_Jw_vs_V_delta_peak,W113_P_vs_V_delta_peak,0.47879179679227574,0.47879179679227574,0.5674206187582929,0.47879179679227574,0.08862882196601712,1,5,0.05,pair_specific
W113,W113_Jw_vs_V_delta_peak,W113_Jw_vs_H_delta_peak,0.41365361397768013,0.41365361397768013,0.5674206187582929,0.47879179679227574,0.08862882196601712,1,5,0.05,pair_specific
W113,W113_Jw_vs_V_delta_peak,W113_Jw_vs_V_delta_peak,0.5674206187582929,0.5674206187582929,0.5674206187582929,0.47879179679227574,0.08862882196601712,1,5,0.05,pair_specific
W160,W160_V_vs_Je_delta_peak,W160_V_vs_Je_delta_peak,0.4920794633878058,0.4920794633878058,0.4920794633878058,0.2369041753670651,0.2551752880207407,1,4,0.05,pair_specific
W160,W160_V_vs_Je_delta_peak,W160_H_vs_Jw_delta_peak,-0.02497279260821787,0.02497279260821787,0.4920794633878058,0.2369041753670651,0.2551752880207407,1,4,0.05,pair_specific
W160,W160_V_vs_Je_delta_peak,W160_P_vs_V_delta_peak,-0.2369041753670651,0.2369041753670651,0.4920794633878058,0.2369041753670651,0.2551752880207407,1,4,0.05,pair_specific
W160,W160_V_vs_Je_delta_peak,W160_Jw_vs_V_delta_peak,-0.19857471101012306,0.19857471101012306,0.4920794633878058,0.2369041753670651,0.2551752880207407,1,4,0.05,pair_specific
W160,W160_H_vs_Jw_delta_peak,W160_V_vs_Je_delta_peak,-0.0352695656135102,0.0352695656135102,0.4402530532276265,0.31025613862697304,0.12999691460065343,1,4,0.05,pair_specific
W160,W160_H_vs_Jw_delta_peak,W160_H_vs_Jw_delta_peak,0.4402530532276265,0.4402530532276265,0.4402530532276265,0.31025613862697304,0.12999691460065343,1,4,0.05,pair_specific
W160,W160_H_vs_Jw_delta_peak,W160_P_vs_V_delta_peak,0.08340799285477317,0.08340799285477317,0.4402530532276265,0.31025613862697304,0.12999691460065343,1,4,0.05,pair_specific
W160,W160_H_vs_Jw_delta_peak,W160_Jw_vs_V_delta_peak,-0.31025613862697304,0.31025613862697304,0.4402530532276265,0.31025613862697304,0.12999691460065343,1,4,0.05,pair_specific
W160,W160_P_vs_V_delta_peak,W160_V_vs_Je_delta_peak,-0.39160995109525465,0.39160995109525465,0.29343182933158607,0.39160995109525465,-0.09817812176366858,2,4,0.05,common_mode
W160,W160_P_vs_V_delta_peak,W160_H_vs_Jw_delta_peak,0.09783472615686606,0.09783472615686606,0.29343182933158607,0.39160995109525465,-0.09817812176366858,2,4,0.05,common_mode
W160,W160_P_vs_V_delta_peak,W160_P_vs_V_delta_peak,0.29343182933158607,0.29343182933158607,0.29343182933158607,0.39160995109525465,-0.09817812176366858,2,4,0.05,common_mode
W160,W160_P_vs_V_delta_peak,W160_Jw_vs_V_delta_peak,0.10615677736850476,0.10615677736850476,0.29343182933158607,0.39160995109525465,-0.09817812176366858,2,4,0.05,common_mode
W160,W160_Jw_vs_V_delta_peak,W160_V_vs_Je_delta_peak,-0.3015244966893945,0.3015244966893945,0.42774163892251654,0.33372471054931085,0.09401692837320569,1,4,0.05,pair_specific
W160,W160_Jw_vs_V_delta_peak,W160_H_vs_Jw_delta_peak,-0.33372471054931085,0.33372471054931085,0.42774163892251654,0.33372471054931085,0.09401692837320569,1,4,0.05,pair_specific
W160,W160_Jw_vs_V_delta_peak,W160_P_vs_V_delta_peak,0.09729157242284645,0.09729157242284645,0.42774163892251654,0.33372471054931085,0.09401692837320569,1,4,0.05,pair_specific
W160,W160_Jw_vs_V_delta_peak,W160_Jw_vs_V_delta_peak,0.42774163892251654,0.42774163892251654,0.42774163892251654,0.33372471054931085,0.09401692837320569,1,4,0.05,pair_specific
