window_id,target_name,object,block_energy,block_contribution_fraction,dominant_object_warning
W045,W045_Je_vs_Jw_delta_peak,H,0.2702031965154869,0.2702031965154869,False
W045,W045_Je_vs_Jw_delta_peak,Je,0.2112050499786465,0.2112050499786465,False
W045,W045_Je_vs_Jw_delta_peak,Jw,0.1930042282611756,0.1930042282611756,False
W045,W045_Je_vs_Jw_delta_peak,P,0.15209534156452426,0.15209534156452426,False
W045,W045_Je_vs_Jw_delta_peak,V,0.17349218368016656,0.17349218368016656,False
W045,W045_P_vs_Jw_delta_peak,H,0.22647546847476535,0.22647546847476538,False
W045,W045_P_vs_Jw_delta_peak,Je,0.2053421709014909,0.20534217090149093,False
W045,W045_P_vs_Jw_delta_peak,Jw,0.18447381692468265,0.18447381692468268,False
W045,W045_P_vs_Jw_delta_peak,P,0.162778491514607,0.16277849151460702,False
W045,W045_P_vs_Jw_delta_peak,V,0.220930052184454,0.22093005218445402,False
W045,W045_V_vs_Jw_delta_peak,H,0.2110350780209509,0.21103507802095092,False
W045,W045_V_vs_Jw_delta_peak,Je,0.19354746544175477,0.1935474654417548,False
W045,W045_V_vs_Jw_delta_peak,Jw,0.2209523429550187,0.22095234295501873,False
W045,W045_V_vs_Jw_delta_peak,P,0.14584747812498328,0.1458474781249833,False
W045,W045_V_vs_Jw_delta_peak,V,0.22861763545729216,0.2286176354572922,False
W081,W081_P_vs_V_delta_peak,H,0.14650073016211554,0.14650073016211557,False
W081,W081_P_vs_V_delta_peak,Je,0.1588614494241149,0.15886144942411493,False
W081,W081_P_vs_V_delta_peak,Jw,0.1451491575968361,0.14514915759683614,False
W081,W081_P_vs_V_delta_peak,P,0.21860448072190242,0.21860448072190244,False
W081,W081_P_vs_V_delta_peak,V,0.3308841820950308,0.33088418209503084,False
W081,W081_V_vs_Jw_delta_peak,H,0.15649446371653633,0.15649446371653633,False
W081,W081_V_vs_Jw_delta_peak,Je,0.10984629864266299,0.10984629864266299,False
W081,W081_V_vs_Jw_delta_peak,Jw,0.3085867967181391,0.3085867967181391,False
W081,W081_V_vs_Jw_delta_peak,P,0.18223603020212314,0.18223603020212314,False
W081,W081_V_vs_Jw_delta_peak,V,0.24283641072053852,0.24283641072053852,False
W081,W081_H_vs_Jw_delta_peak,H,0.11048842297792982,0.11048842297792985,False
W081,W081_H_vs_Jw_delta_peak,Je,0.14195660020733478,0.1419566002073348,False
W081,W081_H_vs_Jw_delta_peak,Jw,0.43141479069528044,0.43141479069528055,False
W081,W081_H_vs_Jw_delta_peak,P,0.19614585558320116,0.19614585558320122,False
W081,W081_H_vs_Jw_delta_peak,V,0.1199943305362536,0.11999433053625362,False
W113,W113_V_vs_Je_delta_peak,H,0.12625121573628703,0.12625121573628703,False
W113,W113_V_vs_Je_delta_peak,Je,0.20544596669652032,0.20544596669652032,False
W113,W113_V_vs_Je_delta_peak,Jw,0.21803136799719244,0.21803136799719244,False
W113,W113_V_vs_Je_delta_peak,P,0.19421547055264193,0.19421547055264193,False
W113,W113_V_vs_Je_delta_peak,V,0.2560559790173582,0.2560559790173582,False
W113,W113_H_vs_Je_delta_peak,H,0.12386357092309914,0.12386357092309914,False
W113,W113_H_vs_Je_delta_peak,Je,0.3341889746259602,0.3341889746259602,False
W113,W113_H_vs_Je_delta_peak,Jw,0.21461585776580755,0.21461585776580755,False
W113,W113_H_vs_Je_delta_peak,P,0.14975044504352542,0.14975044504352542,False
W113,W113_H_vs_Je_delta_peak,V,0.1775811516416078,0.1775811516416078,False
W113,W113_P_vs_V_delta_peak,H,0.13386517443343451,0.13386517443343451,False
W113,W113_P_vs_V_delta_peak,Je,0.0895525693120687,0.0895525693120687,False
W113,W113_P_vs_V_delta_peak,Jw,0.194517397481489,0.194517397481489,False
W113,W113_P_vs_V_delta_peak,P,0.2750884547082696,0.2750884547082696,False
W113,W113_P_vs_V_delta_peak,V,0.30697640406473825,0.30697640406473825,False
W113,W113_Jw_vs_H_delta_peak,H,0.1535729867638062,0.1535729867638062,False
W113,W113_Jw_vs_H_delta_peak,Je,0.16878486040437757,0.16878486040437757,False
W113,W113_Jw_vs_H_delta_peak,Jw,0.2279196588873272,0.2279196588873272,False
W113,W113_Jw_vs_H_delta_peak,P,0.2079597387703776,0.2079597387703776,False
W113,W113_Jw_vs_H_delta_peak,V,0.2417627551741113,0.2417627551741113,False
W113,W113_Jw_vs_V_delta_peak,H,0.13656783754464535,0.13656783754464535,False
W113,W113_Jw_vs_V_delta_peak,Je,0.16032486810404006,0.16032486810404006,False
W113,W113_Jw_vs_V_delta_peak,Jw,0.20062530162395,0.20062530162395,False
W113,W113_Jw_vs_V_delta_peak,P,0.24293469769027987,0.24293469769027987,False
W113,W113_Jw_vs_V_delta_peak,V,0.2595472950370847,0.2595472950370847,False
W160,W160_V_vs_Je_delta_peak,H,0.25234717331938067,0.25234717331938067,False
W160,W160_V_vs_Je_delta_peak,Je,0.16500331237398158,0.16500331237398158,False
W160,W160_V_vs_Je_delta_peak,Jw,0.13084073568482746,0.13084073568482746,False
W160,W160_V_vs_Je_delta_peak,P,0.14681453618651344,0.14681453618651344,False
W160,W160_V_vs_Je_delta_peak,V,0.30499424243529677,0.30499424243529677,False
W160,W160_H_vs_Jw_delta_peak,H,0.2628529722409272,0.26285297224092724,False
W160,W160_H_vs_Jw_delta_peak,Je,0.12190191468741747,0.12190191468741748,False
W160,W160_H_vs_Jw_delta_peak,Jw,0.4144943949686911,0.41449439496869117,False
W160,W160_H_vs_Jw_delta_peak,P,0.13098361287811613,0.13098361287811616,False
W160,W160_H_vs_Jw_delta_peak,V,0.06976710522484797,0.06976710522484798,False
W160,W160_P_vs_V_delta_peak,H,0.30165009348377314,0.30165009348377314,False
W160,W160_P_vs_V_delta_peak,Je,0.13105039351021036,0.13105039351021036,False
W160,W160_P_vs_V_delta_peak,Jw,0.17960648743669444,0.17960648743669444,False
W160,W160_P_vs_V_delta_peak,P,0.15216865667189347,0.15216865667189347,False
W160,W160_P_vs_V_delta_peak,V,0.23552436889742862,0.23552436889742862,False
W160,W160_Jw_vs_V_delta_peak,H,0.21331048862603863,0.21331048862603863,False
W160,W160_Jw_vs_V_delta_peak,Je,0.07980418080358846,0.07980418080358846,False
W160,W160_Jw_vs_V_delta_peak,Jw,0.31720681898307523,0.31720681898307523,False
W160,W160_Jw_vs_V_delta_peak,P,0.17892301888261097,0.17892301888261097,False
W160,W160_Jw_vs_V_delta_peak,V,0.21075549270468674,0.21075549270468674,False
