rep_id,pattern_corr_with_full,sign_flipped,fit_status,window_id,target_name
0,0.9856988664621263,False,ok,W045,W045_Je_vs_Jw_delta_peak
1,0.97733874445338,False,ok,W045,W045_Je_vs_Jw_delta_peak
2,0.9831344894285688,False,ok,W045,W045_Je_vs_Jw_delta_peak
3,0.9781354833117818,False,ok,W045,W045_Je_vs_Jw_delta_peak
4,0.989092305111952,False,ok,W045,W045_Je_vs_Jw_delta_peak
5,0.9835447503800206,False,ok,W045,W045_Je_vs_Jw_delta_peak
6,0.985167396866688,False,ok,W045,W045_Je_vs_Jw_delta_peak
7,0.9772343925794472,False,ok,W045,W045_Je_vs_Jw_delta_peak
8,0.9783811940172795,False,ok,W045,W045_Je_vs_Jw_delta_peak
9,0.9891686278719016,False,ok,W045,W045_Je_vs_Jw_delta_peak
10,0.9866077427254171,False,ok,W045,W045_Je_vs_Jw_delta_peak
11,0.986374925905494,False,ok,W045,W045_Je_vs_Jw_delta_peak
12,0.9807591800031714,False,ok,W045,W045_Je_vs_Jw_delta_peak
13,0.982508609606088,False,ok,W045,W045_Je_vs_Jw_delta_peak
14,0.9730637731878606,False,ok,W045,W045_Je_vs_Jw_delta_peak
15,0.9851633496196455,False,ok,W045,W045_Je_vs_Jw_delta_peak
16,0.9856613377758862,False,ok,W045,W045_Je_vs_Jw_delta_peak
17,0.9877858762872334,False,ok,W045,W045_Je_vs_Jw_delta_peak
18,0.987074407466222,False,ok,W045,W045_Je_vs_Jw_delta_peak
19,0.9786624106650947,False,ok,W045,W045_Je_vs_Jw_delta_peak
20,0.9836335045149603,False,ok,W045,W045_Je_vs_Jw_delta_peak
21,0.9879348572530956,False,ok,W045,W045_Je_vs_Jw_delta_peak
22,0.9892683111394636,False,ok,W045,W045_Je_vs_Jw_delta_peak
23,0.980162635189409,False,ok,W045,W045_Je_vs_Jw_delta_peak
24,0.979099303433169,False,ok,W045,W045_Je_vs_Jw_delta_peak
25,0.9847428038452984,False,ok,W045,W045_Je_vs_Jw_delta_peak
26,0.9769128754584304,False,ok,W045,W045_Je_vs_Jw_delta_peak
27,0.9742980055119433,False,ok,W045,W045_Je_vs_Jw_delta_peak
28,0.9886062458164976,False,ok,W045,W045_Je_vs_Jw_delta_peak
29,0.9842725775370493,False,ok,W045,W045_Je_vs_Jw_delta_peak
30,0.9862927295159639,False,ok,W045,W045_Je_vs_Jw_delta_peak
