variant_id,window,source,target,source_family,target_family,n_pcmci_variables,conditioning_variables,extended_day_start,extended_day_end,elapsed_seconds,status
c1_targeted_no_same_family_controls,S3,V_pos_centroid_lat,P_total_centroid_lat_10_50,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,82,106,10.479198932647705,completed
c1_targeted_no_same_family_controls,S3,V_NS_diff,P_main_band_share,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,82,106,18.37141251564026,completed
c1_targeted_no_same_family_controls,S3,V_NS_diff,P_south_band_share_18_24,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,82,106,9.815518379211426,completed
c1_targeted_no_same_family_controls,S3,V_NS_diff,P_main_minus_south,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,82,106,11.909471988677979,completed
c1_targeted_no_same_family_controls,S3,V_NS_diff,P_spread_lat,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,82,106,7.408212661743164,completed
c1_targeted_no_same_family_controls,S3,V_NS_diff,P_north_band_share_35_45,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,82,106,7.229508638381958,completed
c1_targeted_no_same_family_controls,S3,V_NS_diff,P_north_minus_main_35_45,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,82,106,8.934631109237671,completed
c1_targeted_no_same_family_controls,S3,V_NS_diff,P_total_centroid_lat_10_50,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,82,106,13.80932331085205,completed
c1_targeted_no_same_family_controls,T3,V_strength,P_main_band_share,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,102,117,3.752337694168091,completed
c1_targeted_no_same_family_controls,T3,V_strength,P_south_band_share_18_24,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,102,117,3.594656229019165,completed
c1_targeted_no_same_family_controls,T3,V_strength,P_main_minus_south,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,102,117,3.986583948135376,completed
c1_targeted_no_same_family_controls,T3,V_strength,P_spread_lat,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,102,117,3.410181760787964,completed
c1_targeted_no_same_family_controls,T3,V_strength,P_north_band_share_35_45,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,102,117,4.707915782928467,completed
c1_targeted_no_same_family_controls,T3,V_strength,P_north_minus_main_35_45,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,102,117,3.414414167404175,completed
c1_targeted_no_same_family_controls,T3,V_strength,P_total_centroid_lat_10_50,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,102,117,3.9899027347564697,completed
c1_targeted_no_same_family_controls,T3,V_pos_centroid_lat,P_main_band_share,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,102,117,3.275615930557251,completed
c1_targeted_no_same_family_controls,T3,V_pos_centroid_lat,P_south_band_share_18_24,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,102,117,3.3554317951202393,completed
c1_targeted_no_same_family_controls,T3,V_pos_centroid_lat,P_main_minus_south,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,102,117,3.533553123474121,completed
c1_targeted_no_same_family_controls,T3,V_pos_centroid_lat,P_spread_lat,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,102,117,3.2756400108337402,completed
c1_targeted_no_same_family_controls,T3,V_pos_centroid_lat,P_north_band_share_35_45,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,102,117,3.573777198791504,completed
c1_targeted_no_same_family_controls,T3,V_pos_centroid_lat,P_north_minus_main_35_45,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,102,117,3.0780115127563477,completed
c1_targeted_no_same_family_controls,T3,V_pos_centroid_lat,P_total_centroid_lat_10_50,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,102,117,3.6110849380493164,completed
c1_targeted_no_same_family_controls,T3,V_NS_diff,P_main_band_share,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,102,117,3.1980483531951904,completed
c1_targeted_no_same_family_controls,T3,V_NS_diff,P_south_band_share_18_24,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,102,117,3.023395538330078,completed
c1_targeted_no_same_family_controls,T3,V_NS_diff,P_main_minus_south,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,102,117,3.1176486015319824,completed
c1_targeted_no_same_family_controls,T3,V_NS_diff,P_spread_lat,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,102,117,3.0066657066345215,completed
c1_targeted_no_same_family_controls,T3,V_NS_diff,P_north_band_share_35_45,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,102,117,3.682079792022705,completed
c1_targeted_no_same_family_controls,T3,V_NS_diff,P_north_minus_main_35_45,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,102,117,2.9741909503936768,completed
c1_targeted_no_same_family_controls,T3,V_NS_diff,P_total_centroid_lat_10_50,V,P,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,102,117,3.6897220611572266,completed
