window_id,target_name,target_pair,target_set,was_in_original_v9_1_f,score_group,object,n_bootstrap_group,n_valid_peak,missing_peak_fraction,mean_peak_day,median_peak_day,q25_peak_day,q75_peak_day,std_peak_day,min_peak_day,max_peak_day,permutation_level,signflip_level,mode_stability_status,extreme_year_dominated_flag
W160,W160_H_vs_Je_delta_peak,H-Je,added_all_pair,False,high,H,334,334,0.0,155.937125748503,155.0,154.0,157.0,3.343084673964,143.0,167.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Je_delta_peak,H-Je,added_all_pair,False,high,Je,334,334,0.0,162.29041916167665,162.0,161.0,163.0,1.8280672454277773,146.0,167.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Je_delta_peak,H-Je,added_all_pair,False,high,Jw,334,332,0.005988023952095809,156.3855421686747,157.0,152.0,161.0,6.403985400537779,130.0,167.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Je_delta_peak,H-Je,added_all_pair,False,high,P,334,334,0.0,157.33832335329342,157.0,155.0,158.0,3.256211187028271,147.0,166.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Je_delta_peak,H-Je,added_all_pair,False,high,V,334,334,0.0,158.79041916167665,160.0,156.0,161.0,4.660011129566084,136.0,167.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Je_delta_peak,H-Je,added_all_pair,False,low,H,333,333,0.0,158.60660660660662,156.0,155.0,164.0,5.192518211610627,146.0,166.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Je_delta_peak,H-Je,added_all_pair,False,low,Je,333,333,0.0,160.60060060060061,161.0,160.0,162.0,2.9112783801737523,130.0,167.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Je_delta_peak,H-Je,added_all_pair,False,low,Jw,333,333,0.0,154.26126126126127,152.0,149.0,159.0,7.062600947198439,131.0,167.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Je_delta_peak,H-Je,added_all_pair,False,low,P,333,333,0.0,158.51951951951952,158.0,157.0,159.0,2.408020685929593,153.0,166.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Je_delta_peak,H-Je,added_all_pair,False,low,V,333,332,0.003003003003003003,160.81626506024097,161.0,160.0,162.0,3.596655113023539,136.0,167.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Je_delta_peak,H-Je,added_all_pair,False,mid,H,333,333,0.0,155.54954954954954,155.0,154.0,156.0,3.377116664428093,142.0,167.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Je_delta_peak,H-Je,added_all_pair,False,mid,Je,333,333,0.0,161.42642642642642,162.0,161.0,162.0,3.3838059805488747,135.0,167.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Je_delta_peak,H-Je,added_all_pair,False,mid,Jw,333,333,0.0,155.68168168168168,155.0,151.0,162.0,6.6101096035283256,130.0,167.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Je_delta_peak,H-Je,added_all_pair,False,mid,P,333,333,0.0,158.05105105105105,158.0,157.0,158.0,2.722138229878612,150.0,167.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Je_delta_peak,H-Je,added_all_pair,False,mid,V,333,333,0.0,160.018018018018,161.0,160.0,162.0,4.624415264857066,135.0,167.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,high,H,334,334,0.0,155.64071856287424,155.0,154.0,156.75,3.693548562509819,142.0,167.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,high,Je,334,334,0.0,161.31437125748502,161.0,161.0,162.0,1.9954836528774464,146.0,167.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,high,Jw,334,333,0.0029940119760479044,158.73273273273273,158.0,155.0,163.0,5.374867107691222,131.0,167.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,high,P,334,334,0.0,157.4251497005988,157.0,156.0,158.0,2.6978073303957135,150.0,166.0,strict_99,direction_specific_99,stable,False
