window_id,target_name,target_pair,target_set,was_in_original_v9_1_f,score_group,sequence_string,object_peak_median_json,n_objects_present,near_day_threshold,evidence_stage,does_not_rerun_peak_detector,permutation_level,signflip_level,mode_stability_status,extreme_year_dominated_flag
W160,W160_H_vs_Je_delta_peak,H-Je,added_all_pair,False,high,H(155.0) -> Jw/P(157.0/157.0) -> V(160.0) -> Je(162.0),"{""H"": 155.0, ""Je"": 162.0, ""Jw"": 157.0, ""P"": 157.0, ""V"": 160.0}",5,0.0,target_conditioned_sequence_from_precomputed_bootstrap_peaks,True,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Je_delta_peak,H-Je,added_all_pair,False,low,Jw(152.0) -> H(156.0) -> P(158.0) -> Je/V(161.0/161.0),"{""H"": 156.0, ""Je"": 161.0, ""Jw"": 152.0, ""P"": 158.0, ""V"": 161.0}",5,0.0,target_conditioned_sequence_from_precomputed_bootstrap_peaks,True,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Je_delta_peak,H-Je,added_all_pair,False,mid,H/Jw(155.0/155.0) -> P(158.0) -> V(161.0) -> Je(162.0),"{""H"": 155.0, ""Je"": 162.0, ""Jw"": 155.0, ""P"": 158.0, ""V"": 161.0}",5,0.0,target_conditioned_sequence_from_precomputed_bootstrap_peaks,True,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,high,H(155.0) -> P(157.0) -> Jw(158.0) -> Je/V(161.0/161.0),"{""H"": 155.0, ""Je"": 161.0, ""Jw"": 158.0, ""P"": 157.0, ""V"": 161.0}",5,0.0,target_conditioned_sequence_from_precomputed_bootstrap_peaks,True,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,low,Jw(151.0) -> H(156.0) -> P(158.0) -> V(161.0) -> Je(162.0),"{""H"": 156.0, ""Je"": 162.0, ""Jw"": 151.0, ""P"": 158.0, ""V"": 161.0}",5,0.0,target_conditioned_sequence_from_precomputed_bootstrap_peaks,True,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,mid,H/Jw(155.0/155.0) -> P(158.0) -> V(161.0) -> Je(162.0),"{""H"": 155.0, ""Je"": 162.0, ""Jw"": 155.0, ""P"": 158.0, ""V"": 161.0}",5,0.0,target_conditioned_sequence_from_precomputed_bootstrap_peaks,True,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,high,H(155.0) -> Jw/P(158.0/158.0) -> Je/V(161.0/161.0),"{""H"": 155.0, ""Je"": 161.0, ""Jw"": 158.0, ""P"": 158.0, ""V"": 161.0}",5,0.0,target_conditioned_sequence_from_precomputed_bootstrap_peaks,True,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,low,Jw(151.0) -> H(156.0) -> P(158.0) -> V(161.0) -> Je(162.0),"{""H"": 156.0, ""Je"": 162.0, ""Jw"": 151.0, ""P"": 158.0, ""V"": 161.0}",5,0.0,target_conditioned_sequence_from_precomputed_bootstrap_peaks,True,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,mid,H/Jw(155.0/155.0) -> P(158.0) -> V(161.0) -> Je(162.0),"{""H"": 155.0, ""Je"": 162.0, ""Jw"": 155.0, ""P"": 158.0, ""V"": 161.0}",5,0.0,target_conditioned_sequence_from_precomputed_bootstrap_peaks,True,strict_99,direction_specific_99,stable,False
W160,W160_Jw_vs_V_delta_peak,Jw-V,original_priority,True,high,Jw(151.0) -> H(155.0) -> P(158.0) -> Je/V(161.0/161.0),"{""H"": 155.0, ""Je"": 161.0, ""Jw"": 151.0, ""P"": 158.0, ""V"": 161.0}",5,0.0,target_conditioned_sequence_from_precomputed_bootstrap_peaks,True,strict_99,direction_specific_99,stable,False
W160,W160_Jw_vs_V_delta_peak,Jw-V,original_priority,True,low,H(156.0) -> P(157.0) -> Jw(158.0) -> V(160.0) -> Je(162.0),"{""H"": 156.0, ""Je"": 162.0, ""Jw"": 158.0, ""P"": 157.0, ""V"": 160.0}",5,0.0,target_conditioned_sequence_from_precomputed_bootstrap_peaks,True,strict_99,direction_specific_99,stable,False
W160,W160_Jw_vs_V_delta_peak,Jw-V,original_priority,True,mid,H/Jw(155.0/155.0) -> P(158.0) -> Je/V(161.0/161.0),"{""H"": 155.0, ""Je"": 161.0, ""Jw"": 155.0, ""P"": 158.0, ""V"": 161.0}",5,0.0,target_conditioned_sequence_from_precomputed_bootstrap_peaks,True,strict_99,direction_specific_99,stable,False
W160,W160_P_vs_H_delta_peak,P-H,added_all_pair,False,high,Jw(154.5) -> H(156.0) -> P(157.0) -> V(160.0) -> Je(162.0),"{""H"": 156.0, ""Je"": 162.0, ""Jw"": 154.5, ""P"": 157.0, ""V"": 160.0}",5,0.0,target_conditioned_sequence_from_precomputed_bootstrap_peaks,True,strict_99,direction_specific_99,stable,False
W160,W160_P_vs_H_delta_peak,P-H,added_all_pair,False,low,H(155.0) -> Jw(156.0) -> P(158.0) -> Je/V(161.0/161.0),"{""H"": 155.0, ""Je"": 161.0, ""Jw"": 156.0, ""P"": 158.0, ""V"": 161.0}",5,0.0,target_conditioned_sequence_from_precomputed_bootstrap_peaks,True,strict_99,direction_specific_99,stable,False
W160,W160_P_vs_H_delta_peak,P-H,added_all_pair,False,mid,H/Jw(155.0/155.0) -> P(158.0) -> V(161.0) -> Je(162.0),"{""H"": 155.0, ""Je"": 162.0, ""Jw"": 155.0, ""P"": 158.0, ""V"": 161.0}",5,0.0,target_conditioned_sequence_from_precomputed_bootstrap_peaks,True,strict_99,direction_specific_99,stable,False
