window_id,target_name,target_pair,target_set,was_in_original_v9_1_f,score_group,pair_name,object_A,object_B,n_valid_bootstrap,median_delta_B_minus_A,mean_delta_B_minus_A,q25_delta_B_minus_A,q75_delta_B_minus_A,prob_A_earlier,prob_B_earlier,prob_same_or_near,dominant_order_label,near_day_threshold,permutation_level,signflip_level,mode_stability_status,extreme_year_dominated_flag
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,high,V-Je,V,Je,334,1.0,1.751497005988024,-1.0,3.0,0.5329341317365269,0.30538922155688625,0.16167664670658682,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,high,V-Jw,V,Jw,333,-1.0,-0.8288288288288288,-6.0,4.0,0.44144144144144143,0.5195195195195195,0.03903903903903904,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,high,H-Je,H,Je,334,6.0,5.673652694610778,4.0,7.0,0.9161676646706587,0.0688622754491018,0.014970059880239521,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,high,H-Jw,H,Jw,333,3.0,3.105105105105105,-1.0,8.0,0.6726726726726727,0.2732732732732733,0.05405405405405406,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,high,Je-Jw,Je,Jw,333,-3.0,-2.5795795795795797,-7.0,2.0,0.35735735735735735,0.5945945945945946,0.04804804804804805,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,low,P-V,P,V,332,3.0,1.605421686746988,0.0,4.0,0.7168674698795181,0.22289156626506024,0.060240963855421686,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,low,P-H,P,H,333,-1.0,-0.36936936936936937,-4.0,5.0,0.3813813813813814,0.5675675675675675,0.05105105105105105,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,low,P-Je,P,Je,333,4.0,3.2162162162162162,2.0,6.0,0.8228228228228228,0.15615615615615616,0.021021021021021023,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,low,P-Jw,P,Jw,332,-7.0,-6.370481927710843,-10.0,-2.0,0.18674698795180722,0.7831325301204819,0.030120481927710843,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,low,V-H,V,H,332,-4.0,-1.966867469879518,-7.0,2.0,0.3825301204819277,0.5753012048192772,0.04216867469879518,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,low,V-Je,V,Je,332,1.0,1.6114457831325302,-1.0,3.0,0.536144578313253,0.32831325301204817,0.1355421686746988,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,low,V-Jw,V,Jw,331,-9.0,-7.95166163141994,-13.0,-4.0,0.13897280966767372,0.8398791540785498,0.021148036253776436,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,low,H-Je,H,Je,333,6.0,3.5855855855855854,-2.0,8.0,0.6606606606606606,0.3063063063063063,0.03303303303303303,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,low,H-Jw,H,Jw,332,-5.0,-6.009036144578313,-13.0,-2.0,0.1927710843373494,0.7921686746987951,0.015060240963855422,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,low,Je-Jw,Je,Jw,332,-11.0,-9.58433734939759,-13.0,-6.75,0.09939759036144578,0.8855421686746988,0.015060240963855422,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,mid,P-V,P,V,333,3.0,1.966966966966967,0.0,4.0,0.7477477477477478,0.21021021021021022,0.042042042042042045,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,mid,P-H,P,H,333,-2.0,-1.6606606606606606,-4.0,1.0,0.2552552552552553,0.6816816816816816,0.06306306306306306,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,mid,P-Je,P,Je,333,4.0,3.3063063063063063,2.0,6.0,0.8198198198198198,0.14414414414414414,0.036036036036036036,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,mid,P-Jw,P,Jw,333,-3.0,-2.5285285285285286,-7.0,2.0,0.32432432432432434,0.6186186186186187,0.057057057057057055,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,mid,V-H,V,H,333,-5.0,-3.6276276276276276,-7.0,0.0,0.22822822822822822,0.7447447447447447,0.02702702702702703,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,mid,V-Je,V,Je,333,1.0,1.3393393393393394,-1.0,3.0,0.5705705705705706,0.27927927927927926,0.15015015015015015,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,mid,V-Jw,V,Jw,333,-5.0,-4.495495495495495,-9.0,1.0,0.26126126126126126,0.7237237237237237,0.015015015015015015,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,mid,H-Je,H,Je,333,6.0,4.966966966966967,4.0,8.0,0.8558558558558559,0.13213213213213212,0.012012012012012012,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,mid,H-Jw,H,Jw,333,-1.0,-0.8678678678678678,-5.0,4.0,0.4084084084084084,0.5255255255255256,0.06606606606606606,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,mid,Je-Jw,Je,Jw,333,-7.0,-5.834834834834835,-10.0,-2.0,0.16816816816816818,0.7987987987987988,0.03303303303303303,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,high,P-V,P,V,334,3.0,2.595808383233533,2.0,4.75,0.8053892215568862,0.1407185628742515,0.05389221556886228,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,high,P-H,P,H,334,-2.0,-1.8922155688622755,-4.0,0.0,0.23652694610778444,0.6796407185628742,0.08383233532934131,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,high,P-Je,P,Je,334,3.0,2.9191616766467066,2.0,5.0,0.8293413173652695,0.12574850299401197,0.04491017964071856,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,high,P-Jw,P,Jw,334,0.0,0.7035928143712575,-4.0,6.0,0.48502994011976047,0.47005988023952094,0.04491017964071856,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,high,V-H,V,H,334,-6.0,-4.4880239520958085,-8.0,-2.0,0.17964071856287425,0.7934131736526946,0.02694610778443114,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,high,V-Je,V,Je,334,0.0,0.32335329341317365,-2.0,2.0,0.437125748502994,0.39520958083832336,0.16766467065868262,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,high,V-Jw,V,Jw,334,-2.0,-1.8922155688622755,-6.0,3.0,0.4251497005988024,0.5449101796407185,0.029940119760479042,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,high,H-Je,H,Je,334,6.0,4.811377245508982,4.0,7.0,0.844311377245509,0.1317365269461078,0.023952095808383235,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,high,H-Jw,H,Jw,334,3.0,2.595808383233533,-2.0,8.0,0.625748502994012,0.32335329341317365,0.05089820359281437,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,high,Je-Jw,Je,Jw,334,-3.0,-2.215568862275449,-7.0,3.0,0.38622754491017963,0.5688622754491018,0.04491017964071856,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,low,P-V,P,V,333,2.0,1.0360360360360361,-1.0,4.0,0.6546546546546547,0.2732732732732733,0.07207207207207207,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,low,P-H,P,H,333,-2.0,-0.8348348348348348,-4.0,3.0,0.3483483483483483,0.5945945945945946,0.057057057057057055,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,low,P-Je,P,Je,333,4.0,3.864864864864865,2.0,7.0,0.8228228228228228,0.15615615615615616,0.021021021021021023,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,low,P-Jw,P,Jw,331,-6.0,-5.6072507552870094,-9.0,-1.0,0.21450151057401812,0.7552870090634441,0.030211480362537766,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,low,V-H,V,H,333,-4.0,-1.8708708708708708,-7.0,2.0,0.33633633633633636,0.6186186186186187,0.04504504504504504,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,low,V-Je,V,Je,333,1.0,2.828828828828829,0.0,5.0,0.6576576576576577,0.2132132132132132,0.12912912912912913,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,low,V-Jw,V,Jw,331,-8.0,-6.619335347432024,-12.0,-3.0,0.1782477341389728,0.8006042296072508,0.021148036253776436,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,low,H-Je,H,Je,333,6.0,4.6996996996997,1.0,8.0,0.7597597597597597,0.2072072072072072,0.03303303303303303,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,low,H-Jw,H,Jw,331,-4.0,-4.755287009063444,-9.0,0.0,0.2326283987915408,0.7401812688821753,0.027190332326283987,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,low,Je-Jw,Je,Jw,331,-10.0,-9.45619335347432,-13.0,-6.0,0.09667673716012085,0.8851963746223565,0.01812688821752266,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,mid,P-V,P,V,332,3.0,2.0783132530120483,1.0,4.0,0.7590361445783133,0.20481927710843373,0.03614457831325301,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,mid,P-H,P,H,333,-2.0,-1.087087087087087,-4.0,2.0,0.3033033033033033,0.6306306306306306,0.06606606606606606,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,mid,P-Je,P,Je,333,4.0,3.630630630630631,2.0,6.0,0.8618618618618619,0.11411411411411411,0.024024024024024024,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,mid,P-Jw,P,Jw,333,-3.0,-2.7177177177177176,-7.0,2.0,0.3123123123123123,0.6096096096096096,0.07807807807807808,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,mid,V-H,V,H,332,-5.0,-3.1596385542168677,-7.0,1.0,0.26506024096385544,0.7078313253012049,0.02710843373493976,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,mid,V-Je,V,Je,332,1.0,1.5542168674698795,-1.0,3.0,0.5451807228915663,0.3042168674698795,0.15060240963855423,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,mid,V-Jw,V,Jw,332,-5.0,-4.765060240963855,-10.0,0.0,0.23795180722891565,0.7379518072289156,0.024096385542168676,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,mid,H-Je,H,Je,333,6.0,4.717717717717718,3.0,7.0,0.8288288288288288,0.16816816816816818,0.003003003003003003,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,mid,H-Jw,H,Jw,333,-1.0,-1.6306306306306306,-6.0,3.0,0.4144144144144144,0.5285285285285285,0.057057057057057055,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,mid,Je-Jw,Je,Jw,333,-7.0,-6.348348348348348,-10.0,-3.0,0.14114114114114115,0.8258258258258259,0.03303303303303303,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Jw_vs_V_delta_peak,Jw-V,original_priority,True,high,P-V,P,V,333,3.0,2.2132132132132134,1.0,4.0,0.7867867867867868,0.16816816816816818,0.04504504504504504,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Jw_vs_V_delta_peak,Jw-V,original_priority,True,high,P-H,P,H,334,-3.0,-1.1167664670658684,-4.0,5.0,0.3263473053892216,0.6437125748502994,0.029940119760479042,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Jw_vs_V_delta_peak,Jw-V,original_priority,True,high,P-Je,P,Je,334,3.0,2.2425149700598803,1.0,4.0,0.7754491017964071,0.18263473053892215,0.041916167664670656,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Jw_vs_V_delta_peak,Jw-V,original_priority,True,high,P-Jw,P,Jw,334,-7.0,-5.703592814371257,-10.0,-2.0,0.20958083832335328,0.7724550898203593,0.017964071856287425,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Jw_vs_V_delta_peak,Jw-V,original_priority,True,high,V-H,V,H,333,-6.0,-3.324324324324324,-7.0,2.0,0.32432432432432434,0.6606606606606606,0.015015015015015015,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Jw_vs_V_delta_peak,Jw-V,original_priority,True,high,V-Je,V,Je,333,0.0,0.02702702702702703,-2.0,1.0,0.3963963963963964,0.43243243243243246,0.17117117117117117,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Jw_vs_V_delta_peak,Jw-V,original_priority,True,high,V-Jw,V,Jw,333,-9.0,-7.894894894894895,-12.0,-4.0,0.15615615615615616,0.8258258258258259,0.018018018018018018,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Jw_vs_V_delta_peak,Jw-V,original_priority,True,high,H-Je,H,Je,334,6.0,3.3592814371257487,-2.0,7.0,0.6646706586826348,0.31137724550898205,0.023952095808383235,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Jw_vs_V_delta_peak,Jw-V,original_priority,True,high,H-Jw,H,Jw,334,-4.0,-4.586826347305389,-10.0,0.0,0.24251497005988024,0.7125748502994012,0.04491017964071856,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Jw_vs_V_delta_peak,Jw-V,original_priority,True,high,Je-Jw,Je,Jw,334,-10.0,-7.946107784431137,-12.0,-5.0,0.1377245508982036,0.844311377245509,0.017964071856287425,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Jw_vs_V_delta_peak,Jw-V,original_priority,True,low,P-V,P,V,333,2.0,1.2912912912912913,-1.0,4.0,0.6426426426426426,0.2732732732732733,0.08408408408408409,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Jw_vs_V_delta_peak,Jw-V,original_priority,True,low,P-H,P,H,333,-1.0,-0.6486486486486487,-3.0,2.0,0.35435435435435436,0.5375375375375375,0.10810810810810811,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Jw_vs_V_delta_peak,Jw-V,original_priority,True,low,P-Je,P,Je,333,5.0,4.936936936936937,3.0,7.0,0.8978978978978979,0.06906906906906907,0.03303303303303303,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Jw_vs_V_delta_peak,Jw-V,original_priority,True,low,P-Jw,P,Jw,331,0.0,0.6797583081570997,-4.0,6.5,0.49244712990936557,0.4350453172205438,0.07250755287009064,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Jw_vs_V_delta_peak,Jw-V,original_priority,True,low,V-H,V,H,333,-4.0,-1.93993993993994,-6.0,2.0,0.2822822822822823,0.6636636636636637,0.05405405405405406,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Jw_vs_V_delta_peak,Jw-V,original_priority,True,low,V-Je,V,Je,333,2.0,3.645645645645646,0.0,7.0,0.7237237237237237,0.17117117117117117,0.10510510510510511,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W160,W160_Jw_vs_V_delta_peak,Jw-V,original_priority,True,low,V-Jw,V,Jw,331,-2.0,-0.5891238670694864,-6.0,4.0,0.4199395770392749,0.540785498489426,0.03927492447129909,B_earlier,0.0,strict_99,direction_specific_99,stable,False
