window_id,target_type,target_name,influence_group,evidence_level,years,n_years,mean_effect,max_percentile,notes
W045,pairwise_order,H-Jw,push_H_earlier,strict_99,1995,1,0.07924883634789515,0.9924,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,H-Jw,push_H_earlier,usable_90,1996,1,0.05280033097171233,0.9242666666666667,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,H-Jw,push_Jw_earlier,credible_95,2017;2016;2020;1983,4,0.06435000707686837,0.9889777777777777,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,H-Jw,push_Jw_earlier,strict_99,2011;1981,2,0.08062482379716288,0.9965777777777778,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,H-Jw,push_Jw_earlier,usable_90,1997,1,0.04907198137113897,0.9098666666666667,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,H-Jw,reduce_H_earlier,usable_90,1985,1,0.055286065519303595,0.9372444444444444,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,H-Jw,reduce_Jw_earlier,credible_95,2014;1994,2,0.06190269798050142,0.9686222222222223,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,H-Jw,reduce_Jw_earlier,strict_99,1991,1,0.10613587540279268,0.9999555555555556,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,H-Jw,reduce_Jw_earlier,usable_90,2015;1987,2,0.048643279306640724,0.9086666666666666,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,Je-Jw,push_Je_earlier,credible_95,2011,1,0.07500818866688497,0.9878666666666667,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,Je-Jw,push_Je_earlier,strict_99,1991;2023;2017;2008;2007,5,0.13598088107044512,1.0,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,Je-Jw,push_Je_earlier,usable_90,1999,1,0.054162398674709455,0.9493777777777778,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,Je-Jw,push_Jw_earlier,credible_95,2004;1985,2,0.0645606989993322,0.9752888888888889,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,Je-Jw,push_Jw_earlier,usable_90,2016,1,0.0565157334411428,0.9424888888888889,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,Je-Jw,reduce_Je_earlier,credible_95,2000,1,0.06845750883238486,0.9884,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,Je-Jw,reduce_Je_earlier,strict_99,1982;1995;1992;2022;1984;1979;1993,7,0.13786486907766618,1.0,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,Je-Jw,reduce_Jw_earlier,credible_95,2001;1998;2021,3,0.07418534526001745,0.9888,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,Je-Jw,reduce_Jw_earlier,strict_99,2018;1988,2,0.11636992702683391,1.0,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,Je-Jw,reduce_Jw_earlier,usable_90,1994;1987,2,0.05223409514290556,0.9200888888888888,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-H,push_H_earlier,credible_95,2014;1992;2015,3,0.06686803905248861,0.9847555555555556,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-H,push_H_earlier,strict_99,2009;2005;1995,3,0.08415757758935642,0.9974666666666666,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-H,push_H_earlier,usable_90,1991;1990;1994,3,0.05327437847098345,0.9441777777777778,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-H,push_P_earlier,credible_95,1981,1,0.06770472279990761,0.9809777777777777,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-H,reduce_H_earlier,strict_99,2011;2017,2,0.10344090329898664,0.9995111111111111,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-H,reduce_H_earlier,usable_90,1983,1,0.048835602449167625,0.9008444444444444,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-H,reduce_P_earlier,credible_95,1999,1,0.06809396748317043,0.9819111111111111,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-Je,push_Je_earlier,credible_95,2014;2010,2,0.042008880744250396,0.9643555555555555,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-Je,push_P_earlier,credible_95,2013;1990;1987,3,0.07292815984199767,0.9895555555555555,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-Je,push_P_earlier,strict_99,1979;2022;2006;1986;1992;2012;2000,7,0.11124758469020736,1.0,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-Je,push_P_earlier,usable_90,1989;1995,2,0.05128972544180871,0.9200888888888888,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-Je,reduce_Je_earlier,credible_95,1983,1,0.04010099122627858,0.9521777777777778,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-Je,reduce_Je_earlier,strict_99,2004;1984,2,0.09211340705728266,1.0,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-Je,reduce_Je_earlier,usable_90,1980,1,0.03945999245697979,0.9477333333333333,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-Je,reduce_P_earlier,credible_95,2003;1994,2,0.06537778611766781,0.9851111111111112,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-Je,reduce_P_earlier,strict_99,1985;1997;2016;2019;1993,5,0.1193537721181541,1.0,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-Je,reduce_P_earlier,usable_90,2007;2023;2018;2005,4,0.053097380050505016,0.9476444444444444,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-Jw,push_Jw_earlier,strict_99,1997;1979;1989,3,0.11012993784251413,0.9999555555555556,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-Jw,push_Jw_earlier,usable_90,2004,1,0.058872722655446075,0.9324444444444444,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-Jw,push_P_earlier,credible_95,2006;2008,2,0.06900642366190637,0.9796888888888889,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-Jw,push_P_earlier,strict_99,1991;2018;2023;2021;2011,5,0.13906246812090534,1.0,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-Jw,reduce_Jw_earlier,credible_95,1999;1990;1996,3,0.07172909319718797,0.9839555555555556,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-Jw,reduce_Jw_earlier,strict_99,2017;1988;1987,3,0.10591766791739958,0.9996888888888888,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-Jw,reduce_Jw_earlier,usable_90,2001;1986,2,0.059447088654709546,0.9376444444444444,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-Jw,reduce_P_earlier,credible_95,2003;2009,2,0.0650656255216594,0.9697333333333333,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-Jw,reduce_P_earlier,strict_99,1982;1993;1992;2022;1985;2016;1984,7,0.1506719223319028,1.0,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-V,push_P_earlier,credible_95,2023,1,0.0654513888888889,0.9548888888888889,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-V,push_P_earlier,strict_99,1986;1991;1981,3,0.14238004221969983,1.0,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-V,push_V_earlier,strict_99,2011,1,0.1201659569822033,1.0,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-V,reduce_P_earlier,credible_95,2009;2013,2,0.08431443171515024,0.9899555555555556,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-V,reduce_P_earlier,strict_99,2019;2014;1997;1999;2021;2005,6,0.12951061697633204,1.0,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-V,reduce_V_earlier,credible_95,1996,1,0.06620296150730035,0.9896888888888888,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-V,reduce_V_earlier,strict_99,1989;2016;1988;1987;2017;1980,6,0.09524352758027034,1.0,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,P-V,reduce_V_earlier,usable_90,2020,1,0.05015831422644393,0.9448,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,V-H,push_H_earlier,credible_95,1991;2015;1999;1996;1992,5,0.0658384629550794,0.9884444444444445,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,V-H,push_H_earlier,strict_99,2009;1995,2,0.08283702355399225,0.9962666666666666,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,V-H,push_H_earlier,usable_90,1994,1,0.05338023269297676,0.9346222222222222,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,V-H,push_V_earlier,credible_95,1981,1,0.06327876428660303,0.9785777777777778,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,V-H,push_V_earlier,strict_99,1983,1,0.07379225531138234,0.9931555555555556,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,V-H,reduce_H_earlier,strict_99,2011;2017,2,0.09727274041825501,1.0,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,V-H,reduce_H_earlier,usable_90,1997;2020,2,0.04818770910095427,0.9072444444444444,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,V-H,reduce_V_earlier,credible_95,2005,1,0.06064113355780032,0.9701333333333333,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,V-H,reduce_V_earlier,usable_90,1982;1987,2,0.048537783484668584,0.9371111111111111,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,V-Je,push_Je_earlier,credible_95,2018;1994,2,0.059526737321331985,0.9680888888888889,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,V-Je,push_Je_earlier,strict_99,2003;2010,2,0.08442863823597893,0.9986222222222222,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,V-Je,push_Je_earlier,usable_90,1993;2015,2,0.04865473608998505,0.9189333333333334,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,V-Je,push_V_earlier,credible_95,2019;1990,2,0.07734103656563474,0.9899111111111111,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,V-Je,push_V_earlier,strict_99,2006;2013;2022;1992;2000;2012;2011,7,0.1219365144851983,1.0,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,V-Je,push_V_earlier,usable_90,1983,1,0.05700528856808862,0.9248444444444445,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,V-Je,reduce_Je_earlier,credible_95,1984,1,0.0653466030824521,0.9613333333333334,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,V-Je,reduce_Je_earlier,strict_99,1979;2004,2,0.11821365356118256,1.0,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,V-Je,reduce_V_earlier,credible_95,1997;1986,2,0.07117794671597838,0.9842222222222222,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,V-Je,reduce_V_earlier,strict_99,1985;2016;1989;1991;1988,5,0.129132580757279,1.0,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,V-Je,reduce_V_earlier,usable_90,1982,1,0.06212987383913704,0.9476888888888889,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,V-Jw,push_Jw_earlier,strict_99,1993;2016;2022;1989,4,0.135199927816884,1.0,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,V-Jw,push_V_earlier,credible_95,2019,1,0.07,0.9812444444444445,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,V-Jw,push_V_earlier,strict_99,1991;2023;2017;2011;2021;2007,6,0.12390939281313944,1.0,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,V-Jw,reduce_Jw_earlier,credible_95,1987;2008;1983;1990,4,0.0725309543373708,0.9878222222222223,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,V-Jw,reduce_Jw_earlier,strict_99,2018;1999;2001,3,0.09003621269246746,0.9988888888888889,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,V-Jw,reduce_Jw_earlier,usable_90,1988,1,0.05891711300843194,0.9431111111111111,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,V-Jw,reduce_V_earlier,credible_95,1979;2003,2,0.06761163456253844,0.9817777777777777,statistical high-influence year candidates only; not physical year types
W045,pairwise_order,V-Jw,reduce_V_earlier,strict_99,1982;1992;1985;1995;1984;1997,6,0.12763115924386434,1.0,statistical high-influence year candidates only; not physical year types
W081,object_peak,H,push_early_peak,credible_95,2003;2022;1987,3,-0.17884112332773347,0.98,statistical high-influence year candidates only; not physical year types
W081,object_peak,H,push_early_peak,strict_99,2006;1990;2013;2014;1985;1979;2009;1982;1993;1980,10,-0.5870305256455595,1.0,statistical high-influence year candidates only; not physical year types
W081,object_peak,H,push_early_peak,usable_90,2010;1986;2007;1983;2008,5,-0.26408484317010733,0.9306666666666666,statistical high-influence year candidates only; not physical year types
W081,object_peak,H,push_late_peak,credible_95,2000;1999;2018,3,0.1002200991066265,0.9887111111111111,statistical high-influence year candidates only; not physical year types
W081,object_peak,H,push_late_peak,strict_99,1984;1994;2017;1996;2021;2020;2012;1991;1997;1989;2023;2001,12,0.5609672797194835,1.0,statistical high-influence year candidates only; not physical year types
W081,object_peak,H,push_late_peak,usable_90,2005;2004,2,0.20286396216744862,0.9375555555555556,statistical high-influence year candidates only; not physical year types
W081,object_peak,Je,push_early_peak,credible_95,1986;1992,2,-0.22759847093987418,0.9616444444444444,statistical high-influence year candidates only; not physical year types
W081,object_peak,Je,push_early_peak,strict_99,1979;1990;1993;2006;2013;2012;1999;2008;2017;2007,10,-0.8256281183441558,1.0,statistical high-influence year candidates only; not physical year types
W081,object_peak,Je,push_early_peak,usable_90,2003;2020,2,-0.3180878590869156,0.9392,statistical high-influence year candidates only; not physical year types
W081,object_peak,Je,push_late_peak,credible_95,2019;1987;1997;2004;1998;2023;1980;1985,8,0.4075732737368778,0.9885777777777778,statistical high-influence year candidates only; not physical year types
W081,object_peak,Je,push_late_peak,strict_99,1988;1994;2005;2010;2011;2015;2022,7,0.79166079043696,1.0,statistical high-influence year candidates only; not physical year types
W081,object_peak,Je,push_late_peak,usable_90,2018;2000,2,0.2997280246195828,0.9388444444444445,statistical high-influence year candidates only; not physical year types
W081,object_peak,Jw,push_early_peak,credible_95,2022;1982;1990;1985,4,-0.45608484069001776,0.9824888888888889,statistical high-influence year candidates only; not physical year types
W081,object_peak,Jw,push_early_peak,strict_99,1981;2016;2021;1993;2009;1987;2003;1999;1995;1979;1992;2019,12,-0.7178192047276669,1.0,statistical high-influence year candidates only; not physical year types
W081,object_peak,Jw,push_early_peak,usable_90,2006,1,-0.004515599343179133,0.9331555555555555,statistical high-influence year candidates only; not physical year types
W081,object_peak,Jw,push_late_peak,credible_95,2011;2023;2017;2004,4,0.3709027930662998,0.9884,statistical high-influence year candidates only; not physical year types
W081,object_peak,Jw,push_late_peak,strict_99,1980;1988;1991;2013;2010;2007;1984;1997;1996;2001;2005;2018;1998;2012;2000;1986,16,0.7568000833796189,1.0,statistical high-influence year candidates only; not physical year types
W081,object_peak,Jw,push_late_peak,usable_90,1994,1,0.29590680764367505,0.9468,statistical high-influence year candidates only; not physical year types
W081,object_peak,P,push_early_peak,credible_95,2011;2003;2006;1990,4,-0.3466077793649447,0.9895111111111111,statistical high-influence year candidates only; not physical year types
W081,object_peak,P,push_early_peak,strict_99,2016;2002;1995;2009;2000;1979;1993;2022;1982;2020;2019,11,-0.6911880917303858,1.0,statistical high-influence year candidates only; not physical year types
W081,object_peak,P,push_early_peak,usable_90,2007;2013;2015,3,-0.19795537232806262,0.9075555555555556,statistical high-influence year candidates only; not physical year types
W081,object_peak,P,push_late_peak,credible_95,1985;2018,2,0.4800509826734185,0.9781777777777778,statistical high-influence year candidates only; not physical year types
W081,object_peak,P,push_late_peak,strict_99,1983;1994;1991;2005;1998;2010;1988;1984;2023;1996;2004;2014;2012,13,0.8490464331159477,1.0,statistical high-influence year candidates only; not physical year types
W081,object_peak,P,push_late_peak,usable_90,1987;1989,2,0.2813671605663117,0.9456444444444444,statistical high-influence year candidates only; not physical year types
W081,object_peak,V,push_early_peak,credible_95,2016;1986;2011;2007;1996,5,-0.25084145154886245,0.9894222222222222,statistical high-influence year candidates only; not physical year types
W081,object_peak,V,push_early_peak,strict_99,1979;2000;1995;2002;2018;2004;2022;1982;1983;2014;2019,11,-0.6963267997230118,1.0,statistical high-influence year candidates only; not physical year types
W081,object_peak,V,push_early_peak,usable_90,1999;2009;2015,3,-0.3302813216527009,0.9422222222222222,statistical high-influence year candidates only; not physical year types
W081,object_peak,V,push_late_peak,credible_95,2017;1987;2021;2005;1985;2013,6,0.3922349834279828,0.9859555555555556,statistical high-influence year candidates only; not physical year types
W081,object_peak,V,push_late_peak,strict_99,1984;1991;1989;1988;1994;1997;1981;2010;2023,9,0.9110658059056078,1.0,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,H-Je,push_H_earlier,credible_95,2011;2009,2,0.07220949147397326,0.9829333333333333,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,H-Je,push_H_earlier,strict_99,2019;1988;1994;2015,4,0.10517724294397165,0.9999555555555556,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,H-Je,push_H_earlier,usable_90,2018,1,0.056109043364203304,0.9280444444444444,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,H-Je,push_Je_earlier,strict_99,1993,1,0.08106666666666662,0.9946666666666667,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,H-Je,reduce_H_earlier,credible_95,2007,1,0.06440972222222219,0.9608444444444444,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,H-Je,reduce_H_earlier,strict_99,2013;2012;1984;2021;2017,5,0.10490782984018181,1.0,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,H-Je,reduce_H_earlier,usable_90,1981;1992;2008,3,0.055596328586354216,0.9441777777777778,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,H-Je,reduce_Je_earlier,credible_95,2022;2005;2004,3,0.06290148104521368,0.9836,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,H-Je,reduce_Je_earlier,strict_99,1982;1985,2,0.08358397976487328,0.9985333333333334,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,H-Je,reduce_Je_earlier,usable_90,1987,1,0.05254668930390491,0.9321333333333334,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,H-Jw,push_H_earlier,credible_95,1983;2005;1991;2000,4,0.05842949942424985,0.9881777777777778,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,H-Jw,push_H_earlier,strict_99,1980;1988;2010;2018;1986,5,0.1144306174903132,1.0,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,H-Jw,reduce_H_earlier,credible_95,1993,1,0.06346666666666667,0.9844444444444445,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,H-Jw,reduce_H_earlier,strict_99,2021;1981;1999;1996;1987,5,0.09573156585824609,1.0,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,H-Jw,reduce_H_earlier,usable_90,2009,1,0.046140851018899864,0.9186666666666666,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,H-Jw,reduce_Jw_earlier,strict_99,2006,1,0.10427684930540859,0.9998222222222222,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,H-Jw,reduce_Jw_earlier,usable_90,2004,1,0.04794983031100086,0.9370222222222222,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,Je-Jw,push_Je_earlier,strict_99,1979;1984;2007;1990;2013;2006;1980,7,0.10735140378583842,0.9999111111111111,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,Je-Jw,push_Je_earlier,usable_90,2003;2008,2,0.05789109701974271,0.9311555555555555,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,Je-Jw,push_Jw_earlier,credible_95,2019,1,0.07987664034264702,0.9884,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,Je-Jw,push_Jw_earlier,strict_99,1994,1,0.09855499438832771,0.9974666666666666,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,Je-Jw,push_Jw_earlier,usable_90,1982,1,0.05379736921018119,0.9132444444444444,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,Je-Jw,reduce_Je_earlier,credible_95,2022,1,0.07592481102414872,0.9794666666666667,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,Je-Jw,reduce_Je_earlier,strict_99,2021;1981;2016;2009;1987,5,0.10071039110793664,1.0,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,Je-Jw,reduce_Jw_earlier,credible_95,1986;2010;2001,3,0.06826797065337954,0.9712444444444445,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,Je-Jw,reduce_Jw_earlier,strict_99,2012,1,0.09369842971129144,0.996,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,Je-Jw,reduce_Jw_earlier,usable_90,2005,1,0.05703130654699812,0.9290222222222222,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-H,push_H_earlier,credible_95,1988,1,0.049450549450549386,0.9873333333333333,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-H,push_H_earlier,strict_99,1983;1994;2005;2006;1998,5,0.07131691217632048,1.0,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-H,push_H_earlier,usable_90,2010,1,0.03709415336896815,0.9376888888888889,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-H,push_P_earlier,credible_95,1995;2020;2011;1987,4,0.036939574189622876,0.9867555555555556,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-H,reduce_H_earlier,credible_95,2021;2019;1992,3,0.04487037150440524,0.9837777777777778,statistical high-influence year candidates only; not physical year types
