window_id,anchor_day,field,pre_post_separation_label,progress_quality_label,observed_start_progress,observed_anchor_progress,observed_end_progress,bootstrap_median_start_progress,bootstrap_median_anchor_progress,bootstrap_median_end_progress,progress_range_observed,n_crossings_025,n_crossings_050,n_crossings_075,departure90_median,departure90_q90_width,departure95_median,departure95_q90_width,t25_median,t25_q90_width,t50_median,t50_q90_width,t75_median,t75_q90_width,peak_change_smooth3_median,peak_change_smooth3_q90_width,duration_25_75_median,duration_25_75_q90_width,tail_50_75_median,tail_50_75_q90_width,curve_shape_label,marker_suitability_label,single_marker_recommended,single_marker_warning,field_process_interpretation
W002,45,P,clear_separation,monotonic_clear_progress,0.0,0.6919950522726461,0.9337428354850986,0.0,0.6782626284839179,0.9306901827385377,1.0,1,1,1,37.0,3.0,37.0,3.0,40.0,5.0,44.0,5.0,46.0,5.0,45.0,7.0,7.0,5.0,3.0,4.0,compact_transition,midpoint_or_peak_may_be_usable,True,none,compact transition candidate; midpoint may be representative.
W002,45,V,clear_separation,monotonic_clear_progress,0.0,0.5563265990718778,0.9860251224128794,0.0,0.5564725735865883,0.9864449165285366,1.0,1,1,1,37.0,4.0,37.0,4.0,41.0,5.0,45.0,5.0,48.0,6.0,46.0,11.0,7.0,6.0,3.0,3.0,compact_transition,midpoint_or_peak_may_be_usable,True,none,compact transition candidate; midpoint may be representative.
W002,45,H,clear_separation,monotonic_clear_progress,0.0,0.6783563728272777,1.0,0.0,0.6620535395055489,1.0,1.0,1,1,1,37.0,0.0,37.0,0.0,37.0,3.0,39.0,13.0,51.0,15.0,37.0,18.0,14.0,14.0,5.0,14.0,early_departure_broad_finish,marker_family_required,False,marker family required; do not reduce field transition to one day,early progress is more stable than midpoint/finish and finish tail is broader.
W002,45,Je,clear_separation,monotonic_clear_progress,0.0812418023268642,0.3973039822819448,1.0,0.06774777639782595,0.40724045605583015,1.0,1.0,1,1,1,41.0,6.0,42.0,6.0,44.0,5.0,46.0,5.0,51.0,7.0,45.0,8.0,7.0,6.0,4.0,5.0,compact_transition,midpoint_or_peak_may_be_usable,True,none,compact transition candidate; midpoint may be representative.
W002,45,Jw,clear_separation,monotonic_clear_progress,0.0,0.6122693780452676,0.9893218472215594,0.0,0.6219151256123359,0.9857390656562798,1.0,1,1,1,37.0,1.0,37.0,1.0,39.0,5.0,43.0,8.0,48.0,8.0,40.0,14.0,9.0,8.0,4.0,6.0,broad_or_marker_mixed_transition,marker_family_required,False,marker family required; do not reduce field transition to one day,monotonic but no single marker is clearly sufficient.
