window,source,target,source_object,target_object,family_direction,T_pos_obs_raw,T_0_obs_raw,T_neg_obs_raw,n_relation_bootstrap,D_pos_0_obs_raw,D_pos_0_bootstrap_mean,D_pos_0_CI90_low,D_pos_0_CI90_high,D_pos_0_CI95_low,D_pos_0_CI95_high,P_D_pos_0_gt_0,P_D_pos_0_lt_0,lag_vs_tau0_label
S1,H_PC1,Jw_PC1,H,Jw,H→Jw,0.08852853323134766,0.07236716495816171,0.24620571593490545,1000,0.01616136827318594,0.03779045220261002,-0.07222840725708288,0.17877610542227357,-0.07538832287441673,0.19889135226312601,0.59,0.41,lag_tau0_close_uncertain
S1,Je_PC1,P_PC1,Je,P,Je→P,0.3090251389078738,0.35142089767412515,0.34067965410225187,1000,-0.042395758766251346,-0.04306565595197383,-0.06172073860222818,-0.02567941989888622,-0.06528522912220733,-0.02211701812455643,0.0,1.0,stable_tau0_dominant
S1,Je_PC1,V_PC1,Je,V,Je→V,0.29724666396250476,0.4192485862665933,0.5335344956017254,1000,-0.12200192230408852,-0.1226165288762784,-0.1407501448922021,-0.1030411892454047,-0.14538352555349593,-0.09937972816367842,0.0,1.0,stable_tau0_dominant
S1,Je_PC1,H_PC1,Je,H,Je→H,0.67348586187537,0.7738144128188811,0.8214467203319312,1000,-0.10032855094351112,-0.10160166454042252,-0.11946085924322952,-0.0844836166075652,-0.1230725099730882,-0.08222675698344716,0.0,1.0,stable_tau0_dominant
S1,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,0.1333944768019254,0.05804344828250237,0.3329749485872959,1000,0.07535102851942302,0.06836611662141655,-0.00553329613214181,0.12583661362571782,-0.03484199547541171,0.14071288669255966,0.944,0.056,mixed_lag_tau0_unstable
S1,Jw_PC1,P_PC1,Jw,P,Jw→P,0.2429093095594639,0.11834794401050575,0.1945796199049894,1000,0.12456136554895816,0.12165712285384962,-0.061392998175887,0.29976982545666214,-0.07365482940963487,0.3268369031100537,0.859,0.141,mixed_lag_tau0_unstable
S1,Jw_PC1,V_PC1,Jw,V,Jw→V,0.30423283555034913,0.02978392785463848,0.23155328975208206,1000,0.2744489076957107,0.2519508357869712,0.1513933711191531,0.3165954729758872,0.11092918019328459,0.3245186662876855,1.0,0.0,stable_lag_dominant
S1,Jw_PC1,H_PC1,Jw,H,Jw→H,0.25134955289506794,0.07236716495816171,0.08201900260887046,1000,0.17898238793690624,0.16673125911282174,0.07158779548380523,0.23057028670890375,0.03463889176195463,0.2423310345554694,0.989,0.011,stable_lag_dominant
S1,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,0.32062658225877877,0.05804344828250237,0.12622541104060445,1000,0.2625831339762764,0.2406950338347755,0.034731978975162434,0.39514138784330405,-0.006215392263428538,0.40979964731861424,0.972,0.028,stable_lag_dominant
T1,P_PC1,V_PC1,P,V,P→V,0.6912627603927487,0.7732333443067643,0.786888776540931,1000,-0.08197058391401557,-0.08596213864968646,-0.11710015807116063,-0.062317813361633966,-0.1259538457339294,-0.05832815068394431,0.0,1.0,stable_tau0_dominant
T1,P_PC1,H_PC1,P,H,P→H,0.36825867927322586,0.44160767859445305,0.4951688894238405,1000,-0.07334899932122718,-0.07437426282503284,-0.10434468977332666,-0.04602742395095289,-0.1104622668281114,-0.039508782077587574,0.002,0.998,stable_tau0_dominant
T1,P_PC1,Je_PC1,P,Je,P→Je,0.3260915382413239,0.3141155044015984,0.2754049982214566,1000,0.011976033839725508,0.014544013627855783,-0.023421832210692987,0.06413646807852645,-0.02973183543141644,0.07769103938942136,0.715,0.285,lag_tau0_close_uncertain
T1,P_PC1,Jw_PC1,P,Jw,P→Jw,0.07475828040964624,0.027145546675444852,0.232164306016889,1000,0.04761273373420139,0.05278427670340535,-0.050891735514664437,0.18812002326860136,-0.062497726775168884,0.2149084400001474,0.754,0.246,mixed_lag_tau0_unstable
T1,V_PC1,P_PC1,V,P,V→P,0.78195361063173,0.7732333443067648,0.7004612835660362,1000,0.008720266324965142,0.010672185644343012,-0.02363032376352891,0.04949732260427204,-0.030686964818468034,0.05910405734116572,0.667,0.333,lag_tau0_close_uncertain
T1,V_PC1,H_PC1,V,H,V→H,0.4421154402624385,0.4728296011618468,0.44342474960782857,1000,-0.030714160899408316,-0.03137701807424082,-0.06782435140261417,0.0017633069457744848,-0.07355272077927719,0.00750799127737715,0.061,0.939,mixed_lag_tau0_unstable
T1,V_PC1,Je_PC1,V,Je,V→Je,0.4597588059159943,0.2834361287672864,0.1720190684070954,1000,0.17632267714870786,0.18223025300176487,0.10334834767348702,0.26863862664754234,0.08700777051140672,0.28421662508198814,0.999,0.001,stable_lag_dominant
T1,V_PC1,Jw_PC1,V,Jw,V→Jw,0.2832366679763917,0.0722239532904809,0.36068078575641677,1000,0.2110127146859108,0.2038126039309593,0.09630930294152451,0.31428087325770354,0.0739063360020633,0.3312772262451325,0.997,0.003,stable_lag_dominant
T1,H_PC1,P_PC1,H,P,H→P,0.4900482951971734,0.44160767859445305,0.36167117984620367,1000,0.048440616602720366,0.0646911227877043,0.00647550808552352,0.14841046254753698,0.0011773870093999773,0.17373222040883596,0.977,0.023,stable_lag_dominant
T1,H_PC1,V_PC1,H,V,H→V,0.4344787073847673,0.4728296011618468,0.4386383699158824,1000,-0.03835089377707951,-0.034300725168584116,-0.07197565059507795,0.0051134848146963015,-0.07990440645588495,0.014164886167671756,0.064,0.936,mixed_lag_tau0_unstable
T1,H_PC1,Je_PC1,H,Je,H→Je,0.7596053888592647,0.6457757833566501,0.515846734591056,1000,0.11382960550261456,0.11462955172280505,0.06639665882259198,0.16466701904881595,0.06124418126703141,0.1784169689515075,1.0,0.0,stable_lag_dominant
T1,H_PC1,Jw_PC1,H,Jw,H→Jw,0.10544781758348433,0.14927960048910965,0.36358738564737203,1000,-0.043831782905625324,0.0116098648722659,-0.09361828039888297,0.1523016379318341,-0.10097602302816498,0.1772089980224139,0.494,0.506,mixed_lag_tau0_unstable
T1,Je_PC1,P_PC1,Je,P,Je→P,0.28617540960143717,0.31411550440159836,0.31753756119137455,1000,-0.027940094800161186,-0.019332235941728313,-0.057538827212068294,0.02795046786922598,-0.06298830588805938,0.12883205615273052,0.137,0.863,lag_tau0_close_uncertain
T1,Je_PC1,V_PC1,Je,V,Je→V,0.173249253285499,0.2834361287672864,0.41723768447679027,1000,-0.1101868754817874,-0.06492903643949394,-0.14096392555975015,0.18602652893824106,-0.14733447752021253,0.25070184374253396,0.161,0.839,mixed_lag_tau0_unstable
T1,Je_PC1,H_PC1,Je,H,Je→H,0.5293557333775311,0.6457757833566501,0.7422403652816193,1000,-0.11642004997911903,-0.11790515004298757,-0.14979880209940236,-0.0859010361144846,-0.15854983628252836,-0.08072976151873903,0.0,1.0,stable_tau0_dominant
T1,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,0.1990586752414457,0.047804990737425355,0.25246144199757514,1000,0.15125368450402032,0.11990780030757989,-0.02561551629136237,0.29143633816240033,-0.03246007435519268,0.3247026448140643,0.838,0.162,mixed_lag_tau0_unstable
T1,Jw_PC1,P_PC1,Jw,P,Jw→P,0.24468661598769703,0.027145546675444852,0.06410234747481314,1000,0.21754106931225217,0.16874517376391873,-0.006714391482087418,0.35606101808628743,-0.026186242893199676,0.3879246964786056,0.934,0.066,mixed_lag_tau0_unstable
T1,Jw_PC1,V_PC1,Jw,V,Jw→V,0.3678857871765289,0.0722239532904809,0.3316917323067944,1000,0.29566183388604805,0.2866133902742072,0.07588445582003059,0.4638793533145216,0.02361924838905439,0.494677908778432,0.986,0.014,stable_lag_dominant
T1,Jw_PC1,H_PC1,Jw,H,Jw→H,0.3296557914826249,0.14927960048910965,0.08559280293172726,1000,0.18037619099351526,0.1866647459257061,0.04328414704154365,0.35534669398785873,0.02316087802555273,0.39348563098942435,0.99,0.01,stable_lag_dominant
T1,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,0.18988734160971846,0.047804990737425355,0.09277932040025297,1000,0.1420823508722931,0.11284216658678772,-0.029578334417604116,0.3097571385890447,-0.04017224845417088,0.3458254726389383,0.864,0.136,mixed_lag_tau0_unstable
S2,P_PC1,V_PC1,P,V,P→V,0.6394803229661487,0.7235800864294752,0.7489337219932807,1000,-0.0840997634633266,-0.08493843324438809,-0.10450262543947604,-0.06708601149799631,-0.10894095767230592,-0.06297819121327265,0.0,1.0,stable_tau0_dominant
S2,P_PC1,H_PC1,P,H,P→H,0.11741111961557289,0.14642740779674243,0.18194122171230326,1000,-0.02901628818116954,-0.01579856201849061,-0.04814826548743554,0.05572011794947995,-0.051155359149219544,0.07433152320738763,0.215,0.785,lag_tau0_close_uncertain
S2,P_PC1,Je_PC1,P,Je,P→Je,0.10162533226324079,0.0905567639521353,0.07587499348343181,1000,0.01106856831110549,0.02802165922038705,-0.010465516479442086,0.10262180420686644,-0.014416718974491913,0.12230380427854728,0.803,0.197,lag_tau0_close_uncertain
S2,P_PC1,Jw_PC1,P,Jw,P→Jw,0.15630385748083298,0.12764928204159032,0.1057545844425777,1000,0.028654575439242658,0.03588330071441737,-0.0066792369794564784,0.10671589934644511,-0.011032299569386492,0.12491815362403115,0.885,0.115,lag_tau0_close_uncertain
S2,V_PC1,P_PC1,V,P,V→P,0.7491123751339307,0.7235800864294758,0.641294471859586,1000,0.025532288704454897,0.026247646656291163,0.009374293384271959,0.044030324908232575,0.005442625500977646,0.04825781558621355,0.997,0.003,stable_lag_dominant
S2,V_PC1,H_PC1,V,H,V→H,0.38920738092666424,0.41466302636308655,0.4019636387217262,1000,-0.025455645436422314,-0.02602894533005355,-0.04880272759330248,-0.006117783804065413,-0.05401859985867285,-0.001593417452722505,0.015,0.985,stable_tau0_dominant
S2,V_PC1,Je_PC1,V,Je,V→Je,0.32621119110947905,0.2599835324990522,0.21679704077228057,1000,0.06622765861042684,0.07186729657537717,0.01973487943916731,0.12703005875284296,0.011963478568881056,0.1343797943813091,0.997,0.003,stable_lag_dominant
S2,V_PC1,Jw_PC1,V,Jw,V→Jw,0.39525279436830835,0.3093154717826783,0.234921721006665,1000,0.08593732258563003,0.08979643129955536,0.042917521648099574,0.1502291827263158,0.03827375374859452,0.16009767409922296,1.0,0.0,stable_lag_dominant
S2,H_PC1,P_PC1,H,P,H→P,0.19953223243171042,0.14642740779674243,0.1082399149268695,1000,0.05310482463496799,0.06175845236977571,0.013153454193209695,0.1334307779868774,0.008966833757754828,0.15263447524001525,0.996,0.004,stable_lag_dominant
S2,H_PC1,V_PC1,H,V,H→V,0.3959764530850971,0.41466302636308655,0.3836092040947206,1000,-0.01868657327798945,-0.01827396420845949,-0.03784229380333129,0.002184101865025136,-0.04126087105582702,0.005649849642633222,0.066,0.934,lag_tau0_close_uncertain
S2,H_PC1,Je_PC1,H,Je,H→Je,0.7116719310269436,0.6402660624400345,0.5586250054737443,1000,0.07140586858690912,0.07266707596347695,0.0514229528967188,0.09530449867315373,0.04692282864434777,0.10252886805935597,1.0,0.0,stable_lag_dominant
S2,H_PC1,Jw_PC1,H,Jw,H→Jw,0.2917846616797499,0.26086296287281874,0.2093382061975955,1000,0.030921698806931186,0.03512776323280108,0.006161992071829406,0.0739065048356629,0.0025114191790454473,0.08274581370151153,0.986,0.014,stable_lag_dominant
S2,Je_PC1,P_PC1,Je,P,Je→P,0.08817177803654914,0.09055676395213541,0.09135938377616923,1000,-0.0023849859155862657,0.012139023542491422,-0.02485910366355074,0.08475943446419555,-0.02791036660839095,0.09777252549968515,0.525,0.475,lag_tau0_close_uncertain
S2,Je_PC1,V_PC1,Je,V,Je→V,0.21626318380215834,0.2599835324990522,0.3069357648204515,1000,-0.04372034869689387,-0.04335613119789575,-0.06898245179754016,-0.013650760110861164,-0.07354595900336958,-0.007063706591734821,0.014,0.986,stable_tau0_dominant
S2,Je_PC1,H_PC1,Je,H,Je→H,0.5562065683309719,0.6402660624400345,0.7020242503743056,1000,-0.08405949410906255,-0.08522907862043229,-0.09967174738230265,-0.07151179492114715,-0.10185907801373685,-0.06936138407949273,0.0,1.0,stable_tau0_dominant
S2,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,0.3154579716540059,0.32841424224140575,0.3202588606192526,1000,-0.012956270587399843,-0.013391004797441763,-0.03765259008943599,0.00964027389034237,-0.04182714913259567,0.01376335868315631,0.176,0.824,lag_tau0_close_uncertain
S2,Jw_PC1,P_PC1,Jw,P,Jw→P,0.1108055559059036,0.12764928204159032,0.133822906911088,1000,-0.016843726135686715,0.012229948899146744,-0.02906187674028519,0.13190755816284938,-0.03162949573750971,0.16673511995041793,0.374,0.626,lag_tau0_close_uncertain
S2,Jw_PC1,V_PC1,Jw,V,Jw→V,0.2332419333314855,0.3093154717826783,0.38161032349648566,1000,-0.07607353845119283,-0.07044887585675029,-0.09424810278616465,-0.036821878592665745,-0.09733036449897799,-0.0004743274706771081,0.025,0.975,stable_tau0_dominant
S2,Jw_PC1,H_PC1,Jw,H,Jw→H,0.2105960879177032,0.26086296287281874,0.30314351898694325,1000,-0.05026687495511553,-0.04438461160756968,-0.06875515359190262,-0.016543791857837203,-0.07284896960587857,0.022436473814205805,0.037,0.963,stable_tau0_dominant
S2,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,0.32509068925831974,0.32841424224140575,0.3158467532363306,1000,-0.003323552983086009,-0.0026349401877037576,-0.021713672695775895,0.01684511975296536,-0.025516425965992413,0.020204562628003922,0.41,0.59,lag_tau0_close_uncertain
T2,P_PC1,V_PC1,P,V,P→V,0.6196858220578804,0.6696164400214861,0.6704009897453668,1000,-0.04993061796360576,-0.051200386896100625,-0.08539791677750205,-0.01800149971726464,-0.09208720269015053,-0.013752324629060295,0.003,0.997,stable_tau0_dominant
T2,P_PC1,H_PC1,P,H,P→H,0.21826472486781862,0.2125379397134614,0.18997470004590256,1000,0.005726785154357206,0.012928115613024548,-0.031175475526358944,0.06921263153595641,-0.03659427550825968,0.09613343278508632,0.648,0.352,lag_tau0_close_uncertain
T2,P_PC1,Je_PC1,P,Je,P→Je,0.3543396868525793,0.3630787641091251,0.34438484525613605,1000,-0.008739077256545769,-0.007950678293477587,-0.04875299691900631,0.03747281748329974,-0.05567594470347681,0.04746469492741714,0.366,0.634,lag_tau0_close_uncertain
T2,P_PC1,Jw_PC1,P,Jw,P→Jw,0.1406458607853869,0.07871530439991159,0.06883718678864434,1000,0.061930556385475316,0.05648403986440043,-0.017778858416585306,0.16748661077669472,-0.024431517066384217,0.18829143188017863,0.798,0.202,mixed_lag_tau0_unstable
T2,V_PC1,P_PC1,V,P,V→P,0.6841907094579996,0.6696164400214861,0.6114354065718836,1000,0.01457426943651352,0.015151893641404091,-0.01056163524988426,0.043222958184407814,-0.01896958981501824,0.04697829591192558,0.841,0.159,lag_tau0_close_uncertain
T2,V_PC1,H_PC1,V,H,V→H,0.12449111281130298,0.16728692311923418,0.2511352958127625,1000,-0.0427958103079312,0.00532031337622092,-0.10292903661802824,0.20729007867950167,-0.1104128780578158,0.24376415001745264,0.421,0.579,mixed_lag_tau0_unstable
T2,V_PC1,Je_PC1,V,Je,V→Je,0.06483202601217664,0.06065249124232668,0.046928854851847744,1000,0.004179534769849953,0.028637406377005393,-0.026575505983943586,0.12343976300039895,-0.03486433970009216,0.1412040321377509,0.682,0.318,lag_tau0_close_uncertain
T2,V_PC1,Jw_PC1,V,Jw,V→Jw,0.13104341597378114,0.10870135448167594,0.0966444860038675,1000,0.0223420614921052,0.04528876957841011,-0.0035579992848195413,0.137872468628466,-0.01040610953373543,0.16731291121646408,0.93,0.07,lag_tau0_close_uncertain
T2,H_PC1,P_PC1,H,P,H→P,0.1619327527080326,0.2125379397134614,0.22159254936511535,1000,-0.05060518700542882,-0.0223589564821342,-0.07636529239392698,0.11500446170137316,-0.08275863993318704,0.16925062733076732,0.187,0.813,mixed_lag_tau0_unstable
T2,H_PC1,V_PC1,H,V,H→V,0.3118876994359603,0.16728692311923418,0.07819303057934052,1000,0.1446007763167261,0.1473897619307134,0.07023122532926826,0.2411210497156976,0.05842880421677003,0.2641728014667481,1.0,0.0,stable_lag_dominant
T2,H_PC1,Je_PC1,H,Je,H→Je,0.6668265105704904,0.6530366732305614,0.5997543537200728,1000,0.013789837339929,0.013759249507774797,-0.009103306198218152,0.03699537272663982,-0.012809515729732221,0.04037926077860081,0.831,0.169,lag_tau0_close_uncertain
T2,H_PC1,Jw_PC1,H,Jw,H→Jw,0.15192188727915218,0.018644449054852606,0.08610764869671783,1000,0.13327743822429958,0.09028877102143215,-0.03352050192698604,0.2465216267022813,-0.042242697604842304,0.2714339540863665,0.85,0.15,mixed_lag_tau0_unstable
T2,Je_PC1,P_PC1,Je,P,Je→P,0.34024056835317423,0.36307876410912526,0.3652715956594015,1000,-0.02283819575595103,-0.022325455715285707,-0.05577221780710599,0.01168146463989535,-0.06139958448821362,0.02183505261962564,0.128,0.872,lag_tau0_close_uncertain
T2,Je_PC1,V_PC1,Je,V,Je→V,0.047059775413650584,0.06065249124232668,0.06032768031127918,1000,-0.013592715828676098,0.028597103869583432,-0.029687916965386103,0.1494250760403717,-0.03499287743332697,0.17204712746718526,0.576,0.424,lag_tau0_close_uncertain
T2,Je_PC1,H_PC1,Je,H,Je→H,0.611010019229528,0.6530366732305614,0.6685627198720571,1000,-0.04202665400103334,-0.04244424269586555,-0.06669082355862174,-0.02204075929004444,-0.07253682477349431,-0.018109846024287155,0.0,1.0,stable_tau0_dominant
T2,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,0.12519046734313735,0.14441277184848236,0.1644618829332602,1000,-0.01922230450534501,-0.00018101176203972125,-0.042871648355379044,0.07214280407860377,-0.046875971441623504,0.09398293878418536,0.364,0.636,lag_tau0_close_uncertain
T2,Jw_PC1,P_PC1,Jw,P,Jw→P,0.075899538521653,0.07871530439991159,0.1440332361043405,1000,-0.0028157658782585887,0.01970034492806915,-0.022580175272461533,0.09793356281862138,-0.027072861596821613,0.11109587883519809,0.631,0.369,lag_tau0_close_uncertain
T2,Jw_PC1,V_PC1,Jw,V,Jw→V,0.08059624755617399,0.10870135448167594,0.11607676658817513,1000,-0.028105106925501944,0.011068890620978608,-0.05073520618184367,0.14183648357238954,-0.05836010330360593,0.17652572716852122,0.389,0.611,lag_tau0_close_uncertain
T2,Jw_PC1,H_PC1,Jw,H,Jw→H,0.09714982245901183,0.018644449054852606,0.037589127571364456,1000,0.07850537340415922,0.05105767877866159,-0.042850742499592955,0.16842689670830094,-0.047627377279604796,0.19646654524090404,0.673,0.327,mixed_lag_tau0_unstable
T2,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,0.18171746214069334,0.14441277184848236,0.11232684141990992,1000,0.03730469029221098,0.04293801292426616,-0.004208006813923545,0.11407119615318854,-0.014292414318236005,0.13063814702765708,0.927,0.073,mixed_lag_tau0_unstable
S3,P_PC1,V_PC1,P,V,P→V,0.6261722154348291,0.6478400275796485,0.6090683987980474,1000,-0.021667812144819387,-0.02189751141204808,-0.041412411112513606,-0.003491067023956546,-0.04486976679468767,0.000675500328190408,0.03,0.97,stable_tau0_dominant
S3,P_PC1,H_PC1,P,H,P→H,0.2280041904092317,0.28440606359203846,0.33567474540999254,1000,-0.05640187318280676,-0.046971752985587756,-0.07850593770641892,0.015390118262498679,-0.08249546683845106,0.05241645842310637,0.058,0.942,mixed_lag_tau0_unstable
S3,P_PC1,Je_PC1,P,Je,P→Je,0.19910960038778835,0.24103131328880045,0.32258177247925235,1000,-0.0419217129010121,-0.038933796052317476,-0.06723620777572265,-0.008482497135085771,-0.0719271803072428,0.00012147745237834944,0.026,0.974,stable_tau0_dominant
S3,P_PC1,Jw_PC1,P,Jw,P→Jw,0.11627370229034786,0.08815769345994168,0.08060235959672508,1000,0.028116008830406186,0.039279179936468636,-0.008797994330886204,0.1254566383888527,-0.01441839602138733,0.1487549767759387,0.868,0.132,lag_tau0_close_uncertain
S3,V_PC1,P_PC1,V,P,V→P,0.6148785828644779,0.6478400275796485,0.6219249210981941,1000,-0.032961444715170596,-0.03348787861656127,-0.05802093677152857,-0.011934379311541482,-0.062384724130984136,-0.008362351796326068,0.002,0.998,stable_tau0_dominant
S3,V_PC1,H_PC1,V,H,V→H,0.15659478683809155,0.14989417728800356,0.1282587518447258,1000,0.006700609550087999,0.02146375907728275,-0.013495206542553614,0.08434306079421162,-0.01793925495997757,0.09952967460521933,0.738,0.262,lag_tau0_close_uncertain
S3,V_PC1,Je_PC1,V,Je,V→Je,0.09795123498139982,0.002270193206417356,0.11067445848360435,1000,0.09568104177498246,0.057322691284177,-0.03982986627237763,0.17087991720882006,-0.04700919743795795,0.18977131147208426,0.756,0.244,mixed_lag_tau0_unstable
S3,V_PC1,Jw_PC1,V,Jw,V→Jw,0.12073730158861763,0.06109691487723464,0.03143494012547163,1000,0.05964038671138299,0.06127761575297917,-0.012640851421263534,0.14868375843960496,-0.024202656884529355,0.1647117137670023,0.913,0.087,mixed_lag_tau0_unstable
S3,H_PC1,P_PC1,H,P,H→P,0.2907916790643606,0.28440606359203846,0.2555439661811268,1000,0.006385615472322137,0.008233559086693064,-0.015537573572616334,0.037043720289911486,-0.021055015927304,0.04332048259719514,0.716,0.284,lag_tau0_close_uncertain
S3,H_PC1,V_PC1,H,V,H→V,0.16088676342301697,0.14989417728800356,0.13347392056305668,1000,0.010992586135013416,0.022202478527461402,-0.010804078861471814,0.08252084251881592,-0.01677842430753897,0.09288351744064353,0.78,0.22,lag_tau0_close_uncertain
S3,H_PC1,Je_PC1,H,Je,H→Je,0.6277047728464096,0.6252933291434606,0.600999287500557,1000,0.00241144370294899,0.0026392788474474604,-0.014176213403140736,0.019783506387336967,-0.017937744389624415,0.02402805058673309,0.605,0.395,lag_tau0_close_uncertain
S3,H_PC1,Jw_PC1,H,Jw,H→Jw,0.2592658198239588,0.13178220972173235,0.06887228755570597,1000,0.12748361010222645,0.13247312835610808,0.051915795454841984,0.22033557649740498,0.042771159672536516,0.24499086978564671,0.997,0.003,stable_lag_dominant
S3,Je_PC1,P_PC1,Je,P,Je→P,0.2686127637115196,0.24103131328880054,0.21528151815825378,1000,0.02758145042271906,0.03482860767851726,-0.006958563806533531,0.10277767847607833,-0.010907726262840749,0.12258984201560016,0.891,0.109,lag_tau0_close_uncertain
S3,Je_PC1,V_PC1,Je,V,Je→V,0.02502329706877027,0.002270193206417356,0.023178796389345568,1000,0.022753103862352915,0.01787266690788953,-0.03021117737435029,0.09374634667745396,-0.0357490984219243,0.11116826290151177,0.605,0.395,lag_tau0_close_uncertain
S3,Je_PC1,H_PC1,Je,H,Je→H,0.604948442541196,0.6252933291434606,0.6196088624056058,1000,-0.020344886602264634,-0.020995099877078593,-0.03918153372620288,-0.0034949858559592865,-0.042552499458844456,-0.0008014798128776572,0.021,0.979,stable_tau0_dominant
S3,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,0.14435005197085296,0.15267467716092842,0.1935371707842397,1000,-0.008324625190075458,0.0005106899183644031,-0.030693183949076084,0.057455553839269737,-0.033816177802334965,0.07564047976144309,0.371,0.629,lag_tau0_close_uncertain
S3,Jw_PC1,P_PC1,Jw,P,Jw→P,0.11640579531978608,0.08815769345994168,0.1425098039479465,1000,0.0282481018598444,0.0343213913784256,-0.053838548426714386,0.16517586849541696,-0.06054283704670752,0.1906567251666756,0.589,0.411,lag_tau0_close_uncertain
S3,Jw_PC1,V_PC1,Jw,V,Jw→V,0.06075743438729932,0.06109691487723464,0.11127023171001227,1000,-0.0003394804899353246,0.022950278936595236,-0.04405634384024114,0.1351260231914146,-0.0508642335644469,0.1676679032484151,0.546,0.454,lag_tau0_close_uncertain
S3,Jw_PC1,H_PC1,Jw,H,Jw→H,0.06595388772848783,0.13178220972173235,0.3138341021642945,1000,-0.06582832199324452,-0.013923555033222932,-0.07876218468252623,0.14595564380606152,-0.08427771816002465,0.18208949219956466,0.291,0.709,mixed_lag_tau0_unstable
S3,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,0.20614247032898153,0.15267467716092842,0.15815048928695544,1000,0.05346779316805311,0.06127902538186683,-0.00613161221172068,0.14882243719408597,-0.01022025215228881,0.16780409345120087,0.908,0.092,mixed_lag_tau0_unstable
T3,P_PC1,V_PC1,P,V,P→V,0.5887596634330134,0.6099776850058377,0.5697629735487465,1000,-0.021218021572824264,-0.02150686694866174,-0.052542711581038064,0.008126497391345936,-0.05988396316703616,0.013648278284847852,0.121,0.879,lag_tau0_close_uncertain
