window,year,variable,audit_surrogate_mode,year_n_finite,year_nan_fraction,year_mean,year_std,pooled_raw_phi_before_clip,pooled_phi_used,pooled_phi_clip_amount,pooled_phi_clip_severity
S1,2013,P_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.18401288775650035,0.9141174000411687,0.9241777444194619,0.9241777444194619,0.0,none
S1,2014,P_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.023741915370215493,0.9487929291028303,0.9241777444194619,0.9241777444194619,0.0,none
S1,2015,P_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.07188999954907245,1.0530653352574229,0.9241777444194619,0.9241777444194619,0.0,none
S1,2016,P_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.945001297038284,0.8020955550588299,0.9241777444194619,0.9241777444194619,0.0,none
S1,2017,P_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.470362088294341,0.5750298111486404,0.9241777444194619,0.9241777444194619,0.0,none
S1,2018,P_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.40056041038725726,0.5780697731754553,0.9241777444194619,0.9241777444194619,0.0,none
S1,2019,P_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.15141872796240832,0.8837712353569199,0.9241777444194619,0.9241777444194619,0.0,none
S1,2020,P_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.5587442273088914,0.5551451228182577,0.9241777444194619,0.9241777444194619,0.0,none
S1,2021,P_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.03172804307508892,0.9031513995491951,0.9241777444194619,0.9241777444194619,0.0,none
S1,2022,P_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.5885944144441291,1.3250739009901247,0.9241777444194619,0.9241777444194619,0.0,none
S1,2023,P_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.1962273454966707,0.8431245148981416,0.9241777444194619,0.9241777444194619,0.0,none
S1,1979,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.046160635903072504,0.557094029956704,0.9211586939891205,0.9211586939891205,0.0,none
S1,1980,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.3043106680557414,0.8685002343395662,0.9211586939891205,0.9211586939891205,0.0,none
S1,1981,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.09907854759765529,1.0766880584957164,0.9211586939891205,0.9211586939891205,0.0,none
S1,1982,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.4137291030645723,1.1417949683265534,0.9211586939891205,0.9211586939891205,0.0,none
S1,1983,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,1.1153510125125423,0.8951574395969931,0.9211586939891205,0.9211586939891205,0.0,none
S1,1984,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.0008986465389381193,0.9043028738557639,0.9211586939891205,0.9211586939891205,0.0,none
S1,1985,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.11187882400689371,0.8567560684162345,0.9211586939891205,0.9211586939891205,0.0,none
S1,1986,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.14352529765755076,0.8584187378607062,0.9211586939891205,0.9211586939891205,0.0,none
S1,1987,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.28008761886065364,0.7038474405499959,0.9211586939891205,0.9211586939891205,0.0,none
S1,1988,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.00438254937235502,0.8558566476827257,0.9211586939891205,0.9211586939891205,0.0,none
S1,1989,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.0381955020991387,0.7286497366947815,0.9211586939891205,0.9211586939891205,0.0,none
S1,1990,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.14670565210853648,0.6108672540314336,0.9211586939891205,0.9211586939891205,0.0,none
S1,1991,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.09856784358185025,1.1732329007303515,0.9211586939891205,0.9211586939891205,0.0,none
S1,1992,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.38585859732126804,0.9244020704481946,0.9211586939891205,0.9211586939891205,0.0,none
S1,1993,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.44434177725542556,0.8327490730149665,0.9211586939891205,0.9211586939891205,0.0,none
S1,1994,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.11253036623442562,0.770579119328964,0.9211586939891205,0.9211586939891205,0.0,none
S1,1995,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.4109667285827672,0.9812570286481617,0.9211586939891205,0.9211586939891205,0.0,none
S1,1996,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.6469163654988009,0.8768560109013207,0.9211586939891205,0.9211586939891205,0.0,none
S1,1997,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.27978477559134135,1.097284390221066,0.9211586939891205,0.9211586939891205,0.0,none
S1,1998,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.845349015276693,0.8832695071972613,0.9211586939891205,0.9211586939891205,0.0,none
S1,1999,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.2992225588425072,0.9423094908629724,0.9211586939891205,0.9211586939891205,0.0,none
S1,2000,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.629204235620128,0.7330468558212511,0.9211586939891205,0.9211586939891205,0.0,none
S1,2001,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.3370077169439151,0.824854542878479,0.9211586939891205,0.9211586939891205,0.0,none
S1,2002,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.4846974766713327,0.6307013177864582,0.9211586939891205,0.9211586939891205,0.0,none
S1,2003,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.22026328104145068,0.8497690075573519,0.9211586939891205,0.9211586939891205,0.0,none
S1,2004,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.16430777931902896,0.7300739379576804,0.9211586939891205,0.9211586939891205,0.0,none
S1,2005,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.4296974176539138,1.0228489168816184,0.9211586939891205,0.9211586939891205,0.0,none
S1,2006,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.04124625830162653,1.1431386311945098,0.9211586939891205,0.9211586939891205,0.0,none
S1,2007,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.7530917359070634,0.6848534277573655,0.9211586939891205,0.9211586939891205,0.0,none
S1,2008,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.6404194636682371,1.3303428371244077,0.9211586939891205,0.9211586939891205,0.0,none
S1,2009,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.5041762061347057,0.8066391252807994,0.9211586939891205,0.9211586939891205,0.0,none
S1,2010,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.27256676143841485,0.7959861511421652,0.9211586939891205,0.9211586939891205,0.0,none
S1,2011,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.4783055398783591,0.9469201250849798,0.9211586939891205,0.9211586939891205,0.0,none
S1,2012,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.415200318860275,0.7428807850279329,0.9211586939891205,0.9211586939891205,0.0,none
S1,2013,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.04977402298458299,0.7328778982358065,0.9211586939891205,0.9211586939891205,0.0,none
S1,2014,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.08524411760553696,0.8537531346126184,0.9211586939891205,0.9211586939891205,0.0,none
S1,2015,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.1352950574418137,1.206888301532338,0.9211586939891205,0.9211586939891205,0.0,none
S1,2016,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.7416362154192576,0.8562155010539373,0.9211586939891205,0.9211586939891205,0.0,none
S1,2017,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.2302035204724148,0.6930715160463298,0.9211586939891205,0.9211586939891205,0.0,none
S1,2018,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.11997998748081533,0.9664029878534078,0.9211586939891205,0.9211586939891205,0.0,none
S1,2019,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.09789943760719898,0.6268990451025911,0.9211586939891205,0.9211586939891205,0.0,none
S1,2020,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.5277040190403742,1.0328651190037088,0.9211586939891205,0.9211586939891205,0.0,none
S1,2021,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.3221982021473814,1.2207633134526545,0.9211586939891205,0.9211586939891205,0.0,none
S1,2022,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.6815876237142642,1.2101751301566028,0.9211586939891205,0.9211586939891205,0.0,none
S1,2023,V_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.15424253336263208,0.9416623676579348,0.9211586939891205,0.9211586939891205,0.0,none
S1,1979,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.5217679785072042,0.8701575407200112,0.9445387882688082,0.9445387882688082,0.0,none
S1,1980,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.19955841041128594,0.8791205325968403,0.9445387882688082,0.9445387882688082,0.0,none
S1,1981,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.16591415062916046,0.7691250943258536,0.9445387882688082,0.9445387882688082,0.0,none
S1,1982,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.28534079657011546,0.8811511153153713,0.9445387882688082,0.9445387882688082,0.0,none
S1,1983,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.5555603650384668,0.833173834209287,0.9445387882688082,0.9445387882688082,0.0,none
S1,1984,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.25960297013860617,0.42334977800602397,0.9445387882688082,0.9445387882688082,0.0,none
S1,1985,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.25424552285475266,0.7678220262110547,0.9445387882688082,0.9445387882688082,0.0,none
S1,1986,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.053031072640134,0.6806850992923852,0.9445387882688082,0.9445387882688082,0.0,none
S1,1987,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.2621301966362018,0.7180647319102788,0.9445387882688082,0.9445387882688082,0.0,none
S1,1988,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.4413821823471706,0.8348246379697153,0.9445387882688082,0.9445387882688082,0.0,none
S1,1989,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.273626330362647,0.5024621083249938,0.9445387882688082,0.9445387882688082,0.0,none
S1,1990,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.40714464228743225,0.764218350755719,0.9445387882688082,0.9445387882688082,0.0,none
S1,1991,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.20568602877735312,1.1061182746929512,0.9445387882688082,0.9445387882688082,0.0,none
S1,1992,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.3496001936219954,1.0648485826403127,0.9445387882688082,0.9445387882688082,0.0,none
S1,1993,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.43046738414808183,1.0229704318142872,0.9445387882688082,0.9445387882688082,0.0,none
S1,1994,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.1225116061901767,0.841690490121576,0.9445387882688082,0.9445387882688082,0.0,none
S1,1995,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.33162506551360954,0.7489896626778132,0.9445387882688082,0.9445387882688082,0.0,none
S1,1996,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-1.0059408304497106,0.9853981138516369,0.9445387882688082,0.9445387882688082,0.0,none
S1,1997,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.009765190509263713,0.8447381947646541,0.9445387882688082,0.9445387882688082,0.0,none
S1,1998,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,1.8220371204394135,0.5831644558594831,0.9445387882688082,0.9445387882688082,0.0,none
S1,1999,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.20960025717566758,0.7227644123643232,0.9445387882688082,0.9445387882688082,0.0,none
S1,2000,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.9657425598250696,0.5714250745073709,0.9445387882688082,0.9445387882688082,0.0,none
S1,2001,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.024308586583987095,0.48217566996006367,0.9445387882688082,0.9445387882688082,0.0,none
S1,2002,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.8171303297079208,0.8429233043675853,0.9445387882688082,0.9445387882688082,0.0,none
S1,2003,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.8110582689848801,0.8710427010494747,0.9445387882688082,0.9445387882688082,0.0,none
S1,2004,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.3371511764986423,0.5844039819858708,0.9445387882688082,0.9445387882688082,0.0,none
S1,2005,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.0010409572974813188,0.9376670081023316,0.9445387882688082,0.9445387882688082,0.0,none
S1,2006,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.03479921839714002,1.107294544988638,0.9445387882688082,0.9445387882688082,0.0,none
S1,2007,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.8409673524665636,0.6029692971024246,0.9445387882688082,0.9445387882688082,0.0,none
S1,2008,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.22764511433699536,0.90827510284265,0.9445387882688082,0.9445387882688082,0.0,none
S1,2009,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.07545768016390476,0.7073922989870794,0.9445387882688082,0.9445387882688082,0.0,none
S1,2010,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.1457902850647638,0.896856751317791,0.9445387882688082,0.9445387882688082,0.0,none
S1,2011,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.6610292451844985,0.9638222440497362,0.9445387882688082,0.9445387882688082,0.0,none
S1,2012,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.33715135336670765,0.7033426240976538,0.9445387882688082,0.9445387882688082,0.0,none
S1,2013,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.7286033775649421,0.9763151867431702,0.9445387882688082,0.9445387882688082,0.0,none
S1,2014,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.013080385604303836,0.8114858627229519,0.9445387882688082,0.9445387882688082,0.0,none
S1,2015,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.425170405482158,0.6852305753610575,0.9445387882688082,0.9445387882688082,0.0,none
S1,2016,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.74679307584759,0.5238168213841199,0.9445387882688082,0.9445387882688082,0.0,none
S1,2017,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.03308732463393377,0.8289031410240627,0.9445387882688082,0.9445387882688082,0.0,none
S1,2018,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.9345273820884505,0.9039669130751611,0.9445387882688082,0.9445387882688082,0.0,none
S1,2019,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.10981577343392795,0.7571631993021095,0.9445387882688082,0.9445387882688082,0.0,none
S1,2020,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.28921912507969355,1.0043463712225658,0.9445387882688082,0.9445387882688082,0.0,none
S1,2021,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.41978040380180137,0.9393712394110367,0.9445387882688082,0.9445387882688082,0.0,none
S1,2022,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.6492250828940824,0.7945492382155827,0.9445387882688082,0.9445387882688082,0.0,none
S1,2023,H_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.517087683589159,0.5239962243170215,0.9445387882688082,0.9445387882688082,0.0,none
S1,1979,Je_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.19058099379063287,0.7475298118818152,0.9537311772457191,0.95,0.0037311772457191417,minor
S1,1980,Je_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.34423321163461135,0.8816840384564155,0.9537311772457191,0.95,0.0037311772457191417,minor
S1,1981,Je_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.18622851934656978,0.5778133973425512,0.9537311772457191,0.95,0.0037311772457191417,minor
S1,1982,Je_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.089979460351664,0.789366826256093,0.9537311772457191,0.95,0.0037311772457191417,minor
S1,1983,Je_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.6765550679085731,0.9112671569993425,0.9537311772457191,0.95,0.0037311772457191417,minor
S1,1984,Je_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.10612631160368004,0.7901700237071615,0.9537311772457191,0.95,0.0037311772457191417,minor
S1,1985,Je_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.743937337696726,0.9412957122192465,0.9537311772457191,0.95,0.0037311772457191417,minor
S1,1986,Je_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.001509696524672347,0.9756847537548802,0.9537311772457191,0.95,0.0037311772457191417,minor
S1,1987,Je_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.28425566749475706,0.6898395546647068,0.9537311772457191,0.95,0.0037311772457191417,minor
S1,1988,Je_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.3738444105457464,0.5506559990871831,0.9537311772457191,0.95,0.0037311772457191417,minor
S1,1989,Je_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.2215978444162394,0.4363573433414005,0.9537311772457191,0.95,0.0037311772457191417,minor
S1,1990,Je_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.15988062136867015,0.6391826009173692,0.9537311772457191,0.95,0.0037311772457191417,minor
S1,1991,Je_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.0744797725222269,1.1834784944621783,0.9537311772457191,0.95,0.0037311772457191417,minor
S1,1992,Je_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.002667538566178766,0.9024973280628675,0.9537311772457191,0.95,0.0037311772457191417,minor
S1,1993,Je_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.37788793695924694,1.1600484432509688,0.9537311772457191,0.95,0.0037311772457191417,minor
S1,1994,Je_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.11350742589411855,0.571151706132218,0.9537311772457191,0.95,0.0037311772457191417,minor
S1,1995,Je_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.08580867194533962,0.8630874371207445,0.9537311772457191,0.95,0.0037311772457191417,minor
S1,1996,Je_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-1.0198037248648097,0.7235883445419589,0.9537311772457191,0.95,0.0037311772457191417,minor
S1,1997,Je_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.15549580824700626,1.1317487344716823,0.9537311772457191,0.95,0.0037311772457191417,minor
S1,1998,Je_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,1.5259164271422812,0.8209441035809784,0.9537311772457191,0.95,0.0037311772457191417,minor
S1,1999,Je_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.1307878204210093,0.7138137984621422,0.9537311772457191,0.95,0.0037311772457191417,minor
S1,2000,Je_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-1.108736724670624,0.4463845824196664,0.9537311772457191,0.95,0.0037311772457191417,minor
S1,2001,Je_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.4017607093436879,0.7185979887249052,0.9537311772457191,0.95,0.0037311772457191417,minor
S1,2002,Je_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.7770840039949952,0.7300973588347774,0.9537311772457191,0.95,0.0037311772457191417,minor
S1,2003,Je_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.7849768690999853,0.958723547980531,0.9537311772457191,0.95,0.0037311772457191417,minor
S1,2004,Je_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,0.6879495344636084,0.6854408292855083,0.9537311772457191,0.95,0.0037311772457191417,minor
S1,2005,Je_PC1,pooled_phi_yearwise_scale_ar1,47,0.04081632653061229,-0.26732306335426304,0.9646510790216636,0.9537311772457191,0.95,0.0037311772457191417,minor
