window,source,target,source_object,target_object,family_direction,T_pos_obs_raw,T_0_obs_raw,T_neg_obs_raw,n_relation_bootstrap,D_pos_neg_obs_raw,D_pos_neg_bootstrap_mean,D_pos_neg_CI90_low,D_pos_neg_CI90_high,D_pos_neg_CI95_low,D_pos_neg_CI95_high,P_D_pos_neg_gt_0,P_D_pos_neg_lt_0,direction_vs_reverse_label
T3,P_PC1,Je_PC1,P,Je,P→Je,0.2839357031951175,0.28687748023482834,0.27857116277943805,1000,0.005364540415679464,0.00918673258925262,-0.06201473394555093,0.08236465540949967,-0.07709508780738392,0.09637960981418489,0.594,0.406,forward_reverse_close
T3,P_PC1,Jw_PC1,P,Jw,P→Jw,0.37461291980850603,0.3025262353609212,0.2617470209370323,1000,0.11286589887147375,0.1284816813737178,0.014449062458307849,0.24303231437071474,0.0016554341933232672,0.27173678063325496,0.976,0.024,stable_forward_over_reverse
T3,V_PC1,P_PC1,V,P,V→P,0.5867313911863783,0.6099776850058376,0.5649223339292597,1000,0.02180905725711857,0.0210435056961349,-0.03353171131798063,0.08270843157270213,-0.04400989766699555,0.09282924368651695,0.709,0.291,forward_reverse_close
T3,V_PC1,H_PC1,V,H,V→H,0.24187826936116644,0.25812005286943585,0.2554020788295195,1000,-0.013523809468353049,-0.014067461900658136,-0.10023818200843607,0.06437080196783142,-0.11652589031138631,0.0843350039296661,0.396,0.604,forward_reverse_close
T3,V_PC1,Je_PC1,V,Je,V→Je,0.2760356049355625,0.3065556606222463,0.3291750588723829,1000,-0.0531394539368204,-0.06915384118332536,-0.1900462566950427,0.019366252006483932,-0.20825955503954302,0.03543823578317114,0.117,0.883,mixed_forward_reverse_unstable
T3,V_PC1,Jw_PC1,V,Jw,V→Jw,0.24105840717422994,0.2530597502290491,0.273930943745445,1000,-0.03287253657121508,-0.048111728501241215,-0.175529104951317,0.05498316678173203,-0.19974880837185927,0.07658453744728295,0.248,0.752,mixed_forward_reverse_unstable
T3,H_PC1,P_PC1,H,P,H→P,0.5618506548041224,0.5460458618895196,0.49896897047441074,1000,0.0628816843297117,0.06380645707700165,0.0028685432839773706,0.13419109363189038,-0.012524020525058008,0.14701234048142495,0.957,0.043,stable_forward_over_reverse
T3,H_PC1,V_PC1,H,V,H→V,0.359337830971585,0.25812005286943585,0.21524463685129283,1000,0.14409319412029217,0.14644534073383997,0.02886804543797965,0.27422489038810305,0.010872477378841401,0.29331881953091427,0.985,0.015,stable_forward_over_reverse
T3,H_PC1,Je_PC1,H,Je,H→Je,0.5491989483109645,0.4470156699970805,0.36724349916092597,1000,0.18195544915003853,0.18375625579678187,0.09598093256067729,0.28217943575569887,0.07696179855393914,0.2969375172956826,1.0,0.0,stable_forward_over_reverse
T3,H_PC1,Jw_PC1,H,Jw,H→Jw,0.5536412525916684,0.3514091292305238,0.247236103518929,1000,0.3064051490727394,0.268828177100769,0.14714146264757202,0.36956028012422854,0.08690024819433953,0.3873568955431327,0.995,0.005,stable_forward_over_reverse
T3,Je_PC1,P_PC1,Je,P,Je→P,0.28986064235270076,0.28687748023482834,0.2762171045514688,1000,0.013643537801231953,0.014696720956318313,-0.041048476734415536,0.07737760650239127,-0.0564577377980421,0.08709001039495158,0.671,0.329,forward_reverse_close
T3,Je_PC1,V_PC1,Je,V,Je→V,0.35161295222615185,0.3065556606222463,0.2761879818060938,1000,0.07542497042005808,0.07789106800667195,0.0016810866759961016,0.16552442762906364,-0.014883181243003094,0.18075580094867424,0.952,0.048,stable_forward_over_reverse
T3,Je_PC1,H_PC1,Je,H,Je→H,0.4018587939269183,0.4470156699970805,0.4810106722209539,1000,-0.07915187829403558,-0.08450666702944028,-0.1530327427930395,-0.028749315545977757,-0.17161786724547773,-0.021825364454642403,0.003,0.997,reverse_competitive
T3,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,0.46095264308866385,0.451076813160329,0.43154789491424383,1000,0.029404748174420015,0.03891979599208872,-0.016936944585027598,0.12401798515499408,-0.027878961695725454,0.1459647258393364,0.865,0.135,forward_reverse_close
T3,Jw_PC1,P_PC1,Jw,P,Jw→P,0.2691759231919019,0.3025262353609212,0.3545945247667749,1000,-0.08541860157487297,-0.10532740354328192,-0.22420337909377885,-0.014036398821298767,-0.25156474425965375,-0.003596104482736805,0.018,0.982,reverse_competitive
T3,Jw_PC1,V_PC1,Jw,V,Jw→V,0.27600141771621944,0.2530597502290491,0.24801920673926575,1000,0.027982210976953692,0.025386822273215016,-0.10691735845739057,0.13686688452852067,-0.13090289495935487,0.14982802738514722,0.686,0.314,forward_reverse_close
T3,Jw_PC1,H_PC1,Jw,H,Jw→H,0.27540839437630915,0.3514091292305238,0.49019711040351976,1000,-0.2147887160272106,-0.22024773598920894,-0.3216077857751952,-0.11538696830742878,-0.34206978545357025,-0.09555858468526149,0.0,1.0,reverse_competitive
T3,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,0.44240855143251406,0.451076813160329,0.44425569465589937,1000,-0.0018471432233853058,-0.004366408814391878,-0.07992339993737169,0.06799358341998978,-0.10229568400784275,0.08707016871694252,0.467,0.533,forward_reverse_close
S4,P_PC1,V_PC1,P,V,P→V,0.5468583340500048,0.6083248368842996,0.6071746128974325,1000,-0.06031627884742763,-0.061039849760302245,-0.10117077081958685,-0.02137240918106551,-0.11171934507436802,-0.01411922580991995,0.004,0.996,reverse_competitive
S4,P_PC1,H_PC1,P,H,P→H,0.02035172084354427,0.015325205254084782,0.022447824764225813,1000,-0.0020961039206815434,-0.013374071717747994,-0.07486046410175654,0.03480987616343695,-0.08860296084728769,0.04549285118638189,0.347,0.653,forward_reverse_close
S4,P_PC1,Je_PC1,P,Je,P→Je,0.1666705538330312,0.16489295990409295,0.163016185788458,1000,0.0036543680445731974,0.013413841690679934,-0.05313781307178838,0.09040676230796296,-0.06744289371280272,0.11088686251269067,0.585,0.415,forward_reverse_close
S4,P_PC1,Jw_PC1,P,Jw,P→Jw,0.17879440680454095,0.1105612195903607,0.08235246698242862,1000,0.09644193982211233,0.08759889314572875,0.005282268907756223,0.17589558085101717,-0.013221828532924532,0.19434494215030873,0.96,0.04,stable_forward_over_reverse
S4,V_PC1,P_PC1,V,P,V→P,0.6065077119556346,0.6083248368842992,0.5504196687662317,1000,0.05608804318940286,0.05691294033259319,0.017813746271802804,0.09950548177934697,0.010405992506432283,0.11002102354359099,0.992,0.008,stable_forward_over_reverse
S4,V_PC1,H_PC1,V,H,V→H,0.3665932612378704,0.37585544805679894,0.36385225356225703,1000,0.0027410076756133606,0.0027538446968152276,-0.02769045133403863,0.030944673802374728,-0.031258942246588185,0.03606770636058954,0.583,0.417,forward_reverse_close
S4,V_PC1,Je_PC1,V,Je,V→Je,0.20796432301324722,0.23773856177072833,0.26600922755680506,1000,-0.058044904543557846,-0.063203136765541,-0.11072709826310038,-0.021193695123394998,-0.12415756066918997,-0.015163938438850834,0.005,0.995,reverse_competitive
S4,V_PC1,Jw_PC1,V,Jw,V→Jw,0.13563115199709902,0.036346590642602095,0.062028488481729586,1000,0.07360266351536943,0.05293610513889229,-0.028597745934190996,0.14345960438224742,-0.04189678380702472,0.15806566039281278,0.824,0.176,mixed_forward_reverse_unstable
S4,H_PC1,P_PC1,H,P,H→P,0.024997727870911705,0.015325205254084782,0.044730100543968275,1000,-0.01973237267305657,0.0008489421211562489,-0.06092459202781372,0.06590904294305513,-0.07038994707033032,0.0807218070799098,0.479,0.521,forward_reverse_close
S4,H_PC1,V_PC1,H,V,H→V,0.3725182905446756,0.37585544805679894,0.3581487335407542,1000,0.014369557003921396,0.014343562758813704,-0.013083995974821894,0.0429316841012319,-0.018545074046202946,0.04887677506153268,0.783,0.217,forward_reverse_close
S4,H_PC1,Je_PC1,H,Je,H→Je,0.12474695874540671,0.047223548110214654,0.02790727477825432,1000,0.0968396839671524,0.047700403286905016,-0.0883610671043173,0.1436092221976719,-0.106865549222704,0.1544872312450952,0.79,0.21,mixed_forward_reverse_unstable
S4,H_PC1,Jw_PC1,H,Jw,H→Jw,0.24448770464482578,0.21132408645385578,0.1798198206402331,1000,0.06466788400459267,0.07034391407099504,0.01820370841920698,0.1344347900518339,0.009587480228744366,0.15205780244431402,0.989,0.011,stable_forward_over_reverse
S4,Je_PC1,P_PC1,Je,P,Je→P,0.15972088103569593,0.1648929599040931,0.1646380610483732,1000,-0.004917180012677269,-0.0073238173678910334,-0.05917905013520428,0.03774482986121447,-0.07534126868225866,0.05436474875212073,0.398,0.602,forward_reverse_close
S4,Je_PC1,V_PC1,Je,V,Je→V,0.25785193717644395,0.23773856177072833,0.21399317481222557,1000,0.04385876236421837,0.051357495398386965,0.009343121601603992,0.10811652233702256,0.001936089292789077,0.12278327050104812,0.977,0.023,stable_forward_over_reverse
S4,Je_PC1,H_PC1,Je,H,Je→H,0.0635989408444374,0.047223548110214654,0.12827332224065185,1000,-0.06467438139621445,-0.035612759091402366,-0.14303292823623512,0.10540916908813969,-0.15394051267409223,0.13291116633464298,0.279,0.721,mixed_forward_reverse_unstable
S4,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,0.2624496013897235,0.28733307781375206,0.3453036476086428,1000,-0.08285404621891929,-0.08690134295525805,-0.15302514739487652,-0.0260367178152122,-0.16754204651464566,-0.014801091857441346,0.009,0.991,reverse_competitive
S4,Jw_PC1,P_PC1,Jw,P,Jw→P,0.08882359976354343,0.1105612195903607,0.15350750952042322,1000,-0.06468390975687979,-0.06107834436899144,-0.14218431870148793,0.011353491684242184,-0.15939819720311232,0.029491697807859294,0.076,0.924,mixed_forward_reverse_unstable
S4,Jw_PC1,V_PC1,Jw,V,Jw→V,0.06955628467754421,0.036346590642602095,0.10253632077694913,1000,-0.03298003609940492,-0.020560402023921592,-0.1092417487989986,0.05791558995043662,-0.1258044701653032,0.07004715890095888,0.358,0.642,mixed_forward_reverse_unstable
S4,Jw_PC1,H_PC1,Jw,H,Jw→H,0.17979447552810784,0.21132408645385578,0.24631832221100652,1000,-0.06652384668289868,-0.0706351692831021,-0.13848718882429398,-0.014190127475849707,-0.15761753776622753,-0.005148651581781651,0.017,0.983,reverse_competitive
S4,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,0.34440224903632394,0.28733307781375206,0.2603610194678191,1000,0.08404122956850485,0.08815230259204264,0.030596326551115636,0.15521175921068703,0.019564587308456383,0.1674387469581296,0.993,0.007,stable_forward_over_reverse
T4,P_PC1,V_PC1,P,V,P→V,0.23759517702655486,0.34695603955112553,0.4421931604981996,1000,-0.20459798347164476,-0.18779810738551386,-0.29206462227433794,-0.09230180578263789,-0.31172869377183443,-0.07527369463677545,0.001,0.999,reverse_competitive
T4,P_PC1,H_PC1,P,H,P→H,0.400272948483286,0.34701172627631705,0.28208268657130586,1000,0.11819026191198012,0.11535305793073365,0.026156444662142227,0.21756618945131745,0.012071599332677202,0.23328615709014913,0.986,0.014,stable_forward_over_reverse
T4,P_PC1,Je_PC1,P,Je,P→Je,0.16939034561371533,0.18574644218582786,0.18007173654092845,1000,-0.010681390927213125,-0.008712651977757698,-0.10449884356517959,0.0868411672729763,-0.12849401084973688,0.11662890283522394,0.434,0.566,forward_reverse_close
T4,P_PC1,Jw_PC1,P,Jw,P→Jw,0.09560270137872783,0.01091915920661462,0.09522121824523093,1000,0.000381483133496896,0.01205370479921536,-0.14341128459415736,0.18671255707206635,-0.16563723377648187,0.21729453363393436,0.529,0.471,forward_reverse_close
T4,V_PC1,P_PC1,V,P,V→P,0.41671008245353175,0.34695603955112525,0.2414688502778109,1000,0.17524123217572085,0.16415865145072123,0.07624933059321867,0.2566690889788481,0.0501347849531165,0.27501998463899036,0.992,0.008,stable_forward_over_reverse
T4,V_PC1,H_PC1,V,H,V→H,0.19795579202125638,0.1496824129782256,0.19730159479453316,1000,0.0006541972267232188,0.023900215191294826,-0.1303357689832795,0.26506183403543904,-0.14867577128243534,0.30622910361998495,0.465,0.535,forward_reverse_close
T4,V_PC1,Je_PC1,V,Je,V→Je,0.3221630186418567,0.2694029245200631,0.22999270070920852,1000,0.09217031793264818,0.10126797369957052,-0.010925390044815662,0.23519067445774927,-0.03001610699620429,0.26006835455556104,0.935,0.065,mixed_forward_reverse_unstable
T4,V_PC1,Jw_PC1,V,Jw,V→Jw,0.08209151520968448,0.08232397631089987,0.0818720599886017,1000,0.00021945522108278437,0.014723336652277139,-0.08998357820941208,0.13240171845333756,-0.1099778998184586,0.15773970114894714,0.573,0.427,forward_reverse_close
T4,H_PC1,P_PC1,H,P,H→P,0.3034999672890551,0.34701172627631705,0.3694882286599788,1000,-0.06598826137092373,-0.07624460010807738,-0.17953969865098462,0.006473819086717483,-0.20353685801006646,0.021865303585140723,0.065,0.935,mixed_forward_reverse_unstable
T4,H_PC1,V_PC1,H,V,H→V,0.17605246133165603,0.1496824129782256,0.13748109358119429,1000,0.038571367750461744,-0.004950807709665972,-0.24483344910038357,0.13753266921590931,-0.27987689076358,0.15806071877899386,0.627,0.373,mixed_forward_reverse_unstable
T4,H_PC1,Je_PC1,H,Je,H→Je,0.25671626164488787,0.2621925032085137,0.29742683862986485,1000,-0.04071057698497699,-0.04090427726013415,-0.16644544567765085,0.07634866901119877,-0.18723099648799776,0.10643289169158782,0.284,0.716,mixed_forward_reverse_unstable
T4,H_PC1,Jw_PC1,H,Jw,H→Jw,0.2843892319038156,0.07740384806197564,0.039783910374955024,1000,0.24460532152886058,0.17575045691070834,-0.010969813494019404,0.34919704994862377,-0.06353199567730569,0.3826686319958638,0.939,0.061,mixed_forward_reverse_unstable
T4,Je_PC1,P_PC1,Je,P,Je→P,0.1825980910395723,0.18574644218582784,0.17899088846220862,1000,0.0036072025773636884,0.009023572800413895,-0.1047726471219305,0.11860734895985572,-0.1386322936283745,0.14290822092915612,0.565,0.435,forward_reverse_close
T4,Je_PC1,V_PC1,Je,V,Je→V,0.22925120205287636,0.2694029245200631,0.3561954547943778,1000,-0.12694425274150145,-0.1328836035765724,-0.24684958905386473,-0.025747614952277124,-0.2694753616500225,-0.014430614106318941,0.015,0.985,reverse_competitive
T4,Je_PC1,H_PC1,Je,H,Je→H,0.26387585305060957,0.2621925032085137,0.25089465687200174,1000,0.012981196178607823,0.03543013542851076,-0.05004153329279016,0.16078614067608193,-0.06550843066070419,0.1853434214084966,0.719,0.281,forward_reverse_close
T4,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,0.011374427304705866,0.0163930630182656,0.033940670537503416,1000,-0.022566243232797552,-0.015504562290114382,-0.11755786743000272,0.09503119860863457,-0.13778570360226874,0.11223326793646676,0.369,0.631,forward_reverse_close
T4,Jw_PC1,P_PC1,Jw,P,Jw→P,0.04442405233695818,0.01091915920661462,0.1771285180807039,1000,-0.13270446574374573,-0.08273855251068722,-0.2281313433755197,0.04222869535769492,-0.24385589844965613,0.06846905112796838,0.179,0.821,mixed_forward_reverse_unstable
T4,Jw_PC1,V_PC1,Jw,V,Jw→V,0.09378203020995493,0.08232397631089987,0.09236138692665888,1000,0.0014206432832960525,0.012012530705777591,-0.0890553892299371,0.1571105316014106,-0.11079905339712184,0.1852715779794705,0.453,0.547,forward_reverse_close
T4,Jw_PC1,H_PC1,Jw,H,Jw→H,0.10537121868779549,0.07740384806197564,0.29765527122681346,1000,-0.19228405253901798,-0.14474623735198025,-0.299021792804465,0.01680364897207681,-0.3240297445215375,0.06070027055237794,0.076,0.924,mixed_forward_reverse_unstable
T4,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,0.11321251584469666,0.0163930630182656,0.05077233240006191,1000,0.06244018344463475,0.03397860216298344,-0.11463674356734685,0.18700973257208117,-0.13980430943647013,0.2141995180436239,0.608,0.392,mixed_forward_reverse_unstable
S5,P_PC1,V_PC1,P,V,P→V,0.2227408869791718,0.2520112812765216,0.2542305613099531,1000,-0.031489674330781287,-0.032115214775306926,-0.09565517882677857,0.03471629527513724,-0.10847035148022326,0.05752084870256649,0.201,0.799,mixed_forward_reverse_unstable
S5,P_PC1,H_PC1,P,H,P→H,0.14465320529991746,0.1366027435856223,0.11958956124120691,1000,0.025063644058710546,0.00664636695239793,-0.09675828924752948,0.08842781977276949,-0.11658845686603675,0.09942980197319579,0.604,0.396,forward_reverse_close
S5,P_PC1,Je_PC1,P,Je,P→Je,0.05210202951067357,0.057119428148172384,0.19590754422377882,1000,-0.14380551471310526,-0.10630699713485277,-0.24924726304334205,0.04757792730034168,-0.2729924999411826,0.07613802823402124,0.12,0.88,mixed_forward_reverse_unstable
S5,P_PC1,Jw_PC1,P,Jw,P→Jw,0.0495058634537409,0.05265987354728091,0.05730647450563584,1000,-0.007800611051894939,-0.015980107413860235,-0.09619481688532981,0.06139892959409374,-0.11976188981039602,0.0858779646737961,0.363,0.637,forward_reverse_close
S5,V_PC1,P_PC1,V,P,V→P,0.2620451298762896,0.2520112812765215,0.2165197133423032,1000,0.045525416533986396,0.04539449791542632,-0.023191694751510512,0.11507280162730307,-0.04411787553795237,0.12936290878198137,0.866,0.134,mixed_forward_reverse_unstable
S5,V_PC1,H_PC1,V,H,V→H,0.1682497024446324,0.16561112605948303,0.14199973695019025,1000,0.02624996549444214,0.02609489585948357,-0.03647049746935368,0.0833867477962788,-0.05493011211662991,0.0973471349687834,0.799,0.201,forward_reverse_close
S5,V_PC1,Je_PC1,V,Je,V→Je,0.0954959266535258,0.11624771209416725,0.13258582488437493,1000,-0.03708989823084913,-0.035838484969580385,-0.15462272815411413,0.08036881755968744,-0.18012400741050097,0.10948010461969425,0.227,0.773,mixed_forward_reverse_unstable
S5,V_PC1,Jw_PC1,V,Jw,V→Jw,0.35003938489211217,0.3360769196056118,0.301047016389002,1000,0.04899236850311017,0.049928150076999474,-0.011940356618053859,0.12022180829957482,-0.023260313672786928,0.13203571591197108,0.895,0.105,mixed_forward_reverse_unstable
S5,H_PC1,P_PC1,H,P,H→P,0.12070444379920693,0.1366027435856223,0.1419667679234326,1000,-0.02126232412422567,-0.014296127688846826,-0.08345348310708958,0.06739876630367156,-0.10013619802048762,0.0972256396707496,0.323,0.677,forward_reverse_close
S5,H_PC1,V_PC1,H,V,H→V,0.14141024767290306,0.16561112605948303,0.1726287918185907,1000,-0.031218544145687643,-0.03595052863622848,-0.09706278861868112,0.021261534759268664,-0.12334311390009102,0.03706274419526116,0.126,0.874,mixed_forward_reverse_unstable
S5,H_PC1,Je_PC1,H,Je,H→Je,0.6243428071605087,0.5975986782195547,0.5447017674697824,1000,0.07964103969072633,0.08504469928515647,0.037935915213653325,0.14626407183809492,0.03007605452458279,0.15765176297277517,1.0,0.0,stable_forward_over_reverse
S5,H_PC1,Jw_PC1,H,Jw,H→Jw,0.3838487436049176,0.3867115386832934,0.3617000710493171,1000,0.02214867255560049,0.02825447480390928,-0.022561947947255634,0.10117414873012988,-0.03275989720918253,0.11467922121501639,0.805,0.195,forward_reverse_close
S5,Je_PC1,P_PC1,Je,P,Je→P,0.14746442513722857,0.05711942814817242,0.0346076036582538,1000,0.11285682147897477,0.06691676210026001,-0.0667468820576792,0.18985167000545933,-0.09046967135101515,0.2055857994839603,0.813,0.187,mixed_forward_reverse_unstable
S5,Je_PC1,V_PC1,Je,V,Je→V,0.1269824130431827,0.11624771209416725,0.09487303434770508,1000,0.032109378695477614,-0.003822663484251908,-0.18073764569172976,0.10829912701754543,-0.21014361178084254,0.1354964116377599,0.608,0.392,mixed_forward_reverse_unstable
S5,Je_PC1,H_PC1,Je,H,Je→H,0.5387236725925109,0.5975986782195547,0.6438538441832569,1000,-0.105130171590746,-0.10690756125386608,-0.17054717860452343,-0.05474592269316907,-0.18618552030349125,-0.04554164170760469,0.0,1.0,reverse_competitive
S5,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,0.23902000414552668,0.2925439531045571,0.40640416714111427,1000,-0.1673841629955876,-0.16460338098196312,-0.26854247262748376,-0.059190842660556055,-0.2825898879339843,-0.04007855240112622,0.01,0.99,reverse_competitive
S5,Jw_PC1,P_PC1,Jw,P,Jw→P,0.09008073661778478,0.05265987354728091,0.1022978044873666,1000,-0.012217067869581821,0.0036921389929385107,-0.11274726355456381,0.12119726632217381,-0.13365311331549484,0.14373206002121744,0.54,0.46,forward_reverse_close
S5,Jw_PC1,V_PC1,Jw,V,Jw→V,0.2999832590485563,0.3360769196056118,0.3569971899810767,1000,-0.057013930932520385,-0.06565805012234523,-0.14952417642744717,0.003529260125776167,-0.17308469469788756,0.015783236840227987,0.056,0.944,mixed_forward_reverse_unstable
S5,Jw_PC1,H_PC1,Jw,H,Jw→H,0.3450138529675289,0.3867115386832934,0.39565396019475696,1000,-0.05064010722722806,-0.056316716324353616,-0.1165651839096005,-0.008870840253741524,-0.13314669208777086,0.0008804811109139712,0.028,0.972,reverse_competitive
S5,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,0.3513492702089855,0.2925439531045571,0.23963771995216032,1000,0.11171155025682517,0.10808083533783298,0.018837424833399466,0.20183841209275893,-0.0026838084058357884,0.22069889278870483,0.973,0.027,stable_forward_over_reverse
