window,variable,surrogate_mode,n_years,n_days,n_finite,n_pair_for_phi,nan_fraction,mu,raw_phi_before_clip,phi,phi_after_clip,phi_clip_limit,phi_clipped_flag,phi_clip_amount,phi_clip_direction,phi_clip_severity,sigma,stationary_std,ar1_estimation_scope
S1,P_PC1,pooled_window_object_pc1_ar1,45,49,2115,2070,0.04081632653061229,-8.062896292313194e-17,0.9241777444194619,0.9241777444194619,0.9241777444194619,0.95,False,0.0,none,none,0.4360741391798713,1.1416668442910447,window_object_pc1_pooled_across_years
S1,V_PC1,pooled_window_object_pc1_ar1,45,49,2115,2070,0.04081632653061229,1.3438160487188655e-17,0.9211586939891205,0.9211586939891205,0.9211586939891205,0.95,False,0.0,none,none,0.38139780710360716,0.9799855376634645,window_object_pc1_pooled_across_years
S1,H_PC1,pooled_window_object_pc1_ar1,45,49,2115,2070,0.04081632653061229,6.719080243594328e-18,0.9445387882688082,0.9445387882688082,0.9445387882688082,0.95,False,0.0,none,none,0.3087803881944417,0.940257327535598,window_object_pc1_pooled_across_years
S1,Je_PC1,pooled_window_object_pc1_ar1,45,49,2115,2070,0.04081632653061229,1.209434443846979e-16,0.9537311772457191,0.95,0.95,0.95,True,0.0037311772457191417,upper,minor,0.2869691320599763,0.9190367463162448,window_object_pc1_pooled_across_years
S1,Jw_PC1,pooled_window_object_pc1_ar1,45,49,2115,2070,0.04081632653061229,4.283413655291384e-17,0.9565387462665697,0.95,0.95,0.95,True,0.006538746266569695,upper,minor,0.26917791948574143,0.8620592658469232,window_object_pc1_pooled_across_years
T1,P_PC1,pooled_window_object_pc1_ar1,45,29,1305,1260,0.0,-2.177908768613334e-17,0.9610706092101953,0.95,0.95,0.95,True,0.011070609210195315,upper,moderate,0.25854594885194865,0.8280097092689404,window_object_pc1_pooled_across_years
T1,V_PC1,pooled_window_object_pc1_ar1,45,29,1305,1260,0.0,-2.0690133301826673e-16,0.9307059840686793,0.9307059840686793,0.9307059840686793,0.95,False,0.0,none,none,0.34252366388817373,0.9364501074087912,window_object_pc1_pooled_across_years
T1,H_PC1,pooled_window_object_pc1_ar1,45,29,1305,1260,0.0,4.464712975657334e-16,0.9407773730370572,0.9407773730370572,0.9407773730370572,0.95,False,0.0,none,none,0.31773876909290866,0.937213454892675,window_object_pc1_pooled_across_years
T1,Je_PC1,pooled_window_object_pc1_ar1,45,29,1305,1260,0.0,-6.261487709763335e-17,0.9551257356510231,0.95,0.95,0.95,True,0.0051257356510231444,upper,minor,0.2969093915855117,0.9508710544395931,window_object_pc1_pooled_across_years
T1,Jw_PC1,pooled_window_object_pc1_ar1,45,29,1305,1260,0.0,0.0,0.9574405629670826,0.95,0.95,0.95,True,0.00744056296708262,upper,minor,0.29002631279681623,0.9288275604610178,window_object_pc1_pooled_across_years
S2,P_PC1,pooled_window_object_pc1_ar1,45,46,2070,2025,0.0,-1.3730294410823192e-17,0.9603324382950953,0.95,0.95,0.95,True,0.010332438295095336,upper,moderate,0.31044987140113234,0.9942352951298006,window_object_pc1_pooled_across_years
S2,V_PC1,pooled_window_object_pc1_ar1,45,46,2070,2025,0.0,-7.208404565682175e-17,0.9431308685080114,0.9431308685080114,0.9431308685080114,0.95,False,0.0,none,none,0.3443349628095601,1.0358379032343155,window_object_pc1_pooled_across_years
S2,H_PC1,pooled_window_object_pc1_ar1,45,46,2070,2025,0.0,-8.924691367035074e-17,0.9464251846029835,0.9464251846029835,0.9464251846029835,0.95,False,0.0,none,none,0.30075477398222467,0.9313508827008312,window_object_pc1_pooled_across_years
S2,Je_PC1,pooled_window_object_pc1_ar1,45,46,2070,2025,0.0,1.0297720808117394e-17,0.9546592409223248,0.95,0.95,0.95,True,0.0046592409223248366,upper,minor,0.28499435047230626,0.9127123837202071,window_object_pc1_pooled_across_years
