window,variable,surrogate_mode,n_years,n_days,n_finite,n_pair_for_phi,nan_fraction,mu,raw_phi_before_clip,phi,phi_after_clip,phi_clip_limit,phi_clipped_flag,phi_clip_amount,phi_clip_direction,phi_clip_severity,sigma,stationary_std,ar1_estimation_scope
S2,Jw_PC1,pooled_window_object_pc1_ar1,45,46,2070,2025,0.0,1.3730294410823192e-17,0.9655981936035216,0.95,0.95,0.95,True,0.01559819360352166,upper,moderate,0.25734443061876305,0.8241617713400772,window_object_pc1_pooled_across_years
T2,P_PC1,pooled_window_object_pc1_ar1,45,32,1440,1395,0.0,-7.401486830834377e-17,0.9501849081021101,0.95,0.95,0.95,True,0.0001849081021101373,upper,minor,0.2940213162153653,0.9416218108981633,window_object_pc1_pooled_across_years
T2,V_PC1,pooled_window_object_pc1_ar1,45,32,1440,1395,0.0,2.960594732333751e-17,0.9481099592607086,0.9481099592607086,0.9481099592607086,0.95,False,0.0,none,none,0.32265567552346736,1.014823626490107,window_object_pc1_pooled_across_years
T2,H_PC1,pooled_window_object_pc1_ar1,45,32,1440,1395,0.0,5.23038402712296e-16,0.9553073611748759,0.95,0.95,0.95,True,0.0053073611748759575,upper,minor,0.31537235330343544,1.0099998539128956,window_object_pc1_pooled_across_years
T2,Je_PC1,pooled_window_object_pc1_ar1,45,32,1440,1395,0.0,-1.5296406117057712e-16,0.9639120588143723,0.95,0.95,0.95,True,0.013912058814372297,upper,moderate,0.2758187441076744,0.8833269255759929,window_object_pc1_pooled_across_years
T2,Jw_PC1,pooled_window_object_pc1_ar1,45,32,1440,1395,0.0,-9.62193288008469e-17,0.9644921732090904,0.95,0.95,0.95,True,0.014492173209090464,upper,moderate,0.24707638733625156,0.7912777150596914,window_object_pc1_pooled_across_years
S3,P_PC1,pooled_window_object_pc1_ar1,45,40,1800,1755,0.0,2.3684757858670008e-17,0.9480974153487658,0.9480974153487658,0.9480974153487658,0.95,False,0.0,none,none,0.3245411433183466,1.0206337703386588,window_object_pc1_pooled_across_years
S3,V_PC1,pooled_window_object_pc1_ar1,45,40,1800,1755,0.0,-1.578983857244667e-17,0.9446754321372403,0.9446754321372403,0.9446754321372403,0.95,False,0.0,none,none,0.3043641314348703,0.927920760978674,window_object_pc1_pooled_across_years
S3,H_PC1,pooled_window_object_pc1_ar1,45,40,1800,1755,0.0,1.578983857244667e-17,0.9663246247961634,0.95,0.95,0.95,True,0.01632462479616348,upper,moderate,0.2644076077199574,0.8467820415243296,window_object_pc1_pooled_across_years
S3,Je_PC1,pooled_window_object_pc1_ar1,45,40,1800,1755,0.0,3.947459643111668e-17,0.9602215256516985,0.95,0.95,0.95,True,0.010221525651698538,upper,moderate,0.25227352345892473,0.8079218713076389,window_object_pc1_pooled_across_years
S3,Jw_PC1,pooled_window_object_pc1_ar1,45,40,1800,1755,0.0,1.578983857244667e-17,0.9582830846724539,0.95,0.95,0.95,True,0.008283084672453978,upper,minor,0.2725003180055486,0.8726994566705526,window_object_pc1_pooled_across_years
T3,P_PC1,pooled_window_object_pc1_ar1,45,31,1395,1350,0.0,2.0373985254769898e-16,0.9425785447391816,0.9425785447391816,0.9425785447391816,0.95,False,0.0,none,none,0.29040215101163164,0.869507710559434,window_object_pc1_pooled_across_years
T3,V_PC1,pooled_window_object_pc1_ar1,45,31,1395,1350,0.0,2.0373985254769898e-17,0.9442697268993187,0.9442697268993187,0.9442697268993187,0.95,False,0.0,none,none,0.35518430479182855,1.079021066610566,window_object_pc1_pooled_across_years
T3,H_PC1,pooled_window_object_pc1_ar1,45,31,1395,1350,0.0,-3.6673173458585816e-16,0.9701057129226274,0.95,0.95,0.95,True,0.020105712922627417,upper,moderate,0.24208074264521487,0.7752788478308535,window_object_pc1_pooled_across_years
T3,Je_PC1,pooled_window_object_pc1_ar1,45,31,1395,1350,0.0,-6.112195576430969e-17,0.9621800221863794,0.95,0.95,0.95,True,0.01218002218637948,upper,moderate,0.22966536986935432,0.7355178334028437,window_object_pc1_pooled_across_years
T3,Jw_PC1,pooled_window_object_pc1_ar1,45,31,1395,1350,0.0,-2.3430083042985384e-16,0.9709889694930993,0.95,0.95,0.95,True,0.020988969493099363,upper,moderate,0.23807270621470036,0.7624428583508172,window_object_pc1_pooled_across_years
S4,P_PC1,pooled_window_object_pc1_ar1,45,57,2565,2520,0.0,5.5402942359462e-18,0.941969680831185,0.941969680831185,0.941969680831185,0.95,False,0.0,none,none,0.3235028205598866,0.9636722859231909,window_object_pc1_pooled_across_years
S4,V_PC1,pooled_window_object_pc1_ar1,45,57,2565,2520,0.0,0.0,0.9489751566939962,0.9489751566939962,0.9489751566939962,0.95,False,0.0,none,none,0.30635728833218223,0.9714808078880507,window_object_pc1_pooled_across_years
S4,H_PC1,pooled_window_object_pc1_ar1,45,57,2565,2520,0.0,6.64835308313544e-17,0.96650306519145,0.95,0.95,0.95,True,0.01650306519145006,upper,moderate,0.262276875370646,0.8399582367773692,window_object_pc1_pooled_across_years
S4,Je_PC1,pooled_window_object_pc1_ar1,45,57,2565,2520,0.0,-6.92536779493275e-17,0.9664501328621243,0.95,0.95,0.95,True,0.016450132862124378,upper,moderate,0.2567123733091096,0.8221375679382008,window_object_pc1_pooled_across_years
S4,Jw_PC1,pooled_window_object_pc1_ar1,45,57,2565,2520,0.0,-8.86447077751392e-17,0.9685417491712651,0.95,0.95,0.95,True,0.018541749171265165,upper,moderate,0.24357369454150676,0.780060120448314,window_object_pc1_pooled_across_years
T4,P_PC1,pooled_window_object_pc1_ar1,45,30,1350,1305,0.0,-6.315935428978668e-17,0.9492550226199943,0.9492550226199943,0.9492550226199943,0.95,False,0.0,none,none,0.34119265427537593,1.0848477930917024,window_object_pc1_pooled_across_years
T4,V_PC1,pooled_window_object_pc1_ar1,45,30,1350,1305,0.0,0.0,0.9532214733680575,0.95,0.95,0.95,True,0.003221473368057559,upper,minor,0.3171454851864569,1.015678420610519,window_object_pc1_pooled_across_years
T4,H_PC1,pooled_window_object_pc1_ar1,45,30,1350,1305,0.0,1.6842494477276448e-16,0.9609266611799394,0.95,0.95,0.95,True,0.010926661179939456,upper,moderate,0.3097828756105421,0.992099199038941,window_object_pc1_pooled_across_years
T4,Je_PC1,pooled_window_object_pc1_ar1,45,30,1350,1305,0.0,6.315935428978668e-17,0.9667892193900549,0.95,0.95,0.95,True,0.016789219390054955,upper,moderate,0.2529520204092668,0.810094800588052,window_object_pc1_pooled_across_years
T4,Jw_PC1,pooled_window_object_pc1_ar1,45,30,1350,1305,0.0,-2.105311809659556e-17,0.9582605399766592,0.95,0.95,0.95,True,0.00826053997665921,upper,minor,0.23055565398669434,0.7383690244442767,window_object_pc1_pooled_across_years
S5,P_PC1,pooled_window_object_pc1_ar1,45,29,1215,1170,0.06896551724137934,-4.678470688132347e-17,0.9581219711368116,0.95,0.95,0.95,True,0.008121971136811679,upper,minor,0.29172008503100505,0.9342519728775572,window_object_pc1_pooled_across_years
S5,V_PC1,pooled_window_object_pc1_ar1,45,29,1215,1170,0.06896551724137934,-5.848088360165434e-17,0.9506517396412381,0.95,0.95,0.95,True,0.0006517396412381027,upper,minor,0.31372282826151926,1.0047171459205497,window_object_pc1_pooled_across_years
S5,H_PC1,pooled_window_object_pc1_ar1,45,29,1215,1170,0.06896551724137934,-1.1696176720330868e-16,0.9760176496684548,0.95,0.95,0.95,True,0.02601764966845488,upper,moderate,0.26240458036691316,0.8403672200830482,window_object_pc1_pooled_across_years
S5,Je_PC1,pooled_window_object_pc1_ar1,45,29,1215,1170,0.06896551724137934,1.0526559048297781e-16,0.9613940424805643,0.95,0.95,0.95,True,0.011394042480564304,upper,moderate,0.253686888320653,0.8124482614268695,window_object_pc1_pooled_across_years
S5,Jw_PC1,pooled_window_object_pc1_ar1,45,29,1215,1170,0.06896551724137934,1.1696176720330868e-16,0.9696671787313045,0.95,0.95,0.95,True,0.019667178731304524,upper,moderate,0.24501491410012227,0.7846757169912917,window_object_pc1_pooled_across_years
