window,source,target,source_object,target_object,family_direction,lag,n_pairs,n_years_used,valid_year_fraction,r,signed_r,abs_r,eff_n,p_effn,same_year_only,target_window_rule,sample_status
T1,V_PC1,P_PC1,V,P,V→P,-2,405,45,1.0,0.5978858235150625,0.5978858235150625,0.5978858235150625,24.897358294761222,0.0012460328822725408,True,True,ok
T1,V_PC1,H_PC1,V,H,V→H,-2,405,45,1.0,0.3860753753623477,0.3860753753623477,0.3860753753623477,26.86476741867943,0.04668606994237412,True,True,ok
T1,V_PC1,Je_PC1,V,Je,V→Je,-2,405,45,1.0,0.07835382349782653,0.07835382349782653,0.07835382349782653,24.897358294761222,0.7133156017032101,True,True,ok
T1,V_PC1,Jw_PC1,V,Jw,V→Jw,-2,405,45,1.0,-0.19204003506269562,-0.19204003506269562,0.19204003506269562,24.897358294761222,0.36285302678168474,True,True,ok
T1,H_PC1,P_PC1,H,P,H→P,-2,405,45,1.0,0.2722945975367955,0.2722945975367955,0.2722945975367955,22.72536869495808,0.21473802210783965,True,True,ok
T1,H_PC1,V_PC1,H,V,H→V,-2,405,45,1.0,0.3435821542737231,0.3435821542737231,0.3435821542737231,26.86476741867943,0.08018528151017157,True,True,ok
T1,H_PC1,Je_PC1,H,Je,H→Je,-2,405,45,1.0,0.3748932213380631,0.3748932213380631,0.3748932213380631,22.72536869495808,0.08005864187281597,True,True,ok
T1,H_PC1,Jw_PC1,H,Jw,H→Jw,-2,405,45,1.0,-0.29838365677583106,-0.29838365677583106,0.29838365677583106,22.72536869495808,0.1716902933650175,True,True,ok
T1,Je_PC1,P_PC1,Je,P,Je→P,-2,405,45,1.0,0.29025044420588886,0.29025044420588886,0.29025044420588886,20.755584756898823,0.20794647550990675,True,True,ok
T1,Je_PC1,V_PC1,Je,V,Je→V,-2,405,45,1.0,0.41723768447679044,0.41723768447679044,0.41723768447679044,24.897358294761222,0.03759117804763945,True,True,ok
T1,Je_PC1,H_PC1,Je,H,Je→H,-2,405,45,1.0,0.7422403652816187,0.7422403652816187,0.7422403652816187,22.72536869495808,2.200964343646028e-05,True,True,ok
T1,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,-2,405,45,1.0,-0.01112727805523788,-0.01112727805523788,0.01112727805523788,20.755584756898823,0.9626014038970214,True,True,ok
T1,Jw_PC1,P_PC1,Jw,P,Jw→P,-2,405,45,1.0,0.04062205552254654,0.04062205552254654,0.04062205552254654,20.755584756898823,0.8640154551798844,True,True,ok
T1,Jw_PC1,V_PC1,Jw,V,Jw→V,-2,405,45,1.0,0.2804159106234094,0.2804159106234094,0.2804159106234094,24.897358294761222,0.17755895366044205,True,True,ok
T1,Jw_PC1,H_PC1,Jw,H,Jw→H,-2,405,45,1.0,-0.041695497911913244,-0.041695497911913244,0.041695497911913244,22.72536869495808,0.8530010411933775,True,True,ok
T1,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,-2,405,45,1.0,-0.0021275408680153916,-0.0021275408680153916,0.0021275408680153916,20.755584756898823,0.9928471305183639,True,True,ok
T1,P_PC1,V_PC1,P,V,P→V,-1,405,45,1.0,0.7868887765409309,0.7868887765409309,0.7868887765409309,24.897358294761222,6.516576758208714e-07,True,True,ok
T1,P_PC1,H_PC1,P,H,P→H,-1,405,45,1.0,0.4834288739580297,0.4834288739580297,0.4834288739580297,22.72536869495808,0.019151255686774338,True,True,ok
T1,P_PC1,Je_PC1,P,Je,P→Je,-1,405,45,1.0,0.2754049982214564,0.2754049982214564,0.2754049982214564,20.755584756898823,0.23356070323236833,True,True,ok
T1,P_PC1,Jw_PC1,P,Jw,P→Jw,-1,405,45,1.0,-0.06808545634368555,-0.06808545634368555,0.06808545634368555,20.755584756898823,0.773852918155705,True,True,ok
T1,V_PC1,P_PC1,V,P,V→P,-1,405,45,1.0,0.7004612835660362,0.7004612835660362,0.7004612835660362,24.897358294761222,4.8501198960826386e-05,True,True,ok
T1,V_PC1,H_PC1,V,H,V→H,-1,405,45,1.0,0.4434247496078288,0.4434247496078288,0.4434247496078288,26.86476741867943,0.01992761009234867,True,True,ok
T1,V_PC1,Je_PC1,V,Je,V→Je,-1,405,45,1.0,0.17201906840709522,0.17201906840709522,0.17201906840709522,24.897358294761222,0.41619495464974277,True,True,ok
T1,V_PC1,Jw_PC1,V,Jw,V→Jw,-1,405,45,1.0,-0.06495970842027701,-0.06495970842027701,0.06495970842027701,24.897358294761222,0.7608192838265544,True,True,ok
T1,H_PC1,P_PC1,H,P,H→P,-1,405,45,1.0,0.3616711798462031,0.3616711798462031,0.3616711798462031,22.72536869495808,0.09249011384443273,True,True,ok
T1,H_PC1,V_PC1,H,V,H→V,-1,405,45,1.0,0.43863836991588195,0.43863836991588195,0.43863836991588195,26.86476741867943,0.021523150316943962,True,True,ok
T1,H_PC1,Je_PC1,H,Je,H→Je,-1,405,45,1.0,0.5158467345910557,0.5158467345910557,0.5158467345910557,22.72536869495808,0.011260657038887345,True,True,ok
T1,H_PC1,Jw_PC1,H,Jw,H→Jw,-1,405,45,1.0,-0.2270708820364048,-0.2270708820364048,0.2270708820364048,22.72536869495808,0.30470991481455867,True,True,ok
T1,Je_PC1,P_PC1,Je,P,Je→P,-1,405,45,1.0,0.3175375611913743,0.3175375611913743,0.3175375611913743,20.755584756898823,0.1657700455670521,True,True,ok
T1,Je_PC1,V_PC1,Je,V,Je→V,-1,405,45,1.0,0.3748828203690549,0.3748828203690549,0.3748828203690549,24.897358294761222,0.06516276465584858,True,True,ok
T1,Je_PC1,H_PC1,Je,H,Je→H,-1,405,45,1.0,0.7251163977060442,0.7251163977060442,0.7251163977060442,22.72536869495808,4.5289111492596845e-05,True,True,ok
T1,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,-1,405,45,1.0,0.037520080322054554,0.037520080322054554,0.037520080322054554,20.755584756898823,0.8743196707540111,True,True,ok
T1,Jw_PC1,P_PC1,Jw,P,Jw→P,-1,405,45,1.0,0.01379148419647577,0.01379148419647577,0.01379148419647577,20.755584756898823,0.953655129944623,True,True,ok
T1,Jw_PC1,V_PC1,Jw,V,Jw→V,-1,405,45,1.0,0.19358082774057087,0.19358082774057087,0.19358082774057087,24.897358294761222,0.35891704000078706,True,True,ok
T1,Jw_PC1,H_PC1,Jw,H,Jw→H,-1,405,45,1.0,-0.08559280293172712,-0.08559280293172712,0.08559280293172712,22.72536869495808,0.7031454470392491,True,True,ok
T1,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,-1,405,45,1.0,0.032473751747585225,0.032473751747585225,0.032473751747585225,20.755584756898823,0.8911224860899938,True,True,ok
T1,P_PC1,V_PC1,P,V,P→V,0,405,45,1.0,0.7732333443067642,0.7732333443067642,0.7732333443067642,24.897358294761222,1.4944242461290003e-06,True,True,ok
T1,P_PC1,H_PC1,P,H,P→H,0,405,45,1.0,0.44160767859445277,0.44160767859445277,0.44160767859445277,22.72536869495808,0.035187612090588516,True,True,ok
T1,P_PC1,Je_PC1,P,Je,P→Je,0,405,45,1.0,0.3141155044015984,0.3141155044015984,0.3141155044015984,20.755584756898823,0.17071597446183095,True,True,ok
T1,P_PC1,Jw_PC1,P,Jw,P→Jw,0,405,45,1.0,-0.027145546675444825,-0.027145546675444825,0.027145546675444825,20.755584756898823,0.9089109484998716,True,True,ok
T1,V_PC1,P_PC1,V,P,V→P,0,405,45,1.0,0.7732333443067642,0.7732333443067642,0.7732333443067642,24.897358294761222,1.4944242461290003e-06,True,True,ok
T1,V_PC1,H_PC1,V,H,V→H,0,405,45,1.0,0.4728296011618463,0.4728296011618463,0.4728296011618463,26.86476741867943,0.01208861738543332,True,True,ok
T1,V_PC1,Je_PC1,V,Je,V→Je,0,405,45,1.0,0.28343612876728635,0.28343612876728635,0.28343612876728635,24.897358294761222,0.17267380237570862,True,True,ok
T1,V_PC1,Jw_PC1,V,Jw,V→Jw,0,405,45,1.0,0.07222395329048091,0.07222395329048091,0.07222395329048091,24.897358294761222,0.7349422057557726,True,True,ok
T1,H_PC1,P_PC1,H,P,H→P,0,405,45,1.0,0.44160767859445277,0.44160767859445277,0.44160767859445277,22.72536869495808,0.035187612090588516,True,True,ok
T1,H_PC1,V_PC1,H,V,H→V,0,405,45,1.0,0.4728296011618463,0.4728296011618463,0.4728296011618463,26.86476741867943,0.01208861738543332,True,True,ok
T1,H_PC1,Je_PC1,H,Je,H→Je,0,405,45,1.0,0.6457757833566496,0.6457757833566496,0.6457757833566496,22.72536869495808,0.0006472034907147872,True,True,ok
T1,H_PC1,Jw_PC1,H,Jw,H→Jw,0,405,45,1.0,-0.14927960048910952,-0.14927960048910952,0.14927960048910952,22.72536869495808,0.5041393381233357,True,True,ok
T1,Je_PC1,P_PC1,Je,P,Je→P,0,405,45,1.0,0.3141155044015984,0.3141155044015984,0.3141155044015984,20.755584756898823,0.17071597446183095,True,True,ok
T1,Je_PC1,V_PC1,Je,V,Je→V,0,405,45,1.0,0.28343612876728635,0.28343612876728635,0.28343612876728635,24.897358294761222,0.17267380237570862,True,True,ok
T1,Je_PC1,H_PC1,Je,H,Je→H,0,405,45,1.0,0.6457757833566496,0.6457757833566496,0.6457757833566496,22.72536869495808,0.0006472034907147872,True,True,ok
T1,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,0,405,45,1.0,0.047804990737425355,0.047804990737425355,0.047804990737425355,20.755584756898823,0.8402362092986588,True,True,ok
T1,Jw_PC1,P_PC1,Jw,P,Jw→P,0,405,45,1.0,-0.027145546675444825,-0.027145546675444825,0.027145546675444825,20.755584756898823,0.9089109484998716,True,True,ok
T1,Jw_PC1,V_PC1,Jw,V,Jw→V,0,405,45,1.0,0.07222395329048091,0.07222395329048091,0.07222395329048091,24.897358294761222,0.7349422057557726,True,True,ok
T1,Jw_PC1,H_PC1,Jw,H,Jw→H,0,405,45,1.0,-0.14927960048910952,-0.14927960048910952,0.14927960048910952,22.72536869495808,0.5041393381233357,True,True,ok
T1,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,0,405,45,1.0,0.047804990737425355,0.047804990737425355,0.047804990737425355,20.755584756898823,0.8402362092986588,True,True,ok
T1,P_PC1,V_PC1,P,V,P→V,1,405,45,1.0,0.6912627603927481,0.6912627603927481,0.6912627603927481,24.897358294761222,6.91260606182631e-05,True,True,ok
T1,P_PC1,H_PC1,P,H,P→H,1,405,45,1.0,0.36825867927322553,0.36825867927322553,0.36825867927322553,22.72536869495808,0.08613285757959255,True,True,ok
T1,P_PC1,Je_PC1,P,Je,P→Je,1,405,45,1.0,0.3260915382413237,0.3260915382413237,0.3260915382413237,20.755584756898823,0.15382995608943228,True,True,ok
T1,P_PC1,Jw_PC1,P,Jw,P→Jw,1,405,45,1.0,-0.008065448255768026,-0.008065448255768026,0.008065448255768026,20.755584756898823,0.9728879799305359,True,True,ok
T1,V_PC1,P_PC1,V,P,V→P,1,405,45,1.0,0.7819536106317296,0.7819536106317296,0.7819536106317296,24.897358294761222,8.868856469224085e-07,True,True,ok
T1,V_PC1,H_PC1,V,H,V→H,1,405,45,1.0,0.44211544026243804,0.44211544026243804,0.44211544026243804,26.86476741867943,0.0203542877580567,True,True,ok
T1,V_PC1,Je_PC1,V,Je,V→Je,1,405,45,1.0,0.38897711760597925,0.38897711760597925,0.38897711760597925,24.897358294761222,0.05468636059316134,True,True,ok
T1,V_PC1,Jw_PC1,V,Jw,V→Jw,1,405,45,1.0,0.18839238513925446,0.18839238513925446,0.18839238513925446,24.897358294761222,0.3722684352568566,True,True,ok
T1,H_PC1,P_PC1,H,P,H→P,1,405,45,1.0,0.48857705201033497,0.48857705201033497,0.48857705201033497,22.72536869495808,0.01766772035270603,True,True,ok
T1,H_PC1,V_PC1,H,V,H→V,1,405,45,1.0,0.4344787073847676,0.4344787073847676,0.4344787073847676,26.86476741867943,0.022991607596596353,True,True,ok
T1,H_PC1,Je_PC1,H,Je,H→Je,1,405,45,1.0,0.736177173364134,0.736177173364134,0.736177173364134,22.72536869495808,2.86309889996339e-05,True,True,ok
T1,H_PC1,Jw_PC1,H,Jw,H→Jw,1,405,45,1.0,-0.08958230414640152,-0.08958230414640152,0.08958230414640152,22.72536869495808,0.6899421486674053,True,True,ok
T1,Je_PC1,P_PC1,Je,P,Je→P,1,405,45,1.0,0.28617540960143684,0.28617540960143684,0.28617540960143684,20.755584756898823,0.21478849335917616,True,True,ok
T1,Je_PC1,V_PC1,Je,V,Je→V,1,405,45,1.0,0.17324925328549873,0.17324925328549873,0.17324925328549873,24.897358294761222,0.412801400743944,True,True,ok
T1,Je_PC1,H_PC1,Je,H,Je→H,1,405,45,1.0,0.5293557333775308,0.5293557333775308,0.5293557333775308,22.72536869495808,0.008869353939171765,True,True,ok
T1,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,1,405,45,1.0,0.020266540149764666,0.020266540149764666,0.020266540149764666,20.755584756898823,0.9319357792414995,True,True,ok
T1,Jw_PC1,P_PC1,Jw,P,Jw→P,1,405,45,1.0,-0.07809793545364864,-0.07809793545364864,0.07809793545364864,20.755584756898823,0.7415845419310518,True,True,ok
T1,Jw_PC1,V_PC1,Jw,V,Jw→V,1,405,45,1.0,-0.06486810520295283,-0.06486810520295283,0.06486810520295283,24.897358294761222,0.7611472186957426,True,True,ok
T1,Jw_PC1,H_PC1,Jw,H,Jw→H,1,405,45,1.0,-0.2188770571205605,-0.2188770571205605,0.2188770571205605,22.72536869495808,0.32310865597399596,True,True,ok
T1,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,1,405,45,1.0,0.037123369045913734,0.037123369045913734,0.037123369045913734,20.755584756898823,0.875638874695309,True,True,ok
T1,P_PC1,V_PC1,P,V,P→V,2,405,45,1.0,0.5723166346558684,0.5723166346558684,0.5723166346558684,24.897358294761222,0.0023179415900220768,True,True,ok
T1,P_PC1,H_PC1,P,H,P→H,2,405,45,1.0,0.28655374597717315,0.28655374597717315,0.28655374597717315,22.72536869495808,0.19042035050918482,True,True,ok
T1,P_PC1,Je_PC1,P,Je,P→Je,2,405,45,1.0,0.3057239461647899,0.3057239461647899,0.3057239461647899,20.755584756898823,0.1832582886171339,True,True,ok
T1,P_PC1,Jw_PC1,P,Jw,P→Jw,2,405,45,1.0,-0.008304389569839421,-0.008304389569839421,0.008304389569839421,20.755584756898823,0.9720850649317987,True,True,ok
T1,V_PC1,P_PC1,V,P,V→P,2,405,45,1.0,0.7220619815798722,0.7220619815798722,0.7220619815798722,24.897358294761222,1.97775986467974e-05,True,True,ok
T1,V_PC1,H_PC1,V,H,V→H,2,405,45,1.0,0.35668344723944406,0.35668344723944406,0.35668344723944406,26.86476741867943,0.06837032548354771,True,True,ok
T1,V_PC1,Je_PC1,V,Je,V→Je,2,405,45,1.0,0.44964710330969265,0.44964710330969265,0.44964710330969265,24.897358294761222,0.023447346172880135,True,True,ok
T1,V_PC1,Jw_PC1,V,Jw,V→Jw,2,405,45,1.0,0.2609509215143116,0.2609509215143116,0.2609509215143116,24.897358294761222,0.21129308837860616,True,True,ok
T1,H_PC1,P_PC1,H,P,H→P,2,405,45,1.0,0.4900482951971731,0.4900482951971731,0.4900482951971731,22.72536869495808,0.017261001728903214,True,True,ok
T1,H_PC1,V_PC1,H,V,H→V,2,405,45,1.0,0.35057539043173996,0.35057539043173996,0.35057539043173996,26.86476741867943,0.07370271949767337,True,True,ok
T1,H_PC1,Je_PC1,H,Je,H→Je,2,405,45,1.0,0.7596053888592645,0.7596053888592645,0.7596053888592645,22.72536869495808,9.853256734970728e-06,True,True,ok
T1,H_PC1,Jw_PC1,H,Jw,H→Jw,2,405,45,1.0,-0.05993851195012344,-0.05993851195012344,0.05993851195012344,22.72536869495808,0.7898342150976212,True,True,ok
T1,Je_PC1,P_PC1,Je,P,Je→P,2,405,45,1.0,0.2408510272649645,0.2408510272649645,0.2408510272649645,20.755584756898823,0.3005662283259165,True,True,ok
T1,Je_PC1,V_PC1,Je,V,Je→V,2,405,45,1.0,0.07062932794896185,0.07062932794896185,0.07062932794896185,24.897358294761222,0.7406003447261411,True,True,ok
T1,Je_PC1,H_PC1,Je,H,Je→H,2,405,45,1.0,0.4102733966453116,0.4102733966453116,0.4102733966453116,22.72536869495808,0.05284922674556625,True,True,ok
T1,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,2,405,45,1.0,-0.03145095208098245,-0.03145095208098245,0.03145095208098245,20.755584756898823,0.8945336314200905,True,True,ok
T1,Jw_PC1,P_PC1,Jw,P,Jw→P,2,405,45,1.0,-0.13251117702536905,-0.13251117702536905,0.13251117702536905,20.755584756898823,0.5743406288698194,True,True,ok
T1,Jw_PC1,V_PC1,Jw,V,Jw→V,2,405,45,1.0,-0.19701603843670934,-0.19701603843670934,0.19701603843670934,24.897358294761222,0.3502301348561132,True,True,ok
T1,Jw_PC1,H_PC1,Jw,H,Jw→H,2,405,45,1.0,-0.280406485607853,-0.280406485607853,0.280406485607853,22.72536869495808,0.2006686906978421,True,True,ok
T1,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,2,405,45,1.0,0.002245665637481793,0.002245665637481793,0.002245665637481793,20.755584756898823,0.992450001005238,True,True,ok
T1,P_PC1,V_PC1,P,V,P→V,3,405,45,1.0,0.4352480250867026,0.4352480250867026,0.4352480250867026,24.897358294761222,0.029088761220663173,True,True,ok
T1,P_PC1,H_PC1,P,H,P→H,3,405,45,1.0,0.21597568573199852,0.21597568573199852,0.21597568573199852,22.72536869495808,0.32977633760347413,True,True,ok
T1,P_PC1,Je_PC1,P,Je,P→Je,3,405,45,1.0,0.26616204757366885,0.26616204757366885,0.26616204757366885,20.755584756898823,0.2504705912033178,True,True,ok
T1,P_PC1,Jw_PC1,P,Jw,P→Jw,3,405,45,1.0,-0.02094944402668037,-0.02094944402668037,0.02094944402668037,20.755584756898823,0.9296474759205231,True,True,ok
T1,V_PC1,P_PC1,V,P,V→P,3,405,45,1.0,0.6166394706602698,0.6166394706602698,0.6166394706602698,24.897358294761222,0.0007594268939725701,True,True,ok
T1,V_PC1,H_PC1,V,H,V→H,3,405,45,1.0,0.2684679050093381,0.2684679050093381,0.2684679050093381,26.86476741867943,0.17880161409748618,True,True,ok
T1,V_PC1,Je_PC1,V,Je,V→Je,3,405,45,1.0,0.4597588059159945,0.4597588059159945,0.4597588059159945,24.897358294761222,0.02003362322614688,True,True,ok
T1,V_PC1,Jw_PC1,V,Jw,V→Jw,3,405,45,1.0,0.2832366679763915,0.2832366679763915,0.2832366679763915,24.897358294761222,0.17299357139500282,True,True,ok
T1,H_PC1,P_PC1,H,P,H→P,3,405,45,1.0,0.44469711913646365,0.44469711913646365,0.44469711913646365,22.72536869495808,0.033731473674136314,True,True,ok
T1,H_PC1,V_PC1,H,V,H→V,3,405,45,1.0,0.24611188353592323,0.24611188353592323,0.24611188353592323,26.86476741867943,0.21963756019956193,True,True,ok
T1,H_PC1,Je_PC1,H,Je,H→Je,3,405,45,1.0,0.7156893805970455,0.7156893805970455,0.7156893805970455,22.72536869495808,6.561590291997987e-05,True,True,ok
T1,H_PC1,Jw_PC1,H,Jw,H→Jw,3,405,45,1.0,-0.05665443290889344,-0.05665443290889344,0.05665443290889344,22.72536869495808,0.8011257136081122,True,True,ok
T1,Je_PC1,P_PC1,Je,P,Je→P,3,405,45,1.0,0.18639107614049408,0.18639107614049408,0.18639107614049408,20.755584756898823,0.42679215494234257,True,True,ok
T1,Je_PC1,V_PC1,Je,V,Je→V,3,405,45,1.0,-0.009328348849714762,-0.009328348849714762,0.009328348849714762,24.897358294761222,0.9651810726749195,True,True,ok
T1,Je_PC1,H_PC1,Je,H,Je→H,3,405,45,1.0,0.3146543247601645,0.3146543247601645,0.3146543247601645,22.72536869495808,0.14802237399916973,True,True,ok
T1,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,3,405,45,1.0,-0.09187367613927722,-0.09187367613927722,0.09187367613927722,20.755584756898823,0.697848538388762,True,True,ok
T1,Jw_PC1,P_PC1,Jw,P,Jw→P,3,405,45,1.0,-0.1834027303295486,-0.1834027303295486,0.1834027303295486,20.755584756898823,0.4344173100968778,True,True,ok
T1,Jw_PC1,V_PC1,Jw,V,Jw→V,3,405,45,1.0,-0.30105808285587676,-0.30105808285587676,0.30105808285587676,24.897358294761222,0.14599403706628267,True,True,ok
T1,Jw_PC1,H_PC1,Jw,H,Jw→H,3,405,45,1.0,-0.32211421341315183,-0.32211421341315183,0.32211421341315183,22.72536869495808,0.13796241375783813,True,True,ok
T1,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,3,405,45,1.0,-0.05420661612228665,-0.05420661612228665,0.05420661612228665,20.755584756898823,0.8191513969012143,True,True,ok
T1,P_PC1,V_PC1,P,V,P→V,4,405,45,1.0,0.2894541535960568,0.2894541535960568,0.2894541535960568,24.897358294761222,0.16321466762839765,True,True,ok
T1,P_PC1,H_PC1,P,H,P→H,4,405,45,1.0,0.15961030557515485,0.15961030557515485,0.15961030557515485,22.72536869495808,0.47461233821407056,True,True,ok
T1,P_PC1,Je_PC1,P,Je,P→Je,4,405,45,1.0,0.21359744189712834,0.21359744189712834,0.21359744189712834,20.755584756898823,0.36065444821652015,True,True,ok
T1,P_PC1,Jw_PC1,P,Jw,P→Jw,4,405,45,1.0,-0.04510456077492541,-0.04510456077492541,0.04510456077492541,20.755584756898823,0.8491619482498414,True,True,ok
T1,V_PC1,P_PC1,V,P,V→P,4,405,45,1.0,0.4790707295074667,0.4790707295074667,0.4790707295074667,24.897358294761222,0.014620813238028552,True,True,ok
T1,V_PC1,H_PC1,V,H,V→H,4,405,45,1.0,0.1975598738307463,0.1975598738307463,0.1975598738307463,26.86476741867943,0.3280892956841919,True,True,ok
T1,V_PC1,Je_PC1,V,Je,V→Je,4,405,45,1.0,0.4268391536530073,0.4268391536530073,0.4268391536530073,24.897358294761222,0.03284666600029151,True,True,ok
T1,V_PC1,Jw_PC1,V,Jw,V→Jw,4,405,45,1.0,0.25217957254501183,0.25217957254501183,0.25217957254501183,24.897358294761222,0.22778668590143214,True,True,ok
T1,H_PC1,P_PC1,H,P,H→P,4,405,45,1.0,0.36313171641428504,0.36313171641428504,0.36313171641428504,22.72536869495808,0.09105214208711532,True,True,ok
T1,H_PC1,V_PC1,H,V,H→V,4,405,45,1.0,0.1376202178545006,0.1376202178545006,0.1376202178545006,26.86476741867943,0.4986663392918258,True,True,ok
T1,H_PC1,Je_PC1,H,Je,H→Je,4,405,45,1.0,0.6274156587503082,0.6274156587503082,0.6274156587503082,22.72536869495808,0.0010607798839290528,True,True,ok
T1,H_PC1,Jw_PC1,H,Jw,H→Jw,4,405,45,1.0,-0.0744734020982831,-0.0744734020982831,0.0744734020982831,22.72536869495808,0.7403619023840067,True,True,ok
T1,Je_PC1,P_PC1,Je,P,Je→P,4,405,45,1.0,0.13972255471028844,0.13972255471028844,0.13972255471028844,20.755584756898823,0.5534281310802607,True,True,ok
T1,Je_PC1,V_PC1,Je,V,Je→V,4,405,45,1.0,-0.04996725071015522,-0.04996725071015522,0.04996725071015522,24.897358294761222,0.8149735634768696,True,True,ok
T1,Je_PC1,H_PC1,Je,H,Je→H,4,405,45,1.0,0.25578805426406725,0.25578805426406725,0.25578805426406725,22.72536869495808,0.24530270611458604,True,True,ok
T1,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,4,405,45,1.0,-0.15151336905051332,-0.15151336905051332,0.15151336905051332,20.755584756898823,0.519970171579903,True,True,ok
T1,Jw_PC1,P_PC1,Jw,P,Jw→P,4,405,45,1.0,-0.2225513664112721,-0.2225513664112721,0.2225513664112721,20.755584756898823,0.34021909084424795,True,True,ok
T1,Jw_PC1,V_PC1,Jw,V,Jw→V,4,405,45,1.0,-0.3581518127565571,-0.3581518127565571,0.3581518127565571,24.897358294761222,0.0794829004744626,True,True,ok
T1,Jw_PC1,H_PC1,Jw,H,Jw→H,4,405,45,1.0,-0.32965579148262475,-0.32965579148262475,0.32965579148262475,22.72536869495808,0.12828584136856525,True,True,ok
T1,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,4,405,45,1.0,-0.1233439028561301,-0.1233439028561301,0.1233439028561301,20.755584756898823,0.601392629923198,True,True,ok
T1,P_PC1,V_PC1,P,V,P→V,5,405,45,1.0,0.17095835180755878,0.17095835180755878,0.17095835180755878,24.897358294761222,0.4191329984249852,True,True,ok
T1,P_PC1,H_PC1,P,H,P→H,5,405,45,1.0,0.12813421673514128,0.12813421673514128,0.12813421673514128,22.72536869495808,0.5671653210095267,True,True,ok
T1,P_PC1,Je_PC1,P,Je,P→Je,5,405,45,1.0,0.1520593048377524,0.1520593048377524,0.1520593048377524,20.755584756898823,0.5184438221459233,True,True,ok
T1,P_PC1,Jw_PC1,P,Jw,P→Jw,5,405,45,1.0,-0.07475828040964638,-0.07475828040964638,0.07475828040964638,20.755584756898823,0.7523056817922107,True,True,ok
T1,V_PC1,P_PC1,V,P,V→P,5,405,45,1.0,0.3300253665275387,0.3300253665275387,0.3300253665275387,24.897358294761222,0.1086292666288946,True,True,ok
T1,V_PC1,H_PC1,V,H,V→H,5,405,45,1.0,0.1455347314367343,0.1455347314367343,0.1455347314367343,26.86476741867943,0.4739639509639626,True,True,ok
T1,V_PC1,Je_PC1,V,Je,V→Je,5,405,45,1.0,0.34429364709072924,0.34429364709072924,0.34429364709072924,24.897358294761222,0.0930121544922311,True,True,ok
T1,V_PC1,Jw_PC1,V,Jw,V→Jw,5,405,45,1.0,0.17498918339736505,0.17498918339736505,0.17498918339736505,24.897358294761222,0.4080272482539342,True,True,ok
T1,H_PC1,P_PC1,H,P,H→P,5,405,45,1.0,0.2658740105342285,0.2658740105342285,0.2658740105342285,22.72536869495808,0.2263172471576682,True,True,ok
T1,H_PC1,V_PC1,H,V,H→V,5,405,45,1.0,0.04724332326157166,0.04724332326157166,0.04724332326157166,26.86476741867943,0.8173435263877264,True,True,ok
T1,H_PC1,Je_PC1,H,Je,H→Je,5,405,45,1.0,0.5116594332904664,0.5116594332904664,0.5116594332904664,22.72536869495808,0.012099186755142544,True,True,ok
T1,H_PC1,Jw_PC1,H,Jw,H→Jw,5,405,45,1.0,-0.10544781758348445,-0.10544781758348445,0.10544781758348445,22.72536869495808,0.6383010556478408,True,True,ok
T1,Je_PC1,P_PC1,Je,P,Je→P,5,405,45,1.0,0.1112798215541539,0.1112798215541539,0.1112798215541539,20.755584756898823,0.6377450061801633,True,True,ok
T1,Je_PC1,V_PC1,Je,V,Je→V,5,405,45,1.0,-0.051821341149759954,-0.051821341149759954,0.051821341149759954,24.897358294761222,0.808227439638509,True,True,ok
T1,Je_PC1,H_PC1,Je,H,Je→H,5,405,45,1.0,0.23634126751102005,0.23634126751102005,0.23634126751102005,22.72536869495808,0.284666767253394,True,True,ok
T1,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,5,405,45,1.0,-0.19905867524144585,-0.19905867524144585,0.19905867524144585,20.755584756898823,0.39525235106598444,True,True,ok
T1,Jw_PC1,P_PC1,Jw,P,Jw→P,5,405,45,1.0,-0.2446866159876968,-0.2446866159876968,0.2446866159876968,20.755584756898823,0.2926186870150662,True,True,ok
T1,Jw_PC1,V_PC1,Jw,V,Jw→V,5,405,45,1.0,-0.36788578717652876,-0.36788578717652876,0.36788578717652876,24.897358294761222,0.07089356622592158,True,True,ok
T1,Jw_PC1,H_PC1,Jw,H,Jw→H,5,405,45,1.0,-0.29912392479653255,-0.29912392479653255,0.29912392479653255,22.72536869495808,0.1705612392223128,True,True,ok
T1,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,5,405,45,1.0,-0.18988734160971846,-0.18988734160971846,0.18988734160971846,20.755584756898823,0.41795978299018666,True,True,ok
T1,P_PC1,V_PC1,P,V,P→V,6,405,45,1.0,0.09423967612841047,0.09423967612841047,0.09423967612841047,24.897358294761222,0.6582696579063727,True,True,ok
