window_id,mode,year,pc_score,pc_score_z
W045,1,1979,-0.51642893740304,-0.7891907279797477
W045,1,1980,0.38684781915007604,0.59116887126362
W045,1,1981,-0.5611477703380362,-0.8575286652298275
W045,1,1982,-0.7399382699279978,-1.1307507763625062
W045,1,1983,0.9779216734691829,1.4944296523608667
W045,1,1984,-0.9573821103815889,-1.463041727379364
W045,1,1985,-0.625542595016625,-0.9559348444454628
W045,1,1986,-0.14476782158515464,-0.22122970699387082
W045,1,1987,0.6661605479522842,1.0180059437288136
W045,1,1988,-0.04122389257027247,-0.0629970774900674
W045,1,1989,-0.644023171057173,-0.9841762891101772
W045,1,1990,-0.2812160928893426,-0.4297457345883699
W045,1,1991,1.0392426058795425,1.588138404493709
W045,1,1992,-0.8154814655424587,-1.24619355120137
W045,1,1993,-0.35386418240785844,-0.5407642978427184
W045,1,1994,0.27573524360539864,0.42137007024606027
W045,1,1995,0.4521129300140612,0.6909049949081201
W045,1,1996,-0.9181666631226978,-1.4031138938889987
W045,1,1997,-0.67312916263455,-1.0286551651333382
W045,1,1998,1.5578703897981976,2.3806893417039854
W045,1,1999,-0.4255471389187615,-0.6503079746882893
W045,1,2000,-0.9386748309059245,-1.4344538415374866
W045,1,2001,-0.2755815481872644,-0.4211351976621691
W045,1,2002,0.19615909369782802,0.29976425940364976
W045,1,2003,0.33357355919596365,0.5097567950790589
W045,1,2004,0.1368293927077281,0.20909844553455642
W045,1,2005,0.08363960044091551,0.12781545025697563
W045,1,2006,-0.016466641752307557,-0.025163812580361912
W045,1,2007,-0.505618162541993,-0.7726700362355584
W045,1,2008,-0.6577772081139552,-1.0051947831010186
W045,1,2009,-0.8212827214597175,-1.255058851049905
W045,1,2010,0.4848980711337872,0.7410062334585897
W045,1,2011,-0.38094239158549525,-0.5821443795258818
W045,1,2012,-0.36743874282518185,-0.5615085211847032
W045,1,2013,-0.41050940037825373,-0.6273277677974224
W045,1,2014,-0.00037171515089971704,-0.0005680435957270074
W045,1,2015,0.6040530161963138,0.9230951348070691
W045,1,2016,1.3854267864775178,2.1171663611280773
W045,1,2017,0.24702094183006917,0.37748976246265487
W045,1,2018,1.1576971712019417,1.7691570071874443
