point_id,point_day,month_day,reference_rank,point_role_group,point_role_detail,is_formal_primary,is_headline_primary,neighbor_group_id,bootstrap_match_rate,bootstrap_strict_match_rate,bootstrap_near_support_rate,bootstrap_no_match_rate,offset_mean,offset_sd,offset_q05,offset_q50,offset_q95,offset_iqr,ambiguous_match_rate,dominant_over_neighbor_rate,neighbor_tie_rate,yearwise_exact_hit_fraction,yearwise_near_hit_fraction,yearwise_missing_fraction,median_yearwise_peak_score,path_presence_rate,path_strict_match_rate,path_near_support_rate,path_ambiguous_rate,competition_status,competition_reason,judgement,caution_flag,caution_note
RP001,45,05-16,1.0,formal_primary,headline_primary,True,True,,0.97,0.905,0.02,0.01,-0.14948453608247422,1.2490510799308134,-3.0,0.0,1.0,2.0,0.0,,,0.17777777777777778,0.5333333333333333,0.28888888888888886,21.694628445423234,1.0,1.0,0.0,0.0,no_neighbor,,primary_point_with_caution,True,yearwise_exact_support_limited
RP002,81,06-21,2.0,formal_primary,headline_primary,True,True,,0.825,0.595,0.13,0.045,-0.12121212121212122,2.1875345989655246,-4.0,0.0,3.0,4.0,0.0,,,0.2,0.5111111111111111,0.28888888888888886,28.71281434072427,1.0,1.0,0.0,0.0,no_neighbor,,primary_point_with_caution,False,
RP003,113,07-23,3.0,formal_primary,headline_primary,True,True,,0.95,0.815,0.005,0.045,-0.22631578947368422,1.659531355934452,-3.0,0.0,2.0,2.0,0.0,,,0.28888888888888886,0.4444444444444444,0.26666666666666666,27.110546009286168,1.0,1.0,0.0,0.0,no_neighbor,,robust_primary_point,False,
LP006,132,08-11,,neighbor_competition,neighbor_local_peak,False,False,NG001,0.595,0.35,0.135,0.27,0.7815126050420168,2.341297721980346,-3.0,0.0,4.0,4.0,0.475,0.16083916083916083,0.6643356643356644,0.3333333333333333,0.4222222222222222,0.24444444444444444,27.100936256138592,1.0,1.0,0.0,0.3333333333333333,neighbor_competition_tie,score_close,ambiguous_neighbor_pair,True,not_headline_primary;high_neighbor_ambiguity;neighbor_tie
RP004,135,08-14,4.0,formal_primary,headline_primary,True,True,NG001,0.61,0.375,0.135,0.255,-0.6311475409836066,2.2767564636177275,-4.0,0.0,3.0,4.0,0.475,0.17482517482517482,0.6643356643356644,0.28888888888888886,0.4666666666666667,0.24444444444444444,27.297073621909494,1.0,1.0,0.0,0.3333333333333333,neighbor_competition_tie,score_close,primary_point_with_caution,True,high_neighbor_ambiguity;neighbor_tie;headline_primary_with_neighbor_ambiguity
RP005,160,09-08,5.0,formal_primary,headline_primary,True,True,,0.885,0.735,0.105,0.01,0.14689265536723164,1.9047677186269871,-3.0,0.0,3.0,2.0,0.0,,,0.37777777777777777,0.5111111111111111,0.1111111111111111,26.38301579364342,1.0,1.0,0.0,0.0,no_neighbor,,supported_primary_point,False,
