point_id,bootstrap_match_rate,bootstrap_strict_match_rate,bootstrap_near_support_rate,bootstrap_no_match_rate,offset_mean,offset_sd,offset_q05,offset_q50,offset_q95,offset_iqr,ambiguous_match_rate,dominant_over_neighbor_rate,neighbor_tie_rate,n_replicates
LP006,0.595,0.35,0.135,0.27,0.7815126050420168,2.341297721980346,-3.0,0.0,4.0,4.0,0.475,0.16083916083916083,0.6643356643356644,200
RP001,0.97,0.905,0.02,0.01,-0.14948453608247422,1.2490510799308134,-3.0,0.0,1.0,2.0,0.0,,,200
RP002,0.825,0.595,0.13,0.045,-0.12121212121212122,2.1875345989655246,-4.0,0.0,3.0,4.0,0.0,,,200
RP003,0.95,0.815,0.005,0.045,-0.22631578947368422,1.659531355934452,-3.0,0.0,2.0,2.0,0.0,,,200
RP004,0.61,0.375,0.135,0.255,-0.6311475409836066,2.2767564636177275,-4.0,0.0,3.0,4.0,0.475,0.17482517482517482,0.6643356643356644,200
RP005,0.885,0.735,0.105,0.01,0.14689265536723164,1.9047677186269871,-3.0,0.0,3.0,2.0,0.0,,,200
