replicate_id,replicate_kind,point_id,point_day,month_day,point_role_group,point_role_detail,is_headline_primary,neighbor_group_id,matched_candidate_id,matched_candidate_kind,nearest_peak_day,nearest_peak_score,day_offset,match_type,matched_flag,strict_match_flag,near_support_flag,no_match_flag,ambiguous_match,match_confidence_class
52,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,,,,,,no_match,False,False,False,True,False,no_match
52,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,,,,,,no_match,False,False,False,True,False,no_match
52,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP004,formal_primary,162.0,8.889269195422594,2.0,strict_match,True,True,False,False,False,high_confidence
53,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,44.0,7.153340040952435,-1.0,strict_match,True,True,False,False,False,high_confidence
53,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,80.0,11.60056975102385,-1.0,strict_match,True,True,False,False,False,high_confidence
53,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP003,formal_primary,112.0,13.85173453149931,-1.0,strict_match,True,True,False,False,False,high_confidence
53,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP004,formal_primary,131.0,5.037524132442728,-1.0,strict_match,True,True,False,False,True,ambiguous
53,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP004,formal_primary,131.0,5.037524132442728,-4.0,matched_point,True,False,False,False,True,ambiguous
53,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP005,formal_primary,161.0,9.462857965936166,1.0,strict_match,True,True,False,False,False,high_confidence
54,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,45.0,6.905293009584467,0.0,strict_match,True,True,False,False,False,high_confidence
54,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,79.0,14.055477507678734,-2.0,strict_match,True,True,False,False,False,high_confidence
54,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP003,formal_primary,113.0,9.836026402291825,0.0,strict_match,True,True,False,False,False,high_confidence
54,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP004,formal_primary,137.0,7.433926779783878,5.0,near_support_only,False,False,True,False,False,near_only
54,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP004,formal_primary,137.0,7.433926779783878,2.0,strict_match,True,True,False,False,False,high_confidence
54,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP005,formal_primary,160.0,10.829938114585076,0.0,strict_match,True,True,False,False,False,high_confidence
55,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,45.0,7.578303441827216,0.0,strict_match,True,True,False,False,False,high_confidence
55,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,81.0,11.57322032384036,0.0,strict_match,True,True,False,False,False,high_confidence
55,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP004,formal_primary,114.0,10.438407442293,1.0,strict_match,True,True,False,False,False,high_confidence
55,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP005,formal_primary,131.0,4.753185900231397,-1.0,strict_match,True,True,False,False,False,high_confidence
55,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,LP010,local_peak,133.0,4.719872407854869,-2.0,strict_match,True,True,False,False,False,high_confidence
55,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP006,formal_primary,162.0,10.225324249303828,2.0,strict_match,True,True,False,False,False,high_confidence
56,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP002,formal_primary,45.0,7.97949695899224,0.0,strict_match,True,True,False,False,False,high_confidence
56,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP003,formal_primary,83.0,10.01407140030717,2.0,strict_match,True,True,False,False,False,high_confidence
56,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP004,formal_primary,113.0,8.497291417476527,0.0,strict_match,True,True,False,False,False,high_confidence
56,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP005,formal_primary,132.0,5.330662018706995,0.0,strict_match,True,True,False,False,True,ambiguous
56,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP005,formal_primary,132.0,5.330662018706995,-3.0,matched_point,True,False,False,False,True,ambiguous
56,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP006,formal_primary,155.0,6.860441664945412,-5.0,near_support_only,False,False,True,False,False,near_only
57,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP002,formal_primary,45.0,7.133037616018461,0.0,strict_match,True,True,False,False,False,high_confidence
57,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP003,formal_primary,77.0,8.129560364981998,-4.0,matched_point,True,False,False,False,False,moderate_confidence
57,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP005,formal_primary,114.0,14.095532496702326,1.0,strict_match,True,True,False,False,False,high_confidence
57,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP006,formal_primary,135.0,5.042818177826675,3.0,matched_point,True,False,False,False,True,ambiguous
57,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP006,formal_primary,135.0,5.042818177826675,0.0,strict_match,True,True,False,False,True,ambiguous
57,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,,,,,,no_match,False,False,False,True,False,no_match
58,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP002,formal_primary,46.0,6.303452369207965,1.0,strict_match,True,True,False,False,False,high_confidence
58,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP003,formal_primary,78.0,8.39131192354473,-3.0,matched_point,True,False,False,False,False,moderate_confidence
58,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP004,formal_primary,110.0,11.759826232330186,-3.0,matched_point,True,False,False,False,False,moderate_confidence
58,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP005,formal_primary,131.0,5.774467389543552,-1.0,strict_match,True,True,False,False,True,ambiguous
58,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP005,formal_primary,131.0,5.774467389543552,-4.0,matched_point,True,False,False,False,True,ambiguous
58,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP006,formal_primary,154.0,6.611336566094263,-6.0,near_support_only,False,False,True,False,False,near_only
59,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,44.0,6.655334605551222,-1.0,strict_match,True,True,False,False,False,high_confidence
59,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,82.0,9.828687439777148,1.0,strict_match,True,True,False,False,False,high_confidence
59,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP003,formal_primary,115.0,7.248928092762514,2.0,strict_match,True,True,False,False,False,high_confidence
59,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP004,formal_primary,137.0,4.640329624477406,5.0,near_support_only,False,False,True,False,False,near_only
59,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP004,formal_primary,137.0,4.640329624477406,2.0,strict_match,True,True,False,False,False,high_confidence
59,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP005,formal_primary,156.0,8.663098152439899,-4.0,matched_point,True,False,False,False,False,moderate_confidence
60,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,46.0,5.250696768242765,1.0,strict_match,True,True,False,False,False,high_confidence
60,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,73.0,9.060584527777475,-8.0,near_support_only,False,False,True,False,False,near_only
60,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP003,formal_primary,111.0,7.103612890511975,-2.0,strict_match,True,True,False,False,False,high_confidence
60,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP004,formal_primary,138.0,4.863488423222895,6.0,near_support_only,False,False,True,False,False,near_only
60,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP004,formal_primary,138.0,4.863488423222895,3.0,matched_point,True,False,False,False,False,moderate_confidence
60,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP005,formal_primary,158.0,6.967822512502089,-2.0,strict_match,True,True,False,False,False,high_confidence
61,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,42.0,6.166215487704938,-3.0,matched_point,True,False,False,False,False,moderate_confidence
61,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,79.0,11.220026939439313,-2.0,strict_match,True,True,False,False,False,high_confidence
61,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP004,formal_primary,112.0,10.563950351137736,-1.0,strict_match,True,True,False,False,False,high_confidence
61,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP005,formal_primary,132.0,3.961011737822422,0.0,strict_match,True,True,False,False,True,ambiguous
61,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP005,formal_primary,132.0,3.961011737822422,-3.0,matched_point,True,False,False,False,True,ambiguous
61,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP006,formal_primary,161.0,9.08464956992222,1.0,strict_match,True,True,False,False,False,high_confidence
62,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,45.0,6.713922246943987,0.0,strict_match,True,True,False,False,False,high_confidence
62,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,76.0,9.730134338461855,-5.0,near_support_only,False,False,True,False,False,near_only
62,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP004,formal_primary,114.0,11.476443719005317,1.0,strict_match,True,True,False,False,False,high_confidence
62,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,,,,,,no_match,False,False,False,True,False,no_match
62,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,,,,,,no_match,False,False,False,True,False,no_match
62,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP005,formal_primary,158.0,6.449498592977423,-2.0,strict_match,True,True,False,False,False,high_confidence
63,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP002,formal_primary,45.0,5.221920173700073,0.0,strict_match,True,True,False,False,False,high_confidence
63,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP003,formal_primary,83.0,8.264582574999455,2.0,strict_match,True,True,False,False,False,high_confidence
63,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP004,formal_primary,114.0,11.256547251837151,1.0,strict_match,True,True,False,False,False,high_confidence
63,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP005,formal_primary,136.0,6.897199742766804,4.0,matched_point,True,False,False,False,True,ambiguous
63,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP005,formal_primary,136.0,6.897199742766804,1.0,strict_match,True,True,False,False,True,ambiguous
63,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,LP009,local_peak,159.0,6.022130381155121,-1.0,strict_match,True,True,False,False,False,high_confidence
64,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,45.0,10.162931720457237,0.0,strict_match,True,True,False,False,False,high_confidence
64,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,83.0,8.377541598096325,2.0,strict_match,True,True,False,False,False,high_confidence
64,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP004,formal_primary,112.0,8.673160940549247,-1.0,strict_match,True,True,False,False,False,high_confidence
64,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP005,formal_primary,130.0,4.496974503223366,-2.0,strict_match,True,True,False,False,False,high_confidence
64,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP005,formal_primary,130.0,4.496974503223366,-5.0,near_support_only,False,False,True,False,False,near_only
64,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP006,formal_primary,158.0,7.963748806811709,-2.0,strict_match,True,True,False,False,False,high_confidence
65,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,44.0,7.195851029889087,-1.0,strict_match,True,True,False,False,False,high_confidence
65,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,83.0,8.213184440799639,2.0,strict_match,True,True,False,False,False,high_confidence
65,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP004,formal_primary,116.0,6.116189045313201,3.0,matched_point,True,False,False,False,False,moderate_confidence
65,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP005,formal_primary,135.0,4.173548877832374,3.0,matched_point,True,False,False,False,True,ambiguous
65,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP005,formal_primary,135.0,4.173548877832374,0.0,strict_match,True,True,False,False,True,ambiguous
65,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP006,formal_primary,160.0,6.746805883444146,0.0,strict_match,True,True,False,False,False,high_confidence
66,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,41.0,6.137993977887934,-4.0,matched_point,True,False,False,False,False,moderate_confidence
66,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,78.0,12.648412749925996,-3.0,matched_point,True,False,False,False,False,moderate_confidence
66,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,,,,,,no_match,False,False,False,True,False,no_match
66,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP003,formal_primary,136.0,4.4452179463020105,4.0,matched_point,True,False,False,False,True,ambiguous
66,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP003,formal_primary,136.0,4.4452179463020105,1.0,strict_match,True,True,False,False,True,ambiguous
66,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP004,formal_primary,159.0,9.587539985356523,-1.0,strict_match,True,True,False,False,False,high_confidence
67,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,45.0,5.438751895625023,0.0,strict_match,True,True,False,False,False,high_confidence
67,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,84.0,11.295609694526293,3.0,matched_point,True,False,False,False,False,moderate_confidence
67,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP004,formal_primary,114.0,9.88293430060437,1.0,strict_match,True,True,False,False,False,high_confidence
67,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP005,formal_primary,138.0,4.599044893242855,6.0,near_support_only,False,False,True,False,False,near_only
67,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP005,formal_primary,138.0,4.599044893242855,3.0,matched_point,True,False,False,False,False,moderate_confidence
67,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP006,formal_primary,160.0,9.535562569278378,0.0,strict_match,True,True,False,False,False,high_confidence
68,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,45.0,6.48605710474143,0.0,strict_match,True,True,False,False,False,high_confidence
68,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,85.0,11.59196936687194,4.0,matched_point,True,False,False,False,False,moderate_confidence
68,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP003,formal_primary,111.0,12.731931532579754,-2.0,strict_match,True,True,False,False,False,high_confidence
68,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP004,formal_primary,131.0,5.371751085264565,-1.0,strict_match,True,True,False,False,True,ambiguous
68,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP004,formal_primary,131.0,5.371751085264565,-4.0,matched_point,True,False,False,False,True,ambiguous
68,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP005,formal_primary,159.0,10.495709113377092,-1.0,strict_match,True,True,False,False,False,high_confidence
69,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,41.0,5.630039275567021,-4.0,matched_point,True,False,False,False,False,moderate_confidence
69,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,77.0,17.213870199882802,-4.0,matched_point,True,False,False,False,False,moderate_confidence
69,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP003,formal_primary,110.0,8.019145582260327,-3.0,matched_point,True,False,False,False,False,moderate_confidence
69,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,,,,,,no_match,False,False,False,True,False,no_match
69,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,,,,,,no_match,False,False,False,True,False,no_match
69,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP004,formal_primary,160.0,10.7682184728852,0.0,strict_match,True,True,False,False,False,high_confidence
70,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,45.0,7.681614672447813,0.0,strict_match,True,True,False,False,False,high_confidence
70,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,,,,,,no_match,False,False,False,True,False,no_match
70,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP003,formal_primary,115.0,9.26003544029239,2.0,strict_match,True,True,False,False,False,high_confidence
70,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,,,,,,no_match,False,False,False,True,False,no_match
70,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,,,,,,no_match,False,False,False,True,False,no_match
70,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP004,formal_primary,160.0,9.776848842241474,0.0,strict_match,True,True,False,False,False,high_confidence
71,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,45.0,7.429528711545547,0.0,strict_match,True,True,False,False,False,high_confidence
71,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,80.0,9.740335555649224,-1.0,strict_match,True,True,False,False,False,high_confidence
71,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP003,formal_primary,114.0,11.806876769243155,1.0,strict_match,True,True,False,False,False,high_confidence
71,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP004,formal_primary,133.0,6.119468097088749,1.0,strict_match,True,True,False,False,True,ambiguous
71,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP004,formal_primary,133.0,6.119468097088749,-2.0,strict_match,True,True,False,False,True,ambiguous
71,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP005,formal_primary,164.0,7.821930330455223,4.0,matched_point,True,False,False,False,False,moderate_confidence
72,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,44.0,6.776135339008298,-1.0,strict_match,True,True,False,False,False,high_confidence
72,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,84.0,10.474552529450921,3.0,matched_point,True,False,False,False,False,moderate_confidence
72,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP003,formal_primary,114.0,15.892546734245844,1.0,strict_match,True,True,False,False,False,high_confidence
72,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP004,formal_primary,136.0,4.263885901885596,4.0,matched_point,True,False,False,False,True,ambiguous
72,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP004,formal_primary,136.0,4.263885901885596,1.0,strict_match,True,True,False,False,True,ambiguous
72,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP005,formal_primary,162.0,11.421930232869775,2.0,strict_match,True,True,False,False,False,high_confidence
73,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,46.0,8.398049567045046,1.0,strict_match,True,True,False,False,False,high_confidence
73,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,86.0,7.334164737546332,5.0,near_support_only,False,False,True,False,False,near_only
73,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP003,formal_primary,113.0,12.658478870033454,0.0,strict_match,True,True,False,False,False,high_confidence
73,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP004,formal_primary,133.0,4.280589589905061,1.0,strict_match,True,True,False,False,True,ambiguous
73,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP004,formal_primary,133.0,4.280589589905061,-2.0,strict_match,True,True,False,False,True,ambiguous
73,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP005,formal_primary,161.0,11.353434092795121,1.0,strict_match,True,True,False,False,False,high_confidence
74,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,43.0,8.045089439890601,-2.0,strict_match,True,True,False,False,False,high_confidence
74,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,82.0,11.750461153655726,1.0,strict_match,True,True,False,False,False,high_confidence
74,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP004,formal_primary,116.0,8.714887088404396,3.0,matched_point,True,False,False,False,False,moderate_confidence
74,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP005,formal_primary,135.0,5.134398037172484,3.0,matched_point,True,False,False,False,True,ambiguous
74,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP005,formal_primary,135.0,5.134398037172484,0.0,strict_match,True,True,False,False,True,ambiguous
74,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP006,formal_primary,158.0,9.583530486798935,-2.0,strict_match,True,True,False,False,False,high_confidence
75,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,45.0,4.854578413637795,0.0,strict_match,True,True,False,False,False,high_confidence
75,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,82.0,11.666288666728864,1.0,strict_match,True,True,False,False,False,high_confidence
75,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP003,formal_primary,113.0,10.209523810479832,0.0,strict_match,True,True,False,False,False,high_confidence
75,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP004,formal_primary,136.0,3.6310314647779993,4.0,matched_point,True,False,False,False,True,ambiguous
75,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP004,formal_primary,136.0,3.6310314647779993,1.0,strict_match,True,True,False,False,True,ambiguous
75,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP005,formal_primary,160.0,6.46427554975016,0.0,strict_match,True,True,False,False,False,high_confidence
76,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP002,formal_primary,46.0,6.438016123508227,1.0,strict_match,True,True,False,False,False,high_confidence
76,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP003,formal_primary,79.0,10.012322731534553,-2.0,strict_match,True,True,False,False,False,high_confidence
76,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP005,formal_primary,110.0,9.543560789309282,-3.0,matched_point,True,False,False,False,False,moderate_confidence
76,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP006,formal_primary,129.0,6.046739255427598,-3.0,matched_point,True,False,False,False,False,moderate_confidence
76,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP006,formal_primary,129.0,6.046739255427598,-6.0,near_support_only,False,False,True,False,False,near_only
76,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP007,formal_primary,159.0,9.910354729312981,-1.0,strict_match,True,True,False,False,False,high_confidence
77,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,44.0,8.487193949841862,-1.0,strict_match,True,True,False,False,False,high_confidence
77,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,81.0,14.933548875034175,0.0,strict_match,True,True,False,False,False,high_confidence
77,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP003,formal_primary,113.0,14.031391781308688,0.0,strict_match,True,True,False,False,False,high_confidence
77,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,,,,,,no_match,False,False,False,True,False,no_match
77,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,,,,,,no_match,False,False,False,True,False,no_match
77,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP004,formal_primary,161.0,9.590728031748837,1.0,strict_match,True,True,False,False,False,high_confidence
78,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,45.0,8.686534179128497,0.0,strict_match,True,True,False,False,False,high_confidence
78,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,81.0,9.060628057921196,0.0,strict_match,True,True,False,False,False,high_confidence
78,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP003,formal_primary,115.0,11.849620418049577,2.0,strict_match,True,True,False,False,False,high_confidence
78,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,,,,,,no_match,False,False,False,True,False,no_match
78,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP004,formal_primary,141.0,6.3294355079918985,6.0,near_support_only,False,False,True,False,False,near_only
78,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP005,formal_primary,158.0,8.941042292624033,-2.0,strict_match,True,True,False,False,False,high_confidence
79,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,46.0,4.89529022992252,1.0,strict_match,True,True,False,False,False,high_confidence
79,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,84.0,9.781483227198134,3.0,matched_point,True,False,False,False,False,moderate_confidence
79,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP003,formal_primary,112.0,15.656493858526165,-1.0,strict_match,True,True,False,False,False,high_confidence
79,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,,,,,,no_match,False,False,False,True,False,no_match
79,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,,,,,,no_match,False,False,False,True,False,no_match
79,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP004,formal_primary,160.0,10.044503573424567,0.0,strict_match,True,True,False,False,False,high_confidence
80,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,45.0,7.912730941808048,0.0,strict_match,True,True,False,False,False,high_confidence
80,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,77.0,11.61702285210008,-4.0,matched_point,True,False,False,False,False,moderate_confidence
80,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP003,formal_primary,114.0,12.429878227125736,1.0,strict_match,True,True,False,False,False,high_confidence
80,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP004,formal_primary,131.0,5.0404634031667035,-1.0,strict_match,True,True,False,False,True,ambiguous
80,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP004,formal_primary,131.0,5.0404634031667035,-4.0,matched_point,True,False,False,False,True,ambiguous
80,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP005,formal_primary,154.0,5.829280322091495,-6.0,near_support_only,False,False,True,False,False,near_only
81,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,43.0,7.5634662095482135,-2.0,strict_match,True,True,False,False,False,high_confidence
