window_id,object,detector_scale,detector_width,band_half_width,search_mode,selection_rule,peak_day_smooth9,peak_day_smooth5,delta_5minus9,same_peak_within_2d,same_peak_within_5d,smooth_sensitivity_class
W160,Je,narrow,16,8,baseline_search,baseline_rule,161,160,-1,True,True,smooth_consistent
W160,Je,narrow,16,8,baseline_search,closest_anchor,161,160,-1,True,True,smooth_consistent
W160,Je,narrow,16,8,baseline_search,max_overlap,161,160,-1,True,True,smooth_consistent
W160,Je,narrow,16,8,baseline_search,max_score,170,172,2,True,True,smooth_consistent
W160,Je,narrow,16,8,narrow_search,baseline_rule,161,160,-1,True,True,smooth_consistent
W160,Je,narrow,16,8,narrow_search,closest_anchor,161,160,-1,True,True,smooth_consistent
W160,Je,narrow,16,8,narrow_search,max_overlap,161,160,-1,True,True,smooth_consistent
W160,Je,narrow,16,8,narrow_search,max_score,170,172,2,True,True,smooth_consistent
W160,Je,narrow,16,8,wide_search,baseline_rule,161,160,-1,True,True,smooth_consistent
W160,Je,narrow,16,8,wide_search,closest_anchor,161,160,-1,True,True,smooth_consistent
W160,Je,narrow,16,8,wide_search,max_overlap,161,160,-1,True,True,smooth_consistent
W160,Je,narrow,16,8,wide_search,max_score,170,172,2,True,True,smooth_consistent
W160,Je,wide,24,12,baseline_search,baseline_rule,160,162,2,True,True,smooth_consistent
W160,Je,wide,24,12,baseline_search,closest_anchor,160,162,2,True,True,smooth_consistent
W160,Je,wide,24,12,baseline_search,max_overlap,166,162,-4,False,True,smooth_moderately_sensitive
W160,Je,wide,24,12,baseline_search,max_score,166,168,2,True,True,smooth_consistent
W160,Je,wide,24,12,narrow_search,baseline_rule,160,162,2,True,True,smooth_consistent
W160,Je,wide,24,12,narrow_search,closest_anchor,160,162,2,True,True,smooth_consistent
W160,Je,wide,24,12,narrow_search,max_overlap,166,162,-4,False,True,smooth_moderately_sensitive
W160,Je,wide,24,12,narrow_search,max_score,166,168,2,True,True,smooth_consistent
W160,Je,wide,24,12,wide_search,baseline_rule,160,162,2,True,True,smooth_consistent
W160,Je,wide,24,12,wide_search,closest_anchor,160,162,2,True,True,smooth_consistent
W160,Je,wide,24,12,wide_search,max_overlap,166,162,-4,False,True,smooth_moderately_sensitive
W160,Je,wide,24,12,wide_search,max_score,166,168,2,True,True,smooth_consistent
W160,Jw,baseline,20,10,baseline_search,baseline_rule,152,158,6,False,False,smooth_sensitive
W160,Jw,baseline,20,10,baseline_search,closest_anchor,162,158,-4,False,True,smooth_moderately_sensitive
W160,Jw,baseline,20,10,baseline_search,max_overlap,162,164,2,True,True,smooth_consistent
W160,Jw,baseline,20,10,baseline_search,max_score,168,170,2,True,True,smooth_consistent
W160,Jw,baseline,20,10,narrow_search,baseline_rule,162,158,-4,False,True,smooth_moderately_sensitive
W160,Jw,baseline,20,10,narrow_search,closest_anchor,162,158,-4,False,True,smooth_moderately_sensitive
W160,Jw,baseline,20,10,narrow_search,max_overlap,162,164,2,True,True,smooth_consistent
W160,Jw,baseline,20,10,narrow_search,max_score,168,170,2,True,True,smooth_consistent
W160,Jw,baseline,20,10,wide_search,baseline_rule,162,158,-4,False,True,smooth_moderately_sensitive
W160,Jw,baseline,20,10,wide_search,closest_anchor,162,158,-4,False,True,smooth_moderately_sensitive
W160,Jw,baseline,20,10,wide_search,max_overlap,162,164,2,True,True,smooth_consistent
W160,Jw,baseline,20,10,wide_search,max_score,168,170,2,True,True,smooth_consistent
W160,Jw,narrow,16,8,baseline_search,baseline_rule,158,160,2,True,True,smooth_consistent
W160,Jw,narrow,16,8,baseline_search,closest_anchor,158,160,2,True,True,smooth_consistent
W160,Jw,narrow,16,8,baseline_search,max_overlap,158,160,2,True,True,smooth_consistent
W160,Jw,narrow,16,8,baseline_search,max_score,170,172,2,True,True,smooth_consistent
W160,Jw,narrow,16,8,narrow_search,baseline_rule,158,160,2,True,True,smooth_consistent
W160,Jw,narrow,16,8,narrow_search,closest_anchor,158,160,2,True,True,smooth_consistent
W160,Jw,narrow,16,8,narrow_search,max_overlap,158,160,2,True,True,smooth_consistent
W160,Jw,narrow,16,8,narrow_search,max_score,170,172,2,True,True,smooth_consistent
W160,Jw,narrow,16,8,wide_search,baseline_rule,158,160,2,True,True,smooth_consistent
W160,Jw,narrow,16,8,wide_search,closest_anchor,158,160,2,True,True,smooth_consistent
W160,Jw,narrow,16,8,wide_search,max_overlap,158,160,2,True,True,smooth_consistent
W160,Jw,narrow,16,8,wide_search,max_score,170,172,2,True,True,smooth_consistent
W160,Jw,wide,24,12,baseline_search,baseline_rule,160,162,2,True,True,smooth_consistent
W160,Jw,wide,24,12,baseline_search,closest_anchor,160,162,2,True,True,smooth_consistent
W160,Jw,wide,24,12,baseline_search,max_overlap,166,162,-4,False,True,smooth_moderately_sensitive
W160,Jw,wide,24,12,baseline_search,max_score,166,168,2,True,True,smooth_consistent
W160,Jw,wide,24,12,narrow_search,baseline_rule,160,162,2,True,True,smooth_consistent
W160,Jw,wide,24,12,narrow_search,closest_anchor,160,162,2,True,True,smooth_consistent
W160,Jw,wide,24,12,narrow_search,max_overlap,166,162,-4,False,True,smooth_moderately_sensitive
W160,Jw,wide,24,12,narrow_search,max_score,166,168,2,True,True,smooth_consistent
W160,Jw,wide,24,12,wide_search,baseline_rule,160,162,2,True,True,smooth_consistent
W160,Jw,wide,24,12,wide_search,closest_anchor,160,162,2,True,True,smooth_consistent
W160,Jw,wide,24,12,wide_search,max_overlap,166,162,-4,False,True,smooth_moderately_sensitive
W160,Jw,wide,24,12,wide_search,max_score,166,168,2,True,True,smooth_consistent
W160,P,baseline,20,10,baseline_search,baseline_rule,158,162,4,False,True,smooth_moderately_sensitive
W160,P,baseline,20,10,baseline_search,closest_anchor,157,162,5,False,True,smooth_moderately_sensitive
W160,P,baseline,20,10,baseline_search,max_overlap,157,156,-1,True,True,smooth_consistent
W160,P,baseline,20,10,baseline_search,max_score,157,156,-1,True,True,smooth_consistent
W160,P,baseline,20,10,narrow_search,baseline_rule,157,162,5,False,True,smooth_moderately_sensitive
W160,P,baseline,20,10,narrow_search,closest_anchor,157,162,5,False,True,smooth_moderately_sensitive
W160,P,baseline,20,10,narrow_search,max_overlap,157,156,-1,True,True,smooth_consistent
W160,P,baseline,20,10,narrow_search,max_score,157,156,-1,True,True,smooth_consistent
W160,P,baseline,20,10,wide_search,baseline_rule,157,162,5,False,True,smooth_moderately_sensitive
W160,P,baseline,20,10,wide_search,closest_anchor,157,162,5,False,True,smooth_moderately_sensitive
W160,P,baseline,20,10,wide_search,max_overlap,157,156,-1,True,True,smooth_consistent
W160,P,baseline,20,10,wide_search,max_score,157,156,-1,True,True,smooth_consistent
W160,P,narrow,16,8,baseline_search,baseline_rule,157,161,4,False,True,smooth_moderately_sensitive
W160,P,narrow,16,8,baseline_search,closest_anchor,157,161,4,False,True,smooth_moderately_sensitive
W160,P,narrow,16,8,baseline_search,max_overlap,157,161,4,False,True,smooth_moderately_sensitive
W160,P,narrow,16,8,baseline_search,max_score,157,155,-2,True,True,smooth_consistent
W160,P,narrow,16,8,narrow_search,baseline_rule,157,161,4,False,True,smooth_moderately_sensitive
W160,P,narrow,16,8,narrow_search,closest_anchor,157,161,4,False,True,smooth_moderately_sensitive
W160,P,narrow,16,8,narrow_search,max_overlap,157,161,4,False,True,smooth_moderately_sensitive
W160,P,narrow,16,8,narrow_search,max_score,157,155,-2,True,True,smooth_consistent
W160,P,narrow,16,8,wide_search,baseline_rule,157,161,4,False,True,smooth_moderately_sensitive
W160,P,narrow,16,8,wide_search,closest_anchor,157,161,4,False,True,smooth_moderately_sensitive
W160,P,narrow,16,8,wide_search,max_overlap,157,161,4,False,True,smooth_moderately_sensitive
W160,P,narrow,16,8,wide_search,max_score,157,155,-2,True,True,smooth_consistent
W160,P,wide,24,12,baseline_search,baseline_rule,158,157,-1,True,True,smooth_consistent
W160,P,wide,24,12,baseline_search,closest_anchor,158,157,-1,True,True,smooth_consistent
W160,P,wide,24,12,baseline_search,max_overlap,158,157,-1,True,True,smooth_consistent
W160,P,wide,24,12,baseline_search,max_score,158,157,-1,True,True,smooth_consistent
W160,P,wide,24,12,narrow_search,baseline_rule,158,157,-1,True,True,smooth_consistent
W160,P,wide,24,12,narrow_search,closest_anchor,158,157,-1,True,True,smooth_consistent
W160,P,wide,24,12,narrow_search,max_overlap,158,157,-1,True,True,smooth_consistent
W160,P,wide,24,12,narrow_search,max_score,158,157,-1,True,True,smooth_consistent
W160,P,wide,24,12,wide_search,baseline_rule,158,157,-1,True,True,smooth_consistent
W160,P,wide,24,12,wide_search,closest_anchor,158,157,-1,True,True,smooth_consistent
W160,P,wide,24,12,wide_search,max_overlap,158,157,-1,True,True,smooth_consistent
W160,P,wide,24,12,wide_search,max_score,158,157,-1,True,True,smooth_consistent
W160,V,baseline,20,10,baseline_search,baseline_rule,161,161,0,True,True,smooth_consistent
W160,V,baseline,20,10,baseline_search,closest_anchor,162,161,-1,True,True,smooth_consistent
W160,V,baseline,20,10,baseline_search,max_overlap,162,161,-1,True,True,smooth_consistent
W160,V,baseline,20,10,baseline_search,max_score,162,161,-1,True,True,smooth_consistent
W160,V,baseline,20,10,narrow_search,baseline_rule,162,161,-1,True,True,smooth_consistent
W160,V,baseline,20,10,narrow_search,closest_anchor,162,161,-1,True,True,smooth_consistent
W160,V,baseline,20,10,narrow_search,max_overlap,162,161,-1,True,True,smooth_consistent
W160,V,baseline,20,10,narrow_search,max_score,162,161,-1,True,True,smooth_consistent
W160,V,baseline,20,10,wide_search,baseline_rule,162,161,-1,True,True,smooth_consistent
W160,V,baseline,20,10,wide_search,closest_anchor,162,161,-1,True,True,smooth_consistent
W160,V,baseline,20,10,wide_search,max_overlap,162,161,-1,True,True,smooth_consistent
W160,V,baseline,20,10,wide_search,max_score,162,161,-1,True,True,smooth_consistent
W160,V,narrow,16,8,baseline_search,baseline_rule,162,162,0,True,True,smooth_consistent
W160,V,narrow,16,8,baseline_search,closest_anchor,162,162,0,True,True,smooth_consistent
W160,V,narrow,16,8,baseline_search,max_overlap,162,162,0,True,True,smooth_consistent
W160,V,narrow,16,8,baseline_search,max_score,162,162,0,True,True,smooth_consistent
W160,V,narrow,16,8,narrow_search,baseline_rule,162,162,0,True,True,smooth_consistent
W160,V,narrow,16,8,narrow_search,closest_anchor,162,162,0,True,True,smooth_consistent
W160,V,narrow,16,8,narrow_search,max_overlap,162,162,0,True,True,smooth_consistent
W160,V,narrow,16,8,narrow_search,max_score,162,162,0,True,True,smooth_consistent
W160,V,narrow,16,8,wide_search,baseline_rule,162,162,0,True,True,smooth_consistent
W160,V,narrow,16,8,wide_search,closest_anchor,162,162,0,True,True,smooth_consistent
W160,V,narrow,16,8,wide_search,max_overlap,162,162,0,True,True,smooth_consistent
W160,V,narrow,16,8,wide_search,max_score,162,162,0,True,True,smooth_consistent
W160,V,wide,24,12,baseline_search,baseline_rule,162,161,-1,True,True,smooth_consistent
W160,V,wide,24,12,baseline_search,closest_anchor,162,161,-1,True,True,smooth_consistent
W160,V,wide,24,12,baseline_search,max_overlap,162,161,-1,True,True,smooth_consistent
W160,V,wide,24,12,baseline_search,max_score,162,161,-1,True,True,smooth_consistent
W160,V,wide,24,12,narrow_search,baseline_rule,162,161,-1,True,True,smooth_consistent
W160,V,wide,24,12,narrow_search,closest_anchor,162,161,-1,True,True,smooth_consistent
W160,V,wide,24,12,narrow_search,max_overlap,162,161,-1,True,True,smooth_consistent
W160,V,wide,24,12,narrow_search,max_score,162,161,-1,True,True,smooth_consistent
W160,V,wide,24,12,wide_search,baseline_rule,162,161,-1,True,True,smooth_consistent
W160,V,wide,24,12,wide_search,closest_anchor,162,161,-1,True,True,smooth_consistent
W160,V,wide,24,12,wide_search,max_overlap,162,161,-1,True,True,smooth_consistent
W160,V,wide,24,12,wide_search,max_score,162,161,-1,True,True,smooth_consistent
