window_id,object_A,object_B,A_peak_day,B_peak_day,delta_observed,delta_median,delta_q025,delta_q975,P_A_earlier,P_B_earlier,P_same_day,peak_order_decision,mode,phase_group,phase_group_size,years_in_phase_group,group_role,pc_group_order_best_direction,pc_group_order_best_probability,pc_group_order_evidence_level
W113,P,V,114.0,116.0,2.0,2.0,-4.0,11.0,0.648,0.19,0.162,A_peak_earlier_tendency,1,PC_high,15,1981;1984;1985;1986;1989;1994;1999;2000;2001;2002;2004;2011;2012;2015;2018,PC_phase_group_multi_year_peak_not_single_year_peak,A_earlier,0.648,unresolved
W113,P,H,114.0,117.0,3.0,3.0,-7.0,11.0,0.788,0.138,0.074,A_peak_earlier_tendency,1,PC_high,15,1981;1984;1985;1986;1989;1994;1999;2000;2001;2002;2004;2011;2012;2015;2018,PC_phase_group_multi_year_peak_not_single_year_peak,A_earlier,0.788,unresolved
W113,P,Je,114.0,109.0,-5.0,-4.0,-10.0,5.524999999999977,0.25,0.724,0.026,B_peak_earlier_tendency,1,PC_high,15,1981;1984;1985;1986;1989;1994;1999;2000;2001;2002;2004;2011;2012;2015;2018,PC_phase_group_multi_year_peak_not_single_year_peak,B_earlier,0.724,unresolved
W113,P,Jw,114.0,103.0,-11.0,-5.0,-14.0,11.0,0.244,0.69,0.066,B_peak_earlier_tendency,1,PC_high,15,1981;1984;1985;1986;1989;1994;1999;2000;2001;2002;2004;2011;2012;2015;2018,PC_phase_group_multi_year_peak_not_single_year_peak,B_earlier,0.69,unresolved
W113,V,H,116.0,117.0,1.0,1.0,-6.0,6.0,0.618,0.15,0.232,A_peak_earlier_tendency,1,PC_high,15,1981;1984;1985;1986;1989;1994;1999;2000;2001;2002;2004;2011;2012;2015;2018,PC_phase_group_multi_year_peak_not_single_year_peak,A_earlier,0.618,unresolved
W113,V,Je,116.0,109.0,-7.0,-6.0,-9.0,2.0,0.034,0.944,0.022,B_peak_earlier_tendency,1,PC_high,15,1981;1984;1985;1986;1989;1994;1999;2000;2001;2002;2004;2011;2012;2015;2018,PC_phase_group_multi_year_peak_not_single_year_peak,B_earlier,0.944,usable_90
W113,V,Jw,116.0,103.0,-13.0,-9.0,-15.0,4.524999999999977,0.166,0.794,0.04,B_peak_earlier_tendency,1,PC_high,15,1981;1984;1985;1986;1989;1994;1999;2000;2001;2002;2004;2011;2012;2015;2018,PC_phase_group_multi_year_peak_not_single_year_peak,B_earlier,0.794,unresolved
W113,H,Je,117.0,109.0,-8.0,-7.0,-11.0,1.5249999999999773,0.042,0.944,0.014,B_peak_earlier_tendency,1,PC_high,15,1981;1984;1985;1986;1989;1994;1999;2000;2001;2002;2004;2011;2012;2015;2018,PC_phase_group_multi_year_peak_not_single_year_peak,B_earlier,0.944,usable_90
W113,H,Jw,117.0,103.0,-14.0,-9.0,-16.0,5.0,0.14,0.824,0.036,B_peak_earlier_tendency,1,PC_high,15,1981;1984;1985;1986;1989;1994;1999;2000;2001;2002;2004;2011;2012;2015;2018,PC_phase_group_multi_year_peak_not_single_year_peak,B_earlier,0.824,unresolved
W113,Je,Jw,109.0,103.0,-6.0,-4.0,-10.0,10.0,0.358,0.61,0.032,B_peak_earlier_tendency,1,PC_high,15,1981;1984;1985;1986;1989;1994;1999;2000;2001;2002;2004;2011;2012;2015;2018,PC_phase_group_multi_year_peak_not_single_year_peak,B_earlier,0.61,unresolved
