window_id,object_A,object_B,tau_sync_primary,tau_sync_q50,tau_sync_q75,tau_sync_q90,delta_observed,delta_median,delta_q025,delta_q975,P_within_tau_q50,P_within_tau_q75,P_within_tau_q90,synchrony_decision,tau_quality_flag,mode,phase_group,phase_group_size,years_in_phase_group,group_role
W113,P,V,3.0,1.0,3.0,8.0,2.0,2.0,-4.0,11.0,0.382,0.64,0.872,synchrony_indeterminate,normal,1,PC_high,15,1981;1984;1985;1986;1989;1994;1999;2000;2001;2002;2004;2011;2012;2015;2018,PC_phase_group_multi_year_peak_not_single_year_peak
W113,P,H,3.0,1.0,3.0,8.0,3.0,3.0,-7.0,11.0,0.18,0.448,0.836,synchrony_indeterminate,normal,1,PC_high,15,1981;1984;1985;1986;1989;1994;1999;2000;2001;2002;2004;2011;2012;2015;2018,PC_phase_group_multi_year_peak_not_single_year_peak
W113,P,Je,3.0,1.0,3.0,8.0,-5.0,-4.0,-10.0,5.524999999999977,0.096,0.342,0.914,synchrony_indeterminate,normal,1,PC_high,15,1981;1984;1985;1986;1989;1994;1999;2000;2001;2002;2004;2011;2012;2015;2018,PC_phase_group_multi_year_peak_not_single_year_peak
W113,P,Jw,3.0,1.0,3.0,8.0,-11.0,-5.0,-14.0,11.0,0.164,0.338,0.608,synchrony_indeterminate,normal,1,PC_high,15,1981;1984;1985;1986;1989;1994;1999;2000;2001;2002;2004;2011;2012;2015;2018,PC_phase_group_multi_year_peak_not_single_year_peak
W113,V,H,3.0,1.0,3.0,8.0,1.0,1.0,-6.0,6.0,0.596,0.854,0.986,synchrony_tendency,normal,1,PC_high,15,1981;1984;1985;1986;1989;1994;1999;2000;2001;2002;2004;2011;2012;2015;2018,PC_phase_group_multi_year_peak_not_single_year_peak
W113,V,Je,3.0,1.0,3.0,8.0,-7.0,-6.0,-9.0,2.0,0.046,0.146,0.928,synchrony_indeterminate,normal,1,PC_high,15,1981;1984;1985;1986;1989;1994;1999;2000;2001;2002;2004;2011;2012;2015;2018,PC_phase_group_multi_year_peak_not_single_year_peak
W113,V,Jw,3.0,1.0,3.0,8.0,-13.0,-9.0,-15.0,4.524999999999977,0.126,0.252,0.482,synchrony_indeterminate,normal,1,PC_high,15,1981;1984;1985;1986;1989;1994;1999;2000;2001;2002;2004;2011;2012;2015;2018,PC_phase_group_multi_year_peak_not_single_year_peak
W113,H,Je,3.0,1.0,3.0,8.0,-8.0,-7.0,-11.0,1.5249999999999773,0.04,0.106,0.796,synchrony_indeterminate,normal,1,PC_high,15,1981;1984;1985;1986;1989;1994;1999;2000;2001;2002;2004;2011;2012;2015;2018,PC_phase_group_multi_year_peak_not_single_year_peak
W113,H,Jw,3.0,1.0,3.0,8.0,-14.0,-9.0,-16.0,5.0,0.108,0.236,0.45,synchrony_indeterminate,normal,1,PC_high,15,1981;1984;1985;1986;1989;1994;1999;2000;2001;2002;2004;2011;2012;2015;2018,PC_phase_group_multi_year_peak_not_single_year_peak
W113,Je,Jw,3.0,1.0,3.0,8.0,-6.0,-4.0,-10.0,10.0,0.082,0.218,0.87,synchrony_indeterminate,normal,1,PC_high,15,1981;1984;1985;1986;1989;1994;1999;2000;2001;2002;2004;2011;2012;2015;2018,PC_phase_group_multi_year_peak_not_single_year_peak
W113,P,V,4.0,2.0,4.0,7.0,-3.0,-3.0,-10.0,12.0,0.332,0.492,0.72,synchrony_indeterminate,normal,1,PC_low,15,1980;1983;1987;1993;1995;1998;2003;2007;2009;2010;2014;2017;2020;2021;2022,PC_phase_group_multi_year_peak_not_single_year_peak
W113,P,H,4.0,2.0,4.0,7.0,2.0,1.0,-11.0,9.524999999999977,0.366,0.588,0.822,synchrony_indeterminate,normal,1,PC_low,15,1980;1983;1987;1993;1995;1998;2003;2007;2009;2010;2014;2017;2020;2021;2022,PC_phase_group_multi_year_peak_not_single_year_peak
W113,P,Je,4.0,2.0,4.0,7.0,-5.0,-4.0,-14.0,4.0,0.316,0.51,0.786,synchrony_indeterminate,normal,1,PC_low,15,1980;1983;1987;1993;1995;1998;2003;2007;2009;2010;2014;2017;2020;2021;2022,PC_phase_group_multi_year_peak_not_single_year_peak
W113,P,Jw,4.0,2.0,4.0,7.0,-4.0,-4.0,-13.0,8.0,0.192,0.45,0.79,synchrony_indeterminate,normal,1,PC_low,15,1980;1983;1987;1993;1995;1998;2003;2007;2009;2010;2014;2017;2020;2021;2022,PC_phase_group_multi_year_peak_not_single_year_peak
W113,V,H,4.0,2.0,4.0,7.0,5.0,4.0,-14.524999999999999,12.524999999999977,0.234,0.486,0.822,synchrony_indeterminate,normal,1,PC_low,15,1980;1983;1987;1993;1995;1998;2003;2007;2009;2010;2014;2017;2020;2021;2022,PC_phase_group_multi_year_peak_not_single_year_peak
W113,V,Je,4.0,2.0,4.0,7.0,-2.0,-2.0,-14.524999999999999,7.524999999999977,0.29,0.576,0.848,synchrony_indeterminate,normal,1,PC_low,15,1980;1983;1987;1993;1995;1998;2003;2007;2009;2010;2014;2017;2020;2021;2022,PC_phase_group_multi_year_peak_not_single_year_peak
W113,V,Jw,4.0,2.0,4.0,7.0,-1.0,-1.0,-15.524999999999999,11.524999999999977,0.454,0.684,0.824,synchrony_indeterminate,normal,1,PC_low,15,1980;1983;1987;1993;1995;1998;2003;2007;2009;2010;2014;2017;2020;2021;2022,PC_phase_group_multi_year_peak_not_single_year_peak
W113,H,Je,4.0,2.0,4.0,7.0,-7.0,-5.0,-15.0,8.0,0.228,0.44,0.678,synchrony_indeterminate,normal,1,PC_low,15,1980;1983;1987;1993;1995;1998;2003;2007;2009;2010;2014;2017;2020;2021;2022,PC_phase_group_multi_year_peak_not_single_year_peak
W113,H,Jw,4.0,2.0,4.0,7.0,-6.0,-5.0,-13.0,10.0,0.204,0.374,0.594,synchrony_indeterminate,normal,1,PC_low,15,1980;1983;1987;1993;1995;1998;2003;2007;2009;2010;2014;2017;2020;2021;2022,PC_phase_group_multi_year_peak_not_single_year_peak
W113,Je,Jw,4.0,2.0,4.0,7.0,1.0,-1.0,-9.0,12.524999999999977,0.396,0.646,0.884,synchrony_indeterminate,normal,1,PC_low,15,1980;1983;1987;1993;1995;1998;2003;2007;2009;2010;2014;2017;2020;2021;2022,PC_phase_group_multi_year_peak_not_single_year_peak
W113,P,V,3.0,2.0,3.0,7.0,4.0,3.0,-9.0,12.0,0.306,0.404,0.846,synchrony_indeterminate,normal,1,PC_mid,15,1979;1982;1988;1990;1991;1992;1996;1997;2005;2006;2008;2013;2016;2019;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W113,P,H,3.0,2.0,3.0,7.0,0.0,-1.0,-5.524999999999999,6.0,0.664,0.826,0.972,synchrony_tendency,normal,1,PC_mid,15,1979;1982;1988;1990;1991;1992;1996;1997;2005;2006;2008;2013;2016;2019;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W113,P,Je,3.0,2.0,3.0,7.0,1.0,0.0,-6.524999999999999,7.524999999999977,0.618,0.728,0.96,synchrony_indeterminate,normal,1,PC_mid,15,1979;1982;1988;1990;1991;1992;1996;1997;2005;2006;2008;2013;2016;2019;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W113,P,Jw,3.0,2.0,3.0,7.0,6.0,2.0,-6.524999999999999,9.0,0.408,0.536,0.852,synchrony_indeterminate,normal,1,PC_mid,15,1979;1982;1988;1990;1991;1992;1996;1997;2005;2006;2008;2013;2016;2019;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W113,V,H,3.0,2.0,3.0,7.0,-4.0,-3.0,-10.524999999999999,7.524999999999977,0.262,0.438,0.86,synchrony_indeterminate,normal,1,PC_mid,15,1979;1982;1988;1990;1991;1992;1996;1997;2005;2006;2008;2013;2016;2019;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W113,V,Je,3.0,2.0,3.0,7.0,-3.0,-3.0,-10.524999999999999,8.0,0.334,0.49,0.848,synchrony_indeterminate,normal,1,PC_mid,15,1979;1982;1988;1990;1991;1992;1996;1997;2005;2006;2008;2013;2016;2019;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W113,V,Jw,3.0,2.0,3.0,7.0,2.0,0.0,-10.0,10.0,0.37,0.49,0.802,synchrony_indeterminate,normal,1,PC_mid,15,1979;1982;1988;1990;1991;1992;1996;1997;2005;2006;2008;2013;2016;2019;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W113,H,Je,3.0,2.0,3.0,7.0,1.0,0.0,-4.0,8.0,0.666,0.83,0.968,synchrony_tendency,normal,1,PC_mid,15,1979;1982;1988;1990;1991;1992;1996;1997;2005;2006;2008;2013;2016;2019;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W113,H,Jw,3.0,2.0,3.0,7.0,6.0,3.0,-5.524999999999999,9.0,0.292,0.424,0.876,synchrony_indeterminate,normal,1,PC_mid,15,1979;1982;1988;1990;1991;1992;1996;1997;2005;2006;2008;2013;2016;2019;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W113,Je,Jw,3.0,2.0,3.0,7.0,5.0,2.0,-7.0,10.0,0.364,0.54,0.856,synchrony_indeterminate,normal,1,PC_mid,15,1979;1982;1988;1990;1991;1992;1996;1997;2005;2006;2008;2013;2016;2019;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W113,P,V,4.0,2.0,4.0,10.0,-7.0,0.0,-12.0,12.0,0.258,0.384,0.872,synchrony_indeterminate,normal,2,PC_high,15,1979;1980;1982;1983;1986;1987;1991;1992;1993;1999;2002;2004;2014;2015;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W113,P,H,4.0,2.0,4.0,10.0,6.0,4.0,-9.0,12.524999999999977,0.254,0.442,0.904,synchrony_indeterminate,normal,2,PC_high,15,1979;1980;1982;1983;1986;1987;1991;1992;1993;1999;2002;2004;2014;2015;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W113,P,Je,4.0,2.0,4.0,10.0,1.0,1.0,-4.0,6.0,0.774,0.914,0.986,synchrony_tendency,normal,2,PC_high,15,1979;1980;1982;1983;1986;1987;1991;1992;1993;1999;2002;2004;2014;2015;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W113,P,Jw,4.0,2.0,4.0,10.0,1.0,1.0,-7.0,6.0,0.708,0.87,0.992,synchrony_tendency,normal,2,PC_high,15,1979;1980;1982;1983;1986;1987;1991;1992;1993;1999;2002;2004;2014;2015;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W113,V,H,4.0,2.0,4.0,10.0,13.0,1.5,-14.0,19.0,0.416,0.558,0.752,synchrony_indeterminate,normal,2,PC_high,15,1979;1980;1982;1983;1986;1987;1991;1992;1993;1999;2002;2004;2014;2015;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W113,V,Je,4.0,2.0,4.0,10.0,8.0,0.0,-12.0,13.0,0.248,0.41,0.868,synchrony_indeterminate,normal,2,PC_high,15,1979;1980;1982;1983;1986;1987;1991;1992;1993;1999;2002;2004;2014;2015;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W113,V,Jw,4.0,2.0,4.0,10.0,8.0,1.0,-12.0,12.0,0.218,0.338,0.826,synchrony_indeterminate,normal,2,PC_high,15,1979;1980;1982;1983;1986;1987;1991;1992;1993;1999;2002;2004;2014;2015;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W113,H,Je,4.0,2.0,4.0,10.0,-5.0,-3.0,-11.0,11.0,0.264,0.488,0.912,synchrony_indeterminate,normal,2,PC_high,15,1979;1980;1982;1983;1986;1987;1991;1992;1993;1999;2002;2004;2014;2015;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W113,H,Jw,4.0,2.0,4.0,10.0,-5.0,-3.0,-12.0,9.524999999999977,0.298,0.476,0.916,synchrony_indeterminate,normal,2,PC_high,15,1979;1980;1982;1983;1986;1987;1991;1992;1993;1999;2002;2004;2014;2015;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W113,Je,Jw,4.0,2.0,4.0,10.0,0.0,0.0,-7.524999999999999,6.0,0.66,0.856,0.996,synchrony_tendency,normal,2,PC_high,15,1979;1980;1982;1983;1986;1987;1991;1992;1993;1999;2002;2004;2014;2015;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W113,P,V,9.0,3.0,9.0,12.0,1.0,-1.0,-14.0,16.55000000000001,0.3807615230460922,0.7955911823647295,0.8817635270541082,synchrony_indeterminate,normal,2,PC_low,15,1981;1994;1998;2005;2006;2010;2012;2013;2016;2017;2018;2020;2021;2022;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W113,P,H,9.0,3.0,9.0,12.0,3.0,-1.0,-13.0,10.0,0.484,0.856,0.954,synchrony_tendency,normal,2,PC_low,15,1981;1994;1998;2005;2006;2010;2012;2013;2016;2017;2018;2020;2021;2022;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W113,P,Je,9.0,3.0,9.0,12.0,11.0,1.0,-15.0,14.0,0.38,0.686,0.864,synchrony_indeterminate,normal,2,PC_low,15,1981;1994;1998;2005;2006;2010;2012;2013;2016;2017;2018;2020;2021;2022;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W113,P,Jw,9.0,3.0,9.0,12.0,7.0,-1.0,-17.0,13.0,0.36,0.782,0.864,synchrony_indeterminate,normal,2,PC_low,15,1981;1994;1998;2005;2006;2010;2012;2013;2016;2017;2018;2020;2021;2022;2023,PC_phase_group_multi_year_peak_not_single_year_peak
