window_id,mode,target_type,target_name,target_metric,corr_pc_with_influence_score,spearman_pc_with_influence_score,n_years,relationship_status
W113,1,object_peak_year_influence,H,presence_effect_on_peak_day,0.07733760700106986,0.04295125164690382,45,diagnostic_only_not_physical_type
W113,1,object_peak_year_influence,H,presence_effect_on_early_probability,-0.015266297751388085,0.02832674571805006,45,diagnostic_only_not_physical_type
W113,1,object_peak_year_influence,H,presence_effect_on_late_probability,0.015266297751388104,-0.02832674571805006,45,diagnostic_only_not_physical_type
W113,1,object_peak_year_influence,H,high_count_effect_on_peak_day,0.11764417826483976,0.07826086956521738,45,diagnostic_only_not_physical_type
W113,1,object_peak_year_influence,Je,presence_effect_on_peak_day,0.11788733416359895,0.1658816167440298,45,diagnostic_only_not_physical_type
W113,1,object_peak_year_influence,Je,presence_effect_on_early_probability,-0.15920659603328227,-0.17114624505928852,45,diagnostic_only_not_physical_type
W113,1,object_peak_year_influence,Je,presence_effect_on_late_probability,0.060246940541652264,0.10494416817841123,45,diagnostic_only_not_physical_type
W113,1,object_peak_year_influence,Je,high_count_effect_on_peak_day,0.07452983181877257,0.0989459815546772,45,diagnostic_only_not_physical_type
W113,1,object_peak_year_influence,Jw,presence_effect_on_peak_day,-0.23107244620040862,-0.23656905708014733,45,diagnostic_only_not_physical_type
W113,1,object_peak_year_influence,Jw,presence_effect_on_early_probability,0.20769234227720765,0.21277997364953885,45,diagnostic_only_not_physical_type
W113,1,object_peak_year_influence,Jw,presence_effect_on_late_probability,-0.15824012309217472,-0.14335123035544434,45,diagnostic_only_not_physical_type
W113,1,object_peak_year_influence,Jw,high_count_effect_on_peak_day,-0.2051807749827717,-0.19275362318840578,45,diagnostic_only_not_physical_type
W113,1,object_peak_year_influence,P,presence_effect_on_peak_day,-0.1078554112010696,-0.17918313570487482,45,diagnostic_only_not_physical_type
W113,1,object_peak_year_influence,P,presence_effect_on_early_probability,0.17579286539954578,0.19776021080368905,45,diagnostic_only_not_physical_type
